g,i,hr,xland,p,y,xwater,omegaland,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
606,Grain,San Joaquin River,26610.79157,214.7932149,3.38625,0.466656841,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,703.0598837821251,28.525711677390696,703.0598837821251,601.3490489,101.7108349,-4.882352941,0.9983477742915622,0.000801622,0.000690288,0.000160315,3.408379870222504,5.078208018715285e-05,520319.9868945211,26610.814263506134,12418.115360786687,-0.022693506,-0.007430221,8.527933516403173e-07,5.983376129059886e-07,GOOD,225.5328756,693.726747
606,Lettuce,San Joaquin River,1031.061203,786.0637345,12.864,3.326092372,0.164570286,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,166.3046186,9944.662497363002,57.576970302289006,9944.662497363002,601.3490489,9343.313449,-4.882352941,0.1447198114857773,0.8552686602877873,4.870009892639057e-06,6.658216542542089e-06,8.687967087049442,0.003879498,44111.83199618333,1031.0612004604682,3429.4039629498425,2.5395318061782746e-06,0.000839414,2.463027217772517e-09,2.4476947153970766e-07,GOOD,825.3669212,9878.14065
606,Onions & Garlic,San Joaquin River,2137.693582,1863.443795,6.58975,1.480822037,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,74.04110185,12204.75367265125,156.19195642494927,12204.75367265125,601.3490489,11603.40462,-4.882352941,0.9603373588191328,0.039611064,3.0140180715606778e-05,2.1436794000828545e-05,6.543524653752456,0.001140961,887292.0558875517,2137.6935852672705,3165.5430133474824,-3.27E-06,0.000751232,1.5284092225143196e-09,2.3731517871389863e-07,GOOD,1956.615985,12175.13723
606,Other Deciduous,San Joaquin River,6012.887008,2722.514149,3.2887,3.445837194,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,172.2918597,8780.337268250298,49.234521399661034,8780.337268250298,601.3490489,8178.988219,-4.882352941,0.10820678292899061,0.8917847369037304,4.209114014921684e-06,4.2710532641716965e-06,2.0939017787860372,0.001279304,2917.4982966574166,6012.886998,20719.42443336034,9.63830007094657e-06,0.005262125,1.6029404939961531e-09,2.5397057320652416e-07,GOOD,2858.639856,8711.420524
606,Pasture,San Joaquin River,13580.32351,202.2268042,5,4.600187047,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,230.00935235000003,780.4286822450001,4.174089715918598,780.4286822450001,601.3490489,179.0796334,-4.882352941,0.001967991,0.9980311388782521,4.789392057284989e-07,3.9085186177565857e-07,1.4714006803329602,0.000144384,174911.69448033188,13580.31634949242,62471.975250963245,0.007160508,0.053053808,5.272707660938659e-07,8.49241008699712e-07,GOOD,212.3381444,688.4249413
606,Rice,San Joaquin River,2000.559108,645.1882193,4.402033333,4.833919598,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,241.69597989999997,2597.4379662495144,11.144920019793442,2597.4379662495144,601.3490489,1996.088917,-4.882352941,0.004877802,0.9951210254810356,1.0234944273832987e-06,1.4924622697242102e-07,1.5069188978143562,0.002499301,5382.349041979415,2000.5590673894444,9670.539088616248,4.0610555515741e-05,0.002790502,2.0299602922675053e-08,2.885569788978755e-07,GOOD,677.4476303,2500.759574
606,Safflower,San Joaquin River,52.20934812,574.3765351,1.258,2.40565496,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50,120.28274800000001,601.3490488587998,5.677090499353722,601.3490488587998,601.3490489,0,-4.882352941,0.064409939,0.9355325610163853,4.541025667152017e-05,1.2089743623157968e-05,0.74474407,0.025883322,3.9678150704299764,52.206996028369105,125.59202666906148,0.002352092,0.005650594,4.5051158759742426e-05,4.498963919026372e-05,GOOD,603.0953619,553.2359497
606,Tomato Processing,San Joaquin River,34832.162,95.8398186,50.32533333,2.33979718,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,116.98985900000001,4705.334531124733,38.982016188435665,4705.334531124733,601.3490489,4103.985482,-4.882352941,0.38793051055896094,0.61200997,4.3954213870001976e-05,1.5565723568145986e-05,41.663272845205626,3.879608022468865e-05,27387141.38209796,34832.16187599008,81500.17334,0.00012401,0.021077384,3.5602129851404627e-09,2.586175897835365e-07,GOOD,100.6318095,4658.538588
606,Truck Crops,San Joaquin River,2217.593991,1517.618416,13.47127778,2.667732673,0.139554281,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,133.38663365000002,20309.917105664597,144.9338461167507,20309.917105664597,601.3490489,19708.56806,-4.882352941,0.5584472742959845,0.44153029019866813,1.0892237030290628e-05,1.1543268317104645e-05,11.972137518962539,0.001099852,1563396.7524977906,2217.5939889801025,5915.946493131087,2.019897692662198e-06,0.001452108,9.108509947537091e-10,2.4545653469064584e-07,GOOD,1593.499337,20256.56245
606,Vineyard,San Joaquin River,11667.71018,1577.798267,10.6811207,3.098484515,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,154.9242258,16696.922647921823,103.0632176145804,16696.922647921823,601.3490489,16095.5736,-4.882352941,0.3012256184221381,0.6987652790941798,3.6166825566683686e-06,5.4858011253944546e-06,8.369664162548181,0.000659282,11140.811245712277,11667.710172896412,36152.210236728984,7.103588359314017e-06,0.009081509,6.088245465241764e-10,2.5120197454675425e-07,GOOD,1656.68818,16634.95296
607,Alfalfa,San Joaquin River,5184.306367,280.5479948,6.891,4.134965358,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826789999997,1725.8432345288002,8.876957724707722,1725.8432345288002,544.4715375,1181.371697,-4.882352941,0.008096031,0.9919022880513122,9.40303432571119e-07,7.408557280338664e-07,2.629876937681276,0.000103704,6655965.944476841,5184.303431413071,21436.907075516156,0.002935587,0.020157288,5.662448785595848e-07,9.403067639742451e-07,GOOD,294.5753945,1643.143927
607,Almonds & Pistachios,San Joaquin River,77065.98482,4787.88596,1.331875,3.753630493,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.6815247,6188.503295233999,32.24214597975583,6188.503295233999,544.4715375,5644.031758,-4.882352941,0.049160361301505806,0.9508365141815042,2.3758589730030444e-06,7.486580169052166e-07,0.7230094298511495,3.2439733377042436e-05,14282297.84929138,77065.98306,289277.1242056372,0.001759626,0.10638778994325548,2.2832724417039803e-08,3.6777104691236904e-07,GOOD,5027.280258,6113.430685
607,Citrus & Subtropical,San Joaquin River,446.1121728,913.505926,3.87,3.247465856,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,162.3732928,3372.2083831620002,20.648418520018495,3372.2083831620002,544.4715375,2827.736846,-4.882352941,0.061958372717114886,0.9380323880242663,2.4229947075526995e-06,6.816263911173484e-06,2.2105754552109356,0.017242989905492424,74.83896865969724,446.1121672153631,1448.73354,5.584636880939797e-06,0.000508932,1.2518458857305131e-08,3.5129449208535965e-07,GOOD,959.1812223,3307.259066
607,Corn,San Joaquin River,22450.69011,64.15208484,26.962,2.415829265,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.7914633,1607.997287,13.538972382174098,1607.997287,544.4715375,1063.52575,-4.882352941,0.15216890123906035,0.8477700483762117,5.26602755579384e-05,8.390109169875757e-06,18.610236426969905,0.000148474,255591.52510456735,22450.688904252514,54237.011767952994,0.001205747,0.022419231077947188,5.370647758112573e-08,4.133565084066624e-07,GOOD,67.35968908,1559.680702
607,Cucurbits,San Joaquin River,1482.551484,354.9045387,12.802,2.299627126,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,114.98135629999999,4427.536287571399,37.31842172205409,4427.536287571399,544.4715375,3883.06475,-4.882352941,0.39770235123231945,0.6022183933062775,2.0549862700624584e-05,5.87055987026136e-05,10.655096929480775,0.013490256639208893,0.0005933,1482.5514805832447,3409.3144464937204,3.416755362195545e-06,0.001161804,2.304645335470552e-09,3.407734477978636e-07,GOOD,372.6497656,4381.543745
607,Dry Beans,San Joaquin River,153.1339401,1752.304957,1.253333333,2.212101358,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,110.6050679,2084.7549332632316,18.764611662168267,2084.7549332632316,544.4715375,1540.283396,-4.882352941,0.2809309275124653,0.7189896178058357,6.514817876198116e-05,1.4306502936872607e-05,0.9766766267140433,0.003887042,218549.3815009801,153.13391165943202,338.74763223422855,2.8440567973575526e-05,0.000164617,1.8572347811989411e-07,4.859570265204734e-07,GOOD,1839.920205,2040.512906
607,Grain,San Joaquin River,4516.605285,184.2122033,3.0875,0.466656841,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,544.4715375,22.30602965370374,544.4715375,544.4715375,0,-4.882352941,0.9978678660225956,0.001034463,0.00089079,0.000206881,3.1134440421336045,0.000299196,304.13380150989036,4516.6198089339305,2107.7108136563925,-0.014523934,-0.006059314,3.2156748297370525e-06,2.87484021448311e-06,GOOD,193.4228135,535.1384007
607,Lettuce,San Joaquin River,4.25446108,898.0447685,10.48,3.326092372,0.164570286,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,166.3046186,9244.247790635001,53.58883142340538,9244.247790635001,544.4715375,8699.776253,-4.882352941,0.13591249230606275,0.8640758607546274,4.920159226282984e-06,6.726780083525886e-06,6.989233993788998,0.9401895856572274,169.48174804920777,4.254461046042852,14.150742759340424,3.395714731624366e-08,-1.22E-05,7.98153906634014e-09,8.631484787682174e-07,GOOD,942.9470069,9177.725943
607,Onions & Garlic,San Joaquin River,212.5921458,922.4792266,5.725375,1.480822037,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,74.04110185,5206.664426544974,67.17906580683912,5206.664426544974,544.4715375,4662.192889,-4.882352941,0.911735222,0.088149999,6.707360593879376e-05,4.770519085368814e-05,5.634447075661808,0.011472786922892534,35455.45814898324,212.59214396215648,314.8110418465111,1.8378435129307036e-06,9.254724591301056e-05,8.644926678804442e-09,2.93977041476732e-07,GOOD,968.6031879,5177.047986
607,Other Deciduous,San Joaquin River,12282.48074,3217.693175,2.229333333,3.445837194,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,172.2918597,7000.115636828103,39.445272056538606,7000.115636828103,544.4715375,6455.644099,-4.882352941,0.088203341,0.9117879882574169,4.303526895219601e-06,4.366855477926595e-06,1.3625778470523637,0.000626283,4703.885100905703,12282.480667810874,42323.41421646298,7.218912651296705e-05,0.014752017668797635,5.877406042076728e-09,3.485544065860978e-07,GOOD,3378.577834,6931.198893
607,Pasture,San Joaquin River,21808.86322,263.6327213,5,4.600187047,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,230.00935235000003,1087.458268,5.441546856813573,1087.458268,544.4715375,542.9867302,-4.882352941,0.002739753,0.9972593774222875,4.785688497302409e-07,3.9054962230620703e-07,1.553278212113958,8.990768083351252e-05,850580.0381414486,21808.854917895704,100324.77122960472,0.008302104,0.078864834,3.806757010593351e-07,7.860947105392851e-07,GOOD,276.8143574,995.4545268
607,Potatoes,San Joaquin River,265.7172883,733.033091,17.108,3.305132031,0.150675135,0.475005897,0.095288578,0.41,0.17,793.9256634,2502.863999,502.0871398,50,165.2566016,12374.75255,71.95883403,12374.75255,544.4715375,11830.28101,-4.882352941,0.1793405734595729,0.8206511616727081,6.883918881395157e-06,1.3809488375162109e-06,12.064859950078498,0.00917902,112447.40220204524,265.7172857401283,878.2304313637061,2.5598716888453055e-06,0.000289387,9.633816848059809e-09,3.295114582163783e-07,GOOD,769.6847456,12308.64991
607,Rice,San Joaquin River,391.2631554,579.2835722,4.702,4.833919598,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,241.69597989999997,2481.089275,10.68835913434123,2481.089275,544.4715375,1936.617738,-4.882352941,0.004660358,0.9953384695008335,1.0237180712786955e-06,1.4927883878415189e-07,1.595944858,0.012779123030095563,1021.306260722203,391.26313808690566,1891.3338746886736,1.731309436081574e-05,0.000760175,4.424923257370361e-08,4.019250173194322e-07,GOOD,608.2477508,2384.410883
607,Safflower,San Joaquin River,26.95222553,574.3765351,1.258,2.40565496,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50,120.28274800000001,601.3490488587998,5.677090499353722,601.3490488587998,544.4715375,56.87751134,-4.882352941,0.064409939,0.9355325610163852,4.5410256671520186e-05,1.2089743623157972e-05,0.7447440700240079,0.050138767,295.73381833349106,26.952159690942434,64.83759080793376,6.583905756585295e-05,0.000164221,2.4428059750601587e-06,2.5328043713291113e-06,GOOD,603.0953619,553.2359497
607,Tomato Processing,San Joaquin River,269.5892689,100.6092211,43.302,2.379660861,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,118.9830431,4236.751022,34.62524093000922,4236.751022,544.4715375,3692.279484,-4.882352941,0.3406761487495646,0.6592658006723249,4.2869123110259975e-05,1.5181455000348419e-05,34.93018198169165,0.00501263,190703.6885940018,269.58925880538334,641.5308041998235,1.0094616641254106e-05,0.000227547,3.744443049399919e-08,3.546938490992798e-07,GOOD,105.6396822,4189.157805
607,Truck Crops,San Joaquin River,1611.140897,5162.294432,7.961375,2.667732673,0.139554281,0.396137579,0.419814805,0.33,0.17,7441.94487,27484.23099,27982.75263,50,133.38663365000002,40964.61969,291.35957132393327,40964.61969,544.4715375,40420.14816,-4.882352941,0.7183837912652671,0.28160189968036836,6.94691781648449e-06,7.362136548217916e-06,7.444886179580134,0.001880843,1038013.4422966095,1611.140894168813,4298.091777202843,2.831186975527089e-06,0.001434531,1.757255979783554e-09,3.3375976596576737e-07,GOOD,5420.409154,40911.26504
607,Vineyard,San Joaquin River,5616.566506,1659.513824,10.98011384,3.098484515,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,154.9242258,18065.919624417722,111.43538472618982,18065.919624417722,544.4715375,17521.44809,-4.882352941,0.3180675331195519,0.6819235837855385,3.52951299133672e-06,5.353581918399134e-06,8.699117934508303,0.001369575,5838.011729736715,5616.566495262764,17402.83845281482,1.0737236152635887e-05,0.005893494,1.9117081834899734e-09,3.3865118355920314e-07,GOOD,1742.489515,18003.94993
608,Alfalfa,San Joaquin River,9325.289857,280.7140207,6.91,4.134965358,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826789999997,1732.320885,8.906701238254156,1732.320885,776.8363539,955.4845315,-4.882352941,0.008126166,0.9918721533443583,9.402748654746118e-07,7.408332203024816e-07,2.638919056812662,5.7653372371967284e-05,9683814.979391517,9325.283057181154,38559.707327157455,0.006799819,0.043184846312215086,7.291804276671994e-07,1.1199462065702814e-06,GOOD,294.7497217,1649.621578
608,Almonds & Pistachios,San Joaquin River,86010.27736,4806.11968,1.097,3.753630493,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.6815247,5083.950971218999,26.657405852771163,5083.950971218999,776.8363539,4307.114617,-4.882352941,0.040743888268745095,0.9592529595572218,2.3968891784783803e-06,7.55284854653239e-07,0.5737883333015997,2.9066293898066788e-05,12164367.905004976,86010.27468047907,322850.67269553256,0.002679521,0.12711435096571222,3.1153497106964026e-08,3.9372475162076655e-07,GOOD,5046.425664,5008.878361
608,Citrus & Subtropical,San Joaquin River,243.3127013,882.8087925,5.980333333,3.247465856,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,162.3732928,5116.431298,30.835890987148996,5116.431298,776.8363539,4339.594944,-4.882352941,0.091084808,0.90890624,2.347760094915385e-06,6.604617152972842e-06,3.684574276012703,0.031614903994770176,62.63958815327006,243.3126992347748,790.1494227796312,2.0652251748742856e-06,0.000267023,8.487946432060289e-09,3.379400751550451e-07,GOOD,926.9492321,5051.481981
608,Corn,San Joaquin River,51102.0453,65.84758713,26.516,2.415829265,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.7914633,1624.3433961320798,13.666921474880098,1624.3433961320798,776.8363539,847.5070422,-4.882352941,0.15347817300099317,0.8464608708919539,5.257895439401274e-05,8.377152658806857e-06,18.331880247309822,6.522896126299144e-05,463633.43576398474,51102.04172180923,123453.76153298376,0.003578191,0.055004112,7.002050003131087e-08,4.4554403824589106e-07,GOOD,69.13996649,1576.026811
608,Cucurbits,San Joaquin River,496.5994065,507.1807426,13.594,2.299627126,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,114.98135629999999,6778.6633980383995,56.62965460656784,6778.6633980383995,776.8363539,6001.827044,-4.882352941,0.5027204427895096,0.49721412092523554,1.6966738365011717e-05,4.846954688988471e-05,11.848973275968397,0.04027391,0.000307168,496.5994057310003,1141.9930824445141,7.689997119086911e-07,0.000383498,1.5485312745912256e-09,3.35814869341527e-07,GOOD,532.5397797,6732.670856
608,Dry Beans,San Joaquin River,318.3596086,1536.518314,1.291666667,2.212101358,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,110.6050679,1873.2022105028395,16.95709661808899,1873.2022105028395,776.8363539,1096.365857,-4.882352941,0.25983318405895856,0.7400850300305986,6.705964959916879e-05,1.4726260843626703e-05,0.9917389586640426,0.001869704,323431.3098644365,318.3595223413068,704.2432963199551,8.625869321576829e-05,0.000426196,2.70947352885294e-07,6.05183177061383e-07,GOOD,1613.34423,1828.960183
608,Grain,San Joaquin River,4921.676054,195.9686874,4.088,0.466656841,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,776.8363539,31.41915369806529,776.8363539,776.8363539,0,-4.882352941,0.9985043813120612,0.00072564,0.000624859,0.00014512,4.1122124343898765,0.000274571,331.40997577857115,4921.7033974808965,2296.745757208582,-0.027343481,-0.011957424,5.55572544736376e-06,5.20627318585545e-06,GOOD,205.7671218,767.5032171
608,Onions & Garlic,San Joaquin River,13.33504136,2038.966268,6.505,1.480822037,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,74.04110185,13188.6005,168.70609375017392,13188.6005,776.8363539,12411.76414,-4.882352941,0.9631871642885786,0.036764964600466646,2.7974574762595906e-05,1.9896536192167713e-05,6.4626897311550335,0.18290339897707694,5920.564942332222,13.33504131567485,19.746840272267377,4.4325149772816985e-08,-1.72E-05,3.3239604269826567e-09,8.691055178692722e-07,GOOD,2140.914581,13158.98406
608,Other Deciduous,San Joaquin River,6690.36543,3082.465282,2.8919,3.445837194,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,172.2918597,8740.986335449797,49.018134806964255,8740.986335449797,776.8363539,7964.149982,-4.882352941,0.10777410722808448,0.892217408,4.211156171468447e-06,4.273125472088631e-06,1.8397832425437826,0.001149759,3160.949544,6690.365396822067,23053.90173,3.3177932891703676e-05,0.008311578,4.959061390418502e-09,3.605278968756275e-07,GOOD,3236.588546,8672.069592
608,Pasture,San Joaquin River,9716.179815,231.3223247,5,4.600187047,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,230.00935235000003,925.9062847,4.774639743788486,925.9062847,776.8363539,149.0699308,-4.882352941,0.002333819,0.9976653118936255,4.787636512005629e-07,3.9070859554632044e-07,1.5123609356121328,0.000201806,104212.32292560913,9716.165801751464,44696.16058538931,0.014013248535775347,0.083945897,1.442259077393922e-06,1.8781420547140494e-06,GOOD,242.8884409,833.9025438
608,Potatoes,San Joaquin River,3811.784755,949.0738881,15.985,3.305132031,0.150675135,0.475005897,0.095288578,0.41,0.17,793.9256634,2502.863999,502.0871398,50,165.2566016,15004.968530118498,87.05103945958787,15004.968530118498,776.8363539,14228.13218,-4.882352941,0.2094737188868612,0.79051832,6.631153700061415e-06,1.3302428676549476e-06,11.631735845958433,0.000639864,1940036.4146879558,3811.784723219117,12598.447353593054,3.178088309141458e-05,0.004535435,8.337533500475574e-09,3.599993850896734e-07,GOOD,996.5275825,14938.86589
608,Truck Crops,San Joaquin River,493.3746368,4406.761774,10.94045833,2.667732673,0.139554281,0.396137579,0.419814805,0.33,0.17,7441.94487,27484.23099,27982.75263,50,133.38663365000002,48077.65141836888,341.7854162062722,48077.65141836888,776.8363539,47300.81506,-4.882352941,0.7496163029741252,0.2503709749103799,6.176473199611596e-06,6.545642295356857e-06,10.319248874306961,0.006141992,371977.59371584904,493.3746360298421,1316.191199068092,7.701578965679801e-07,0.000439553,1.5610001794238566e-09,3.3395803739536076e-07,GOOD,4627.099863,48024.29676
608,Vineyard,San Joaquin River,8319.692409,1564.999586,10.97812427,3.098484515,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,154.9242258,17025.02885545055,105.06976696928974,17025.02885545055,776.8363539,16248.1925,-4.882352941,0.3053374558579474,0.6946534952206278,3.5954007078742435e-06,5.4535207169715414e-06,8.626001963,0.00092459,8019.309484071356,8319.692391155342,25778.42897004886,1.7844657122623175e-05,0.009128801,2.1448698155378134e-09,3.5412543806032344e-07,GOOD,1643.249565,16963.05917
609,Alfalfa,San Joaquin River,33553.78892,287.507506,7.11825,4.134965358,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826789999997,1839.1373069464998,9.397171586987476,1839.1373069464998,504.4652792,1334.672028,-4.882352941,0.008622824,0.9913754961299436,9.398040444177886e-07,7.40462265071708e-07,2.7481786130761905,1.602306105829048e-05,48667279.26745071,33553.78984128335,138743.73498997788,-0.000921283,0.019823866,2.7456909740212447e-08,1.4288114351494006e-07,GOOD,301.8828813,1756.438
609,Almonds & Pistachios,San Joaquin River,429984.3014,4938.269533,1.1035,3.753630493,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.6815247,5261.018111924499,27.552677126361836,5261.018111924499,504.4652792,4756.552833,-4.882352941,0.042103119,0.9578937329407513,2.393492873535396e-06,7.542146434360277e-07,0.5809377699962084,5.814165754098853e-06,67157567.29616882,429984.3027339696,1614001.9341137342,-0.00133397,0.25113260839134455,3.1023681158851233e-09,1.5559620097603188e-07,GOOD,5185.18301,5185.945502
609,Citrus & Subtropical,San Joaquin River,22848.46492,1009.312716,4.677555556,3.247465856,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,162.3732928,4558.056752,27.57459607741978,4558.056752,504.4652792,4053.591473,-4.882352941,0.081959433,0.918031525,2.371331261381365e-06,6.670926538967579e-06,2.822448703635401,0.000336666,5494.563771,22848.464963749204,74199.59807242115,-4.37E-05,0.011617292606388219,1.914754689815492e-09,1.5656810938722114e-07,GOOD,1059.778352,4493.107435
609,Corn,San Joaquin River,68117.27049,66.5596776,26.711,2.415829265,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.7914633,1656.204324,13.91631274371153,1656.204324,504.4652792,1151.739045,-4.882352941,0.15601854546377777,0.8439206813555994,5.242116740777748e-05,8.352013214964737e-06,18.523811421242588,4.893521583227099e-05,839793.9431,68117.27221408533,164559.67262775495,-0.001724085,0.022873908,2.5310546379615118e-08,1.390006700143e-07,GOOD,69.88766148,1607.887739
609,Cotton,San Joaquin River,5349.494101,3322.553112,0.723,3.634047537,0.148539114,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,181.70237684999998,2219.8315155860005,12.544607898123942,2219.8315155860005,504.4652792,1715.366236,-4.882352941,0.021944463549639505,0.978050362,4.401192870777838e-06,7.732832554486681e-07,0.33606789192391523,0.000274902,1433995.3162573231,5349.494191,19440.312981801817,-8.97E-05,0.002880133,1.6761084015673684e-08,1.4815259604118656e-07,GOOD,3488.680768,2147.150565
609,Cucurbits,San Joaquin River,516.4153251,400.2229957,15.887,2.299627126,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,114.98135629999999,6242.391116,52.224925110945584,6242.391116,504.4652792,5737.925837,-4.882352941,0.4821242093923719,0.5178076440943252,1.766946361942238e-05,5.047704968368054e-05,13.733543196698156,0.038728518,0.00030538,516.4153255609986,1187.562521501206,-4.61E-07,0.000168381,8.926894941705224e-10,1.4178692541253055e-07,GOOD,420.2341455,6196.398573
609,Dry Beans,San Joaquin River,317.5918587,1248.160324,1.3625,2.212101358,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,110.6050679,1589.151163,14.530152942730336,1589.151163,504.4652792,1084.685883,-4.882352941,0.22947833859874733,0.7704365213838452,6.980982058273376e-05,1.5330196824661906e-05,1.0219250797108845,0.001874223,319214.86456111306,317.591911,702.5453992141568,-5.23E-05,-1.73E-05,1.6475672028377723e-07,2.4616406502965375e-08,GOOD,1310.56834,1544.909135
609,Grain,San Joaquin River,28698.66834,197.2035867,3.704,0.466656841,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,706.158445,28.647234259186128,706.158445,504.4652792,201.6931657,-4.882352941,0.998355009,0.000798112,0.000687266,0.000159614,3.7281017682381488,4.708759777079438e-05,1110852.4674697279,28698.687789882497,13392.436880984449,-0.019449882,-0.006972533,6.777277003334755e-07,5.206324306846801e-07,GOOD,207.063766,696.8253081
609,Lettuce,San Joaquin River,400.3198262,674.0827004,15.248,3.326092372,0.164570286,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,166.3046186,10111.15163,58.524954098447026,10111.15163,504.4652792,9606.686353,-4.882352941,0.14678697165465687,0.8532015279819296,4.8582393750855035e-06,6.642124038334284e-06,10.327433368375374,0.009992011,17609.63004098252,400.31982678532387,1331.5005306976973,-5.85E-07,0.000189586,1.462140538570499e-09,1.4238556973421995e-07,GOOD,707.7868354,10044.62979
609,Onions & Garlic,San Joaquin River,356.2387857,2202.284226,7.0855,1.480822037,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,74.04110185,15529.40981,198.48025005766928,15529.40981,504.4652792,15024.94453,-4.882352941,0.9685615967791238,0.031397521,2.3890470384115935e-05,1.699177244620838e-05,7.0462155337669765,0.0068466,191464.4995,356.23878705468604,527.5261807625033,-1.35E-06,6.353617720833427e-05,3.8027472107209215e-09,1.2044173706049905e-07,GOOD,2312.398437,15499.79337
609,Other Deciduous,San Joaquin River,27697.31963,3274.287161,3.025566667,3.445837194,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,172.2918597,9733.379079,54.47519691702645,9733.379079,504.4652792,9228.9138,-4.882352941,0.11855910563128327,0.8814325126428997,4.160252792679685e-06,4.221473024242748e-06,1.9619939608069454,0.000277728,15164.043418742873,27697.31964980609,95440.43935489314,-1.98E-05,0.014800267192185856,7.150904207687009e-10,1.5507331061233877e-07,GOOD,3438.001519,9664.462335
