g,i,hr,xland,p,y,xwater,omegaland,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
510,Grain,Sacramento River,21196.24035,175.6675181,3.056666667,0.78906264,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000004,496.55311692788916,12.656879226877027,496.55311692788916,469.2723737,27.28074326,-4.882352941,0.9744887826530918,0.024335890895329938,0.00095381,0.000221517,3.089192106308404,6.37542945841974e-05,112207.53156897088,21196.31855,16725.21751597736,-0.078201055,-0.056147332,3.6893832778657e-06,3.357057704855601e-06,GOOD,184.450894,480.7718641
510,Onions & Garlic,Sacramento River,402.1398921,437.7307492,13.52225,2.113494575,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,105.67472874999999,5812.595921019699,52.92752962028115,5812.595921019699,469.2723737,5343.323547,-4.882352941,0.5874935237210887,0.41244022610453607,3.871479936710848e-05,2.7535375008099186e-05,12.171631322458355,0.006065114,76865.62423655992,402.1398926300575,849.9202434949077,-5.30E-07,0.00023685,1.3180922898859624e-09,2.786725735800197e-07,GOOD,459.6172867,5770.32603
510,Other Deciduous,Sacramento River,18712.70347,2073.56392,1.923888889,3.327741402,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,3822.016362353285,22.71106772,3822.016362353285,469.2723737,3352.743989,-4.882352941,0.060895837,0.9390931993460486,5.441625759670385e-06,5.521702044859769e-06,1.0940715651580126,0.000411074,3722.0426759105744,18712.703402195184,62271.01776284399,6.780481635360047e-05,0.020317624,3.6234644802823067e-09,3.2627726631813315e-07,GOOD,2177.242116,3755.461534
510,Pasture,Sacramento River,36896.05782,201.9412427,5,4.124241582,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,206.21207909999998,802.798148,4.647595360243979,802.798148,469.2723737,333.5257743,-4.882352941,0.00384134,0.9961570091997667,9.088083192774322e-07,7.416586893246585e-07,1.6771979420128782,5.314346381641404e-05,884256.8269135497,36896.04846430051,152168.15810952187,0.009355699,0.097763598,2.535690814541766e-07,6.42470388063818e-07,GOOD,212.0383048,720.3133164
510,Potatoes,Sacramento River,218.7230397,208.9970518,24.678,4.38175,0.150675135,0.475005897,0.095288578,0.41,0.17,793.9256634,2502.863999,502.0871398,50,219.0875,4937.820774710401,22.346854333907096,4937.820774710401,469.2723737,4468.548401,-4.882352941,0.016331603828782452,0.9836665100073291,1.5710111338092726e-06,3.151527547517022e-07,10.719517033861571,0.011151200136891215,34962.676014081786,218.72303589965034,958.3893833840585,3.800349645644019e-06,0.000295821,1.7375168390383426e-08,3.08665068982096e-07,GOOD,219.4469044,4850.185775
510,Rice,Sacramento River,4616.803801,511.8800728,4.300666667,4.634225051,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,231.71125254999998,1968.7082127744936,9.009193957004213,1968.7082127744936,469.2723737,1499.435839,-4.882352941,0.004739355,0.9952591420968071,1.3119702974382496e-06,1.9131185432357427e-07,1.4702778307708662,0.001083,9331.197503617186,4616.803670207096,21395.299852082877,0.000130793,0.007978063,2.8329751455550564e-08,3.7288845769388003e-07,GOOD,537.4740764,1876.023712
510,Safflower,Sacramento River,6810.6701,564.7150755,1.041333333,2.357007476,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50,117.85037380000001,469.27237366876165,4.71488347,469.27237366876165,469.2723737,0,-4.882352941,0.057132587,0.9428020665763059,5.160669283398915e-05,1.3739444154987332e-05,0.6066965968599992,0.000198417,517.5984844782013,6810.6060564033205,16052.643210920862,0.064043597,0.15713134880752477,9.40342077055924e-06,9.788407346833563e-06,GOOD,592.9508293,422.1322241
510,Sunflowers,Sacramento River,688.5759922,3516.323047,0.646166667,2.873453662,0.386904762,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,2127.5056793232743,14.962372224303678,2127.5056793232743,469.2723737,1658.233306,-4.882352941,0.078850534,0.9211285117448744,1.4386039501260379e-05,6.56807254376158e-06,0.3892448439364092,0.00196253,218799.3937383672,688.5759762078579,1978.5905377953106,1.5992142039067403e-05,0.000668557,2.3224948618920792e-08,3.3789549896025256e-07,GOOD,3692.139199,2070.036606
510,Tomato Processing,Sacramento River,4041.70381,100.8352144,44.26533333,2.666779844,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,133.3389922,4329.318957411016,31.679720256765336,4329.318957411016,469.2723737,3860.046584,-4.882352941,0.21270324404450092,0.7872612866596919,2.6193324133516575e-05,9.275971673592524e-06,32.44079764365281,0.000334352,2988947.717220238,4041.7037842355394,10778.330777096646,2.5764460588106886e-05,0.003478829,6.3746533143671614e-09,3.2276131701446624e-07,GOOD,105.8769751,4275.983361
510,Truck Crops,Sacramento River,402.7464276,4569.754449,5.564927083,2.662234731,0.139554281,0.396137579,0.419814805,0.33,0.17,7441.94487,27484.23099,27982.75263,50,133.1117366,25296.28305268484,180.65099761431182,25296.28305268484,469.2723737,24827.01068,-4.882352941,0.6145655483185223,0.38541462847437574,9.623989614273268e-06,1.0199217487614718e-05,5.042244147194353,0.007524097,159378.09239643108,402.7464274244106,1072.2052227272682,1.7558937770445482e-07,0.000304616,4.359799756655987e-10,2.8410190110440917e-07,GOOD,4798.242171,25243.03836
510,Vineyard,Sacramento River,50736.38468,1577.240048,10.29948564,2.770934623,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,138.5467312,16105.40763765291,111.02119032743552,16105.40763765291,469.2723737,15636.13526,-4.882352941,0.4451409975828957,0.5548450570476661,5.540902478331323e-06,8.404466959724407e-06,8.74149578,0.000151613,47062.381595119085,50736.384661970114,140587.16102531957,1.8029888451565057e-05,0.043930339,3.553640758063776e-10,3.1247750628067406e-07,GOOD,1656.10205,16049.98895
511,Alfalfa,Sacramento River,4542.646173,272.6760507,6.346166667,3.686948918,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,184.3474459,1545.4354882035423,8.907767223706475,1545.4354882035423,477.8077808,1067.627707,-4.882352941,0.014146271080081116,0.9858504485703684,1.8347602145548274e-06,1.445589335779417e-06,2.714987616574951,0.000118353,5270776.620871791,4542.643324435136,16748.486169355543,0.002848565,0.018223044,6.270717013881223e-07,1.0880400554371132e-06,GOOD,286.3098532,1471.69651
511,Almonds & Pistachios,Sacramento River,8968.024185,4813.208316,0.968083333,3.61367267,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,180.6836335,4478.222322385598,24.46842387509422,4478.222322385598,477.8077808,4000.414542,-4.882352941,0.044694313,0.9553017611654343,2.9849023922875827e-06,9.40573969691927e-07,0.5163974895298151,0.000278768,1178031.1097473055,8968.02387,32407.488848504257,0.000314835,0.015052729268063558,3.510635821869281e-08,4.6448283440584906e-07,GOOD,5053.868732,4405.948869
511,Citrus & Subtropical,Sacramento River,90.25113441,1059.63041,2.276933333,2.972946835,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,148.6473418,2263.374201781456,15.387139683386422,2263.374201781456,477.8077808,1785.566421,-4.882352941,0.069364934,0.9306196549829358,4.041465871995818e-06,1.1369276988371303e-05,1.3355791716803165,0.085232255,9.560703385065214,90.25113261648367,268.31173277355964,1.7935163327820192e-06,9.162580948895993e-05,1.9872507359678062e-08,3.41490017050383e-07,GOOD,1112.611931,2203.915265
511,Corn,Sacramento River,3011.952279,232.4338434,5.52225,2.724113614,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,136.20568070000002,1146.4723500586501,8.917329056493005,1146.4723500586501,477.8077808,668.6645692,-4.882352941,0.059391919,0.9405746625022605,2.8825763028116608e-05,4.592670587999007e-06,3.1694240971999292,0.001106702,21561.63467469963,3011.951950883785,8204.895550804742,0.000328116,0.004657137,1.0893805243929857e-07,5.676044032179985e-07,GOOD,244.0555356,1091.990078
511,Cucurbits,Sacramento River,313.9772742,202.6283347,12.01,1.97136542,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,98.568271,2334.027768,23.284271465251383,2334.027768,477.8077808,1856.219987,-4.882352941,0.4627022836259304,0.5371228037884899,4.5352453378344804e-05,0.00012956,10.344317035693242,0.063698878,6.006598358626993e-05,313.97727292075837,618.9637029369779,1.2792416441698151e-06,0.000238087,4.074312854104697e-09,3.8465368402180487e-07,GOOD,212.7597514,2294.60046
511,Dry Beans,Sacramento River,284.0057639,1367.469895,0.945875,2.293810917,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,114.6905459,1177.902830057125,10.660606436830827,1177.902830057125,477.8077808,700.0950492,-4.882352941,0.15135597278409238,0.8485682704633007,6.21160937999989e-05,1.3640658806802136e-05,0.6549159237176193,0.002095866,184269.66119596767,284.0056341294071,651.4549612932528,0.000129771,0.000560431,4.5692943374018595e-07,8.602759097837882e-07,GOOD,1435.84339,1132.026612
511,Grain,Sacramento River,20199.37665,192.2923111,2.67815,0.72458148,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,36.229074,477.8077808494651,13.191665366136087,477.8077808494651,477.8077808,0,-4.882352941,0.9833124081313219,0.015455129611490726,0.001000177,0.000232285,2.7098055373452867,6.69006462311475e-05,1360.1616304831946,20199.392306301612,14636.099092279415,-0.015656302,-0.004864145,7.750883546938381e-07,3.323390037048133e-07,GOOD,201.9069267,463.3161512
511,Onions & Garlic,Sacramento River,14.18800314,437.7307492,13.52225,2.113494575,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,105.67472874999999,5812.595921019699,52.92752962028115,5812.595921019699,477.8077808,5334.78814,-4.882352941,0.5874935237210884,0.4124402261045364,3.871479936710852e-05,2.7535375008099213e-05,12.171631322458355,0.17190751694772338,2707.5844132370303,14.188002957505804,29.98628517972113,1.8249419575511183e-07,-1.75E-05,1.2862570860349545e-08,5.840422810210138e-07,GOOD,459.6172867,5770.32603
511,Other Deciduous,Sacramento River,15717.03551,2248.933707,1.722722222,3.327741402,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,3706.997848887737,22.056268902912826,3706.997848887737,477.8077808,3229.190068,-4.882352941,0.059171791868170766,0.9408172246771035,5.45161571663986e-06,5.531839009116892e-06,0.9741858559200728,0.000489425,3010.9928779369493,15717.035309855322,52302.20654285879,0.000200145,0.023240472393808886,1.2734251140260552e-08,4.4434955240121843e-07,GOOD,2361.380392,3640.443021
511,Pasture,Sacramento River,11917.05215,206.5137973,5,4.124241582,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,206.21207909999998,825.660921,4.7528308399275065,825.660921,477.8077808,347.8531401,-4.882352941,0.003950258,0.9960480921556957,9.087089526968141e-07,7.415775984209107e-07,1.6848694937361535,0.000164536,297861.9454467953,11917.044937088524,49148.74689771785,0.007212911,0.055114175,6.052597056074245e-07,1.1213737139305858e-06,GOOD,216.8394872,743.1760894
511,Rice,Sacramento River,54766.94089,552.9129016,4.3535,4.534377778,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888889999997,2179.381326947601,10.066889036137518,2179.381326947601,477.8077808,1701.573546,-4.882352941,0.005956281,0.994042013,1.4894852825508383e-06,2.17197136207183e-07,1.555734267121687,9.129595187802353e-05,125609.98396032883,54766.93790932382,248333.87285287466,0.002980676,0.1268877808470279,5.442473384281371e-08,5.109561356058436e-07,GOOD,580.5585467,2088.693771
511,Safflower,Sacramento River,261.7399336,577.3547758,1.078,2.357007476,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50,117.85037380000001,503.6041902153999,4.990146949191048,503.6041902153999,477.8077808,25.79640937,-4.882352941,0.061053881,0.9388810445023695,5.139206561907461e-05,1.3682303143395196e-05,0.6348586897018668,0.005162954,1313.421838168198,261.73846820581304,616.9192485439861,0.001465394,0.003731719,5.598664929656417e-06,6.04892195119728e-06,GOOD,606.2225146,456.4640407
511,Sunflowers,Sacramento River,417.6073916,3502.540671,0.58725,2.873453662,0.386904762,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,1912.2419449927502,13.544823463591825,1912.2419449927502,477.8077808,1434.434164,-4.882352941,0.071443675,0.9285352019776826,1.4501716018602057e-05,6.620885672589933e-06,0.3471842300715041,0.003235937,114792.41878501847,417.60733538021555,1199.9748257451436,5.6219784482891555e-05,0.000662926,1.3462353783416976e-07,5.52449738348865e-07,GOOD,3677.667705,1854.772872
511,Tomato Processing,Sacramento River,300.6240857,102.4202958,40.905,2.666779844,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,133.3389922,4055.3167802919993,29.73498993097966,4055.3167802919993,477.8077808,3577.508999,-4.882352941,0.201960369,0.7980036775348573,2.6550739048907635e-05,9.402544788710989e-06,29.673887365537013,0.004495153,206047.28794893716,300.62407103348613,801.6979017263903,1.4666513891370414e-05,0.000350639,4.878688897205156e-08,4.373706657946905e-07,GOOD,107.5413106,4001.981183
511,Truck Crops,Sacramento River,511.4193475,4569.754449,5.564927083,2.662234731,0.139554281,0.396137579,0.419814805,0.33,0.17,7441.94487,27484.23099,27982.75263,50,133.1117366,25296.28305268484,180.65099761431182,25296.28305268484,477.8077808,24818.47527,-4.882352941,0.6145655483185222,0.38541462847437596,9.623989614273265e-06,1.0199217487614715e-05,5.042244147194352,0.00592528,202313.44631725337,511.4193458996827,1361.5178087708891,1.600317318661837e-06,0.000540249,3.129168512072838e-09,3.967988895153768e-07,GOOD,4798.242171,25243.03836
511,Vineyard,Sacramento River,80.57640281,1598.652889,10.22870375,2.770934623,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,138.5467312,16212.793213106634,111.75509304509247,16212.793213106634,477.8077808,15734.98543,-4.882352941,0.44678294494691273,0.5532031509510027,5.524505753796014e-06,8.37959633077116e-06,8.687869272667111,0.09546601,75.21407733029424,80.57640264465509,223.27188100456627,1.6534491464881285e-07,6.333845723816012e-05,2.0520265100279777e-09,2.836830100823155e-07,GOOD,1678.585533,16157.37452
601,Alfalfa,San Joaquin River,68.96354348,281.2592654,6.716,4.134965358,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826789999997,1681.524229,8.673457571022627,1681.524229,359.4387264,1322.085502,-4.882352941,0.007889805,0.9921085138163145,9.404989304513561e-07,7.410097588704827e-07,2.551052746121459,0.007795922,99083.42284789431,68.96324736296252,285.15975790076124,0.000296117,0.002105354,4.293819930595212e-06,7.38301377837187e-06,GOOD,295.3222287,1598.824922
601,Almonds & Pistachios,San Joaquin River,347.6394954,4837.609664,1.075111111,3.753630493,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.6815247,5012.6055827063765,26.29667558636475,5012.6055827063765,359.4387264,4653.166856,-4.882352941,0.040195125,0.9598017215138731,2.398260372158163e-06,7.557169321261714e-07,0.5608379402814586,0.007191358,53116.36554835695,347.63941365870613,1304.9060953850667,8.174129385452034e-05,0.00411512,2.3513235675499814e-07,3.1535652595278867e-06,GOOD,5079.490147,4937.532973
601,Citrus & Subtropical,San Joaquin River,26.01542055,1043.88613,3.565,3.247465856,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,162.3732928,3558.394503,21.735874689410316,3558.394503,359.4387264,3198.955777,-4.882352941,0.065156151,0.9348346411485683,2.414734732892094e-06,6.793027307721236e-06,2.0564381260001006,0.29568261937275087,4.937198049702323,26.015418104157934,84.48395564535646,2.4458420675443904e-06,0.00023432,9.401508858346671e-08,2.773539633535154e-06,GOOD,1096.080437,3493.445186
601,Corn,San Joaquin River,214.2460672,694.3579627,10.536,2.415829265,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.7914633,7194.084271,57.26404276057488,7194.084271,359.4387264,6834.645544,-4.882352941,0.4453358663143672,0.5546241935857641,3.445116151634172e-05,5.488938352271042e-06,8.957960840177169,0.015558434172897309,15671.72273314441,214.2460519497448,517.5804156311921,1.5250255188448136e-05,0.001503422,7.11810274408068e-08,2.9047029450514766e-06,GOOD,729.0758608,7145.767686
601,Cucurbits,San Joaquin River,11.99504263,202.6283347,12.01,2.299627126,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,114.98135629999999,2317.614683,19.988355944304576,2317.614683,359.4387264,1958.175957,-4.882352941,0.25686356232816066,0.7430386494414293,2.5355157525906334e-05,7.243307288433464e-05,9.182858544434767,1.6673554748341897,2.420769128418974e-06,11.995042163269531,27.584066124927215,4.667304693839469e-07,5.928454716652709e-05,3.891028016996276e-08,2.1492270023600055e-06,GOOD,212.7597514,2271.62214
601,Dry Beans,San Joaquin River,173.6421719,1568.397301,1.239666667,2.212101358,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,110.6050679,1832.8225757364658,16.612091380802052,1832.8225757364658,359.4387264,1473.383849,-4.882352941,0.2556647035218117,0.7442530499648536,6.743731695490758e-05,1.480919637976468e-05,0.9489054505620441,0.003427958,237056.62308994046,173.64188444903604,384.1123195950344,0.000287451,0.001764671,1.655421380689096e-06,4.59413256968271e-06,GOOD,1646.817166,1788.580549
601,Grain,San Joaquin River,411.9040655,165.2669729,2.321833333,0.466656841,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,359.4387263502277,15.049221215425245,359.4387263502277,359.4387264,0,-4.882352941,0.9967748891189034,0.00156475,0.001347428,0.000312933,2.3511050665251236,0.003280743,27.73630667128218,411.9048689893352,192.21766976300114,-0.000803489,0.000180238,1.9506710482468015e-06,9.376771508684954e-07,GOOD,173.5303215,350.1055895
601,Onions & Garlic,San Joaquin River,34.60035632,659.1955182,5.8525,1.480822037,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,74.04110185,3783.066695,49.07147318802086,3783.066695,359.4387264,3423.627968,-4.882352941,0.8824270292316002,0.11742007983728389,8.93453002807022e-05,6.354563083518074e-05,5.727360916311589,0.070491308,4237.588680291405,34.60035282710218,51.236840158954315,3.4928978251969056e-06,0.000129968,1.0094976458892448e-07,2.536601083013098e-06,GOOD,692.1552941,3753.450254
601,Other Deciduous,San Joaquin River,592.0629546,3191.985676,2.1485,3.445837194,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,172.2918597,6684.786211,37.71130909538959,6684.786211,359.4387264,6325.347485,-4.882352941,0.084566219,0.9154250760788682,4.320693501340182e-06,4.384274699369904e-06,1.3021980307469387,0.012992381354960206,222.16907567732696,592.0629244332881,2040.1465460266124,3.0166711894707987e-05,0.006004124,5.0951865270963847e-08,2.942977769307207e-06,GOOD,3351.58496,6615.869467
601,Tomato Processing,San Joaquin River,61.64926513,102.0185065,42.19266667,2.379660861,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,118.9830431,4184.603368668729,34.21078168670662,4184.603368668729,359.4387264,3825.164642,-4.882352941,0.3378999252095715,0.6620417797779915,4.304963268608047e-05,1.5245379750929447e-05,33.980711381157384,0.021919991,45179.29538181511,61.64924615034844,146.70389440230826,1.8979651564166033e-05,0.000448937,3.0786500900121974e-07,3.0601477407625297e-06,GOOD,107.1194318,4137.010151
601,Truck Crops,San Joaquin River,27.19107642,4418.633269,3.085,2.667732673,0.139554281,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,133.38663365000002,13497.141494549998,96.63658280341203,13497.141494549998,359.4387264,13137.70277,-4.882352941,0.45666769444094574,0.5433046985845366,1.3402939023709198e-05,1.420403549410637e-05,2.6327815177386276,0.089699442,12778.487972165258,27.19107487,72.53833433797543,1.553721503455563e-06,0.000188642,5.714086045938018e-08,2.6005726434548233e-06,GOOD,4639.564932,13443.78684
601,Vineyard,San Joaquin River,1703.099706,1654.801722,10.37616146,3.098484515,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,154.9242258,17014.75876960203,105.00695976339331,17014.75876960203,359.4387264,16655.32004,-4.882352941,0.3052094845909203,0.6947814648206555,3.596063055352076e-06,5.4545253687435346e-06,8.152322054424912,0.004516651,1682.741894204349,1703.0996768874134,5277.012926743766,2.9112586616975022e-05,0.015139798286327277,1.7093882709515907e-08,2.869000902670607e-06,GOOD,1737.541808,16952.78908
602,Alfalfa,San Joaquin River,38190.69117,260.8234594,5.115333333,4.134965358,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826789999997,1126.785938259192,6.126258564823052,1126.785938259192,359.4387264,767.3472119,-4.882352941,0.005301212,0.9946971023261747,9.429528603299911e-07,7.42943185830128e-07,1.8104535876251002,1.407762970847931e-05,31852537.924320176,38190.65719758948,157916.98077959742,0.033972411,0.2042064290435519,8.895468890653288e-07,1.2931235385282572e-06,GOOD,273.8646324,1044.086631
602,Almonds & Pistachios,San Joaquin River,4311.107219,4899.650521,1.406305556,3.753630493,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.6815247,6702.043432399594,34.83866237,6702.043432399594,359.4387264,6342.604706,-4.882352941,0.053023346,0.9469735426657494,2.3662065507398318e-06,7.456164376734432e-07,0.7749749779870417,0.000579897,897842.0426326928,4311.107129592148,16182.297527742943,8.940785210143076e-05,0.005988088,2.0738953489115426e-08,3.700392767352863e-07,GOOD,5144.633047,6626.970823
602,Citrus & Subtropical,San Joaquin River,31.6879679,1043.88613,3.565,3.247465856,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,162.3732928,3558.394503,21.735874689410316,3558.394503,359.4387264,3198.955777,-4.882352941,0.065156151,0.9348346411485683,2.4147347328920927e-06,6.793027307721233e-06,2.0564381260001006,0.24275168785145393,6.013732240623328,31.68796754247249,102.90557953046695,3.57527511596345e-07,1.4270807071170566e-05,1.1282752896134591e-08,1.3867863294904661e-07,GOOD,1096.080437,3493.445186
602,Corn,San Joaquin River,48965.90992,379.7694232,18.684,2.415829265,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.7914633,6973.940678861801,55.540869799035846,6973.940678861801,359.4387264,6614.501953,-4.882352941,0.43767296904629166,0.5622865390660755,3.49271174966057e-05,5.564770136137734e-06,15.830911998877845,6.80745714473457e-05,3466405.4502024436,48965.90948779426,118293.23609252657,0.000432206,0.042079563238075934,8.826666070576983e-09,3.557223528530484e-07,GOOD,398.7578944,6925.624094
602,Cucurbits,San Joaquin River,5718.171981,202.6283347,12.01,2.299627126,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,114.98135629999999,2317.614683,19.988355944304576,2317.614683,359.4387264,1958.175957,-4.882352941,0.25686356232816077,0.7430386494414289,2.5355157525906348e-05,7.243307288433468e-05,9.182858544434765,0.003497621,0.001154008,5718.171954287996,13149.658652004935,2.6712004000728484e-05,0.004746636,4.671423680414918e-09,3.6097013870969143e-07,GOOD,212.7597514,2271.62214
602,Dry Beans,San Joaquin River,4363.86967,1568.397301,1.239666667,2.212101358,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,110.6050679,1832.8225757364658,16.612091380802052,1832.8225757364658,359.4387264,1473.383849,-4.882352941,0.25566470352181175,0.7442530499648535,6.743731695490759e-05,1.4809196379764685e-05,0.9489054505620441,0.000136401,5957563.167,4363.868803501312,9653.316638105158,0.000866499,0.005385037,1.9856199969489095e-07,5.578428690354858e-07,GOOD,1646.817166,1788.580549
602,Grain,San Joaquin River,20998.68256,165.2669729,2.321833333,0.466656841,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,359.4387263502277,15.049221215425245,359.4387263502277,359.4387264,0,-4.882352941,0.9967748891189034,0.00156475,0.001347428,0.000312933,2.351105066525123,6.435410161995189e-05,1413.984342373685,20998.725645314054,9799.195439,-0.043085314,-0.016570342,2.0518103423967613e-06,1.6909928675900824e-06,GOOD,173.5303215,350.1055895
602,Onions & Garlic,San Joaquin River,1735.476541,659.1955182,5.8525,1.480822037,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,74.04110185,3783.066695,49.07147318802086,3783.066695,359.4387264,3423.627968,-4.882352941,0.8824270292316002,0.11742007983728385,8.93453002807022e-05,6.354563083518075e-05,5.727360916,0.001405392,212547.97716640626,1735.4765200540924,2569.931004641013,2.0945907635905314e-05,0.000901968,1.2069254260179201e-08,3.5096973536123596e-07,GOOD,692.1552941,3753.450254
602,Other Deciduous,San Joaquin River,922.9231213,3217.887036,2.109388889,3.445837194,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,172.2918597,6614.580146229544,37.325253413086195,6614.580146229544,359.4387264,6255.14142,-4.882352941,0.083752484,0.9162388030936446,4.324534192529971e-06,4.388171908280062e-06,1.2760334517362495,0.008334722,342.47916521588814,922.9231155849274,3180.2417087519148,5.715072688872169e-06,0.001109826,6.192360508665229e-09,3.4897530241104365e-07,GOOD,3378.781388,6545.663402
602,Pasture,San Joaquin River,15034.81987,268.0468839,5,4.600187047,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,230.00935235000003,1109.529081,5.532657977250556,1109.529081,359.4387264,750.0903544,-4.882352941,0.002795186,0.9972039453536444,4.785422487657086e-07,3.90527913838017e-07,1.5585521908765458,0.000130416,809892.3596163983,15034.815641783312,69162.93571081299,0.004228217,0.047909139,2.812282902925935e-07,6.926991394238235e-07,GOOD,281.4492281,1017.52534
602,Potatoes,San Joaquin River,1200.422757,733.033091,17.108,3.305132031,0.150675135,0.475005897,0.095288578,0.41,0.17,793.9256634,2502.863999,502.0871398,50,165.2566016,12374.75255,71.95883403,12374.75255,359.4387264,12015.31382,-4.882352941,0.17934057345957388,0.8206511616727072,6.883918881395148e-06,1.3809488375162096e-06,12.06485995007851,0.002031805,515945.4743464672,1200.4227453730857,3967.5543176199863,1.1626914329099236e-05,0.001387282,9.68568303233128e-09,3.496566012880474e-07,GOOD,769.6847456,12308.64991
602,Rice,San Joaquin River,4122.956178,579.2835722,4.702,4.833919598,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,241.69597989999997,2481.089275,10.68835913434123,2481.089275,359.4387264,2121.650549,-4.882352941,0.004660358,0.9953384695008336,1.0237180712786961e-06,1.49278838784152e-07,1.595944858,0.001212722,11790.120625850524,4122.956008084528,19930.030412061504,0.000169915,0.008258468,4.121204916789785e-08,4.1437289750033553e-07,GOOD,608.2477508,2384.410883
