g,i,hr,xland,p,y,xwater,omegaland,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status
503,Dry Beans,Sacramento River,44.18771134,1188.0,1.3,2.293810917,0.272510229,0.8579188204514863,0.04137219977784526,1.68,0.17,521.9411016,903.6303871,214.6292221,50,114.69054585,1428.847243124,12.728879713666407,1428.847243124,525.431578405352,903.415664718648,-4.88235294117647,0.17786006362427528,0.8220665455902234,0.10024131380765865,0.4564734694490456,0.9273540274850028,0.013470670401054883,36993.10364543495,44.187692643587845,101.35819086816487,1.8696412155350117e-05,6.380077182654986e-05,4.231133857893559e-07,6.294580745785367e-07,GOOD
503,Grain,Sacramento River,9684.81857,208.4046716,2.715080733,0.78906264,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000004,525.4315784053523,13.337587676809393,525.4315784053523,525.431578405352,0.0,-4.88235294117647,0.9758561476112637,0.023031521762972434,0.7052339716162108,3.0366032415753956,2.742452617325235,0.00013953295475635857,652.1448084936385,9684.83062526104,7641.933813047846,-0.012055261040586629,-0.00530428262118221,1.244758583080677e-06,6.941026227997611e-07,GOOD
503,Other Deciduous,Sacramento River,22202.87498,1720.599252,2.019983645,3.327741402,0.215021845,0.542542160251163,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,3308.292124673233,19.78644267909044,3308.292124673233,525.431578405352,2782.86054626788,-4.88235294117647,0.05314615975975436,0.9468427864408419,0.03345772710533635,0.03297251974070326,1.1186188638341508,0.0003464554792672932,3665.6481852701068,22202.874580580105,73885.38493301655,0.00039941989598446526,0.041381359376828186,1.798955749398474e-08,5.600747189405685e-07,GOOD
503,Pasture,Sacramento River,14849.15114,289.6489674,5.0,3.965593094,0.350906068,0.10289172336777223,0.06852420918280822,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,1407.892919655,34.181295162515084,1407.892919655,525.431578405352,882.461341249648,-4.88235294117647,0.04084170895034902,0.9591482830734535,0.07542392422213812,0.09242241854948997,2.6120937458935507,0.00013204689582851738,940984.231137599,14849.147004919509,58885.518606793914,0.004135080491323606,0.17260575231193798,2.784725168689748e-07,2.9312002416499186e-06,GOOD
503,Rice,Sacramento River,360.07939,539.1514204,4.682071497,4.534377778,0.381523094,0.7787889472798347,0.016559817107172286,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888889999997,2296.6205078539047,10.557201332058733,2296.6205078539047,525.431578405352,1771.18892944855,-4.88235294117647,0.006274630869302751,0.9937236629948567,0.004391761101805507,0.030117632487468418,1.6894162126378398,0.013885826678388896,859.6353743169808,360.0793668939109,1632.7349891601827,2.3106089088287263e-05,0.0009951716124305676,6.416942965907397e-08,6.095116552709814e-07,GOOD
503,Safflower,Sacramento River,221.8213511,564.0,1.0,2.357007476,0.396694215,0.4537037030434028,0.03215870805598959,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,539.4960409429999,21.92065600066421,539.4960409429999,525.431578405352,14.0644625376476,-4.88235294117647,0.2582568985367485,0.7414861373748914,0.24148697027379348,0.9070486227644498,0.7646499335776759,0.006092070689543967,614.544964762222,221.81865468074162,522.8269906349176,0.002696419258370497,0.007592244203237897,1.2155814780674182e-05,1.4521312192910584e-05,GOOD
503,Sunflowers,Sacramento River,442.0364657,3732.0,0.6,2.873453662,0.386904762,0.3895547862245365,0.0812011031754898,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,2094.5749359479996,14.745517608238785,2094.5749359479996,525.431578405352,1569.14335754265,-4.88235294117647,0.07772510836488916,0.9222539119221195,0.07746028693577328,0.1696611510016611,0.3604454410755456,0.0030571037826288353,132915.33076783724,442.0363998297093,1270.170445967449,6.587029071170036e-05,0.0008551357534543058,1.4901551302422416e-07,6.732444298746011e-07,GOOD
503,Tomato Processing,Sacramento River,70.63873048,95.0,43.2,2.666779844,0.124471553,2.283636824869254,0.28639447182202826,0.74,0.17,657.2463564,2815.18314,996.9547547,50,133.3389922,3969.8145805929994,29.128138108033,3969.8145805929994,525.431578405352,3444.38300218765,-4.88235294117647,0.19854778823932662,0.8014161047332287,0.04635393300970268,0.1308934131011871,31.233969947417997,0.019130459199489157,46614.09979716647,70.63872616361463,188.37786466996283,4.31638537179424e-06,7.797984963531235e-05,6.110508134084235e-08,4.1395424824377643e-07,GOOD
503,Truck Crops,Sacramento River,147.2391075,3471.674408,11.93645592,2.662234731,0.139554281,1.1244727167916924,1.262909809962677,0.316550158,0.17,7441.94487,27484.23099,27982.75263,50,133.11173655,41305.42129646909,294.3760057653536,41305.42129646909,525.431578405352,40779.9897180637,-4.88235294117647,0.7224964134077712,0.27748931435723645,0.2545263889195432,0.24017130005265122,11.17506803013801,0.021455285062448037,80714.81870398133,147.23910717554642,391.9848948517315,3.244535662361159e-07,0.00017089621104560138,2.2035828099278304e-09,4.359763316990563e-07,GOOD
503,Vineyard,Sacramento River,5.138410038,1821.203208,10.07917802,2.661751325,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.08756625,18222.336921371087,130.5664921866423,18222.336921371087,525.431578405352,17696.9053429657,-4.88235294117647,0.5348518905784255,0.4651333001205562,0.806500414268391,0.531710121011827,8.879977023268369,1.4970209919840758,5.394486024515116,5.13841002742495,13.67719581039221,1.0575050168881717e-08,-2.608335240950055e-05,2.0580393722330877e-09,1.907072364389373e-06,GOOD
504,Alfalfa,Sacramento River,70.98981104,280.6850253,5.836221097,3.537610105,0.306290873,0.13122437452970753,0.08146025298303902,1.86,0.17,739.7198673,484.1807412,381.4811931,50,176.88050525,1460.594631279839,8.78724346544596,1460.594631279839,534.918805621,925.675825658839,-4.88235294117647,0.017001840574898584,0.9829939879441021,0.025975009295459147,0.032967809355279036,2.593515814993639,0.007573402446432974,71420.01000580021,70.98974836699803,251.13393422904224,6.267300197748682e-05,0.00033865810235056415,8.828450316929709e-07,1.3485140775777396e-06,GOOD
504,Almonds & Pistachios,Sacramento River,21373.05871,4749.201759,0.821237312,3.61367267,0.287448101,0.311217018052816,0.03090217019351817,0.4,0.17,2039.310074,2110.873995,639.9084906,50,180.6836335,3718.857260115832,20.4808457441291,3718.857260115832,534.918805621,3183.93845449483,-4.88235294117647,0.03739947878407301,0.9625965657641329,0.03594294042628723,0.11406457367666152,0.4230510423671333,0.00011696968758291499,2234571.915458713,21373.057496228823,77235.18930629363,0.001213771178299794,0.04882833884039428,5.67897742091494e-08,6.322028651647225e-07,GOOD
504,Citrus & Subtropical,Sacramento River,199.9356254,976.0,3.55,2.972946835,0.183365181,0.09485584338438294,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,148.64734175,3315.4664005919994,22.09689940435969,3315.4664005919994,534.918805621,2780.547594971,-4.88235294117647,0.09843196961738931,0.9015531009719329,0.13685559786327403,0.04864840822523044,2.228010486970545,0.03847392217829176,32.98114479523897,199.93562214268016,594.3976690925344,3.2573198325280828e-06,0.000315644141210214,1.6291843067043932e-08,5.310316476763419e-07,GOOD
504,Corn,Sacramento River,677.5969739,222.8912667,5.685966667,2.826875063,0.234536008,1.320694044672553,0.03352518541352239,0.3,0.17,423.9938724,1022.014707,159.5840787,50,141.34375315,1125.128798714607,8.486657148544174,1125.128798714607,534.918805621,590.209993093607,-4.88235294117647,0.047472601401622946,0.9525001802717503,0.020005374486555046,0.12556314962911733,3.1209294020643794,0.004919345070489155,4281.772045114503,677.5968620217933,1915.4805258265494,0.0001118782066669155,0.0014624556224589469,1.6511025133861731e-07,7.634922340201671e-07,GOOD
504,Cucurbits,Sacramento River,36.94838987,203.0,12.0,1.97136542,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,98.568271,2336.461468434,23.307557018376357,2336.461468434,534.918805621,1801.542662813,-4.88235294117647,0.46296137435757295,0.5368637974015756,0.17789152624166912,0.062270831414042035,10.336798954200365,0.5412955766237291,6.860276601557027e-06,36.94838967899731,72.83877105515215,1.91002690996811e-07,7.059244140350529e-06,5.169445587990138e-09,9.691601538487776e-08,GOOD
504,Dry Beans,Sacramento River,85.45005407,1523.0,1.7,2.293810917,0.272510229,0.8579188204514863,0.04137219977784526,1.68,0.17,521.9411016,903.6303871,214.6292221,50,114.69054585,2473.5472431239996,21.33925308641135,2473.5472431239996,534.918805621,1938.628437503,-4.88235294117647,0.2724537253240344,0.7274813280771879,0.1535539728354432,0.6992457706846613,1.3147327281083463,0.006965918298313551,153485.94990273056,85.45003639997032,196.00614887561483,1.7670029677674393e-05,0.00011800839143916164,2.067878115466053e-07,6.020643794465885e-07,GOOD
504,Grain,Sacramento River,1216.831099,216.0,2.663531184,0.78906264,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000004,534.918805621,13.561215785846976,534.918805621,534.918805621,0.0,-4.88235294117647,0.9762739245091105,0.0226329922507844,0.7055358915883699,3.0379032515055093,2.6899275006667773,0.0011105496502036322,81.93752709881262,1216.8418260493197,960.1638936710374,-0.010727049319712023,-0.0079342599959773,8.815561443595241e-06,8.263511691209171e-06,GOOD
504,Other Deciduous,Sacramento River,50328.39675,1633.262839,1.968454581,3.327741402,0.215021845,0.542542160251163,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,3047.7134934406154,18.302972102627567,3047.7134934406154,534.918805621,2512.79468781962,-4.88235294117647,0.04916615821420697,0.950822741522894,0.030952149916096426,0.03050327868694105,1.0737432979919905,0.00015284229558351056,7502.807966434918,50328.39569324455,167479.7890815917,0.0010567554490990005,0.10047966553247534,2.0997200732387736e-08,5.999506316591164e-07,GOOD
504,Pasture,Sacramento River,7517.628742,269.126027,5.0,3.965593094,0.350906068,0.10289172336777223,0.06852420918280822,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,1305.2782176550002,31.759395682906916,1305.2782176550002,534.918805621,770.359412034,-4.88235294117647,0.03797871573224416,0.962011246418733,0.0701367266713855,0.08594363094954607,2.57464174267461,0.0002608248399885521,415895.686428962,7517.6262103093695,29811.762408746396,0.0025316906303487485,0.09421378471233766,3.367671798162268e-07,3.1602790092963574e-06,GOOD
504,Safflower,Sacramento River,151.5246813,564.0,1.0,2.357007476,0.396694215,0.4537037030434028,0.03215870805598959,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,539.4960409429999,21.92065600066421,539.4960409429999,534.918805621,4.57723532199986,-4.88235294117647,0.25825689853674866,0.7414861373748916,0.24148697027379365,0.9070486227644503,0.764649933577676,0.008918357984702465,144.38773128268824,151.51906882247334,357.1307301784969,0.005612477526653947,0.014076444120519227,3.704002198521006e-05,3.941382839536379e-05,GOOD
504,Sunflowers,Sacramento River,101.3126958,3712.0,0.6,2.873453662,0.386904762,0.3895547862245365,0.0812011031754898,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,2082.5749359479996,14.666495541742329,2082.5749359479996,534.918805621,1547.656130327,-4.88235294117647,0.07731431800168662,0.9226646929407505,0.07705089619868048,0.16876446308050513,0.36008179762996023,0.01333842062616748,30046.520478713606,101.31267970583802,291.11715552364,1.609416197823066e-05,0.00018122996203828734,1.5885631954757104e-07,6.22532357774618e-07,GOOD
504,Truck Crops,Sacramento River,161.4988504,2564.221676,14.84010335,2.662234731,0.139554281,1.1244727167916924,1.262909809962677,0.341527771,0.17,7441.94487,27484.23099,27982.75263,50,133.11173655,37919.247440935214,270.3214537053168,37919.247440935214,534.918805621,37384.3286353142,-4.88235294117647,0.7050252739313246,0.29495955527878076,0.2483715264749322,0.23436356702645122,13.824834313697838,0.01813028124340163,110322.45565460273,161.4988499599314,429.94764414820605,4.400686179906188e-07,0.00020440324720993885,2.7249024801146123e-09,4.7541404823538094e-07,GOOD
504,Vineyard,Sacramento River,76.86206361,1803.272902,10.13309673,2.661751325,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.08756625,18138.844323897807,129.97261562389215,18138.844323897807,534.918805621,17603.9255182768,-4.88235294117647,0.5337092041386511,0.46627595017968715,0.8047773632643825,0.5305741468180853,8.923631943845452,0.10007938026929189,80.26858161761989,76.86206344082164,204.58761987023712,1.6917836376251216e-07,7.978591469282037e-05,2.201064554042256e-09,3.899839278065868e-07,GOOD
506,Alfalfa,Sacramento River,12642.38466,270.2935645,6.452946815,3.537610105,0.306290873,0.13122437452970753,0.08146025298303902,1.86,0.17,739.7198673,484.1807412,381.4811931,50,176.88050525,1566.644761167272,9.356113273239695,1566.644761167272,530.56561277116,1036.07914839611,-4.88235294117647,0.01821356373537368,0.9817822699257324,0.027826251237071786,0.035317428972633756,2.9039249371265607,4.2526344757030235e-05,14235462.778828515,12642.382118545867,44723.81183670662,0.002541454132369836,0.015887806373939384,2.010264835882502e-07,3.5524254479746433e-07,GOOD
506,Almonds & Pistachios,Sacramento River,213146.605,4607.425785,0.845932913,3.61367267,0.287448101,0.311217018052816,0.03090217019351817,0.4,0.17,2039.310074,2110.873995,639.9084906,50,180.6836335,3716.208689145362,20.46693756714689,3716.208689145362,530.56561277116,3185.6430763742,-4.88235294117647,0.03737384033516922,0.9626222041076852,0.03591830047750902,0.11398637903761785,0.4357144490800157,1.1729016279663473e-05,22296593.037458666,213146.60191926663,770241.9378533972,0.003080733382375911,0.12333838816266507,1.445358879807591e-08,1.601293857827307e-07,GOOD
506,Citrus & Subtropical,Sacramento River,1310.232581,959.6666667,3.766666667,2.972946835,0.183365181,0.09485584338438294,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,148.64734175,3465.4108454818884,23.053176048025826,3465.4108454818884,530.56561277116,2934.84523271073,-4.88235294117647,0.10242743595251928,0.897557700799262,0.14241072325761742,0.0506231028094911,2.38242666449389,0.005870948260526954,228.12732094944698,1310.2325758391194,3895.2512421424412,5.1608806188596645e-06,0.0005626553897855047,3.938904201970585e-09,1.4444647431841887e-07,GOOD
506,Corn,Sacramento River,12510.63153,231.6008021,6.049718014,2.826875063,0.234536008,1.320694044672553,0.03352518541352239,0.3,0.17,423.9938724,1022.014707,159.5840787,50,141.34375315,1258.8960304142192,9.38241172417359,1258.8960304142192,530.56561277116,728.330417643059,-4.88235294117647,0.052817429069956755,0.9471555053310604,0.02225773218160782,0.13970000702572716,3.3856324914166227,0.0002664400534329647,97548.47656990254,12510.631102599811,35365.98563937519,0.0004274001894373214,0.006655163349932991,3.4162958793281745e-08,1.8817974325467258e-07,GOOD
506,Cotton,Sacramento River,1065.945079,1699.0,0.8,2.633766816,0.148539114,1.334590964860844,0.04119880232811655,0.68,0.17,378.6944542,1135.122209,199.4393382,50,131.6883408,1226.83965166,9.779939435872524,1226.83965166,530.56561277116,696.27403888884,-4.88235294117647,0.07611800097218582,0.9238495249009573,0.025394151053908937,0.14453249283546485,0.4820585822956203,0.0013796097606395697,115997.39292477512,1065.945000869995,2807.450157223539,7.813000502210343e-05,0.0006195251598910545,7.329646391857251e-08,2.206717799015251e-07,GOOD
506,Cucurbits,Sacramento River,7516.208627,203.0,12.0,1.97136542,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,98.568271,2336.461468434,23.307557018376357,2336.461468434,530.56561277116,1805.89585566284,-4.88235294117647,0.46296137435757295,0.5368637974015757,0.17789152624166912,0.062270831414042035,10.336798954200363,0.0026609160272847224,0.00139892049951241,7516.208617010592,14817.191628613751,9.989407772081904e-06,0.002148159726857557,1.3290487621907657e-09,1.4497750108558882e-07,GOOD
506,Dry Beans,Sacramento River,3373.102493,1260.970919,1.147383701,2.293810917,0.272510229,0.8579188204514863,0.04137219977784526,1.68,0.17,521.9411016,903.6303871,214.6292221,50,114.69054585,1331.2647230195914,11.92460869542926,1331.2647230195914,530.56561277116,800.699110248432,-4.88235294117647,0.16775278585837888,0.8321729210996773,0.0945448871808658,0.430533390184089,0.8096400160228092,0.00017646605653796698,2502922.0702863596,3373.102060154532,7737.257179965274,0.00043284546791255707,0.0021426380417324253,1.283226551256049e-07,2.769246773819522e-07,GOOD
506,Grain,Sacramento River,26284.9096,181.9223041,3.138535133,0.78906264,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000004,530.5656127711599,13.458604531456436,530.5656127711599,530.56561277116,0.0,-4.88235294117647,0.9760840379105166,0.022814130590167705,0.7053986639033152,3.037312375214743,3.169883065915322,5.141167962591553e-05,1769.9420194058,26284.926759850023,20740.450623304903,-0.017159850023745093,-0.010462167560035596,6.528403667686608e-07,5.044332462933556e-07,GOOD
506,Onions & Garlic,Sacramento River,334.0844892,216.0,21.2,2.113494575,0.178481578,0.8220938475297447,0.4158621200492846,0.41,0.17,887.6914461,1905.136225,1355.002253,50,105.67472874999999,4472.691297649999,40.94635237233136,4472.691297649999,530.56561277116,3942.12568487884,-4.88235294117647,0.5228803963385494,0.4770429763628308,0.24363426010866662,0.3425503192270514,18.653016746088436,0.0073006214568189015,47112.42559704997,334.08448733123464,706.0856679460964,1.8687653664528625e-06,8.756974966672715e-05,5.59369089815518e-09,1.2402140814007952e-07,GOOD
506,Other Deciduous,Sacramento River,81700.08673,1684.534605,1.818560005,3.327741402,0.215021845,0.542542160251163,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,2896.1370357254727,17.44004940616075,2896.1370357254727,530.56561277116,2365.57142295431,-4.88235294117647,0.046835594035466575,0.9531532784940678,0.029484962434512544,0.029057368507581578,0.9827082533684854,9.415299297941996e-05,11466.070958238408,81700.0862656348,271876.71968528844,0.0004643651918740943,0.041473123361356556,5.683778444553119e-09,1.525438334069009e-07,GOOD
506,Pasture,Sacramento River,10526.79025,263.4629589,5.0,3.965593094,0.350906068,0.10289172336777223,0.06852420918280822,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,1276.9628771550001,31.091100525533868,1276.9628771550001,530.56561277116,746.39726438384,-4.88235294117647,0.03718569458504358,0.9628042592914527,0.06867222461086392,0.08414907008838647,2.5638839460569676,0.00018626611409166153,564264.2105374947,10526.789318967136,41744.933208769806,0.0009310328641731758,0.03350861672515748,8.844413558759526e-08,8.026983696504264e-07,GOOD
506,Rice,Sacramento River,187985.7472,548.1619482,4.836636627,4.534377778,0.381523094,0.7787889472798347,0.016559817107172286,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888889999997,2423.5351660237966,11.087977962808719,2423.5351660237966,530.56561277116,1892.96955325264,-4.88235294117647,0.006619023956597955,0.993379270498853,0.004632809889537917,0.03177068661135733,1.7626846449543274,2.6597761130690656e-05,479638.08458918275,187985.74416685742,852398.2514384985,0.0030331425950862467,0.1432459072675556,1.613496044388543e-08,1.6805041886615864e-07,GOOD
506,Safflower,Sacramento River,2307.680114,567.9284206,1.01469544,2.357007476,0.396694215,0.4537037030434028,0.03215870805598959,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,551.7704195722218,22.397717049517187,551.7704195722218,530.56561277116,21.204806801062,-4.88235294117647,0.2625865706254184,0.7371579652263479,0.24553549482781667,0.9222552760128272,0.7783818827039154,0.0005855886797971304,9550.075878732614,2307.675073401972,5439.203545903374,0.005040598027790111,0.01573501115763065,2.1842706869164064e-06,2.892880456730735e-06,GOOD
506,Sunflowers,Sacramento River,16130.53931,3720.650174,0.6,2.873453662,0.386904762,0.3895547862245365,0.0812011031754898,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,2087.7650403479997,14.700673272994026,2087.7650403479997,530.56561277116,1557.19942757684,-4.88235294117647,0.07749203330807868,0.9224869816769884,0.07722800600162064,0.16915238641785887,0.36023929126019094,8.37759559913531e-05,4813359.508679825,16130.538659596068,46350.348515912876,0.0006504039320134325,0.008734441580600105,4.0321276276870655e-08,1.884438890820698e-07,GOOD
506,Tomato Processing,Sacramento River,25831.32762,96.05843248,50.08145313,2.666779844,0.124471553,2.283636824869254,0.28639447182202826,0.74,0.17,657.2463564,2815.18314,996.9547547,50,133.3389922,4676.560464581389,34.14426669382678,4676.560464581389,530.56561277116,4145.99485181023,-4.88235294117647,0.22590907258675208,0.774056053066468,0.052741831625683196,0.1489314478072178,37.14189838949749,5.2314436610879525e-05,20518037.021015316,25831.327267654433,68886.45307382931,0.00035234556708019227,0.010766947190859355,1.3640242277264426e-08,1.5629989682364842e-07,GOOD
506,Truck Crops,Sacramento River,1278.958937,228.4534977,22.7652794,2.662234731,0.139554281,1.1244727167916924,1.262909809962677,0.409701328,0.17,7441.94487,27484.23099,27982.75263,50,133.11173655,5066.740461832757,36.94526773658161,5066.740461832757,530.56561277116,4536.1748490616,-4.88235294117647,0.24206464287089952,0.7578963758976909,0.0852763256559665,0.0804668077186324,17.116339402104696,0.0019084290877653658,207014.17764843014,1278.9589281944732,3404.888409493978,8.805526931610075e-06,0.0004921102631669783,6.884917628602547e-09,1.4453049053527605e-07,GOOD
506,Vineyard,Sacramento River,2745.0647,1682.761529,10.60448561,2.661751325,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.08756625,17710.925996686095,126.92886476461847,17710.925996686095,530.56561277116,17180.3603839149,-4.88235294117647,0.527763430879603,0.47222153413828627,0.7958117623549751,0.524663299582118,9.317689882847214,0.002802231835303442,2797.7510320003103,2745.0646984169275,7306.678591914377,1.5830723896215204e-06,0.0010105213505084976,5.766976602123514e-10,1.3830103487384803e-07,GOOD
