g,i,hr,xland,p,y,xwater,omegaland,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater_unit,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,xratio_labor,xratio_supply,,pc,pimarginal
510,Pasture,San Joaquin River,45.52341361,330,5,4.600187047,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,46.00187047,1603.302143,33.65097836577262,1603.302143,490.8050823,1112.497061,-4.882352941,0.019848261763112825,0.9801474672102699,0.036654533554952774,0.044915465177530846,2.2534352855370257,0.043071997,3636.4952588750257,45.52340877301856,209.41605002303493,4.836981439382271e-06,0.000167601,1.0625260840104805e-07,8.003244089796617e-07,GOOD,2.262942000342034,1.8467377139832826,,330,1437.860469
510,Potatoes,Sacramento River,218.7230397,209,24.7,4.38175,0.150675135,1.4974640784942694,0.060261523,0.41,0.17,793.9256634,2502.863999,502.0871398,50,219.0875,4942.491530390001,22.36709167394394,4942.491530390001,490.8050823,4451.686448,-4.882352941,0.016346799133785714,0.9836513147314625,0.005185317,0.025848388316814273,10.731028702292326,0.011151200136891215,34830.74970013133,218.72303529507062,958.3894681168778,4.404929370593891e-06,0.000211089,2.0139302090148717e-08,2.202534123557395e-07,GOOD,1.5812507454985842,0.31720687248646934,,209,4200.604946
510,Rice,Sacramento River,4451.257925,566.7347961,4.107644278,4.534377778,0.381523094,0.7787889472798347,0.016559817107172286,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888889999997,2100.2199521756625,9.735823985079811,2100.2199521756625,490.8050823,1609.41487,-4.882352941,0.005741211,0.9942570816593718,0.004018408,0.027557269142249863,1.4579224955088852,0.001123278,9656.312142758443,4451.257798895991,20183.67982503564,0.000126104,0.005194231,2.8329971198839102e-08,2.5734798885013237e-07,GOOD,4.7999050645054355,0.699923421,,566.7347961,1298.738979
510,Rice,San Joaquin River,165.5458752,471,4.5,4.833919598,0.381523094,0.7787889472798347,0.016559817107172286,0.2,0.17,851.2633133,1216.2235,177.3500304,50,241.69597989999997,1876.7979188320003,8.317075069,1876.7979188320003,490.8050823,1385.992837,-4.882352941,0.003529466,0.9964693595844202,0.002470356,0.016941102140839215,1.4512281099275794,0.030203108316407025,309.2832982067301,165.54586931901468,800.2352518185397,5.880985327166854e-06,0.000198679,3.5524807368724186e-08,2.4827543236044364e-07,GOOD,4.7999050645054355,0.699923421,,471,949.9841941
510,Safflower,Sacramento River,6810.6701,561.5987438,1.032516446,2.357007476,0.396694215,0.4537037030434028,0.032158708,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,555.3559799694405,22.537074914831077,555.3559799694405,490.8050823,64.55089769,-4.882352941,0.26384182041877347,0.7359031502926067,0.246709235,0.926663958,0.7927827342740184,0.000198417,84742.28730771692,6810.662715169029,16052.765657709711,0.007384831,0.034684559957895544,1.0843031394524295e-06,2.1606547903399372e-06,GOOD,3.5121951355556216,0.9350649358914657,,561.5987438,523.42254
510,Sunflowers,Sacramento River,688.5759922,3446.693536,0.687733224,2.873453662,0.386904762,0.3895547862245365,0.081201103,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,2225.780594,15.609529458554258,2225.780594,490.8050823,1734.975511,-4.882352941,0.082192862,0.9177862599595461,0.081912818,0.17941352360183993,0.41758171636972374,0.00196253,228922.95787247265,688.5759550071676,1978.5906786694163,3.719283233749593e-05,0.000527683,5.401412880902926e-08,2.6669630165774597e-07,GOOD,2.182835824495322,0.9965928458037955,,3446.693536,1956.7112
510,Tomato Processing,Sacramento River,4041.70381,100.0162422,45.19350981,2.666779844,0.124471553,2.283636824869254,0.28639447182202826,0.74,0.17,657.2463564,2815.18314,996.9547547,50,133.3389922,4385.899603618036,32.081301367135666,4385.899603618036,490.8050823,3895.094521,-4.882352941,0.21488568670631714,0.785078942,0.050168258,0.1416642371542221,33.18772056525947,0.000334352,3016085.492094209,4041.7037224158457,10778.331733895075,8.758415424381383e-05,0.002522031,2.1670107054137107e-08,2.3399078845512083e-07,GOOD,0.6592539471827814,0.23346486717761028,,100.0162422,4161.804783
510,Truck Crops,Sacramento River,402.7464276,347.5260689,22.66687043,2.662234731,0.139554281,1.1244727167916924,1.262909809962677,0.408854799,0.17,7441.94487,27484.23099,27982.75263,50,133.1117366,7743.2611315885515,55.95861688437798,7743.2611315885515,490.8050823,7252.456049,-4.882352941,0.3279927594239959,0.6719726786974648,0.11554771912871645,0.10903091832271547,18.103250576479198,0.006072943,103483.82089041418,402.7464250169359,1072.2053096428374,2.5830640879576094e-06,0.0002177,6.413623836095348e-09,2.030394862868678e-07,GOOD,0.332418674,0.35228740820875265,,347.5260689,7520.42675
510,Vineyard,Sacramento River,38052.28851,1710.018579,10.45667513,2.661751325,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.0875663,17747.21432421124,127.18698090749545,17747.21432421124,490.8050823,17256.40924,-4.882352941,0.5282735220661597,0.4717114591919203,0.7965809262310302,0.5251703944457781,9.189604705423516,0.000202151,38954.298590455015,38052.28847738893,101285.70811832325,3.2611067581456155e-05,0.021242452,8.570067362147243e-10,2.0972798096453989e-07,GOOD,0.9941259073363267,1.5078948555200695,,1710.018579,17526.12161
510,Vineyard,San Joaquin River,12684.09617,1685.130979,10.67836099,3.098484515,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,154.9242258,17838.705827038106,110.04584777732482,17838.705827038106,490.8050823,17347.90074,-4.882352941,0.3153286794062508,0.6846624018215567,0.4754824934746229,0.31347640952390476,8.445266592779221,0.000606453,13053.60873211371,12684.096156654032,39301.46732,1.3345968909561634e-05,0.008250576,1.0521813088367363e-09,2.0993043609662583e-07,GOOD,0.9941259073363267,1.5078948555200695,,1685.130979,17513.66547
511,Alfalfa,Sacramento River,4420.443706,277.3730832,6.753985141,3.537610105,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,176.8805053,1695.828447458157,10.04907516652909,1695.828447458157,440.1163598,1255.712088,-4.882352941,0.019685579847459708,0.9803102600603392,0.030075163,0.038171776,3.083256128931187,0.000121625,6032302.970523058,4420.442308833303,15637.796849867671,0.001397167,0.009473062,3.1606933368186646e-07,6.057794413548342e-07,GOOD,1.939072961544676,1.5277763122781245,,277.3730832,1247.120444
511,Alfalfa,San Joaquin River,122.2024668,260,5.8,4.134965358,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826789999997,1300.587002,6.924303165884878,1300.587002,440.1163598,860.4706425,-4.882352941,0.006113677,0.9938846383612135,0.009340331,0.011854865998564609,2.1045594979842144,0.004399538,114285.69679981476,122.20239824524212,505.3025450473067,6.855475787403975e-05,0.000421833,5.609932407194235e-07,8.348117189185165e-07,GOOD,1.939072961544676,1.5277763122781245,,260,652.5840989
511,Almonds & Pistachios,Sacramento River,8968.024185,4692.411059,0.56777195,3.61367267,0.287448101,0.311217018,0.03090217,0.4,0.17,2039.310074,2110.873995,639.9084906,50,180.6836335,2482.8549505789956,13.990349901984919,2482.8549505789956,440.1163598,2042.738591,-4.882352941,0.025284586,0.9747114091702214,0.024299867,0.077115392,0.27121206758534505,0.000278768,601581.4819566046,8968.023799903021,32407.493373077952,0.000385097,0.010528155573410913,4.2941117334763185e-08,3.2486783324926734e-07,GOOD,3.0498974152879694,0.9610545813701002,,4692.411059,2010.658302
511,Citrus & Subtropical,Sacramento River,90.25113441,1059.333333,2.266666667,2.972946835,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,148.6473418,2251.8219557451107,15.313464776159588,2251.8219557451107,440.1163598,1811.705596,-4.882352941,0.069035364,0.9309492198115016,0.095983816,0.034119612,1.3283470149694767,0.085232255,9.700649586,90.25113331157074,268.31176036225696,1.0984292657667538e-06,6.403711216762531e-05,1.2170808410858552e-08,2.386667539195335e-07,GOOD,0.49423381869050864,1.3903572019867076,,1059.333333,1958.206015
511,Corn,Sacramento River,2971.953332,229.3619279,5.380592823,2.826875063,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,141.3437532,1091.8796290211835,8.264008481076464,1091.8796290211835,440.1163598,651.7632692,-4.882352941,0.046134718462190374,0.9538380249813799,0.019441579,0.12202450226726298,2.9381217654994067,0.001121597,20737.72451919871,2971.9531153806747,8401.337668150767,0.000216619,0.00309448,7.288786233497724e-08,3.683316604025948e-07,GOOD,2.644960375498291,0.4214088525991567,,229.3619279,832.9532568
511,Corn,San Joaquin River,39.99894702,220,4.9,2.415829265,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.7914633,956.3287757930001,8.438040081851993,956.3287757930001,440.1163598,516.212416,-4.882352941,0.096456339,0.9034785989777621,0.040647555102985324,0.25512319436379743,3.1102736159530116,0.083335527,221.0788816,39.99894408334981,96.63060638,2.9366501905769837e-06,2.0403929553935996e-05,7.341818746150041e-08,2.1115385705164275e-07,GOOD,2.644960375498291,0.4214088525991567,,220,784.5996929
511,Cucurbits,Sacramento River,313.9772742,203,12,1.97136542,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,98.568271,2336.461468,23.307557018376357,2336.461468,440.1163598,1896.345109,-4.882352941,0.46296137435757295,0.5368637974015756,0.17789152624166912,0.062270831414042035,10.336798954200365,0.063698878,6.13643430238606e-05,313.9772734371485,618.9637839129966,7.628515277247061e-07,0.000157111,2.42963930962334e-09,2.5382858529308896e-07,GOOD,0.13450545739469513,0.38424701518246485,,203,2236.143548
511,Dry Beans,Sacramento River,284.0057639,1366.283453,0.938940486,2.293810917,0.272510229,0.8579188204514863,0.0413722,1.68,0.17,521.9411016,903.6303871,214.6292221,50,114.6905459,1167.306092497578,10.573268572448049,1167.306092497578,440.1163598,727.1897327,-4.882352941,0.15019911761479499,0.8497250223624542,0.084651701,0.3854823332945948,0.6492011744328694,0.002095866,191398.38678391435,284.00568708704316,651.4551721682053,7.68129568200493e-05,0.000349557,2.704626686629345e-07,5.365777516746994e-07,GOOD,2.5664753522934403,0.5635965250716192,,1366.283453,1018.608622
511,Grain,Sacramento River,20064.75303,186.8257475,2.759479526,0.78906264,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000004,475.1378950328957,12.152090475839335,475.1378950328957,440.1163598,35.02153521,-4.882352941,0.9733703983171749,0.025402750183454687,0.703437565,3.0288682548330867,2.7901027483409573,6.734951331475977e-05,135973.1724018772,20064.752759476116,15832.342285225719,0.000270524,0.004711574,1.3482542424062936e-08,2.975916382373573e-07,GOOD,3.1117324505343373,0.7226823065494933,,186.8257475,483.3500566
511,Grain,San Joaquin River,134.6236207,172,2.7,0.466656841,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,440.11635982700005,18.213320207959345,440.11635982700005,440.1163598,0,-4.882352941,0.9973640546150083,0.001278901,0.720777355,3.1035300937420227,2.7279431800835368,0.010037995890503868,9.065125454396787,134.63052930830358,62.826254435310005,-0.006908608,-0.003220875,5.1317950502691e-05,5.126902161978414e-05,GOOD,3.1117324505343373,0.7226823065494933,,172,452.4507936
511,Onions & Garlic,Sacramento River,14.18800314,495.9719202,11.53054091,2.113494575,0.178481578,0.8220938475297447,0.4158621200492846,0.41,0.17,887.6914461,1905.136225,1355.002253,50,105.67472874999999,5612.315813727354,51.13666225341342,5612.315813727354,440.1163598,5172.199454,-4.882352941,0.5789709755098268,0.4209614055607903,0.2697694658864191,0.37929647749822687,10.349197373104204,0.17190751694772338,2625.0679470761315,14.188003024591293,29.986273254981306,1.1540870659132452e-07,-5.59E-06,8.134245915547812e-09,1.8636892080898277e-07,GOOD,0.6551217479671209,0.46594644170006466,,495.9719202,5494.065113
511,Other Deciduous,Sacramento River,15717.03551,1758.299213,1.725065178,3.327741402,0.215021845,0.54254216,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,2865.8905208851047,17.26785641169307,2865.8905208851047,440.1163598,2425.774161,-4.882352941,0.046369170662024166,0.9536196964223718,0.029191329,0.028767994,0.9303864350212576,0.000489425,2261.913865979987,15717.035343924312,52302.21467867132,0.000166076,0.015104659862117842,1.0566603851704698e-08,2.887957153010659e-07,GOOD,0.6204120841421951,0.6295417628777134,,1758.299213,2478.171412
511,Pasture,Sacramento River,11176.30227,230.8653018,5,3.965593094,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,1113.974592,27.24427121023089,1113.974592,440.1163598,673.8582318,-4.882352941,0.032595376,0.9673945302085311,0.06019511,0.073761445,2.4978872122264146,0.000175441,540885.2544378167,11176.300185440028,44320.59849519942,0.00208456,0.068603169,1.8651606959360893e-07,1.5478821416486296e-06,GOOD,2.262942000342034,1.8467377139832826,,230.8653018,996.5449011
511,Pasture,San Joaquin River,740.7498796,330,5,4.600187047,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,46.00187047,1603.302143,33.65097836577262,1603.302143,440.1163598,1163.185783,-4.882352941,0.019848262,0.9801474672102698,0.036654534,0.044915465,2.253435285537027,0.002647026,61867.70987891229,740.7497835939247,3407.583016140224,9.600607529591798e-05,0.004985063,1.2960660263321355e-07,1.4629299386404522e-06,GOOD,2.262942000342034,1.8467377139832826,,330,1437.860469
511,Rice,Sacramento River,54766.94089,554.3183267,4.349744152,4.534377778,0.381523094,0.7787889472798347,0.016559817107172286,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888889999997,2183.417909741751,10.083770646552875,2183.417909741751,440.1163598,1743.30155,-4.882352941,0.005967245,0.9940310483318122,0.004176615,0.028642209518694072,1.5549221246825726,9.129595187802353e-05,128689.6503892369,54766.93906448436,248333.91932539214,0.001825516,0.080415263,3.333243759000681e-08,3.238189835001967e-07,GOOD,4.7999050645054355,0.699923421,,554.3183267,1381.936936
511,Safflower,Sacramento River,261.7399336,580.9754582,1.033450199,2.357007476,0.396694215,0.4537037030434028,0.032158708,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,575.9052438339062,23.335751057100282,575.9052438339062,440.1163598,135.788884,-4.882352941,0.2709541712657866,0.7287932633967217,0.25335974478416795,0.9516439222782004,0.7975922242344902,0.005162954,6828.862869477151,261.73976008171303,616.9217970275578,0.000173518,0.001183235,6.629415869250967e-07,1.91796289600652e-06,GOOD,3.5121951355556216,0.9350649358914657,,580.9754582,543.9718038
511,Sunflowers,Sacramento River,417.6073916,3512.820364,0.6,2.873453662,0.386904762,0.3895547862245365,0.081201103,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,1963.0671543479998,13.87951621970573,1963.0671543479998,440.1163598,1522.950795,-4.882352941,0.073203206,0.926775712,0.072953791,0.15979058,0.35636150509743714,0.003235937,121874.16460264103,417.6073587363888,1199.9750698805567,3.286361123855386e-05,0.000418791,7.869499414903043e-08,3.4899940503335846e-07,GOOD,2.182835824495322,0.9965928458037955,,3512.820364,1693.99776
511,Tomato Processing,Sacramento River,300.6240857,103.2908517,39.89825454,2.666779844,0.124471553,2.283636824869254,0.28639447182202826,0.74,0.17,657.2463564,2815.18314,996.9547547,50,133.3389922,3986.9392733729915,29.249680607144416,3986.9392733729915,440.1163598,3546.822914,-4.882352941,0.19923360775746274,0.8007303161126358,0.046514047772412144,0.13134554232557333,28.866330732222675,0.004495153,204279.97868486357,300.62407654357963,801.6980239,9.156420389899722e-06,0.00022843,3.045803987587719e-08,2.8493278748998436e-07,GOOD,0.6592539471827814,0.23346486717761028,,103.2908517,3762.844453
511,Truck Crops,Sacramento River,511.4193475,1305.07207,19.53359243,2.662234731,0.139554281,1.1244727167916924,1.262909809962677,0.38190187,0.17,7441.94487,27484.23099,27982.75263,50,133.1117366,25358.678663941428,181.09424079771676,25358.678663941428,440.1163598,24918.5623,-4.882352941,0.6151489340998121,0.38483127269709083,0.21670922365639958,0.2044869932736547,17.70230261054248,0.005120013,354867.0503651166,511.4193463584024,1361.5179994000116,1.1415976359785418e-06,0.00034962,2.2322144079199932e-09,2.56786731318173e-07,GOOD,0.332418674,0.35228740820875265,,1305.07207,25135.84428
511,Vineyard,Sacramento River,60.43230211,1732.281685,10.45176904,2.661751325,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.0875663,17971.51366118603,128.78240521217535,17971.51366118603,440.1163598,17531.3973,-4.882352941,0.5314021186204758,0.46858296224529283,0.8012985208802812,0.5282806133340268,9.196233098401077,0.12728801359091055,62.850643346921025,60.43230204480144,160.85573110380662,6.51985629929186e-08,2.9110286192235435e-05,1.0788694244055597e-09,1.8097136312365046e-07,GOOD,0.9941259073363267,1.5078948555200695,,1732.281685,17750.42095
511,Vineyard,San Joaquin River,20.1441007,1685.130979,10.67836099,3.098484515,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,154.9242258,17838.705827038106,110.04584777732482,17838.705827038106,440.1163598,17398.58947,-4.882352941,0.3153286794062512,0.6846624018215565,0.47548249347462346,0.31347640952390515,8.445266592779223,0.38186404083592035,20.791510345551853,20.144100673052055,62.41618116766226,2.6947944320454553e-08,2.9198884021752747e-06,1.3377586183559217e-09,4.67809502432826e-08,GOOD,0.9941259073363267,1.5078948555200695,,1685.130979,17513.66547
601,Alfalfa,San Joaquin River,68.96354348,281,6.7,4.134965358,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826789999997,1675.287002,8.644818018,1675.287002,378.7025376,1296.584465,-4.882352941,0.007860775,0.9921375438417913,0.012009505230521711,0.015242615,2.543266983132194,0.007795922,97172.69554770387,68.96323823240648,285.1597112278437,0.000305248,0.002152027,4.426216782275406e-06,7.546685445508796e-06,GOOD,1.939072961544676,1.5277763122781245,,281,1027.284099
601,Almonds & Pistachios,San Joaquin River,347.6394954,4837.666667,1.066666667,3.753630493,0.287448101,0.311217018,0.03090217,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.6815247,4971.815462004889,26.090436172519603,4971.815462004889,378.7025376,4593.112924,-4.882352941,0.039881098983589436,0.9601157460071994,0.038327912888253074,0.12163326070889309,0.5555734406807715,0.007191358,52430.88624750678,347.6394116824819,1304.9060461505144,8.371751806635075e-05,0.004164354,2.4081705092231803e-07,3.191295481815028e-06,GOOD,3.0498974152879694,0.9610545813701002,,4837.666667,4455.061119
601,Citrus & Subtropical,San Joaquin River,26.01542055,1043.5,3.6,3.247465856,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,162.3732928,3593.54045,21.94115141164831,3593.54045,378.7025376,3214.837912,-4.882352941,0.065757344,0.9342334541117816,0.091426197,0.032499503,2.080355344725603,0.29568261937275087,4.961708783327394,26.01541808958254,84.48395422727877,2.4604174626574604e-06,0.000235738,9.457534841417201e-08,2.79032475851361e-06,GOOD,0.49423381869050864,1.3903572019867076,,1043.5,3228.26938
601,Corn,San Joaquin River,214.2460672,694,10.5,2.415829265,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.7914633,7165.328776,57.03895925459692,7165.328776,378.7025376,6786.626238,-4.882352941,0.4443468062706407,0.5556131824095317,0.18725167778661048,1.1752796955650602,8.923409968150974,0.015558434172897309,15561.619081735917,214.24605167338214,517.5803997967319,1.5526617858085956e-05,0.001519256,7.247095856182865e-08,2.9352960929788837e-06,GOOD,2.644960375498291,0.4214088525991567,,694,6993.599693
601,Cucurbits,San Joaquin River,11.99504263,203,12,2.299627126,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,114.98135629999999,2320.0483831340002,20.00834540048819,2320.0483831340002,378.7025376,1941.345846,-4.882352941,0.25706394645507763,0.7428382916827644,0.098776054,0.034576504,9.176584256961513,1.6673554748341897,2.3999640602675662e-06,11.995042154072594,27.584066481000725,4.7592740592961036e-07,5.89284736562945e-05,3.9677008295018486e-08,2.136318363606852e-06,GOOD,0.13450545739469513,0.38424701518246485,,203,2166.043383
601,Dry Beans,San Joaquin River,173.6421719,1717.086552,1.29051265,2.212101358,0.272510229,0.8579188204514863,0.0413722,1.68,0.17,521.9411016,903.6303871,214.6292221,50,110.6050679,2104.4546375748823,18.932926734848998,2104.4546375748823,378.7025376,1725.7521,-4.882352941,0.2828344888740323,0.7170862667813115,0.15940453509981212,0.7258877444737171,1.006943271551027,0.003427958,277653.3096001758,173.6419237856759,384.1124036,0.000248114,0.001680616,1.4288828650616905e-06,4.375305530976445e-06,GOOD,2.5664753522934403,0.5635965250716192,,1717.086552,1970.080494
601,Grain,San Joaquin River,411.9040655,168.174423,2.396239396,0.466656841,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,378.7025376191685,15.804729318497843,378.7025376191685,378.7025376,0,-4.882352941,0.9969382898642754,0.001485472,0.7204696628066218,3.102205227750873,2.4249533579584246,0.003280743,27.73630667128218,411.9048423526428,192.2176540133586,-0.000776853,0.000195988,1.8860038243218246e-06,1.0196135710745888e-06,GOOD,3.1117324505343373,0.7226823065494933,,168.174423,391.0369713
601,Onions & Garlic,San Joaquin River,34.60035632,659,5.9,1.480822037,0.178481578,0.8220938475297447,0.4158621200492846,0.41,0.17,887.6914461,1905.136225,1355.002253,50,74.04110185,3813.224925,49.45507378,3813.224925,378.7025376,3434.522387,-4.882352941,0.8832482943819894,0.11659988265339018,0.4115463999049392,0.578635167,5.774764358,0.070491308,4251.072522045202,34.600352799967574,51.236839755950044,3.5200324290940443e-06,0.000130371,1.0173399361957911e-07,2.5444665807334973e-06,GOOD,0.6551217479671209,0.46594644170006466,,659,3777.041867
601,Other Deciduous,San Joaquin River,592.0629546,3067.845538,2.140904435,3.445837194,0.215021845,0.54254216,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,172.2918597,6394.769104633162,36.116535882314814,6394.769104633162,378.7025376,6016.066567,-4.882352941,0.081195347,0.9187959157237652,0.051115862,0.050374575,1.2871298457289704,0.012992381354960206,211.30638076397432,592.0629225348385,2040.1464691080757,3.206516146292415e-05,0.006081042,5.4158364771508966e-08,2.980680114997265e-06,GOOD,0.6204120841421951,0.6295417628777134,,3067.845538,5972.958229
601,Tomato Processing,San Joaquin River,61.64926513,102,42.2,2.379660861,0.124471553,2.283636824869254,0.28639447182202826,0.74,0.17,657.2463564,2815.18314,996.9547547,50,118.9830431,4184.57053,34.210520689413606,4184.57053,378.7025376,3805.867992,-4.882352941,0.33789816957304714,0.662043535,0.078887351,0.22276070203686812,33.986582776741166,0.021919991,44951.38867121822,61.64924584494838,146.7038902496485,1.9285051621409366e-05,0.00045309,3.128188402691081e-07,3.088454058497206e-06,GOOD,0.6592539471827814,0.23346486717761028,,102,4018.566206
601,Truck Crops,San Joaquin River,27.19107642,555,22.8,2.667732673,0.139554281,1.1244727167916924,1.262909809962677,0.41,0.17,7441.94487,27484.23099,27982.75263,50,133.38663365000002,12519.65786,89.70698652835864,12519.65786,378.7025376,12140.95532,-4.882352941,0.4380838744866885,0.5618875742860066,0.154331433,0.1456272608625226,19.29599985330409,0.089699442,11809.004175734319,27.19107472030229,72.53833276258085,1.6996977123540091e-06,0.000190217,6.250939411518925e-08,2.6222906839213923e-06,GOOD,0.332418674,0.35228740820875265,,555,12295.63318
601,Vineyard,San Joaquin River,1703.099706,1723.644613,10.4566394,3.098484515,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,154.9242258,17867.79908973755,110.22376903012784,17867.79908973755,378.7025376,17489.09655,-4.882352941,0.3156805994878197,0.6843104863242239,0.4760131519551748,0.3138262623943043,8.271777887771927,0.004516651,1766.9795548099294,1703.0996779713419,5277.012772921481,2.802865810735966e-05,0.015293621,1.6457438169130692e-08,2.8981503184191916e-06,GOOD,0.9941259073363267,1.5078948555200695,,1723.644613,17542.75873
602,Alfalfa,San Joaquin River,38190.69117,276.8728371,6.509902575,4.134965358,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826789999997,1595.0021975468458,8.276173237571246,1595.0021975468458,361.8121674,1233.19003,-4.882352941,0.007486951,0.9925113664601644,0.011438386921200095,0.014517744924001425,2.449337781288576,1.407762970847931e-05,51181930.65362119,38190.67882504941,157917.09845045337,0.012344950591796078,0.086535573,3.232450163534466e-07,5.47980722304827e-07,GOOD,1.939072961544676,1.5277763122781245,,276.8728371,946.9992941
602,Almonds & Pistachios,San Joaquin River,4311.107219,4839.723878,1.07714576,3.753630493,0.287448101,0.311217018,0.03090217,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.6815247,5024.7257370174575,26.35795644255841,5024.7257370174575,361.8121674,4662.91357,-4.882352941,0.040288393,0.9597084535683448,0.038719344438839565,0.12287546494738072,0.5621560858754032,0.000579897,660080.2638954828,4311.107147983003,16182.29991985692,7.101699702616315e-05,0.003595974,1.6473029646114016e-08,2.2221644211572045e-07,GOOD,3.0498974152879694,0.9610545813701002,,4839.723878,4507.971394
602,Citrus & Subtropical,San Joaquin River,31.6879679,1043.5,3.6,3.247465856,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,162.3732928,3593.54045,21.94115141164831,3593.54045,361.8121674,3231.728282,-4.882352941,0.065757344,0.9342334541117816,0.091426197,0.032499503,2.0803553447256036,0.24275168785145393,6.0753378989924425,31.68796769324909,102.9055834239231,2.0675091150224034e-07,1.0377350918133743e-05,6.5245872551594055e-09,1.0084340933082751e-07,GOOD,0.49423381869050864,1.3903572019867076,,1043.5,3228.26938
602,Corn,San Joaquin River,48965.90992,172.4220555,24.13487577,2.415829265,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.7914633,4039.7136652935446,32.573221237123214,4039.7136652935446,361.8121674,3677.901498,-4.882352941,0.31075460867097904,0.6891957603395774,0.13095474307993724,0.8219336264382171,19.11246956252337,6.80745714473457e-05,1927500.9392583289,48965.90946577513,118293.25283878611,0.000454225,0.025333303696243092,9.276349043411124e-09,2.1415674743064353e-07,GOOD,2.644960375498291,0.4214088525991567,,172.4220555,3867.984582
602,Cucurbits,San Joaquin River,5718.171981,203,12,2.299627126,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,114.98135629999999,2320.0483831340002,20.00834540048819,2320.0483831340002,361.8121674,1958.236216,-4.882352941,0.25706394645507813,0.742838292,0.098776054,0.034576504,9.176584256961517,0.003497621,0.001154043,5718.1719653887285,13149.660627686797,1.5611271919624414e-05,0.002770954,2.730115843226929e-09,2.1072432617018014e-07,GOOD,0.13450545739469513,0.38424701518246485,,203,2166.043383
