internal_id,eastern_prop,north_central_prop,north_coast_prop,south_central_prop,south_coast_prop,total_revenue,direct_value_add,total_value_add,direct_jobs,total_jobs
Yakima,0,0,0,1,0,1.659206357,0.701140572,1.109035398,1.21162E-05,1.7777E-05
