g,basin,i,p,y,xland,xlandsc,difflandsc,xwater,xwatersc,grev,gross_revenue,revdiff,iterations,statussc,lambdawater,HR_Region,IMPLAN_category,crop_class
BTE01-IDs,BTE,Rice,370.9204663,4.450435008,101766.3145,76684.47077138834,25081.843728611653,457948.41524999996,344217.4147323847,167991499.62229526,126587459.76919107,41404039.85310419,2,Good,78.97586795136192,Sacramento River,Corn,Field and grain
BTE01-IDs,BTE,Safflower,429.9064999,1.059039203,712.990372,2.2286505439375798e-17,712.990372,1589.96852956,7.7432875511693e-08,324615.8442829781,1.0146774856197018e-14,324615.84428297804,2,Good,78.97586795136192,Sacramento River,Other field and grain,Field and grain
BTE01-IDs,BTE,Subtropical,942.1801854,4.535541375,567.2561944,561.5214138597076,5.734780540292377,1345.6335689257771,1328.6995522817967,2424054.3149194126,2399547.8932160493,24506.421703363303,2,Good,78.97586795136192,Sacramento River,Trees and Vine,Trees and vines
BTE01-IDs,BTE,Sunflowers,3239.762235,0.609912532,230.893158,199.11309310894518,31.78006489105482,557.4787024907141,479.5456279512659,456238.3200316109,393441.81474759366,62796.5052840173,2,Good,78.97586795136192,Sacramento River,Other field and grain,Field and grain
BTE01-IDs,BTE,Tomatoes Processing,77.35725946,46.64298896,774.191738,659.099379342239,115.092358657761,1614.6198805951963,1371.1518880136318,2793418.34442959,2378145.111459156,415273.2329704338,2,Good,78.97586795136192,Sacramento River,Vegetables and non-tree fruits,Vegetables
BTE01-IDs,BTE,Truck,742.4217034,17.44810947,55.63443,55.07024204116866,0.5641879588313401,142.4241408,140.6273687857049,720680.3477857313,713371.9386874968,7308.40909823461,2,Good,78.97586795136192,Sacramento River,Vegetables and non-tree fruits,Vegetables
BTE01-IDs,BTE,Almonds,5165.974452,0.856578131,2552.898447,2465.2405860324507,87.65786096754937,8866.486306076551,8540.636095564678,11296730.693293413,10908839.3340957,387891.3591977116,2,Good,78.97586795136192,Sacramento River,Trees and Vine,Trees and vines
BTE01-IDs,BTE,Walnuts,1949.323208,2.037882063,16765.31941,16567.21800354598,198.10140645402134,58010.78924107186,57182.01159222665,66600077.12488991,65813121.110170774,786956.0147191361,2,Good,78.97586795136192,Sacramento River,Trees and Vine,Trees and vines
BTE02-WAs,BTE,Alfalfa,187.2098036,5.87624882,844.261016,769.0854396643407,75.17557633565934,2952.099352894754,2682.5123057149917,928764.2725010093,846064.2684240323,82700.00407697703,2,Good,63.847691353437234,Sacramento River,Alfalfa and Pasture,Alfalfa and pasture
BTE02-WAs,BTE,Beans Dry,1054.225767,1.083582552,340.32974,220.85381770858686,119.47592229141316,718.6629677467766,465.2037165132197,388772.49538154434,252290.2930114424,136482.2023701019,2,Good,63.847691353437234,Sacramento River,Other field and grain,Field and grain
BTE02-WAs,BTE,Corn,166.7194068,5.454093572,2042.59385,1633.7037942184063,408.8900557815937,4422.21568525,3528.126257558546,1857337.2159312153,1485532.1613789632,371805.0545522522,2,Good,63.847691353437234,Sacramento River,Corn,Corn
BTE02-WAs,BTE,Cotton,1657.32655,0.8275,891.312038,532.6069653841539,358.7050726158461,3188.7087493982385,1900.6616989855952,1222378.9493146874,730437.2823291388,491941.66698554857,2,Good,63.847691353437234,Sacramento River,Other field and grain,Field and grain
BTE02-WAs,BTE,Cucurbits,161.7514,13.41,195.081332,187.5014878846653,7.5798441153347085,430.15433706000005,412.4071748528423,423148.23955483694,406706.90372520476,16441.33582963224,2,Good,63.847691353437234,Sacramento River,Vegetables and non-tree fruits,Vegetables
BTE02-WAs,BTE,Field and Grain,173.2298426,2.485487486,583.517739,583.9985524240208,0.48081342402076643,591.784240497006,590.7911800163369,251239.75130628256,251446.7706254942,-207.0193192116276,2,Good,63.847691353437234,Sacramento River,Other field and grain,Field and grain
BTE02-WAs,BTE,Orchards,2061.666385,2.066393172,482.199202,473.8332524456276,8.365949554372435,1526.8077066910837,1496.5674367069973,2054271.4733345902,2018630.743433707,35640.72990088328,2,Good,63.847691353437234,Sacramento River,Trees and Vine,Trees and vines
BTE02-WAs,BTE,Pasture,215.0,3.5,627.896518,289.2174167770151,338.6791012229849,2518.3882840690344,1157.1028371262469,472492.129795,217636.10612470386,254856.0236702962,2,Good,63.847691353437234,Sacramento River,Alfalfa and Pasture,Alfalfa and pasture
BTE02-WAs,BTE,Rice,370.9204663,4.450435008,6510.071453,5491.917621697278,1018.1538313027213,29295.321538499997,24651.844978018366,10746548.810488412,9065823.810206225,1680725.000282187,2,Good,63.847691353437234,Sacramento River,Corn,Field and grain
BTE02-WAs,BTE,Subtropical,942.1801854,4.535541375,277.9083108,275.7772541632498,2.131056636750202,688.1290134870101,681.1451648452402,1187584.810174274,1178478.1717864536,9106.638387820683,2,Good,63.847691353437234,Sacramento River,Trees and Vine,Trees and vines
BTE02-WAs,BTE,Sunflowers,3239.762235,0.609912532,875.054484,792.1870266318945,82.86745736810553,2105.964458451685,1901.7637668728125,1729082.7981844665,1565339.0568696389,163743.7413148277,2,Good,63.847691353437234,Sacramento River,Other field and grain,Field and grain
BTE02-WAs,BTE,Tomatoes Processing,77.35725946,46.64298896,472.497166,425.87448902147787,46.62267697852212,979.6441240158342,880.7723156636467,1704851.8944481337,1536629.172936452,168222.72151168156,2,Good,63.847691353437234,Sacramento River,Vegetables and non-tree fruits,Vegetables
BTE02-WAs,BTE,Almonds,5165.974452,0.856578131,523.4565764,509.42328118854533,14.033295211454686,1879.923959897712,1824.9514344588445,2316327.1457872326,2254228.962081734,62098.183705498,2,Good,63.847691353437234,Sacramento River,Trees and Vine,Trees and vines
BTE02-WAs,BTE,Walnuts,1949.323208,2.037882063,14679.16025,14546.843176843153,132.31707315684798,51740.51446072856,51145.94272307486,58312829.053259194,57787200.6973849,525628.3558743,2,Good,63.847691353437234,Sacramento River,Trees and Vine,Trees and vines
CHW01-E-ChID&WA,CHW,Alfalfa,205.8588937,7.063149253,6701.08917,5907.585478578662,793.5036914213379,34123.43518307754,30007.530907316122,9743464.6777952,8589700.716008686,1153763.9617865141,2,Good,65.56604487009172,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
CHW01-E-ChID&WA,CHW,Corn,44.88630607,26.76544219,8648.049177,7398.36529852798,1249.6838784720212,21312.636745696425,18187.27792226998,10389782.109246679,8888409.610429931,1501372.4988167472,2,Good,65.56604487009172,San Joaquin River,Corn,Corn
CHW01-E-ChID&WA,CHW,Cotton,2462.1839,0.78,387.241809,296.63856815138877,90.60324084861122,1399.2337363909194,1069.1743805373592,743699.2270708065,569695.3911646936,174003.8359061128,2,Good,65.56604487009172,San Joaquin River,Other field and grain,Field and grain
CHW01-E-ChID&WA,CHW,Field and Grain,187.333843,2.812754651,2036.102434,2056.463478732738,20.361044732738264,984.1161757546324,991.4724335753357,1072871.5202978451,1083600.2462462496,-10728.72594840452,2,Good,65.56604487009172,San Joaquin River,Other field and grain,Field and grain
CHW01-E-ChID&WA,CHW,Grapes Table,390.5459,12.435,129.8715768,127.69838393294665,2.173192867053359,426.70028072172073,418.5112304406764,630713.2953022138,620159.318302171,10553.977000042796,2,Good,65.56604487009172,San Joaquin River,Trees and Vine,Trees and vines
CHW01-E-ChID&WA,CHW,Grapes Wine,510.5784914,8.495282366,4199.180984,4170.383715463133,28.797268536866795,13796.642412630745,13667.772181986227,18213983.01986274,18089074.624119036,124908.39574370533,2,Good,65.56604487009172,San Joaquin River,Trees and Vine,Trees and vines
CHW01-E-ChID&WA,CHW,Orchards,3117.281059,2.261810582,2498.737791,2467.0841950297154,31.65359597028464,10016.636557369968,9865.022999344914,17617848.759690434,17394668.773173466,223179.98651696742,2,Good,65.56604487009172,San Joaquin River,Trees and Vine,Trees and vines
CHW01-E-ChID&WA,CHW,Pasture,215.0,3.5,878.07901,831.8546417228961,46.22436827710396,5120.17627154688,4838.510203731438,660754.455025,625970.6178964793,34783.83712852083,2,Good,65.56604487009172,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
CHW01-E-ChID&WA,CHW,Potatoes,960.1331262,14.27542043,56.906001,56.73286159285416,0.17313940714584675,104.84499575767626,104.26468361502072,779970.9517067374,777597.8503501777,2373.101356559666,2,Good,65.56604487009172,San Joaquin River,Vegetables and non-tree fruits,Vegetables
CHW01-E-ChID&WA,CHW,Subtropical,826.2221391,4.405931004,213.8288738,210.41780571148797,3.4110680885120246,783.4045034563486,768.9801027509915,778396.4892179103,765979.253989592,12417.235228318372,2,Good,65.56604487009172,San Joaquin River,Trees and Vine,Trees and vines
CHW01-E-ChID&WA,CHW,Tomatoes Fresh,513.5119746,20.19858006,225.3847609,223.34051400461135,2.0442468953886532,383.15409353,378.7296729757758,2337738.686318793,2316535.322645694,21203.363673099317,2,Good,65.56604487009172,San Joaquin River,Vegetables and non-tree fruits,Vegetables
CHW01-E-ChID&WA,CHW,Tomatoes Processing,78.52090496,49.10025147,2028.462848,1797.8858820837456,230.57696591625427,5267.241862649487,4656.8390187954055,7820527.913803949,6931562.360401667,888965.5534022823,2,Good,65.56604487009172,San Joaquin River,Vegetables and non-tree fruits,Vegetables
CHW01-E-ChID&WA,CHW,Truck,548.8387,13.5325,140.93905,141.4003062905068,0.46125629050678185,144.54082578486182,144.65133375523078,1046776.8334085628,1050202.657544361,-3425.824135798146,2,Good,65.56604487009172,San Joaquin River,Vegetables and non-tree fruits,Vegetables
CHW01-E-ChID&WA,CHW,Almonds,5157.824281,1.067695081,44976.36602,43942.99419319219,1033.3718268078082,183408.48486827692,178746.52448849828,247684110.66629136,241993348.9494226,5690761.716868728,2,Good,65.56604487009172,San Joaquin River,Trees and Vine,Trees and vines
CHW01-E-ChID&WA,CHW,Pistachios,4636.170568,1.382293453,3802.000233,3743.8270491975136,58.17318380248662,14605.973486453633,14346.535805953134,24365301.837561235,23992496.18386955,372805.6536916867,2,Good,65.56604487009172,San Joaquin River,Trees and Vine,Trees and vines
CHW01-E-ChID&WA,CHW,Walnuts,2092.008952,1.920558157,1146.234353,1136.3851272595496,9.849225740450493,4264.1912150127355,4216.981463705649,4605368.875752371,4565796.411747421,39572.46400494967,2,Good,65.56604487009172,San Joaquin River,Trees and Vine,Trees and vines
CHW02-W-WA,CHW,Alfalfa,205.8588937,7.063149253,3752.039125,3398.7174247102344,353.32170028976543,19723.219001667345,17821.259607486274,5455510.2546326965,4941776.2303066375,513734.02432605904,2,Good,55.527383930946115,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
CHW02-W-WA,CHW,Corn,44.88630607,26.76544219,7203.396852,6488.982303500459,714.4145484995406,18536.741230078867,16656.568506297208,8654174.161932316,7795875.215815434,858298.9461168824,2,Good,55.527383930946115,San Joaquin River,Corn,Corn
CHW02-W-WA,CHW,Cotton,2462.1839,0.78,389.120801,324.19924305470664,64.92155794529333,1403.42902240304,1166.3553953851685,747307.8376742969,622625.7621803586,124682.07549393829,2,Good,55.527383930946115,San Joaquin River,Other field and grain,Field and grain
CHW02-W-WA,CHW,Field and Grain,187.333843,2.812754651,1787.57203,1805.4477682048055,17.87573820480543,804.4074135000001,810.4203490636718,941914.8513566413,951334.0093046818,-9419.157948040636,2,Good,55.527383930946115,San Joaquin River,Other field and grain,Field and grain
CHW02-W-WA,CHW,Grapes Table,390.5459,12.435,114.4634197,112.96262584131115,1.5007938586888514,393.754163768,387.6199506009009,555884.53154553,548596.0188200653,7288.51272546465,2,Good,55.527383930946115,San Joaquin River,Trees and Vine,Trees and vines
CHW02-W-WA,CHW,Grapes Wine,510.5784914,8.495282366,3700.983903,3680.6564469827185,20.327456017281293,12731.38462632,12629.8044060435,16053048.969043277,15964878.456710875,88170.51233240403,2,Good,55.527383930946115,San Joaquin River,Trees and Vine,Trees and vines
CHW02-W-WA,CHW,Tomatoes Fresh,513.5119746,20.19858006,181.0029373,182.6458050846321,1.6428677846320738,253.40411222,255.06486441529717,1877400.9705620026,1894441.1447126644,-17040.1741506618,2,Good,55.527383930946115,San Joaquin River,Vegetables and non-tree fruits,Vegetables
CHW02-W-WA,CHW,Tomatoes Processing,78.52090496,49.10025147,1629.026436,1515.4524250302381,113.57401096976196,4192.028028096991,3890.0147905713106,6280542.297150598,5842669.489202725,437872.8079478722,2,Good,55.527383930946115,San Joaquin River,Vegetables and non-tree fruits,Vegetables
CHW02-W-WA,CHW,Almonds,5157.824281,1.067695081,11628.12759,11424.522555649175,203.605034350825,47772.74433940544,46818.91676942201,64035908.09365518,62914658.50586192,1121249.5877932608,2,Good,55.527383930946115,San Joaquin River,Trees and Vine,Trees and vines
CHW02-W-WA,CHW,Pistachios,4636.170568,1.382293453,7985.874881,7893.35805595315,92.51682504684959,30954.00373940703,30518.911000907123,51177864.27883246,50584965.74406813,592898.5347643271,2,Good,55.527383930946115,San Joaquin River,Trees and Vine,Trees and vines
CLS01-SC-ColusaCountyWD,CLS,Alfalfa,187.2098036,5.87624882,379.271176,335.24123160486533,44.02994439513469,1308.4855572000001,1153.69078199694,417232.954243433,368795.99162237655,48436.962621056475,2,Good,76.31776559682626,Sacramento River,Alfalfa and Pasture,Alfalfa and pasture
CLS01-SC-ColusaCountyWD,CLS,Beans Dry,1054.225767,1.083582552,150.522743,78.90780127855719,71.6149417214428,310.57859300649244,162.4060623658711,171948.24762533206,90139.58876510672,81808.65886022533,2,Good,76.31776559682626,Sacramento River,Other field and grain,Field and grain
CLS01-SC-ColusaCountyWD,CLS,Cucurbits,161.7514,13.41,440.391804,421.9465504413418,18.44525355865818,839.6803731067972,802.5001365193729,955247.8172384981,915238.470923963,40009.34631453513,2,Good,76.31776559682626,Sacramento River,Vegetables and non-tree fruits,Vegetables
CLS01-SC-ColusaCountyWD,CLS,Field and Grain,173.2298426,2.485487486,829.400833,821.2989856434568,8.101847356543203,798.9894688468664,789.2067194130346,357107.3252601556,353618.9889527321,3488.3363074234803,2,Good,76.31776559682626,Sacramento River,Other field and grain,Field and grain
CLS01-SC-ColusaCountyWD,CLS,Grapes Wine,730.6198687,7.837965954,1344.662478,1338.269848220821,6.39262977917906,3276.4942385082204,3252.7652043763205,7700308.722977327,7663700.857690127,36607.86528720055,2,Good,76.31776559682626,Sacramento River,Trees and Vine,Trees and vines
CLS01-SC-ColusaCountyWD,CLS,Orchards,2061.666385,2.066393172,135.877132,132.8400337203253,3.0370982796746944,426.438033529295,415.86410653689313,578865.5704704351,565926.8838617225,12938.686608712538,2,Good,76.31776559682626,Sacramento River,Trees and Vine,Trees and vines
CLS01-SC-ColusaCountyWD,CLS,Pasture,215.0,3.5,166.062696,118.80627671392737,47.256419286072614,672.0003765353542,479.5674716330537,124962.17873999999,89401.72322723035,35560.45551276964,2,Good,76.31776559682626,Sacramento River,Alfalfa and Pasture,Alfalfa and pasture
CLS01-SC-ColusaCountyWD,CLS,Rice,370.9204663,4.450435008,286.082715,221.12752667328368,64.95518832671632,1287.3722175,992.5861755485008,472253.166924579,365027.907280793,107225.259643786,2,Good,76.31776559682626,Sacramento River,Corn,Field and grain
CLS01-SC-ColusaCountyWD,CLS,Subtropical,942.1801854,4.535541375,315.2866013,312.0237205593183,3.2628807406816804,786.520726382743,776.4351136869739,1347313.3548165648,1333370.0956391434,13943.25917742122,2,Good,76.31776559682626,Sacramento River,Trees and Vine,Trees and vines
CLS01-SC-ColusaCountyWD,CLS,Sunflowers,3239.762235,0.609912532,576.61912,516.3887350889535,60.230384911046485,1239.731108,1107.4601800352293,1139382.9981177086,1020369.4688096071,119013.52930810174,2,Good,76.31776559682626,Sacramento River,Other field and grain,Field and grain
CLS01-SC-ColusaCountyWD,CLS,Tomatoes Processing,77.35725946,46.64298896,386.858406,309.3228042330462,77.53560176695379,986.4889353,786.8012101689603,1395852.3644399706,1116090.4376571816,279761.9267827887,2,Good,76.31776559682626,Sacramento River,Vegetables and non-tree fruits,Vegetables
CLS01-SC-ColusaCountyWD,CLS,Truck,742.4217034,17.44810947,64.679023,64.10386464432338,0.5751583556766207,157.81681612,156.02239471729268,837842.6954330496,830392.1774031012,7450.518029948347,2,Good,76.31776559682626,Sacramento River,Vegetables and non-tree fruits,Vegetables
CLS01-SC-ColusaCountyWD,CLS,Almonds,5165.974452,0.856578131,28944.50708,27945.127821554095,999.3792584459043,104534.60667448564,100672.9817765241,128081201.94406015,123658888.0222535,4422313.9218066335,2,Good,76.31776559682626,Sacramento River,Trees and Vine,Trees and vines
CLS01-SC-ColusaCountyWD,CLS,Pistachios,3834.493456,1.253131426,969.9866864,938.1576254293532,31.82906097064688,4003.3562175572197,3862.3104111467815,4660906.551427552,4507963.958623038,152942.5928045148,2,Good,76.31776559682626,Sacramento River,Trees and Vine,Trees and vines
CLS01-SC-ColusaCountyWD,CLS,Walnuts,1949.323208,2.037882063,699.8903918,691.7780424792745,8.112349320725457,2474.662603368079,2439.8641007792476,2780308.1428348054,2748081.9097871906,32226.233047614805,2,Good,76.31776559682626,Sacramento River,Trees and Vine,Trees and vines
CLS02-North-WAs,CLS,Alfalfa,187.2098036,5.87624882,4096.807543,3628.2444118469934,468.56313115300645,14618.77491457273,12914.418382360142,4506862.6942867655,3991400.429206748,515462.26508001797,2,Good,72.08624445260863,Sacramento River,Alfalfa and Pasture,Alfalfa and pasture
CLS02-North-WAs,CLS,Beans Dry,1054.225767,1.083582552,438.754107,241.67719182776986,197.07691517223012,911.8772855687484,501.0300443111218,501206.6504599072,276077.6796752651,225128.97078464204,2,Good,72.08624445260863,Sacramento River,Other field and grain,Field and grain
CLS02-North-WAs,CLS,Corn,166.7194068,5.454093572,5274.242618,3409.8417900059985,1864.4008279940017,12552.69743084,8095.134820739822,4795885.927230166,3100580.204437438,1695305.7227927283,2,Good,72.08624445260863,Sacramento River,Corn,Corn
CLS02-North-WAs,CLS,Cotton,1657.32655,0.8275,63.331044,43.54198161523986,19.789062384760136,176.16585408111035,120.81647960273361,86854.58259649605,59715.11599612922,27139.466600366846,2,Good,72.08624445260863,Sacramento River,Other field and grain,Field and grain
CLS02-North-WAs,CLS,Cucurbits,161.7514,13.41,638.95433,610.8697715475427,28.084558452457372,1294.9474423463182,1234.9343181423196,1385947.0669158662,1325029.2366652903,60917.830250575906,2,Good,72.08624445260863,Sacramento River,Vegetables and non-tree fruits,Vegetables
CLS02-North-WAs,CLS,Field and Grain,173.2298426,2.485487486,9589.489405,9313.31441622997,276.1749887700298,10804.158066163163,10466.768305236454,4128856.369294424,4009946.298771962,118910.07052246202,2,Good,72.08624445260863,Sacramento River,Other field and grain,Field and grain
CLS02-North-WAs,CLS,Orchards,2061.666385,2.066393172,1699.27859,1667.4931261374227,31.785463862577217,4961.85057771488,4856.865182781752,7239289.319033806,7103876.461839572,135412.85719423462,2,Good,72.08624445260863,Sacramento River,Trees and Vine,Trees and vines
CLS02-North-WAs,CLS,Pasture,215.0,3.5,7134.15345,6094.901544049551,1039.2519059504484,29047.894799628048,24754.36618949815,5368450.471125,4586413.411897288,782037.0592277134,2,Good,72.08624445260863,Sacramento River,Alfalfa and Pasture,Alfalfa and pasture
CLS02-North-WAs,CLS,Rice,370.9204663,4.450435008,1914.465719,1527.9039721843744,386.5617468156256,8615.095735500001,6858.378886686265,3160318.5070663607,2522198.8319731746,638119.6750931856,2,Good,72.08624445260863,Sacramento River,Corn,Field and grain
CLS02-North-WAs,CLS,Safflower,429.9064999,1.059039203,323.861152,25.075383466793014,298.785768533207,606.6998913053797,46.85711498582784,147450.04338843707,11416.517101008545,136033.52628742857,2,Good,72.08624445260863,Sacramento River,Other field and grain,Field and grain
CLS02-North-WAs,CLS,Subtropical,942.1801854,4.535541375,7008.989906,6943.737567057986,65.25233894201392,16987.24284613549,16787.021999309727,29951497.035368305,29672654.39718737,278842.6381809339,2,Good,72.08624445260863,Sacramento River,Trees and Vine,Trees and vines
CLS02-North-WAs,CLS,Sunflowers,3239.762235,0.609912532,1049.442492,915.9696890794438,133.4728029205561,2602.61738016,2265.925794313189,2073668.547250184,1809930.0809315555,263738.4663186285,2,Good,72.08624445260863,Sacramento River,Other field and grain,Field and grain
CLS02-North-WAs,CLS,Tomatoes Processing,77.35725946,46.64298896,515.626263,414.9693636943976,100.6568993056024,1344.0657923918752,1078.9825804862853,1860469.1722167104,1497281.5854568116,363187.5867598988,2,Good,72.08624445260863,Sacramento River,Vegetables and non-tree fruits,Vegetables
CLS02-North-WAs,CLS,Truck,742.4217034,17.44810947,159.206425,157.72575904576306,1.4806659542369403,414.20204909473546,409.32397124828856,2062336.9690086327,2043156.6367062442,19180.332302388502,2,Good,72.08624445260863,Sacramento River,Vegetables and non-tree fruits,Vegetables
CLS02-North-WAs,CLS,Almonds,5165.974452,0.856578131,47875.74192,46366.64623207874,1509.0956879212608,169029.89679168936,163292.63342819895,211853066.01107356,205175225.92820996,6677840.082863629,2,Good,72.08624445260863,Sacramento River,Trees and Vine,Trees and vines
CLS02-North-WAs,CLS,Berries,5388.84825,4.3725,73.470798,72.92543190684277,0.5453660931572273,197.90881579904647,195.94865801457692,1731173.2354211942,1718322.9165233374,12850.318897856632,2,Good,72.08624445260863,Sacramento River,Vegetables and non-tree fruits,Vegetables
CLS02-North-WAs,CLS,Pistachios,3834.493456,1.253131426,1460.470132,1416.9231693582442,43.54696264175573,5866.000259411606,5676.865439040369,7017740.451332303,6808491.885019476,209248.5663128281,2,Good,72.08624445260863,Sacramento River,Trees and Vine,Trees and vines
CLS02-North-WAs,CLS,Walnuts,1949.323208,2.037882063,16258.06422,16083.605524833545,174.45869516645507,56766.12493662621,56016.59762956292,64585010.549072094,63891974.98744342,693035.5616286844,2,Good,72.08624445260863,Sacramento River,Trees and Vine,Trees and vines
CLS03-IDs,CLS,Alfalfa,187.2098036,5.87624882,7001.673736,6200.812894831874,800.8608411681262,23502.284842840556,20762.02659000178,7702480.975037065,6821460.861084461,881020.1139526041,2,Good,77.98461992594355,Sacramento River,Alfalfa and Pasture,Alfalfa and pasture
CLS03-IDs,CLS,Beans Dry,1054.225767,1.083582552,2607.765091,1198.3392101867232,1409.425880813277,5598.002396215922,2566.0037256283445,2978956.0612509213,1368911.5886782075,1610044.4725727136,2,Good,77.98461992594355,Sacramento River,Other field and grain,Field and grain
CLS03-IDs,CLS,Corn,166.7194068,5.454093572,5950.540547,2889.8666644338955,3060.673882566104,15084.620286645,7307.497391396194,5410845.828626572,2627765.135458564,2783080.6931680082,2,Good,77.98461992594355,Sacramento River,Corn,Corn
CLS03-IDs,CLS,Cotton,1657.32655,0.8275,2106.341442,1365.8371989640123,740.5042430359877,5883.713760617886,3805.7004409393317,2888716.105021285,1873160.654209121,1015555.4508121638,2,Good,77.98461992594355,Sacramento River,Other field and grain,Field and grain
CLS03-IDs,CLS,Cucurbits,161.7514,13.41,5276.415198,4992.133494913961,284.28170308603876,10702.328824851194,10100.396392706627,11444999.781906791,10828368.24179352,616631.5401132703,2,Good,77.98461992594355,Sacramento River,Vegetables and non-tree fruits,Vegetables
CLS03-IDs,CLS,Field and Grain,173.2298426,2.485487486,10961.92117,10831.30007179947,130.62109820053047,10541.71419547064,10390.059880530043,4719771.421704583,4663531.12250906,56240.29919552244,2,Good,77.98461992594355,Sacramento River,Other field and grain,Field and grain
CLS03-IDs,CLS,Grapes Wine,730.6198687,7.837965954,353.2541741,351.5183476481913,1.7358264518086912,860.7626710080847,854.3916995250719,2022936.0473389972,2012995.709308358,9940.33803063957,2,Good,77.98461992594355,Sacramento River,Trees and Vine,Trees and vines
