g,basin,i,p,y,xland,xlandsc,difflandsc,xwater,xwatersc,grev,gross_revenue,revdiff,iterations,statussc,lambdawater,HR_Region,IMPLAN_category,crop_class
KRN05-SC,KRN,Lettuce,479.2433265,17.02508876,3996.957247,3788.912749196884,208.04449780311597,10280.655153027821,9721.17571609905,32611814.376111936,30914345.99577861,1697468.380333323,2,Good,87.47708561301346,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KRN05-SC,KRN,Pistachios,4379.7619,1.466522812,9074.970613,8785.622751441542,289.3478615584572,37600.84261486913,36310.9658491223,58288724.43930664,56430237.12417162,1858487.3151350096,2,Good,87.47708561301346,Tulare Lake,Trees and Vine,Trees and vines
KRN06-OTHER,KRN,Alfalfa,199.736451,8.253403632,1846.759611,1605.0906378294185,241.66897317058147,9877.085985549415,8563.098275903041,3044393.468482383,2646000.824917382,398392.6435650005,2,Good,62.54305696871184,Tulare Lake,Alfalfa and Pasture,Alfalfa and pasture
KRN06-OTHER,KRN,Corn,50.43552386,24.76768295,2383.233799,1825.5399782252164,557.6938207747837,5711.817005731078,4364.272744554617,2977066.70136713,2280411.71767083,696654.9836963005,2,Good,62.54305696871184,Tulare Lake,Corn,Corn
KRN06-OTHER,KRN,Cotton,2858.852174,0.790424805,830.891641,618.4164327767332,212.4752082232668,2952.4349640763694,2191.9461031772166,1877572.2158994647,1397440.3577340276,480131.8581654371,2,Good,62.54305696871184,Tulare Lake,Other field and grain,Field and grain
KRN06-OTHER,KRN,Field and Grain,223.9885826,2.362115685,6233.845247,5876.758385994513,357.08686100548675,7688.409135888719,7229.881930263664,3298246.132477958,3109316.136367318,188929.99611063907,2,Good,62.54305696871184,Tulare Lake,Other field and grain,Field and grain
KRN06-OTHER,KRN,Grapes Table,1745.214488,11.85729761,889.3394024,884.2020891870487,5.137313212951312,3410.616608204,3382.4376908247827,18403569.44932157,18297260.316675108,106309.13264646009,2,Good,62.54305696871184,Tulare Lake,Trees and Vine,Trees and vines
KRN06-OTHER,KRN,Grapes Wine,361.6777551,11.83919792,1334.009104,1317.366227312833,16.642876687167018,5115.92491384,5039.46918279221,5712193.000633596,5640928.626621615,71264.37401198037,2,Good,62.54305696871184,Tulare Lake,Trees and Vine,Trees and vines
KRN06-OTHER,KRN,Onions and Garlic,426.9855608,22.97465084,380.020658,368.168438006913,11.852219993087033,1385.808666300007,1339.2310885490467,3727943.4375395323,3611675.0063020294,116268.43123750295,2,Good,62.54305696871184,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KRN06-OTHER,KRN,Orchards,1503.259449,11.50880315,356.0429189,353.72675770107304,2.3161611989269772,1474.9698024703061,1461.711250081434,6159797.808909341,6119726.559290588,40071.24961875286,2,Good,62.54305696871184,Tulare Lake,Trees and Vine,Trees and vines
KRN06-OTHER,KRN,Pasture,215.0,3.5,62.868426,62.8684253975698,6.024301981710778e-07,365.26555506,364.3523841838258,47308.490565,47308.49011167128,0.0004533287283265963,2,Good,62.54305696871184,Tulare Lake,Alfalfa and Pasture,Alfalfa and pasture
KRN06-OTHER,KRN,Potatoes,316.2258,23.4875,2282.39543,2232.9956626706007,49.39976732939931,4481.1030268058685,4373.154486338558,16952157.63404061,16585248.100378903,366909.5336617045,2,Good,62.54305696871184,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KRN06-OTHER,KRN,Safflower,434.207238,1.140815583,81.483536,2.8197205235899073e-07,81.48353571802795,203.16561639950547,7.182997577265708e-07,40362.900795274196,0.0001396749642333367,40362.90065559923,2,Good,62.54305696871184,Tulare Lake,Other field and grain,Field and grain
KRN06-OTHER,KRN,Subtropical,654.5088042,14.79755688,5136.973834,5097.991278337337,38.9825556626638,19469.12007917377,19273.07264153192,49752265.854336515,49374714.68594754,377551.1683889851,2,Good,62.54305696871184,Tulare Lake,Trees and Vine,Trees and vines
KRN06-OTHER,KRN,Truck,923.9057692,21.11899336,1009.874472,1003.7679321368124,6.10653986318755,2514.58743528,2493.1336708586878,19704630.105760094,19585479.545401946,119150.5603581518,2,Good,62.54305696871184,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KRN06-OTHER,KRN,Almonds,5115.183836,1.143761761,8635.674228,8353.161958367313,282.5122696326871,39267.080765315026,37887.51898727014,50523458.294354364,48870605.66286549,1652852.631488882,2,Good,62.54305696871184,Tulare Lake,Trees and Vine,Trees and vines
KRN06-OTHER,KRN,Lettuce,479.2433265,17.02508876,220.017272,211.82115803278003,8.196113967219958,565.9109070630305,543.467436296813,1795156.1627005138,1728282.7560597358,66873.40664077806,2,Good,62.54305696871184,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KRN06-OTHER,KRN,Pistachios,4379.7619,1.466522812,3501.76033,3424.7904961952154,76.96983380478468,14011.254011213958,13669.023737925856,22491879.217269428,21997500.378581025,494378.83868840337,2,Good,62.54305696871184,Tulare Lake,Trees and Vine,Trees and vines
LMS01-IDs,LMS,Field and Grain,173.2298426,2.485487486,401.405227,405.4192819648944,4.014054964894399,425.48954062000007,428.6700736945833,172829.27778228503,174557.57172042324,-1728.293938138202,2,Good,46.80043439754432,Sacramento River,Other field and grain,Field and grain
LMS01-IDs,LMS,Orchards,2061.666385,2.066393172,667.0207213,661.5498647880331,5.470856511966872,1878.0432187709018,1857.9830243840665,2841650.575542952,2818343.5596444886,23307.015898463316,2,Good,46.80043439754432,Sacramento River,Trees and Vine,Trees and vines
LMS01-IDs,LMS,Pasture,215.0,3.5,3982.788281,3697.3311206485523,285.4571603514478,16833.91846902093,15588.317583308126,2997048.1814525,2782241.668288036,214806.51316446438,2,Good,46.80043439754432,Sacramento River,Alfalfa and Pasture,Alfalfa and pasture
LMS01-IDs,LMS,Almonds,5165.974452,0.856578131,732.3809764,720.527972727754,11.853003672246018,2575.993286114239,2527.967101061793,3240830.3060407946,3188380.0448291386,52450.261211656034,2,Good,46.80043439754432,Sacramento River,Trees and Vine,Trees and vines
LMS01-IDs,LMS,Walnuts,1949.323208,2.037882063,5206.517591,5177.876919987966,28.640671012033636,18141.055398191023,17996.15944761266,20682843.233268052,20569068.431150515,113774.80211753398,2,Good,46.80043439754432,Sacramento River,Trees and Vine,Trees and vines
LMS02-WAs,LMS,Field and Grain,173.2298426,2.485487486,58.033583,58.61391919821242,0.5803361982124216,61.51559798,61.975427520516554,24986.974663905643,25236.844569082463,-249.86990517681988,2,Good,13.845927810431384,Sacramento River,Other field and grain,Field and grain
LMS02-WAs,LMS,Orchards,2061.666385,2.066393172,297.7873554,298.67672339167814,0.8893679916781139,828.3197403482435,828.7165981395341,1268637.6642281737,1272426.5616112954,-3788.8973831220064,2,Good,13.845927810431384,Sacramento River,Trees and Vine,Trees and vines
LMS02-WAs,LMS,Pasture,215.0,3.5,1794.091762,1649.269379941776,144.8223820582241,7583.0278479846975,6953.484564458416,1350054.050905,1241075.2084061864,108978.84249881376,2,Good,13.845927810431384,Sacramento River,Alfalfa and Pasture,Alfalfa and pasture
LMS02-WAs,LMS,Almonds,5165.974452,0.856578131,123.2800875,123.59264497556651,0.31255747556652125,428.31291521941387,428.3253352584992,545521.8753294763,546904.9611438768,-1383.0858144003432,2,Good,13.845927810431384,Sacramento River,Trees and Vine,Trees and vines
LMS02-WAs,LMS,Walnuts,1949.323208,2.037882063,2796.800304,2799.2740544706976,2.4737504706977234,9679.22907049,9663.570709804355,11110263.478679262,11120090.42966702,-9826.950987759978,2,Good,13.845927810431384,Sacramento River,Trees and Vine,Trees and vines
MAD01-SW-WA,MAD,Alfalfa,205.8588937,7.063149253,1752.859594,1643.8688579579295,108.99073604207047,9214.198599710953,8619.66736798152,2548679.0439580786,2390205.1959175197,158473.84804055886,2,Good,44.21060104847136,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MAD01-SW-WA,MAD,Corn,44.88630607,26.76544219,5843.530438,5633.555161324686,209.97527667531358,15037.35165850549,14460.772597331337,7020428.1632718565,6768163.481569146,252264.68170271162,2,Good,44.21060104847136,San Joaquin River,Corn,Corn
MAD01-SW-WA,MAD,Field and Grain,187.333843,2.812754651,591.178514,597.0903049727825,5.911790972782569,266.0303313,268.01890488175064,311506.2290046852,314621.29436816595,-3115.0653634807677,2,Good,44.21060104847136,San Joaquin River,Other field and grain,Field and grain
MAD01-SW-WA,MAD,Grapes Table,390.5459,12.435,260.066703,258.0855284664136,1.9811745335863975,894.62945832,885.5946737317134,1262997.8882916905,1253376.4364741663,9621.451817524154,2,Good,44.21060104847136,San Joaquin River,Trees and Vine,Trees and vines
MAD01-SW-WA,MAD,Grapes Wine,510.5784914,8.495282366,8408.823398,8380.343583621398,28.479814378602896,28926.35248912,28756.310685483077,36473342.580796115,36349811.14514778,123531.435648337,2,Good,44.21060104847136,San Joaquin River,Trees and Vine,Trees and vines
MAD01-SW-WA,MAD,Orchards,3117.281059,2.261810582,122.2037529,121.37387827945302,0.829874620546974,517.7588272515666,512.9571620817164,861621.9133569672,855770.7169621461,5851.19639482093,2,Good,44.21060104847136,San Joaquin River,Trees and Vine,Trees and vines
MAD01-SW-WA,MAD,Pasture,215.0,3.5,184.817636,184.81763419281032,1.8071896761284734e-06,1057.7729366450608,1055.1284836422803,139075.27109,139075.26973008976,0.0013599102385342121,2,Good,44.21060104847136,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MAD01-SW-WA,MAD,Tomatoes Fresh,513.5119746,20.19858006,67.8939425,68.57288196195111,0.6789394619511171,95.05151949999998,95.76202891030333,704210.4147377324,711252.5192683747,-7042.104530642158,2,Good,44.21060104847136,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MAD01-SW-WA,MAD,Tomatoes Processing,78.52090496,49.10025147,611.0454825,594.832096792523,16.213385707477073,1572.4237080963183,1526.8744939982128,2355822.41854057,2293313.393232262,62509.02530830819,2,Good,44.21060104847136,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MAD01-SW-WA,MAD,Almonds,5157.824281,1.067695081,12050.54696,11914.900082922179,135.64687707782105,49434.802582767756,48756.143819575125,66362164.642264284,65615159.51297616,747005.1292881146,2,Good,44.21060104847136,San Joaquin River,Trees and Vine,Trees and vines
MAD01-SW-WA,MAD,Pistachios,4636.170568,1.382293453,4545.864171,4512.776392910446,33.08777808955438,17588.924947406387,17417.248799559868,29132389.75568734,28920345.13420395,212044.6214833893,2,Good,44.21060104847136,San Joaquin River,Trees and Vine,Trees and vines
MAD01-SW-WA,MAD,Walnuts,2092.008952,1.920558157,99.8585523,99.46595813815878,0.39259416184121676,372.72627337241033,370.3327433022685,401214.173642997,399636.7990607281,1577.374582268938,2,Good,44.21060104847136,San Joaquin River,Trees and Vine,Trees and vines
MAD02-CC-MID&Gravelly,MAD,Alfalfa,205.8588937,7.063149253,387.668528,346.8311820579469,40.837345942053105,2000.36960448,1785.1747594707008,563674.7271131835,504296.7323384478,59377.99477473565,2,Good,60.26645691737509,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MAD02-CC-MID&Gravelly,MAD,Corn,44.88630607,26.76544219,1169.543665,1031.6981301727644,137.8455348272355,2912.16372585,2562.505997796857,1405091.8996756983,1239484.021843952,165607.87783174636,2,Good,60.26645691737509,San Joaquin River,Corn,Corn
MAD02-CC-MID&Gravelly,MAD,Field and Grain,187.333843,2.812754651,2926.413504,2955.6776684279757,29.26416442797563,1463.206752,1474.1442077237878,1541997.9135767904,1557417.908197792,-15419.994621001417,2,Good,60.26645691737509,San Joaquin River,Other field and grain,Field and grain
MAD02-CC-MID&Gravelly,MAD,Grapes Table,390.5459,12.435,1046.503549,1030.4880743759209,16.01547462407916,3554.623721785501,3491.473896978657,5082279.881391658,5004501.717571121,77778.16382053774,2,Good,60.26645691737509,San Joaquin River,Trees and Vine,Trees and vines
MAD02-CC-MID&Gravelly,MAD,Grapes Wine,510.5784914,8.495282366,33836.94808,33622.97809166684,213.9699883331632,114932.83365634565,113920.53266785957,146768048.36976212,145839951.7363686,928096.6333935261,2,Good,60.26645691737509,San Joaquin River,Trees and Vine,Trees and vines
MAD02-CC-MID&Gravelly,MAD,Orchards,3117.281059,2.261810582,3641.200787,3597.012104583852,44.18868241614837,15397.746449127077,15172.855972471487,25673011.79022821,25361450.6786535,311561.1115747094,2,Good,60.26645691737509,San Joaquin River,Trees and Vine,Trees and vines
MAD02-CC-MID&Gravelly,MAD,Pasture,215.0,3.5,685.191218,529.2834747863266,155.90774321367348,3907.87391309827,3011.133354184503,515606.391545,398285.81477671076,117320.57676828938,2,Good,60.26645691737509,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MAD02-CC-MID&Gravelly,MAD,Subtropical,826.2221391,4.405931004,2133.122134,2102.379927019332,30.742206980668016,8000.411759583293,7865.398278716258,7765157.018652442,7653246.846937538,111910.17171490286,2,Good,60.26645691737509,San Joaquin River,Trees and Vine,Trees and vines
MAD02-CC-MID&Gravelly,MAD,Tomatoes Processing,78.52090496,49.10025147,356.2868826,323.1275711626423,33.1593114373577,925.1582719367624,836.9569485261919,1373627.0858708331,1245784.8032507403,127842.28262009285,2,Good,60.26645691737509,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MAD02-CC-MID&Gravelly,MAD,Truck,548.8387,13.5325,205.552092,206.15446080690288,0.6023688069028879,237.07007937148262,237.1703971471998,1526668.2155461211,1531142.1048779557,-4473.889331834624,2,Good,60.26645691737509,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MAD02-CC-MID&Gravelly,MAD,Almonds,5157.824281,1.067695081,53930.68004,52833.784653498034,1096.8953865019648,221380.0679651715,216335.22597969734,296995371.24443984,290954786.3252651,6040584.919174731,2,Good,60.26645691737509,San Joaquin River,Trees and Vine,Trees and vines
MAD02-CC-MID&Gravelly,MAD,Pistachios,4636.170568,1.382293453,9169.508734,9045.419347044204,124.08938695579491,35505.86357845379,34937.80505302071,58763238.90432122,57968006.08403542,795232.8202857971,2,Good,60.26645691737509,San Joaquin River,Trees and Vine,Trees and vines
MAD02-CC-MID&Gravelly,MAD,Walnuts,2092.008952,1.920558157,1460.578533,1449.6078057134018,10.970727286598276,5453.605919551077,5399.111022915674,5868348.735897865,5824270.275103324,44078.46079454105,2,Good,60.26645691737509,San Joaquin River,Trees and Vine,Trees and vines
MAD03-E-WA,MAD,Alfalfa,205.8588937,7.063149253,71.198771,37.80710432060234,33.39166667939765,355.0445380770662,188.06009651231344,103523.87391689181,54971.98681770522,48551.88709918659,2,Good,132.5863796537922,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MAD03-E-WA,MAD,Field and Grain,187.333843,2.812754651,3886.505782,3925.37087856258,38.865096562579765,1943.252891,1957.7786864982045,2047893.70974285,2068372.6672546787,-20478.95751182898,2,Good,132.5863796537922,San Joaquin River,Other field and grain,Field and grain
MAD03-E-WA,MAD,Grapes Table,390.5459,12.435,180.0089341,169.8508813168121,10.158052783187912,606.0300781966697,570.4017166034713,874202.2758751168,824870.3196257162,49331.956249400624,2,Good,132.5863796537922,San Joaquin River,Trees and Vine,Trees and vines
MAD03-E-WA,MAD,Grapes Wine,510.5784914,8.495282366,5820.288869,5702.21867117215,118.07019782785028,19594.97252757343,19149.475662933903,25245552.17662467,24733421.69532787,512130.4812968038,2,Good,132.5863796537922,San Joaquin River,Trees and Vine,Trees and vines
MAD03-E-WA,MAD,Orchards,3117.281059,2.261810582,3141.211266,3032.0258760043835,109.18538999561633,12334.969040412288,11876.452080099974,22147736.031348843,21377902.680030797,769833.3513180465,2,Good,132.5863796537922,San Joaquin River,Trees and Vine,Trees and vines
MAD03-E-WA,MAD,Pasture,215.0,3.5,470.572596,348.41397553063894,122.15862046936104,2942.647300163142,2173.3018333873565,354105.87849,262181.5165868058,91924.36190319416,2,Good,132.5863796537922,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MAD03-E-WA,MAD,Subtropical,826.2221391,4.405931004,5255.992546,5006.102671340709,249.8898746592913,19089.127837703516,18136.104026043762,19133272.660775278,18223604.112888567,909668.5478867069,2,Good,132.5863796537922,San Joaquin River,Trees and Vine,Trees and vines
MAD03-E-WA,MAD,Almonds,5157.824281,1.067695081,18067.83909,16935.845446192212,1131.9936438077893,74058.71871513402,69245.21398631769,99499293.79973294,93265423.35271306,6233870.447019875,2,Good,132.5863796537922,San Joaquin River,Trees and Vine,Trees and vines
MAD03-E-WA,MAD,Pistachios,4636.170568,1.382293453,20842.82861,19967.40712561212,875.4214843878799,80566.23796018989,76989.41159694617,133572272.25377892,127962091.45550841,5610180.798270494,2,Good,132.5863796537922,San Joaquin River,Trees and Vine,Trees and vines
MAD03-E-WA,MAD,Walnuts,2092.008952,1.920558157,570.2538988,556.327458282101,13.926440517898982,2127.5250504413684,2070.378813632793,2291180.289559828,2235226.2906735735,55953.998886254616,2,Good,132.5863796537922,San Joaquin River,Trees and Vine,Trees and vines
MER01-CC-MID,MER,Alfalfa,205.8588937,7.063149253,4843.828884,4235.474191046497,608.3546929535023,23928.51468696,20870.93418893079,7042985.7653331505,6158430.686003652,884555.0793294981,2,Good,70.46124110179927,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MER01-CC-MID,MER,Beans Dry,1415.3103,1.200351344,222.872696,176.71507672092332,46.15761927907667,502.9493840476243,397.79005178650596,378631.6525361916,300215.8753753447,78415.77716084686,2,Good,70.46124110179927,San Joaquin River,Other field and grain,Field and grain
MER01-CC-MID,MER,Corn,44.88630607,26.76544219,16489.9649,13440.101977265056,3049.862922734943,41444.778443170006,33695.00732081335,19811074.01144068,16146963.11408815,3664110.8973525334,2,Good,70.46124110179927,San Joaquin River,Corn,Corn
MER01-CC-MID,MER,Cotton,2462.1839,0.78,2718.280452,2006.3827135396612,711.8977384603388,9758.62682268,7184.906585034212,5220466.964387315,3853264.907322219,1367202.0570650971,2,Good,70.46124110179927,San Joaquin River,Other field and grain,Field and grain
MER01-CC-MID,MER,Cucurbits,252.19315,13.35,197.753075,193.484738376547,4.268336623452996,486.4725645,474.7825206474131,665790.8116009239,651420.267402232,14370.544198691845,2,Good,70.46124110179927,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER01-CC-MID,MER,Field and Grain,187.333843,2.812754651,6810.917358,6879.026600202024,68.10924220202469,3064.9128111,3087.8229965053665,3588836.7591335257,3624725.162883462,-35888.403749936726,2,Good,70.46124110179927,San Joaquin River,Other field and grain,Field and grain
MER01-CC-MID,MER,Grapes Table,390.5459,12.435,50.13874821,49.24859595120502,0.8901522587949842,159.27409016381293,156.05525579126004,243495.73544145242,239172.76594882904,4322.969492623379,2,Good,70.46124110179927,San Joaquin River,Trees and Vine,Trees and vines
MER01-CC-MID,MER,Grapes Wine,510.5784914,8.495282366,1621.152859,1609.4209250882157,11.731933911784381,5149.862249297052,5099.812270517021,7031764.231867159,6980876.869337753,50887.362529406324,2,Good,70.46124110179927,San Joaquin River,Trees and Vine,Trees and vines
MER01-CC-MID,MER,Orchards,3117.281059,2.261810582,3725.896662,3673.504331543815,52.392330456184936,14885.81955700549,14639.808673713094,26270176.935644478,25900774.36868871,369402.5669557676,2,Good,70.46124110179927,San Joaquin River,Trees and Vine,Trees and vines
MER01-CC-MID,MER,Pasture,215.0,3.5,3568.060424,3203.1023265181716,364.9580974818282,19695.69354048,17636.921854034863,2684965.46906,2410334.500704924,274630.9683550759,2,Good,70.46124110179927,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MER01-CC-MID,MER,Potatoes,960.1331262,14.27542043,8409.131065,8375.966948727872,33.16411627212801,15493.186928311277,15393.504191330614,115258107.13345926,114803549.6724406,454557.4610186368,2,Good,70.46124110179927,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER01-CC-MID,MER,Rice,356.2897,4.3575,1085.171203,791.6467514552453,293.5244515447548,4883.2704135,3553.5043201895674,1684763.4172077058,1229057.2054584075,455706.21174929827,2,Good,70.46124110179927,San Joaquin River,Corn,Field and grain
MER01-CC-MID,MER,Subtropical,826.2221391,4.405931004,66.88594928,66.13421976828532,0.7517295117146858,192.01607082462922,189.38336022390814,243483.4322059607,240746.9279988277,2736.5042071329663,2,Good,70.46124110179927,San Joaquin River,Trees and Vine,Trees and vines
MER01-CC-MID,MER,Tomatoes Fresh,513.5119746,20.19858006,222.6747794,220.20289185570553,2.471887544294475,368.15563520044174,363.15860567359823,2309630.1817044592,2283991.238248603,25638.943455856293,2,Good,70.46124110179927,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER01-CC-MID,MER,Tomatoes Processing,78.52090496,49.10025147,2004.073015,1752.629776401397,251.44323859860287,5090.3454581,4440.550388703851,7726495.444844716,6757082.143469013,969413.301375702,2,Good,70.46124110179927,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER01-CC-MID,MER,Truck,548.8387,13.5325,861.50276,864.9133497704895,3.410589770489537,766.7374563999999,767.8484405733365,6398518.587187419,6423849.582110464,-25330.994923043996,2,Good,70.46124110179927,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER01-CC-MID,MER,Almonds,5157.824281,1.067695081,46743.63994,45553.68400992823,1189.9559300717738,190135.65258682118,184832.11647761878,257416459.18427265,250863391.3765968,6553067.8076758385,2,Good,70.46124110179927,San Joaquin River,Trees and Vine,Trees and vines
MER01-CC-MID,MER,Pistachios,4636.170568,1.382293453,2834.502353,2786.39996826614,48.10238473385971,10856.335077290109,10645.419345744436,18165045.01779775,17856778.56558289,308266.4522148594,2,Good,70.46124110179927,San Joaquin River,Trees and Vine,Trees and vines
MER01-CC-MID,MER,Walnuts,2092.008952,1.920558157,2683.53506,2657.801066445391,25.733993554609242,9969.261972346329,9848.976614476982,10781973.869452046,10678579.190471238,103394.6789808087,2,Good,70.46124110179927,San Joaquin River,Trees and Vine,Trees and vines
MER02-NW-StevinsonMerquin,MER,Alfalfa,205.8588937,7.063149253,1675.746893,1675.748240433245,0.0013474332449732174,8596.581561089999,8596.57305931109,2436556.244314318,2436558.203498549,-1.9591842307709157,2,Good,0.00032399481074455095,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MER02-NW-StevinsonMerquin,MER,Corn,44.88630607,26.76544219,3207.94364,3207.9605110544544,0.016871054454441037,7891.541354399999,7891.569498616847,3854029.3604003014,3854049.629316001,-20.268915699329227,2,Good,0.00032399481074455095,San Joaquin River,Corn,Corn
MER02-NW-StevinsonMerquin,MER,Field and Grain,187.333843,2.812754651,802.819429,802.8225565714854,0.0031275714853791214,361.26874305,361.2695826754016,423024.93574637023,423026.58373927977,-1.6479929094784893,2,Good,0.00032399481074455095,San Joaquin River,Other field and grain,Field and grain
MER02-NW-StevinsonMerquin,MER,Grapes Wine,510.5784914,8.495282366,68.534752,68.5126775885287,0.022074411471294297,212.0008328304884,211.87981393264866,297270.06622358627,297174.31827720255,95.74794638372259,2,Good,0.00032399481074455095,San Joaquin River,Trees and Vine,Trees and vines
MER02-NW-StevinsonMerquin,MER,Pasture,215.0,3.5,2071.737862,2071.7378620437644,4.376443030196242e-08,11470.521963297246,11470.497675550449,1558982.741155,1558982.7411879327,-3.293273039162159e-05,2,Good,0.00032399481074455095,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MER02-NW-StevinsonMerquin,MER,Potatoes,960.1331262,14.27542043,1300.554879,1300.555331317011,0.0004523170109678176,2396.1738371209767,2396.1708996114908,17825800.59914016,17825806.79873464,-6.199594475328922,2,Good,0.00032399481074455095,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER02-NW-StevinsonMerquin,MER,Almonds,5157.824281,1.067695081,1236.616875,1236.6172508958805,0.00037589588055197964,4937.664942036596,4937.658488422898,6810028.866785342,6810030.936837797,-2.070052453316748,2,Good,0.00032399481074455095,San Joaquin River,Trees and Vine,Trees and vines
MER03-SW-TurnerIs,MER,Alfalfa,205.8588937,7.063149253,1440.016733,1400.4606768112726,39.556056188727325,7387.285840289999,7166.402292493359,2093801.7413995315,2036286.7574185396,57514.983980991645,2,Good,31.20208598657608,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MER03-SW-TurnerIs,MER,Beans Dry,1415.3103,1.200351344,211.632732,213.74906113925502,2.116329139255015,429.61444595999995,432.8258135952207,359536.41915790783,363131.78644016397,-3595.3672822560766,2,Good,31.20208598657608,San Joaquin River,Other field and grain,Field and grain
MER03-SW-TurnerIs,MER,Cotton,2462.1839,0.78,3459.164821,3372.3326734852,86.8321475148,12441.46280734972,12098.833504774931,6643337.9451758135,6476576.506997388,166761.43817842565,2,Good,31.20208598657608,San Joaquin River,Other field and grain,Field and grain
MER03-SW-TurnerIs,MER,Cucurbits,252.19315,13.35,91.528444,91.9916737491456,0.46322974914561144,209.60013676,210.13427874814735,308156.0022028973,309715.5941872007,-1559.5919843034353,2,Good,31.20208598657608,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER03-SW-TurnerIs,MER,Field and Grain,187.333843,2.812754651,572.546615,578.272086805855,5.7254718058550225,257.64597675,259.57187747839134,301688.6316813052,304705.5209783248,-3016.889297019574,2,Good,31.20208598657608,San Joaquin River,Other field and grain,Field and grain
MER03-SW-TurnerIs,MER,Onions and Garlic,248.2454,30.0225,348.803959,349.1308410692037,0.3268820692036911,1012.5488260966847,1010.9639833463364,2599617.601718438,2602053.8366259323,-2436.2349074939266,2,Good,31.20208598657608,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER03-SW-TurnerIs,MER,Tomatoes Fresh,513.5119746,20.19858006,226.9047355,229.17378475017333,2.269049250173339,385.73805035,388.62144190014806,2353504.186215294,2377039.247734588,-23535.061519294046,2,Good,31.20208598657608,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER03-SW-TurnerIs,MER,Tomatoes Processing,78.52090496,49.10025147,2042.14262,2062.5640658320845,20.421445832084373,5173.427969985953,5212.099341847048,7873268.854504912,7952001.618739424,-78732.76423451211,2,Good,31.20208598657608,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER04-RestWA,MER,Alfalfa,205.8588937,7.063149253,15506.72799,14339.539642507345,1167.1883474926544,77998.8417897,71947.56397150937,22546969.99334858,20849864.02331583,1697105.9700327553,2,Good,51.64323014096762,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
MER04-RestWA,MER,Corn,44.88630607,26.76544219,24485.1848,22859.422074531827,1625.762725468172,61172.15335050494,56967.67943206498,29416545.832465805,27463351.518553622,1953194.313912183,2,Good,51.64323014096762,San Joaquin River,Corn,Corn
MER04-RestWA,MER,Cotton,2462.1839,0.78,2808.756176,2411.641805869584,397.11437013041586,10102.159713949584,8652.186930330861,5394225.903746758,4631566.389043632,762659.5147031257,2,Good,51.64323014096762,San Joaquin River,Other field and grain,Field and grain
MER04-RestWA,MER,Cucurbits,252.19315,13.35,86.88525,86.4250346030886,0.46021539691139424,198.67760502896175,197.13118091311503,292523.39622860064,290973.95290074905,1549.4433278515353,2,Good,51.64323014096762,San Joaquin River,Vegetables and non-tree fruits,Vegetables
MER04-RestWA,MER,Field and Grain,187.333843,2.812754651,11251.70027,11364.217386198989,112.51711619898924,4931.9952812660995,4968.861882155172,5928792.467918918,5988080.452403463,-59287.98448454589,2,Good,51.64323014096762,San Joaquin River,Other field and grain,Field and grain
MER04-RestWA,MER,Grapes Table,390.5459,12.435,242.5656513,240.52876501509155,2.036886284908462,746.2936539138552,738.1767594881784,1178005.1111118156,1168113.098613277,9892.012498538475,2,Good,51.64323014096762,San Joaquin River,Trees and Vine,Trees and vines
MER04-RestWA,MER,Grapes Wine,510.5784914,8.495282366,7842.956059,7814.218564432756,28.73749456724454,24130.161477470985,23981.641181739433,34018888.213786885,33894239.08814177,124649.12564511597,2,Good,51.64323014096762,San Joaquin River,Trees and Vine,Trees and vines
