g,basin,i,p,y,xland,xlandsc,difflandsc,xwater,xwatersc,grev,gross_revenue,revdiff,iterations,statussc,lambdawater,HR_Region,IMPLAN_category,crop_class
DLM06-S-IDs,DLM,Tomatoes Fresh,513.5119746,20.19858006,150.9821639,147.96796141075856,3.014202489241427,270.7613472103393,264.6924851565058,1566019.1225162582,1534755.17308436,31263.949431898072,2,Good,110.05255043415694,San Joaquin River,Vegetables and non-tree fruits,Vegetables
DLM06-S-IDs,DLM,Tomatoes Processing,78.52090496,49.10025147,1358.839475,1039.9552595440553,318.88421545594474,3659.8076522137203,2793.9437720888227,5238864.520044788,4009439.534172585,1229424.9858722035,2,Good,110.05255043415694,San Joaquin River,Vegetables and non-tree fruits,Vegetables
DLM06-S-IDs,DLM,Almonds,5157.824281,1.067695081,3027.650316,2907.257981595623,120.39233440437738,12328.047463930207,11808.236837933566,16673220.6775779,16010222.06482366,662998.6127542388,2,Good,110.05255043415694,San Joaquin River,Trees and Vine,Trees and vines
DLM06-S-IDs,DLM,Pistachios,4636.170568,1.382293453,674.1121989,656.5185836544414,17.593615245558567,2585.0883125104333,2511.3261666920853,4320080.534456036,4207331.002735543,112749.53172049299,2,Good,110.05255043415694,San Joaquin River,Trees and Vine,Trees and vines
ESJ01-NW-IDs,ESJ,Alfalfa,205.8588937,7.063149253,5540.710233,5290.1047335791545,250.60549942084526,21793.4602479531,20755.72571305352,8056259.672953122,7691876.246658822,364383.4262943007,2,Good,53.3462410385582,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
ESJ01-NW-IDs,ESJ,Beans Dry,1415.3103,1.200351344,116.864021,118.03266182756705,1.1686408275670601,178.41240543228798,179.74603747793046,198536.73503933474,200522.103438894,-1985.3683995592874,2,Good,53.3462410385582,San Joaquin River,Other field and grain,Field and grain
ESJ01-NW-IDs,ESJ,Corn,44.88630607,26.76544219,24163.86947,24405.508407809513,241.63893780951184,38662.19115200001,38951.19102952408,29030517.006919883,29320822.469061296,-290305.4621414095,2,Good,53.3462410385582,San Joaquin River,Corn,Corn
ESJ01-NW-IDs,ESJ,Cotton,2462.1839,0.78,233.849872,200.63425939999996,33.21561260000004,836.6083942558153,715.9835999023134,449109.48408725945,385318.7857608208,63790.698326438665,2,Good,53.3462410385582,San Joaquin River,Other field and grain,Field and grain
ESJ01-NW-IDs,ESJ,Cucurbits,252.19315,13.35,249.04945,249.47698605603946,0.42753605603945743,433.346043,433.00472669017455,838494.3467719211,839933.7659958152,-1439.4192238941323,2,Good,53.3462410385582,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ01-NW-IDs,ESJ,Field and Grain,187.333843,2.812754651,5946.858739,6006.327386333854,59.46864733385337,1704.7661738289528,1717.5092582280508,3133543.415973077,3164878.8817186714,-31335.465745594352,2,Good,53.3462410385582,San Joaquin River,Other field and grain,Field and grain
ESJ01-NW-IDs,ESJ,Grapes Table,390.5459,12.435,383.8924982,382.79813467503453,1.0943635249654449,888.0713123747025,883.3258268808963,1864350.2184807623,1859035.5095806583,5314.708900103811,2,Good,53.3462410385582,San Joaquin River,Trees and Vine,Trees and vines
ESJ01-NW-IDs,ESJ,Grapes Wine,510.5784914,8.495282366,12412.52411,12395.343175614116,17.18093438588403,28714.30577032916,28602.87385491011,53839428.26818081,53764905.8200267,74522.44815411419,2,Good,53.3462410385582,San Joaquin River,Trees and Vine,Trees and vines
ESJ01-NW-IDs,ESJ,Onions and Garlic,248.2454,30.0225,253.379645,255.18645471818212,1.8068097181821088,303.21097526779323,304.6096885465571,1888425.1972013,1901891.2552122474,-13466.058010947425,2,Good,53.3462410385582,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ01-NW-IDs,ESJ,Orchards,3117.281059,2.261810582,929.3695308,925.3357069389855,4.033823861014525,2815.3007952410985,2796.0735679256436,6552705.087533877,6524263.8085159045,28441.27901797276,2,Good,53.3462410385582,San Joaquin River,Trees and Vine,Trees and vines
ESJ01-NW-IDs,ESJ,Pasture,215.0,3.5,2275.909758,2275.9097356476823,2.2352317500917707e-05,8929.152616461362,8906.829558547337,1712622.0928949998,1712622.076074881,0.016820118762552738,2,Good,53.3462410385582,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
ESJ01-NW-IDs,ESJ,Potatoes,960.1331262,14.27542043,1112.708358,1115.5779122315585,2.869554231558368,1631.9722587709027,1632.0904698168763,15251119.06846698,15290450.051239125,-39330.98277214542,2,Good,53.3462410385582,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ01-NW-IDs,ESJ,Rice,356.2897,4.3575,3234.728251,2819.2963371563255,415.43191384367447,14556.2771295,12655.116307031205,5022020.310552846,4377048.8177142115,644971.4928386332,2,Good,53.3462410385582,San Joaquin River,Corn,Field and grain
ESJ01-NW-IDs,ESJ,Safflower,447.9696,1.4025,856.741694,865.3091194302733,8.56742543027326,688.2491605610861,693.3938213586684,538271.4131352147,543654.1326008133,-5382.719465598697,2,Good,53.3462410385582,San Joaquin River,Other field and grain,Field and grain
ESJ01-NW-IDs,ESJ,Subtropical,826.2221391,4.405931004,1412.267349,1405.1160083036762,7.151340696323814,3977.2426624244185,3947.210182258479,5141045.391872074,5115012.5255323015,26032.86633977294,2,Good,53.3462410385582,San Joaquin River,Trees and Vine,Trees and vines
ESJ01-NW-IDs,ESJ,Sunflowers,3239.762235,0.609912532,292.607523,275.3188655936852,17.288657406314826,831.9807236324642,780.8662418402454,578184.1518323853,544022.2560058354,34161.89582654997,2,Good,53.3462410385582,San Joaquin River,Other field and grain,Field and grain
ESJ01-NW-IDs,ESJ,Tomatoes Fresh,513.5119746,20.19858006,85.59841,86.01593080745542,0.41752080745541775,147.12856115298888,147.47658892365132,887844.9179319711,892175.5325664036,-4330.614634432364,2,Good,53.3462410385582,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ01-NW-IDs,ESJ,Tomatoes Processing,78.52090496,49.10025147,770.38569,778.0895515002533,7.703861500253311,1312.2236250432047,1322.0324914083142,2970142.045727088,2999843.483920158,-29701.438193070237,2,Good,53.3462410385582,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ01-NW-IDs,ESJ,Truck,548.8387,13.5325,753.688948,751.6230703236763,2.06587767632368,1738.5091736378963,1729.4095056356355,5597768.186762085,5582424.583323354,15343.603438731283,2,Good,53.3462410385582,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ01-NW-IDs,ESJ,Almonds,5157.824281,1.067695081,636.1098266,626.5659412124809,9.54388538751914,2564.768421657286,2519.9721271482804,3503046.3914636606,3450488.3710256037,52558.020438056905,2,Good,53.3462410385582,San Joaquin River,Trees and Vine,Trees and vines
ESJ01-NW-IDs,ESJ,Berries,5010.1193,4.8075,824.216198,823.8910713662689,0.3251266337310881,1672.1362431102773,1667.2979313422468,19852193.769774918,19844362.721382268,7831.04839264974,2,Good,53.3462410385582,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ01-NW-IDs,ESJ,Walnuts,2092.008952,1.920558157,2722.995794,2708.1106010631524,14.885192936847488,10066.628482060258,9986.570394053691,10940520.187403783,10880714.0892167,59806.09818708338,2,Good,53.3462410385582,San Joaquin River,Trees and Vine,Trees and vines
ESJ02-SW-IDs,ESJ,Alfalfa,205.8588937,7.063149253,3514.162503,3226.0470046538517,288.11549834614834,14885.406667786114,13630.834806376739,5109634.770016479,4690711.351741617,418923.41827486176,2,Good,66.4183343220228,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
ESJ02-SW-IDs,ESJ,Beans Dry,1415.3103,1.200351344,670.746462,620.087395180202,50.659066819798,1240.8809547,1144.2937655756373,1139510.7875388372,1053447.6379015148,86063.1496373224,2,Good,66.4183343220228,San Joaquin River,Other field and grain,Field and grain
ESJ02-SW-IDs,ESJ,Corn,44.88630607,26.76544219,9351.551233,9145.69327561088,205.8579573891202,15640.469437192502,15257.931421009134,11234970.76690214,10987652.640125541,247318.1267765984,2,Good,66.4183343220228,San Joaquin River,Corn,Corn
ESJ02-SW-IDs,ESJ,Cucurbits,252.19315,13.35,1311.171584,1304.959832361349,6.211751638650867,2360.1088512,2343.05535571218,4414424.367658651,4393510.775468186,20913.59219046682,2,Good,66.4183343220228,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ02-SW-IDs,ESJ,Field and Grain,187.333843,2.812754651,1945.678535,1965.1353398599438,19.45680485994376,713.4154634818929,718.7482316937536,1025224.9852456757,1035477.2453783927,-10252.260132716969,2,Good,66.4183343220228,San Joaquin River,Other field and grain,Field and grain
ESJ02-SW-IDs,ESJ,Grapes Table,390.5459,12.435,87.94230635,86.99856863451802,0.9437377154819728,237.15108615314745,234.01962256086708,427086.38180240593,422503.1778474,4583.203955005854,2,Good,66.4183343220228,San Joaquin River,Trees and Vine,Trees and vines
ESJ02-SW-IDs,ESJ,Grapes Wine,510.5784914,8.495282366,2843.467905,2830.5226418013563,12.945263198643715,7667.885118097823,7613.8935421875685,12333566.077892747,12277415.889323559,56150.18856918998,2,Good,66.4183343220228,San Joaquin River,Trees and Vine,Trees and vines
ESJ02-SW-IDs,ESJ,Onions and Garlic,248.2454,30.0225,52.067578,52.16261488784744,0.09503688784744213,69.59699594402252,69.54971795513214,388056.9264056079,388765.2313433416,-708.3049377336283,2,Good,66.4183343220228,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ02-SW-IDs,ESJ,Orchards,3117.281059,2.261810582,1525.455362,1509.205855665522,16.24950633447793,5554.9832604849225,5482.070702682119,10755527.032157822,10640956.649442358,114570.38271546364,2,Good,66.4183343220228,San Joaquin River,Trees and Vine,Trees and vines
ESJ02-SW-IDs,ESJ,Pasture,215.0,3.5,9544.805445,9491.933671126659,52.871773873341226,44343.5752933809,43987.69654959617,7182466.0973625,7142680.08752281,39786.00983968936,2,Good,66.4183343220228,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
ESJ02-SW-IDs,ESJ,Potatoes,960.1331262,14.27542043,587.76744,586.1470841513791,1.620355848620875,1082.9169801142805,1077.2317575906986,8056119.240553076,8033910.150630339,22209.08992273733,2,Good,66.4183343220228,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ02-SW-IDs,ESJ,Rice,356.2897,4.3575,189.369604,146.51930767140672,42.85029632859329,852.163218,657.6885358709819,294002.4396779999,227475.9676601798,66526.47201782008,2,Good,66.4183343220228,San Joaquin River,Corn,Field and grain
ESJ02-SW-IDs,ESJ,Safflower,447.9696,1.4025,63.806366,64.44443001230634,0.6380640123063444,62.31755081460212,62.78337434361469,40088.095436899224,40488.976612614315,-400.88117571509065,2,Good,66.4183343220228,San Joaquin River,Other field and grain,Field and grain
ESJ02-SW-IDs,ESJ,Subtropical,826.2221391,4.405931004,240.2268909,237.68089603889462,2.5459948611053846,718.9868720492474,709.5884148055837,874492.603216872,865224.4748007588,9268.128416113206,2,Good,66.4183343220228,San Joaquin River,Trees and Vine,Trees and vines
ESJ02-SW-IDs,ESJ,Tomatoes Processing,78.52090496,49.10025147,199.0012914,195.2059476511706,3.795343748829424,335.64884489433376,328.4242435443105,767228.818517032,752596.26472909,14632.553787941928,2,Good,66.4183343220228,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ02-SW-IDs,ESJ,Truck,548.8387,13.5325,443.825999,441.02502749613836,2.8009715038616605,994.1702377600002,985.4263117210486,3296366.577024692,3275563.314328655,20803.26269603707,2,Good,66.4183343220228,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ02-SW-IDs,ESJ,Almonds,5157.824281,1.067695081,44276.19611,43260.42264354419,1015.7734664558084,180643.79390082633,176058.25842831275,243828286.44526532,238234438.61047927,5593847.8347860575,2,Good,66.4183343220228,San Joaquin River,Trees and Vine,Trees and vines
ESJ02-SW-IDs,ESJ,Walnuts,2092.008952,1.920558157,5409.608507,5363.315038283691,46.29346871630878,20130.290759975807,19908.127772008615,21734859.52758131,21548860.478243183,185999.0493381247,2,Good,66.4183343220228,San Joaquin River,Trees and Vine,Trees and vines
ESJ03-CE-WAs,ESJ,Alfalfa,205.8588937,7.063149253,5376.757632,5112.130795086151,264.6268369138488,21166.50254643225,20074.442810530432,7817870.608705504,7433099.988160731,384770.62054477446,2,Good,56.96875445565999,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
ESJ03-CE-WAs,ESJ,Beans Dry,1415.3103,1.200351344,947.711515,957.1886388833917,9.477123883391755,1557.4059226674294,1569.0475307258812,1610038.3020988256,1626138.699956708,-16100.397857882315,2,Good,56.96875445565999,San Joaquin River,Other field and grain,Field and grain
ESJ03-CE-WAs,ESJ,Corn,44.88630607,26.76544219,18619.3359,18805.52944609267,186.19354609267248,30225.388604793552,30451.323383216608,22369304.228099022,22592997.49515349,-223693.2670544684,2,Good,56.96875445565999,San Joaquin River,Corn,Corn
ESJ03-CE-WAs,ESJ,Cucurbits,252.19315,13.35,3392.177852,3395.8129010172197,3.635049017219899,6128.534653744059,6119.764159660665,11420711.638379117,11432950.04344758,-12238.405068462715,2,Good,56.96875445565999,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ03-CE-WAs,ESJ,Field and Grain,187.333843,2.812754651,14120.87349,14262.082367422907,141.20887742290688,1317.9481876930422,1327.7997212051423,7440629.094179374,7515035.460219928,-74406.36604055297,2,Good,56.96875445565999,San Joaquin River,Other field and grain,Field and grain
ESJ03-CE-WAs,ESJ,Grapes Table,390.5459,12.435,2290.630679,2279.154768593368,11.47591040663201,5879.285410196876,5835.2059388579455,11124306.483914478,11068574.433472784,55732.05044169165,2,Good,56.96875445565999,San Joaquin River,Trees and Vine,Trees and vines
ESJ03-CE-WAs,ESJ,Grapes Wine,510.5784914,8.495282366,74063.72528,73895.44183343752,168.28344656247646,190096.89491002122,189190.80308688147,321252034.57001054,320522103.69780195,729930.8722085357,2,Good,56.96875445565999,San Joaquin River,Trees and Vine,Trees and vines
ESJ03-CE-WAs,ESJ,Onions and Garlic,248.2454,30.0225,793.488674,798.6817522192989,5.193078219298968,1028.8903142178294,1033.0349354604946,5913829.446226621,5952533.185670101,-38703.73944348004,2,Good,56.96875445565999,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ03-CE-WAs,ESJ,Orchards,3117.281059,2.261810582,20217.00049,20055.84548841224,161.1550015877583,76489.9616798343,75690.53882107639,142543990.92626017,141407735.47157937,1136255.4546808004,2,Good,56.96875445565999,San Joaquin River,Trees and Vine,Trees and vines
ESJ03-CE-WAs,ESJ,Pasture,215.0,3.5,9015.364659,8579.156185344424,436.2084736555771,40358.782459795126,38310.00708666412,6784061.905897501,6455815.029471679,328246.87642582227,2,Good,56.96875445565999,San Joaquin River,Alfalfa and Pasture,Alfalfa and pasture
ESJ03-CE-WAs,ESJ,Potatoes,960.1331262,14.27542043,559.297985,560.4649867304408,1.167001730440802,878.09783645,877.7301954776118,7665908.234319796,7681903.51485858,-15995.28053878434,2,Good,56.96875445565999,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ03-CE-WAs,ESJ,Subtropical,826.2221391,4.405931004,1651.125958,1640.8151405251754,10.310817474824717,4860.198753442031,4817.7735099698975,6010557.068947903,5973022.829624933,37534.23932296969,2,Good,56.96875445565999,San Joaquin River,Trees and Vine,Trees and vines
ESJ03-CE-WAs,ESJ,Tomatoes Fresh,513.5119746,20.19858006,189.8466093,190.83098851603452,0.9843792160345117,326.3128189657102,327.18477803006795,1969129.4178667746,1979339.6085031906,-10210.190636416199,2,Good,56.96875445565999,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ03-CE-WAs,ESJ,Tomatoes Processing,78.52090496,49.10025147,1708.619484,1725.7056829987382,17.086198998738155,2995.7794947104603,3018.172923686138,6587405.030299722,6653279.096636303,-65874.06633658055,2,Good,56.96875445565999,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ03-CE-WAs,ESJ,Truck,548.8387,13.5325,949.402024,943.8646564549256,5.537367545074403,2569.714811943134,2548.3401609541124,7051360.4591091,7010233.54599132,41126.91311777849,2,Good,56.96875445565999,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ03-CE-WAs,ESJ,Almonds,5157.824281,1.067695081,30115.29547,29617.79604558842,497.49942441158055,123070.90677039663,120735.20117372577,165844438.66858107,163104717.49062774,2739721.1779533625,2,Good,56.96875445565999,San Joaquin River,Trees and Vine,Trees and vines
ESJ03-CE-WAs,ESJ,Berries,5010.1193,4.8075,79.12447,79.09075039759892,0.033719602401077964,160.52450112596773,160.05495050045158,1905803.7371533706,1904991.5618014054,812.1753519652411,2,Good,56.96875445565999,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ03-CE-WAs,ESJ,Lettuce,479.2433265,17.02508876,170.922083,168.9387657767151,1.9833172232848995,439.63217136713064,433.44450946163204,1394580.6520092601,1378398.4491139804,16182.202895279974,2,Good,56.96875445565999,San Joaquin River,Vegetables and non-tree fruits,Vegetables
ESJ03-CE-WAs,ESJ,Pistachios,4636.170568,1.382293453,69.30736838,68.55883127637924,0.7485371036207624,266.941660887479,263.39847441921313,444159.61248199834,439362.5763566368,4797.036125361454,2,Good,56.96875445565999,San Joaquin River,Trees and Vine,Trees and vines
ESJ03-CE-WAs,ESJ,Walnuts,2092.008952,1.920558157,66330.70446,65935.18097045613,395.5234895438625,247056.68615610327,244969.55012296195,266505153.1803226,264916009.07239488,1589144.10792768,2,Good,56.96875445565999,San Joaquin River,Trees and Vine,Trees and vines
KAW01-CC-TID,KAW,Alfalfa,199.736451,8.253403632,9221.825584,8473.303972031315,748.5216119686847,48322.366060160006,44289.11208869355,15202230.65751969,13968288.625799913,1233942.0317197796,2,Good,52.76012726359039,Tulare Lake,Alfalfa and Pasture,Alfalfa and pasture
KAW01-CC-TID,KAW,Beans Dry,989.2558964,1.380612025,269.94121,217.55120625217992,52.39000374782009,629.862823243353,506.3504275904492,368679.9241973456,297126.7789386244,71553.14525872126,2,Good,52.76012726359039,Tulare Lake,Other field and grain,Field and grain
KAW01-CC-TID,KAW,Corn,50.43552386,24.76768295,20805.9839,18246.655977465503,2559.327922534496,54581.03109073134,47747.39271206565,25990233.05387027,22793194.6687762,3197038.385094069,2,Good,52.76012726359039,Tulare Lake,Corn,Corn
KAW01-CC-TID,KAW,Cotton,2858.852174,0.790424805,5811.702749,4927.534496145427,884.1682528545734,21503.3001713,18186.297759960104,13132749.290215738,11134787.505761921,1997961.7844538148,2,Good,52.76012726359039,Tulare Lake,Other field and grain,Field and grain
KAW01-CC-TID,KAW,Field and Grain,223.9885826,2.362115685,775.702987,783.460024430485,7.7570374304849565,545.5777672647657,549.6559587190958,410414.3230144497,414518.47024474805,-4104.147230298317,2,Good,52.76012726359039,Tulare Lake,Other field and grain,Field and grain
KAW01-CC-TID,KAW,Grapes Table,1745.214488,11.85729761,212.505781,211.76798102647743,0.7377999735225842,842.939598037502,837.9129507922926,4397494.239501628,4382226.55540286,15267.684098768048,2,Good,52.76012726359039,Tulare Lake,Trees and Vine,Trees and vines
KAW01-CC-TID,KAW,Grapes Wine,361.6777551,11.83919792,318.7586715,316.26459648290967,2.4940750170903243,1264.4093970562528,1251.3799298990743,1364916.5112695992,1354236.945580759,10679.565688840114,2,Good,52.76012726359039,Tulare Lake,Trees and Vine,Trees and vines
KAW01-CC-TID,KAW,Orchards,1503.259449,11.50880315,410.8120982,408.9717884126347,1.8403097873652996,1873.9785527409308,1860.9197368758842,7107343.8847875055,7075505.205813213,31838.678974293172,2,Good,52.76012726359039,Tulare Lake,Trees and Vine,Trees and vines
KAW01-CC-TID,KAW,Pasture,215.0,3.5,84.987717,84.98771618805014,8.119498602354724e-07,472.53170652,471.3503682108085,63953.2570425,63953.25643150773,0.0006109922760515474,2,Good,52.76012726359039,Tulare Lake,Alfalfa and Pasture,Alfalfa and pasture
KAW01-CC-TID,KAW,Subtropical,654.5088042,14.79755688,110.3412291,109.87460350008621,0.4666255999137974,415.16958950482547,412.3803267593123,1068669.2870698886,1064149.9568860957,4519.330183792859,2,Good,52.76012726359039,Tulare Lake,Trees and Vine,Trees and vines
KAW01-CC-TID,KAW,Almonds,5115.183836,1.143761761,7113.903528,6964.612472409926,149.29105559007348,33219.404011551946,32440.96178718084,41620260.18091339,40746825.146001,873435.0349123925,2,Good,52.76012726359039,Tulare Lake,Trees and Vine,Trees and vines
KAW01-CC-TID,KAW,Berries,6318.852028,4.903289478,52.848948,52.64550920993573,0.20343879006426846,169.69209992853877,168.6162818648259,1637427.446698056,1631124.269980626,6303.17671743012,2,Good,52.76012726359039,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KAW01-CC-TID,KAW,Pistachios,4379.7619,1.466522812,7682.889059,7579.508801906523,103.38025709347676,31739.830522826534,31234.460079474837,49347355.7497034,48683342.21454614,664013.5351572558,2,Good,52.76012726359039,Tulare Lake,Trees and Vine,Trees and vines
KAW01-CC-TID,KAW,Walnuts,2131.866347,1.870657994,5004.694659,4961.151846956409,43.54281204359086,21532.238713790968,21291.537305486338,19958686.387179498,19785037.96520612,173648.42197337747,2,Good,52.76012726359039,Tulare Lake,Trees and Vine,Trees and vines
KAW02-CC,KAW,Alfalfa,199.736451,8.253403632,17390.93459,16110.861745977048,1280.0728440229523,91128.49725160001,84209.86241813384,28669052.193496533,26558845.005558882,2110207.187937651,2,Good,49.7063676952341,Tulare Lake,Alfalfa and Pasture,Alfalfa and pasture
KAW02-CC,KAW,Beans Dry,989.2558964,1.380612025,585.270715,491.3059124552608,93.9648025447392,1365.6316681382432,1143.5144998263008,799350.2097776262,671015.0945893488,128335.11518827756,2,Good,49.7063676952341,Tulare Lake,Other field and grain,Field and grain
KAW02-CC,KAW,Corn,50.43552386,24.76768295,54993.14557,49270.024769995456,5723.120800004544,144265.3518603023,128928.56776202204,68695846.18537138,61546689.284045,7149156.901326381,2,Good,49.7063676952341,Tulare Lake,Corn,Corn
KAW02-CC,KAW,Cotton,2858.852174,0.790424805,8435.327135,7286.469568130888,1148.857566869112,31210.7103995,26892.537289838892,19061373.44412017,16465291.186049523,2596082.2580706477,2,Good,49.7063676952341,Tulare Lake,Other field and grain,Field and grain
KAW02-CC,KAW,Field and Grain,223.9885826,2.362115685,9983.883353,10083.722287109738,99.83893410973906,7021.997954948705,7074.487359574183,5282342.334691472,5335165.811253813,-52823.47656234261,2,Good,49.7063676952341,Tulare Lake,Other field and grain,Field and grain
KAW02-CC,KAW,Grapes Table,1745.214488,11.85729761,2617.417898,2609.191112388425,8.226785611574996,10382.424329605807,10323.916831756647,54163609.4541045,53993368.23917719,170241.21492730826,2,Good,49.7063676952341,Tulare Lake,Trees and Vine,Trees and vines
KAW02-CC,KAW,Grapes Wine,361.6777551,11.83919792,3926.126847,3898.094028897248,28.032818102752117,15573.636494408709,15423.783396082226,16811575.14426757,16691539.33126267,120035.81300489791,2,Good,49.7063676952341,Tulare Lake,Trees and Vine,Trees and vines
KAW02-CC,KAW,Orchards,1503.259449,11.50880315,9332.404667,9294.719656555993,37.685010444007276,42263.92298537431,41988.02425647391,161457292.8377425,160805315.1338216,651977.7039209008,2,Good,49.7063676952341,Tulare Lake,Trees and Vine,Trees and vines
KAW02-CC,KAW,Pasture,215.0,3.5,1586.142119,1380.0300662821867,206.1120527178134,8818.95018164,7653.784674254327,1193571.9445475,1038472.6248773455,155099.31967015448,2,Good,49.7063676952341,Tulare Lake,Alfalfa and Pasture,Alfalfa and pasture
KAW02-CC,KAW,Potatoes,316.2258,23.4875,50.844661,50.71368825341909,0.13097274658090896,93.67743600267197,93.20253757105982,377641.2696906586,376668.4888058832,972.7808847754495,2,Good,49.7063676952341,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KAW02-CC,KAW,Subtropical,654.5088042,14.79755688,64695.27129,64453.43116619396,241.84012380603963,240772.9474953975,239273.21932704077,626582194.2550514,624239940.9123913,2342253.3426600695,2,Good,49.7063676952341,Tulare Lake,Trees and Vine,Trees and vines
KAW02-CC,KAW,Tomatoes Processing,75.98456236,53.94007231,237.6382522,219.6264729322643,18.011779267735704,642.4154083681206,592.239250437208,973987.1794186586,900163.8705747243,73823.30884393433,2,Good,49.7063676952341,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KAW02-CC,KAW,Truck,923.9057692,21.11899336,218.360736,218.63259707517963,0.2718610751796291,230.0066418472131,229.71726756239875,4260645.903822324,4265950.446193773,-5304.542371449061,2,Good,49.7063676952341,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KAW02-CC,KAW,Almonds,5115.183836,1.143761761,16836.6513,16517.617614184688,319.0336858153132,78124.92015457808,76452.93755593228,98503698.41581492,96637175.35181125,1866523.0640036613,2,Good,49.7063676952341,Tulare Lake,Trees and Vine,Trees and vines
KAW02-CC,KAW,Berries,6318.852028,4.903289478,296.26972,295.25493258622146,1.0147874137785493,951.2891520951412,945.6606962361466,9179372.334025418,9147931.012546612,31441.321478806436,2,Good,49.7063676952341,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KAW02-CC,KAW,Lettuce,479.2433265,17.02508876,211.029389,208.02552837064133,3.003860629358684,542.792990115554,533.7290271025586,1721822.585702608,1697313.605695408,24508.980007199803,2,Good,49.7063676952341,Tulare Lake,Vegetables and non-tree fruits,Vegetables
KAW02-CC,KAW,Pistachios,4379.7619,1.466522812,10088.04972,9966.48350187856,121.56621812144112,41360.657710838015,40760.084379335334,64795752.55227381,64014930.21230296,780822.339970842,2,Good,49.7063676952341,Tulare Lake,Trees and Vine,Trees and vines
KAW02-CC,KAW,Walnuts,2131.866347,1.870657994,28752.92251,28527.1652315748,225.75727842520064,123273.18747543835,121999.52769922053,114666448.64336847,113766130.23700798,900318.4063604921,2,Good,49.7063676952341,Tulare Lake,Trees and Vine,Trees and vines
KAW03-SE-LindsayStrat,KAW,Field and Grain,223.9885826,2.362115685,345.17731,345.1777983335545,0.0004883335545287082,242.7747079182742,242.77433720358968,182628.80816211013,182629.06653301828,-0.25837090812274255,2,Good,0.0007471440453616436,Tulare Lake,Other field and grain,Field and grain
KAW03-SE-LindsayStrat,KAW,Orchards,1503.259449,11.50880315,288.1669435,288.16693075202716,1.274797284622764e-05,1316.5712130901145,1316.5674080321703,4985494.761854683,4985494.541305612,0.22054907213896513,2,Good,0.0007471440453616436,Tulare Lake,Trees and Vine,Trees and vines
KAW03-SE-LindsayStrat,KAW,Subtropical,654.5088042,14.79755688,10136.8821,10136.881739036906,0.0003609630948631093,38230.98951132946,38230.878330789164,98177033.69155705,98177030.1955821,3.4959749579429626,2,Good,0.0007471440453616436,Tulare Lake,Trees and Vine,Trees and vines
KAW03-SE-LindsayStrat,KAW,Pistachios,4379.7619,1.466522812,62.71607227,62.71606443372672,7.836273276495831e-06,259.5200554457048,259.51928284185277,402826.632763408,402826.58243086224,0.05033254576846957,2,Good,0.0007471440453616436,Tulare Lake,Trees and Vine,Trees and vines
KAW03-SE-LindsayStrat,KAW,Walnuts,2131.866347,1.870657994,84.60393502,84.60392811960897,6.900391028352715e-06,364.2772394605473,364.2761435489055,337399.88575504674,337399.85823633685,0.02751870994688943,2,Good,0.0007471440453616436,Tulare Lake,Trees and Vine,Trees and vines
KGS01-NE-FID,KGS,Alfalfa,199.736451,8.253403632,2795.216192,2653.9243910620726,141.2918009379273,13286.594298374926,12583.449677521356,4607929.406314593,4375009.088281095,232920.3180334987,2,Good,38.935182168280484,Tulare Lake,Alfalfa and Pasture,Alfalfa and pasture
KGS01-NE-FID,KGS,Beans Dry,989.2558964,1.380612025,74.085347,64.42010852669047,9.665238473309529,152.10544908799054,131.93098540447184,101184.18049653865,87983.60475751376,13200.575739024905,2,Good,38.935182168280484,Tulare Lake,Other field and grain,Field and grain
