g,HR_Region,shortage_pct,IMPLAN_category,crop_class,basin,i,p,y,xland,xlandsc,xwater,xwatersc,grev_base,gross_revenue,iterations,statussc,lambdawater
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Alfalfa and Pasture,Alfalfa and pasture,CLS,Alfalfa,187.2098036,5.87624882,379.271176,6.0917803189780425e-21,1308.4855572000001,6.091780318975427e-08,417232.954243433,6.701515063431056e-18,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Beans Dry,1054.225767,1.083582552,150.522743,6.091780318977474e-21,310.57859300649244,6.091780318974614e-08,171948.24762533206,6.958888270901781e-18,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Vegetables and non-tree fruits,Vegetables,CLS,Cucurbits,161.7514,13.41,440.391804,6.091780318977469e-21,839.6803731067972,6.091780318974557e-08,955247.8172384981,1.321359707411737e-17,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Field and Grain,173.22984259999996,2.485487486,829.400833,6.091780318977768e-21,798.9894688468664,6.091780318974399e-08,357107.32526015554,2.6228806256607744e-18,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Grapes Wine,730.6198687000001,7.837965953999999,1344.662478,1297.2272800518253,3276.4942385082204,3153.0081651891633,7700308.722977325,7428667.568031315,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Orchards,2061.666385,2.066393172,135.87713200000002,76.93847549119823,426.43803352929507,240.86075163682514,578865.5704704352,327774.3197165661,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Alfalfa and Pasture,Alfalfa and pasture,CLS,Pasture,215.0,3.5,166.062696,6.0917803189767975e-21,672.0003765353542,6.091780318974919e-08,124962.17873999999,4.58406469003004e-18,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Corn,Field and grain,CLS,Rice,370.9204663,4.450435008,286.082715,6.091780318977003e-21,1287.3722175,6.091780318975195e-08,472253.166924579,1.0056051613763913e-17,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Subtropical,942.1801854,4.535541375,315.2866013000001,286.0201254604849,786.5207263827432,711.7281603464525,1347313.3548165653,1222249.0051600575,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Sunflowers,3239.762235,0.6099125320000001,576.6191200000002,6.0917795196180845e-21,1239.7311080000004,6.091779519614751e-08,1139382.9981177093,1.2037183250070707e-17,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Vegetables and non-tree fruits,Vegetables,CLS,Tomatoes Processing,77.35725946,46.64298896,386.858406,6.091780318978171e-21,986.4889353,6.091780318975186e-08,1395852.3644399706,2.198020213600983e-17,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Vegetables and non-tree fruits,Vegetables,CLS,Truck,742.4217034,17.44810947,64.679023,60.537955846330576,157.81681612,147.34332933690547,837842.6954330496,784199.911342145,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Almonds,5165.974452,0.8565781309999999,28944.50708,21270.515372972593,104534.60667448564,76627.53307804125,128081201.94406012,94123322.51539375,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Pistachios,3834.493456,1.253131426,969.9866864,740.2355467577554,4003.3562175572197,3047.4830470174156,4660906.551427552,3556923.778291951,4,Good,357.54939655784597
CLS01-SC-ColusaCountyWD,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Walnuts,1949.323208,2.037882063,699.8903918,636.3291779423637,2474.662603368079,2244.298925638189,2780308.1428348054,2527811.8055121037,4,Good,357.54939655784597
CLS02-North-WAs,Sacramento River,0.7,Alfalfa and Pasture,Alfalfa and pasture,CLS,Alfalfa,187.2098036,5.87624882,4096.807543,169.56068738776673,14618.77491457273,603.5364243143777,4506862.6942867655,186532.2518533418,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Beans Dry,1054.225767,1.083582552,438.754107,3.6168461162674796e-08,911.8772855687484,3.7431539014487497e-07,501206.6504599072,4.1316703325203235e-05,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Corn,Corn,CLS,Corn,166.71940680000003,5.454093572000001,5274.242618,1.607344781097257e-08,12552.69743084,3.152325180082989e-07,4795885.927230168,1.4615638252140772e-05,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Cotton,1657.32655,0.8275,63.33104399999999,3.0002636916516224e-07,176.16585408111033,1.0617635519791694e-06,86854.58259649604,0.0004114674797052517,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Vegetables and non-tree fruits,Vegetables,CLS,Cucurbits,161.7514,13.41,638.95433,4.297388637453347e-08,1294.9474423463182,3.8394583366997444e-07,1385947.0669158662,9.321406707543617e-05,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Field and Grain,173.22984259999996,2.485487486,9589.489405,9.148886677441142e-09,10804.158066163163,2.719696711885903e-07,4128856.369294423,3.939150191918456e-06,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Orchards,2061.666385,2.066393172,1699.27859,1584.5915863807838,4961.850577714881,4615.399958377268,7239289.319033806,6750698.216186696,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Alfalfa and Pasture,Alfalfa and pasture,CLS,Pasture,215.0,3.5,7134.15345,3.189431838550604e-08,29047.894799628048,3.921781277345428e-07,5368450.471125,2.4000474585093294e-05,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Corn,Field and grain,CLS,Rice,370.9204663,4.450435008,1914.465719,3.805602803692206e-08,8615.095735500001,4.4194285761656866e-07,3160318.5070663607,6.282127097754582e-05,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Safflower,429.9064999,1.059039203,323.861152,2.4002546804270136e-08,606.6998913053797,3.300563112433493e-07,147450.04338843707,1.0928067617454233e-05,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Subtropical,942.1801854,4.535541375,7008.989906,6780.155636703138,16987.24284613549,16391.550045416632,29951497.035368305,28973620.190008838,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Sunflowers,3239.762235,0.6099125320000001,1049.442492,506.34100112779413,2602.61738016,1252.5863562736076,2073668.5472501845,1000515.4319803137,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Vegetables and non-tree fruits,Vegetables,CLS,Tomatoes Processing,77.35725946,46.64298896,515.626263,113.3779746953781,1344.0657923918752,294.7997382034282,1860469.1722167104,409087.43767599214,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Vegetables and non-tree fruits,Vegetables,CLS,Truck,742.4217034,17.44810947,159.206425,154.45182482077476,414.20204909473546,400.82758008406944,2062336.9690086327,2000746.566972589,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Almonds,5165.974452,0.8565781309999999,47875.74192,43153.01453066738,169029.89679168936,151974.96380937437,211853066.0110735,190954710.4506217,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Vegetables and non-tree fruits,Vegetables,CLS,Berries,5388.84825,4.3725,73.470798,71.72671868656782,197.90881579904647,192.7277481771186,1731173.2354211942,1690077.9498103645,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Pistachios,3834.493456,1.253131426,1460.470132,1328.6168279251049,5866.000259411606,5323.068403009507,7017740.451332303,6384168.942149115,8,Good,174.53387846484037
CLS02-North-WAs,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Walnuts,1949.323208,2.037882063,16258.064219999998,15708.24988997468,56766.124936626205,54709.2946413092,64585010.54907209,62400878.181023404,8,Good,174.53387846484037
CLS03-IDs,Sacramento River,0.7,Alfalfa and Pasture,Alfalfa and pasture,CLS,Alfalfa,187.2098036,5.87624882,7001.673736,5968.726157573384,23502.284842840556,19984.936377484722,7702480.975037065,6566144.240274133,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Beans Dry,1054.225767,1.083582552,2607.765091,717.7204496132063,5598.002396215922,1536.8547837273281,2978956.0612509213,819881.2427691161,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Corn,Corn,CLS,Corn,166.71940680000003,5.454093572000001,5950.540547,862.2521631880899,15084.620286645,2180.3446888946223,5410845.828626574,784048.6899568582,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Cotton,1657.32655,0.8275,2106.341442000001,1144.9572635585107,5883.7137606178885,3190.2516391335153,2888716.105021286,1570237.5791752427,2,Good,90.83220281393625
