internal_id,crop_code,hr,direct_jobs_unfilitered,direct_value_add,total_jobs_unfiltered,total_revenue,total_value_add,total_jobs,direct_jobs
6,Truck,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
6,Walnuts,Sacramento River,1,1,1.199049,1,1.1948,0.000001,0.000001
7,Alfalfa,Sacramento River,1,1,1.373747,1,3.221614,0.000001,0.000001
7,Almonds,Sacramento River,1,1,1.199049,1,1.1948,0.000001,0.000001
7,Beans Dry,Sacramento River,1,1,1.373747,1,3.221614,0.000001,0.000001
7,Berries,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
7,Corn,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
7,Cucurbits,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
7,Field and Grain,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
7,Grapes,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
7,Orchards,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
7,Pasture,Sacramento River,1,1,1.746634,1,1.760549,0.000002,0.000001
7,Pistachios,Sacramento River,1,1,1.199049,1,1.1948,0.000001,0.000001
7,Rice,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
7,Safflower,Sacramento River,1,1,1.222109,1,1.118136,0.000001,0.000001
7,Subtropical,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
7,Sunflowers,Sacramento River,1,1,1.222109,1,1.118136,0.000001,0.000001
7,Tomatoes,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
7,Truck,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
7,Walnuts,Sacramento River,1,1,1.199049,1,1.1948,0.000001,0.000001
8,Alfalfa,San Joaquin River,1,1,1.974478,1,2.989137,0.000002,0.000001
8,Almonds,San Joaquin River,1,1,1.395582,1,1.214135,0.000001,0.000001
8,Beans Dry,San Joaquin River,1,1,1.974478,1,2.989137,0.000002,0.000001
8,Berries,San Joaquin River,1,1,2.164433,1,1.781283,0.000002,0.000001
8,Corn,San Joaquin River,1,1,2.197284,1,1.680125,0.000002,0.000001
8,Cucurbits,San Joaquin River,1,1,2.365597,1,1.970829,0.000002,0.000001
8,Field and Grain,San Joaquin River,1,1,2.197284,1,1.680125,0.000002,0.000001
8,Grapes,San Joaquin River,1,1,2.164433,1,1.781283,0.000002,0.000001
8,Lettuce,San Joaquin River,1,1,2.365597,1,1.970829,0.000002,0.000001
8,Onions and Garlic,San Joaquin River,1,1,2.365597,1,1.970829,0.000002,0.000001
8,Orchards,San Joaquin River,1,1,2.164433,1,1.781283,0.000002,0.000001
8,Pasture,San Joaquin River,1,1,2.2786443,1,2.445792,0.0000023,0.000001
8,Pistachios,San Joaquin River,1,1,1.395582,1,1.214135,0.000001,0.000001
8,Potatoes,San Joaquin River,1,1,2.365597,1,1.970829,0.000002,0.000001
8,Rice,San Joaquin River,1,1,2.197284,1,1.680125,0.000002,0.000001
8,Safflower,San Joaquin River,1,1,1.292013,1,1.132276,0.000001,0.000001
8,Subtropical,San Joaquin River,1,1,2.164433,1,1.781283,0.000002,0.000001
8,Sunflowers,San Joaquin River,1,1,1.292013,1,1.132276,0.000001,0.000001
8,Tomatoes,San Joaquin River,1,1,2.365597,1,1.970829,0.000002,0.000001
8,Truck,San Joaquin River,1,1,2.365597,1,1.970829,0.000002,0.000001
8,Walnuts,San Joaquin River,1,1,1.395582,1,1.214135,0.000001,0.000001
9,Alfalfa,Sacramento River,1,1,1.373747,1,3.221614,0.000001,0.000001
9,Almonds,Sacramento River,1,1,1.199049,1,1.1948,0.000001,0.000001
9,Beans Dry,Sacramento River,1,1,1.373747,1,3.221614,0.000001,0.000001
9,Berries,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
9,Corn,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
9,Cotton,Sacramento River,1,1,2.00558,1,1.224593,0,0.000001
9,Cucurbits,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
9,Field and Grain,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
9,Grapes,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
9,Lettuce,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
9,Onions and Garlic,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
9,Orchards,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
9,Pasture,Sacramento River,1,1,1.746634,1,1.760549,0.000002,0.000001
9,Pistachios,Sacramento River,1,1,1.199049,1,1.1948,0.000001,0.000001
9,Potatoes,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
9,Rice,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
9,Safflower,Sacramento River,1,1,1.222109,1,1.118136,0.000001,0.000001
9,Subtropical,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
9,Sunflowers,Sacramento River,1,1,1.222109,1,1.118136,0.000001,0.000001
9,Tomatoes,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
9,Truck,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
9,Walnuts,Sacramento River,1,1,1.199049,1,1.1948,0.000001,0.000001
BUTV,Alfalfa,North Coast,1,1,1.395335,1,1.82832,0.000001,0.000001
BUTV,Berries,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
BUTV,Field and Grain,North Coast,1,1,2.927971,1,1.320677,0.000003,0.000001
BUTV,Onions and Garlic,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
BUTV,Pasture,North Coast,1,1,1.74442,1,2.02578,0,0.000001
BUTV,Potatoes,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
BUTV,Truck,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
COAC,Alfalfa,Colorado River,1,1,2.827795,1,2.525216,0.000003,0.000001
COAC,Beans Dry,Colorado River,1,1,2.827795,1,2.525216,0.000003,0.000001
COAC,Berries,Colorado River,1,1,2.02058,1,1.732461,0,0.000001
COAC,Corn,Colorado River,1,1,5.712464,1,1.487216,0.000006,0.000001
COAC,Cucurbits,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
COAC,Field and Grain,Colorado River,1,1,5.712464,1,1.487216,0.000006,0.000001
COAC,Grapes,Colorado River,1,1,2.02058,1,1.732461,0,0.000001
COAC,Lettuce,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
COAC,Onions and Garlic,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
COAC,Orchards,Colorado River,1,1,2.02058,1,1.732461,0,0.000001
COAC,Pasture,Colorado River,1,1,3.97597,1,2.062156,0,0.000001
COAC,Potatoes,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
COAC,Subtropical,Colorado River,1,1,2.02058,1,1.732461,0,0.000001
COAC,Tomatoes,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
COAC,Truck,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
IMP,Alfalfa,Colorado River,1,1,2.827795,1,2.525216,0.000003,0.000001
IMP,Beans Dry,Colorado River,1,1,2.827795,1,2.525216,0.000003,0.000001
IMP,Corn,Colorado River,1,1,5.712464,1,1.487216,0.000006,0.000001
IMP,Cotton,Colorado River,1,1,2.165951,1,1.197962,0.000002,0.000001
IMP,Cucurbits,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
IMP,Field and Grain,Colorado River,1,1,5.712464,1,1.487216,0.000006,0.000001
IMP,Lettuce,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
IMP,Onions and Garlic,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
IMP,Orchards,Colorado River,1,1,2.02058,1,1.732461,0,0.000001
IMP,Pasture,Colorado River,1,1,3.97597,1,2.062156,0,0.000001
IMP,Potatoes,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
IMP,Safflower,Colorado River,1,1,1.438667,1,1.176764,0.000001,0.000001
IMP,Subtropical,Colorado River,1,1,2.02058,1,1.732461,0,0.000001
IMP,Sunflowers,Colorado River,1,1,1.438667,1,1.176764,0.000001,0.000001
IMP,Truck,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
OXNV,Alfalfa,South Coast,1,1,1.281954,1,3.875502,0.000001,0.000001
OXNV,Beans Dry,South Coast,1,1,1.281954,1,3.875502,0.000001,0.000001
OXNV,Berries,South Coast,1,1,1.536726,1,1.858587,0.000002,0.000001
OXNV,Corn,South Coast,1,1,1.34619,1,7.694659,0,0.000001
OXNV,Cucurbits,South Coast,1,1,1.738386,1,2.01891,0.000002,0.000001
OXNV,Field and Grain,South Coast,1,1,1.34619,1,7.694659,0,0.000001
OXNV,Grapes,South Coast,1,1,1.536726,1,1.858587,0.000002,0.000001
OXNV,Lettuce,South Coast,1,1,1.738386,1,2.01891,0.000002,0.000001
OXNV,Onions and Garlic,South Coast,1,1,1.738386,1,2.01891,0.000002,0.000001
OXNV,Orchards,South Coast,1,1,1.536726,1,1.858587,0.000002,0.000001
OXNV,Pasture,South Coast,1,1,1.205098,1,1.787872,0.000001,0.000001
OXNV,Subtropical,South Coast,1,1,1.536726,1,1.858587,0.000002,0.000001
OXNV,Tomatoes,South Coast,1,1,1.738386,1,2.01891,0.000002,0.000001
OXNV,Truck,South Coast,1,1,1.738386,1,2.01891,0.000002,0.000001
OXNV,Walnuts,South Coast,1,1,1.246854,1,1.319481,0.000001,0.000001
PALV,Alfalfa,Colorado River,1,1,2.827795,1,2.525216,0.000003,0.000001
PALV,Almonds,Colorado River,1,1,1.4296,1,1.273555,0,0.000001
PALV,Corn,Colorado River,1,1,5.712464,1,1.487216,0.000006,0.000001
PALV,Cotton,Colorado River,1,1,2.165951,1,1.197962,0.000002,0.000001
PALV,Cucurbits,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
PALV,Field and Grain,Colorado River,1,1,5.712464,1,1.487216,0.000006,0.000001
PALV,Lettuce,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
PALV,Onions and Garlic,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
PALV,Orchards,Colorado River,1,1,2.02058,1,1.732461,0,0.000001
PALV,Pasture,Colorado River,1,1,3.97597,1,2.062156,0,0.000001
PALV,Potatoes,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
PALV,Subtropical,Colorado River,1,1,2.02058,1,1.732461,0,0.000001
PALV,Truck,Colorado River,1,1,2.428483,1,1.844841,0.000002,0.000001
PITRC,Alfalfa,Sacramento River,1,1,1.373747,1,3.221614,0.000001,0.000001
PITRC,Field and Grain,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
PITRC,Orchards,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
PITRC,Pasture,Sacramento River,1,1,1.746634,1,1.760549,0.000002,0.000001
PITRC,Rice,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
PITREL,Alfalfa,Sacramento River,1,1,1.373747,1,3.221614,0.000001,0.000001
PITREL,Field and Grain,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
PITREL,Pasture,Sacramento River,1,1,1.746634,1,1.760549,0.000002,0.000001
PITREL,Rice,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
PITREU,Alfalfa,Sacramento River,1,1,1.373747,1,3.221614,0.000001,0.000001
PITREU,Field and Grain,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
PITREU,Orchards,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
PITREU,Pasture,Sacramento River,1,1,1.746634,1,1.760549,0.000002,0.000001
PITREU,Rice,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
PITREU,Truck,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
PITRW,Alfalfa,Sacramento River,1,1,1.373747,1,3.221614,0.000001,0.000001
PITRW,Berries,Sacramento River,1,1,1.68112,1,1.728657,0,0.000001
PITRW,Field and Grain,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
PITRW,Onions and Garlic,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
PITRW,Pasture,Sacramento River,1,1,1.746634,1,1.760549,0.000002,0.000001
PITRW,Rice,Sacramento River,1,1,2.297911,1,1.667022,0.000002,0.000001
PITRW,Truck,Sacramento River,1,1,1.93033,1,1.928356,0,0.000001
RUSRL,Berries,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSRL,Corn,North Coast,1,1,2.927971,1,1.320677,0.000003,0.000001
RUSRL,Field and Grain,North Coast,1,1,2.927971,1,1.320677,0.000003,0.000001
RUSRL,Grapes,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSRL,Orchards,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSRL,Pasture,North Coast,1,1,1.74442,1,2.02578,0,0.000001
RUSRL,Subtropical,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSRL,Truck,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
RUSRL,Walnuts,North Coast,1,1,1.713238,1,1.346641,0.000002,0.000001
RUSRU,Alfalfa,North Coast,1,1,1.395335,1,1.82832,0.000001,0.000001
RUSRU,Berries,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSRU,Cucurbits,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
RUSRU,Field and Grain,North Coast,1,1,2.927971,1,1.320677,0.000003,0.000001
RUSRU,Grapes,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSRU,Orchards,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSRU,Pasture,North Coast,1,1,1.74442,1,2.02578,0,0.000001
RUSRU,Subtropical,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSRU,Truck,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
RUSRU,Walnuts,North Coast,1,1,1.713238,1,1.346641,0.000002,0.000001
RUSSRC,Field and Grain,North Coast,1,1,2.927971,1,1.320677,0.000003,0.000001
RUSSRC,Grapes,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSSRC,Orchards,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSSRC,Pasture,North Coast,1,1,1.74442,1,2.02578,0,0.000001
RUSSRC,Subtropical,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
RUSSRC,Truck,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
SAL,Alfalfa,Central Coast,1,1,1.351503,1,2.992086,0.000001,0.000001
SAL,Berries,Central Coast,1,1,1.830253,1,1.820359,0.000002,0.000001
SAL,Cucurbits,Central Coast,1,1,2.26423,1,1.890723,0,0.000001
SAL,Field and Grain,Central Coast,1,1,4.951161,1,1.504448,0.000005,0.000001
SAL,Grapes,Central Coast,1,1,1.830253,1,1.820359,0.000002,0.000001
SAL,Lettuce,Central Coast,1,1,2.26423,1,1.890723,0,0.000001
SAL,Onions and Garlic,Central Coast,1,1,2.26423,1,1.890723,0,0.000001
SAL,Orchards,Central Coast,1,1,1.830253,1,1.820359,0.000002,0.000001
SAL,Pasture,Central Coast,1,1,3.043274,1,1.938384,0.000003,0.000001
SAL,Subtropical,Central Coast,1,1,1.830253,1,1.820359,0.000002,0.000001
SAL,Truck,Central Coast,1,1,2.26423,1,1.890723,0,0.000001
SAL,Walnuts,Central Coast,1,1,1.464095,1,1.288618,0.000001,0.000001
SAN,Alfalfa,South Coast,1,1,1.281954,1,3.875502,0.000001,0.000001
SAN,Berries,South Coast,1,1,1.536726,1,1.858587,0.000002,0.000001
SAN,Cucurbits,South Coast,1,1,1.738386,1,2.01891,0.000002,0.000001
SAN,Field and Grain,South Coast,1,1,1.34619,1,7.694659,0,0.000001
SAN,Grapes,South Coast,1,1,1.536726,1,1.858587,0.000002,0.000001
SAN,Lettuce,South Coast,1,1,1.738386,1,2.01891,0.000002,0.000001
SAN,Orchards,South Coast,1,1,1.536726,1,1.858587,0.000002,0.000001
SAN,Pasture,South Coast,1,1,1.205098,1,1.787872,0.000001,0.000001
SAN,Subtropical,South Coast,1,1,1.536726,1,1.858587,0.000002,0.000001
SAN,Tomatoes,South Coast,1,1,1.738386,1,2.01891,0.000002,0.000001
SAN,Truck,South Coast,1,1,1.738386,1,2.01891,0.000002,0.000001
SCOV,Alfalfa,North Coast,1,1,1.395335,1,1.82832,0.000001,0.000001
SCOV,Berries,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
SCOV,Field and Grain,North Coast,1,1,2.927971,1,1.320677,0.000003,0.000001
SCOV,Orchards,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
SCOV,Pasture,North Coast,1,1,1.74442,1,2.02578,0,0.000001
SCOV,Truck,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
SHV,Alfalfa,North Coast,1,1,1.395335,1,1.82832,0.000001,0.000001
SHV,Berries,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
SHV,Field and Grain,North Coast,1,1,2.927971,1,1.320677,0.000003,0.000001
SHV,Grapes,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
SHV,Orchards,North Coast,1,1,1.802422,1,1.62372,0.000002,0.000001
SHV,Pasture,North Coast,1,1,1.74442,1,2.02578,0,0.000001
SHV,Truck,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
TULE,Alfalfa,North Coast,1,1,1.395335,1,1.82832,0.000001,0.000001
TULE,Field and Grain,North Coast,1,1,2.927971,1,1.320677,0.000003,0.000001
TULE,Lettuce,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
TULE,Onions and Garlic,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
TULE,Pasture,North Coast,1,1,1.74442,1,2.02578,0,0.000001
TULE,Potatoes,North Coast,1,1,1.669159,1,1.513049,0.000002,0.000001
WATS,Berries,Central Coast,1,1,1.830253,1,1.820359,0.000002,0.000001
WATS,Field and Grain,Central Coast,1,1,4.951161,1,1.504448,0.000005,0.000001
WATS,Grapes,Central Coast,1,1,1.830253,1,1.820359,0.000002,0.000001
WATS,Lettuce,Central Coast,1,1,2.26423,1,1.890723,0,0.000001
WATS,Onions and Garlic,Central Coast,1,1,2.26423,1,1.890723,0,0.000001
WATS,Orchards,Central Coast,1,1,1.830253,1,1.820359,0.000002,0.000001
WATS,Pasture,Central Coast,1,1,3.043274,1,1.938384,0.000003,0.000001
WATS,Subtropical,Central Coast,1,1,1.830253,1,1.820359,0.000002,0.000001
WATS,Truck,Central Coast,1,1,2.26423,1,1.890723,0,0.000001
WATS,Walnuts,Central Coast,1,1,1.464095,1,1.288618,0.000001,0.000001
