g,i,hr,xland,p,y,xwater,omegaland,omegawater_unit,omegasupply,omegalabor,theta,omegawater,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,sigma,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
15A,Tomatoes,Tulare Lake,25754.20591,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,5.25E-05,10913367.86,25754.20501,57179.64108,0.000900154,0.004911914,3.50E-08,8.59E-08,GOOD,97.3922824,1907.495124
15B,Almonds,Tulare Lake,5486.722153,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,0.000455645,563978.1657,5486.721351,22720.70944,0.000801636,0.012225989,1.46E-07,5.38E-07,GOOD,4875.001978,1280.254671
15B,Cotton,Tulare Lake,301.9125279,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,0.004870908,59045.42742,301.9123475,1131.960032,0.000180429,0.001125451,5.98E-07,9.94E-07,GOOD,3710.758752,287.6306468
15B,Field and Grain,Tulare Lake,734.8426221,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,0.001838967,31692.93491,734.840096,2396.595944,0.002526116,0.010249437,3.44E-06,4.28E-06,GOOD,289.315121,-104.5353924
15B,Grapes,Tulare Lake,1377.301648,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.005585057,342.2953291,1377.3016,5521.484289,4.82E-05,0.002297089,3.50E-08,4.16E-07,GOOD,1422.002244,1381.887779
15B,Orchards,Tulare Lake,2140.512333,2277.681025,7.763328774,3.502172688,2519.675644,175.1086344,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127,2437.865948,1.104683353,2437.865948,0.17,79.8460651,2358.019883,-4.882352941,0.051048113,0.819726473,0.062945007,0.066280407,5.476887004,0.003593676,629.5071531,2140.512273,7496.440768,6.02E-05,0.003063127,2.81E-08,4.09E-07,GOOD,2277.681025,1999.713906
15B,Pistachios,Tulare Lake,12457.39274,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,0.000200684,2018786.989,12457.39162,47589.25673,0.001118483,0.022707968,8.98E-08,4.77E-07,GOOD,5088.640658,2459.543262
15B,Safflower,Tulare Lake,291.3315685,574.3765351,1.258,2.392307778,141.3282741,23.92307778,81.61210144,306.5430161,0.74,10,0.195592287,0.424242424,0.112947658,169.1592117,1.243494302,169.1592117,0.17,79.8460651,89.31314664,-4.882352941,0.129889869,0.707728652,0.034141747,0.128239732,0.984596499,0.004638534,17329.2167,291.3309094,696.9518722,0.00065913,0.002905056,2.26E-06,4.17E-06,GOOD,574.3765351,135.8509245
16,Alfalfa,Tulare Lake,2466.454089,279.620574,8.447932227,4.524530937,665.8443229,45.24530937,356.4707563,440.2816103,1.86,10,0.281872792,0.186385019,0.150905255,854.3736596,1.49201919,854.3736596,0.17,79.8460651,774.5275945,-4.882352941,0.020502345,0.968752293,0.004807525,0.005937836,4.170426326,0.000217979,4073804.547,2466.452522,11159.53186,0.001567254,0.015972726,6.35E-07,1.43E-06,GOOD,279.620574,694.9051669
16,Almonds,Tulare Lake,46927.62406,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,5.33E-05,4823673.334,46927.62105,194329.0025,0.003008066,0.044086971,6.41E-08,2.27E-07,GOOD,4875.001978,1280.254671
16,Beans Dry,Tulare Lake,91.6001467,1326.519215,1.43231235,1.919782133,161.8168882,95.98910665,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516,549.5869755,1.339980961,549.5869755,0.17,79.8460651,469.7409104,-4.882352941,0.172577088,0.562373483,0.032747588,0.232301841,1.222194314,0.006498222,60368.8705,91.60006033,175.8521368,8.64E-05,0.000188215,9.43E-07,1.07E-06,GOOD,1326.519215,461.2979102
16,Berries,Tulare Lake,249.3732739,7027.33636,10.36058171,2.39378705,3293.681493,119.6893525,30337.54741,28199.96017,0.25,50,0.045238346,0.387323291,0.416682812,10856.41414,1.119278377,10856.41414,0.17,79.8460651,10776.56807,-4.882352941,0.174311302,0.104580559,0.373720257,0.347387883,10.13221967,0.016040211,16157.39577,249.373272,596.9464218,1.86E-06,9.18E-05,7.44E-09,1.54E-07,GOOD,7027.33636,10689.59267
16,Corn,Tulare Lake,3052.982049,161.4386617,22.01452234,2.280437339,313.2553801,114.021867,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293,830.2803255,1.242698865,830.2803255,0.17,79.8460651,750.4342604,-4.882352941,0.116425873,0.649768804,0.031656403,0.20214892,17.87660128,0.001091829,37363.44926,3052.981716,6962.13238,0.000333132,0.001880253,1.09E-07,2.70E-07,GOOD,161.4386617,684.2824696
16,Cotton,Tulare Lake,889.9776911,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,0.001652388,174054.0995,889.9774573,3336.793452,0.000233845,0.001427506,2.63E-07,4.28E-07,GOOD,3710.758752,287.6306468
16,Cucurbits,Tulare Lake,209.5085738,654.3961754,16.06524008,2.442132231,492.5857332,122.1066116,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591,622.6894345,1.01234223,622.6894345,0.17,79.8460651,542.8433694,-4.882352941,0.055931315,0.478892632,0.34459694,0.120579113,14.09118967,0.095461487,2.41E-05,209.5085698,511.6475563,3.98E-06,8.45E-05,1.90E-08,1.65E-07,GOOD,654.3961754,446.5955544
16,Field and Grain,Tulare Lake,3511.261354,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,0.000384862,151436.7488,3511.256032,11451.56086,0.005322361,0.021359575,1.52E-06,1.87E-06,GOOD,289.315121,-104.5353924
16,Grapes,Tulare Lake,41070.22305,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.000187296,10207.02004,41070.22242,164647.0448,0.000631591,0.02863819,1.54E-08,1.74E-07,GOOD,1422.002244,1381.887779
16,Lettuce,Tulare Lake,82.58610222,1008,18.9,2.300762612,1600,149.5495698,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3872.65043,1.195371133,3872.65043,0.17,79.8460651,3792.804365,-4.882352941,0.197977064,0.316219205,0.452196488,0.033607243,17.51259963,0.048434299,2069.506327,82.58610065,190.0109944,1.57E-06,2.18E-05,1.90E-08,1.15E-07,GOOD,1008,3678.121941
16,Onions and Garlic,Tulare Lake,42.64021801,2408.610949,10.63434095,1.253629891,4112.522919,62.68149455,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415,3583.886346,1.107315543,3583.886346,0.17,79.8460651,3504.040281,-4.882352941,0.299002342,0.007342148,0.278560777,0.415094733,10.62363202,0.057200092,11739.14841,42.64021717,53.4550487,8.37E-07,3.15E-06,1.96E-08,5.90E-08,GOOD,2408.610949,3567.988445
16,Orchards,Tulare Lake,5298.660844,2277.681025,7.763328774,3.502172688,2519.675644,175.1086344,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127,2437.865948,1.104683353,2437.865948,0.17,79.8460651,2358.019883,-4.882352941,0.051048113,0.819726473,0.062945007,0.066280407,5.476887004,0.001451746,1558.292775,5298.660778,18556.82213,6.56E-05,0.003160201,1.24E-08,1.70E-07,GOOD,2277.681025,1999.713906
16,Pasture,Tulare Lake,2941.584815,242.4206904,4.903405501,4.768194291,225.050083,47.68194291,134.7527641,578.8882988,0.51,10,0.189326621,0.486998112,0.113362702,202.3138581,1.147722722,202.3138581,0.17,79.8460651,122.467793,-4.882352941,0.004319593,0.988467259,0.001362017,0.00585113,1.982375428,0.000666574,90238.44836,2941.582952,14026.02763,0.001862531,0.020296083,6.33E-07,1.45E-06,GOOD,242.4206904,22.639033
16,Pistachios,Tulare Lake,1165.276016,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,0.002145414,188839.1984,1165.27597,4451.544242,4.60E-05,0.000885123,3.95E-08,1.99E-07,GOOD,5088.640658,2459.543262
16,Safflower,Tulare Lake,11.31471358,574.3765351,1.258,2.392307778,141.3282741,23.92307778,81.61210144,306.5430161,0.74,10,0.195592287,0.424242424,0.112947658,169.1592117,1.243494302,169.1592117,0.17,79.8460651,89.31314664,-4.882352941,0.129889869,0.707728652,0.034141747,0.128239732,0.984596499,0.119433103,673.0308167,11.31470223,27.06826068,1.13E-05,1.66E-05,1.00E-06,6.14E-07,GOOD,574.3765351,135.8509245
16,Subtropical,Tulare Lake,15179.41306,1157.720607,15.10914155,3.608433712,3535.76379,180.4216856,7560.067345,2801.501829,0.13,50,0.202134149,0.160157528,0.432197361,3414.409877,1.183370838,3414.409877,0.17,79.8460651,3334.563812,-4.882352941,0.061932082,0.845737341,0.067366764,0.024963814,10.32528883,0.000506759,6258.456013,15179.41292,54773.89666,0.000135469,0.009154453,8.92E-09,1.67E-07,GOOD,1157.720607,2943.79187
16,Truck,Tulare Lake,4340.480655,1282.087936,19.71342086,1.84535452,1338.105955,92.267726,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021,10402.85678,1.618587754,10402.85678,0.17,79.8460651,10323.01071,-4.882352941,0.43454107,0.067994298,0.274655408,0.222809224,19.44570323,0.000561925,1822932.372,4340.480595,8009.724232,6.00E-05,0.001364068,1.38E-08,1.70E-07,GOOD,1282.087936,10324.85784
16,Walnuts,Tulare Lake,1412.119468,1793.152974,1.862011475,3.425917313,854.5630698,171.2958657,299.4355442,912.0012941,0.13,50,0.25594369,0.273146576,0.089681664,1101.57564,1.421304047,1101.57564,0.17,79.8460651,1021.729575,-4.882352941,0.026757538,0.956671517,0.004095905,0.01247504,0.989582614,0.005447349,163.8655486,1412.119424,4837.80359,4.40E-05,0.000943105,3.11E-08,1.95E-07,GOOD,1793.152974,686.0260341
16,Tomatoes,Tulare Lake,319.050942,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,0.004235535,135198.1229,319.0508979,708.3586543,4.41E-05,0.00020485,1.38E-07,2.89E-07,GOOD,97.3922824,1907.495124
17,Alfalfa,Tulare Lake,4774.228325,279.620574,8.447932227,4.524530937,665.8443229,45.24530937,356.4707563,440.2816103,1.86,10,0.281872792,0.186385019,0.150905255,854.3736596,1.49201919,854.3736596,0.17,79.8460651,774.5275945,-4.882352941,0.020502345,0.968752293,0.004807525,0.005937836,4.170426326,0.000112612,7885520.004,4774.226379,21601.1245,0.001946107,0.0192552,4.08E-07,8.91E-07,GOOD,279.620574,694.9051669
17,Almonds,Tulare Lake,33063.93584,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,7.56E-05,3398629.886,33063.93448,136918.9759,0.001362203,0.019158588,4.12E-08,1.40E-07,GOOD,4875.001978,1280.254671
17,Beans Dry,Tulare Lake,53.77919298,1326.519215,1.43231235,1.919782133,161.8168882,95.98910665,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516,549.5869755,1.339980961,549.5869755,0.17,79.8460651,469.7409104,-4.882352941,0.172577088,0.562373483,0.032747588,0.232301841,1.222194314,0.011068186,35443.05608,53.77915992,103.2442633,3.31E-05,7.05E-05,6.15E-07,6.83E-07,GOOD,1326.519215,461.2979102
17,Berries,Tulare Lake,1815.355668,7027.33636,10.36058171,2.39378705,3293.681493,119.6893525,30337.54741,28199.96017,0.25,50,0.045238346,0.387323291,0.416682812,10856.41414,1.119278377,10856.41414,0.17,79.8460651,10776.56807,-4.882352941,0.174311302,0.104580559,0.373720257,0.347387883,10.13221967,0.002203425,117620.5434,1815.355659,4345.574458,8.78E-06,0.000431608,4.83E-09,9.93E-08,GOOD,7027.33636,10689.59267
17,Corn,Tulare Lake,11457.56345,161.4386617,22.01452234,2.280437339,313.2553801,114.021867,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293,830.2803255,1.242698865,830.2803255,0.17,79.8460651,750.4342604,-4.882352941,0.116425873,0.649768804,0.031656403,0.20214892,17.87660128,0.000290929,140221.6206,11457.56264,26128.25109,0.00081287,0.004416148,7.09E-08,1.69E-07,GOOD,161.4386617,684.2824696
17,Cotton,Tulare Lake,186.8571123,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,0.007870122,36543.88951,186.8570807,700.5835046,3.16E-05,0.000186255,1.69E-07,2.66E-07,GOOD,3710.758752,287.6306468
17,Cucurbits,Tulare Lake,441.0893964,654.3961754,16.06524008,2.442132231,492.5857332,122.1066116,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591,622.6894345,1.01234223,622.6894345,0.17,79.8460651,542.8433694,-4.882352941,0.055931315,0.478892632,0.34459694,0.120579113,14.09118967,0.045342282,5.07E-05,441.089391,1077.198518,5.44E-06,0.000113732,1.23E-08,1.06E-07,GOOD,654.3961754,446.5955544
17,Field and Grain,Tulare Lake,5052.228033,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,0.000267476,217896.9066,5052.223087,16477.25132,0.004946472,0.019629944,9.79E-07,1.19E-06,GOOD,289.315121,-104.5353924
17,Grapes,Tulare Lake,63861.60663,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.000120453,15871.27242,63861.606,256015.7882,0.000631652,0.027158039,9.89E-09,1.06E-07,GOOD,1422.002244,1381.887779
17,Lettuce,Tulare Lake,2.07427826,1008,18.9,2.300762612,1600,149.5495698,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3872.65043,1.195371133,3872.65043,0.17,79.8460651,3792.804365,-4.882352941,0.197977064,0.316219205,0.452196488,0.033607243,17.51259963,1.928381586,51.97886652,2.074278234,4.772423856,2.56E-08,-1.99E-06,1.23E-08,4.17E-07,GOOD,1008,3678.121941
17,Onions and Garlic,Tulare Lake,33.51575746,2408.610949,10.63434095,1.253629891,4112.522919,62.68149455,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415,3583.886346,1.107315543,3583.886346,0.17,79.8460651,3504.040281,-4.882352941,0.299002342,0.007342148,0.278560777,0.415094733,10.62363202,0.072772468,9227.120994,33.51575703,42.01635393,4.31E-07,1.44E-06,1.29E-08,3.43E-08,GOOD,2408.610949,3567.988445
17,Orchards,Tulare Lake,55461.23436,2277.681025,7.763328774,3.502172688,2519.675644,175.1086344,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127,2437.865948,1.104683353,2437.865948,0.17,79.8460651,2358.019883,-4.882352941,0.051048113,0.819726473,0.062945007,0.066280407,5.476887004,0.000138697,16310.69497,55461.23392,194234.8,0.000442969,0.020193727,7.99E-09,1.04E-07,GOOD,2277.681025,1999.713906
17,Pasture,Tulare Lake,4707.276995,242.4206904,4.903405501,4.768194291,225.050083,47.68194291,134.7527641,578.8882988,0.51,10,0.189326621,0.486998112,0.113362702,202.3138581,1.147722722,202.3138581,0.17,79.8460651,122.467793,-4.882352941,0.004319593,0.988467259,0.001362017,0.00585113,1.982375428,0.000416543,144404.2578,4707.275085,22445.19109,0.001909801,0.020202336,4.06E-07,9.00E-07,GOOD,242.4206904,22.639033
17,Pistachios,Tulare Lake,1711.496638,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,0.00146071,277357.1658,1711.496595,6538.196515,4.35E-05,0.000800738,2.54E-08,1.22E-07,GOOD,5088.640658,2459.543262
17,Subtropical,Tulare Lake,59791.93827,1157.720607,15.10914155,3.608433712,3535.76379,180.4216856,7560.067345,2801.501829,0.13,50,0.202134149,0.160157528,0.432197361,3414.409877,1.183370838,3414.409877,0.17,79.8460651,3334.563812,-4.882352941,0.061932082,0.845737341,0.067366764,0.024963814,10.32528883,0.000128651,24652.15316,59791.93793,215755.2238,0.000343964,0.021957995,5.75E-09,1.02E-07,GOOD,1157.720607,2943.79187
17,Truck,Tulare Lake,2612.26504,1282.087936,19.71342086,1.84535452,1338.105955,92.267726,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021,10402.85678,1.618587754,10402.85678,0.17,79.8460651,10323.01071,-4.882352941,0.43454107,0.067994298,0.274655408,0.222809224,19.44570323,0.000933682,1097109.487,2612.265016,4820.554599,2.36E-05,0.000500214,9.02E-09,1.04E-07,GOOD,1282.087936,10324.85784
17,Walnuts,Tulare Lake,5332.57408,1793.152974,1.862011475,3.425917313,854.5630698,171.2958657,299.4355442,912.0012941,0.13,50,0.25594369,0.273146576,0.089681664,1101.57564,1.421304047,1101.57564,0.17,79.8460651,1021.729575,-4.882352941,0.026757538,0.956671517,0.004095905,0.01247504,0.989582614,0.001442513,618.8040013,5332.573973,18268.95567,0.000107186,0.002194201,2.01E-08,1.20E-07,GOOD,1793.152974,686.0260341
17,Tomatoes,Tulare Lake,199.4263984,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,0.006776191,84507.11526,199.4263805,442.7676338,1.79E-05,7.96E-05,8.99E-08,1.80E-07,GOOD,97.3922824,1907.495124
18,Alfalfa,Tulare Lake,41477.93063,279.620574,8.447932227,4.524530937,665.8443229,45.24530937,356.4707563,440.2816103,1.86,10,0.281872792,0.186385019,0.150905255,854.3736596,1.49201919,854.3736596,0.17,79.8460651,774.5275945,-4.882352941,0.020502345,0.968752293,0.004807525,0.005937836,4.170426326,1.30E-05,68508464.5,41477.92302,187668.0968,0.007607614,0.083580319,1.83E-07,4.45E-07,GOOD,279.620574,694.9051669
18,Almonds,Tulare Lake,74137.86502,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,3.37E-05,7620604.062,74137.86365,307007.6501,0.001365113,0.022046305,1.84E-08,7.18E-08,GOOD,4875.001978,1280.254671
18,Beans Dry,Tulare Lake,910.5068121,1326.519215,1.43231235,1.919782133,161.8168882,95.98910665,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516,549.5869755,1.339980961,549.5869755,0.17,79.8460651,469.7409104,-4.882352941,0.172577088,0.562373483,0.032747588,0.232301841,1.222194314,0.000653744,600067.4651,910.5065744,1747.974162,0.000237652,0.000547613,2.61E-07,3.13E-07,GOOD,1326.519215,461.2979102
18,Berries,Tulare Lake,1574.376586,7027.33636,10.36058171,2.39378705,3293.681493,119.6893525,30337.54741,28199.96017,0.25,50,0.045238346,0.387323291,0.416682812,10856.41414,1.119278377,10856.41414,0.17,79.8460651,10776.56807,-4.882352941,0.174311302,0.104580559,0.373720257,0.347387883,10.13221967,0.002540688,102007.0242,1574.376583,3768.722085,3.27E-06,0.000198779,2.08E-09,5.27E-08,GOOD,7027.33636,10689.59267
18,Corn,Tulare Lake,131665.7616,161.4386617,22.01452234,2.280437339,313.2553801,114.021867,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293,830.2803255,1.242698865,830.2803255,0.17,79.8460651,750.4342604,-4.882352941,0.116425873,0.649768804,0.031656403,0.20214892,17.87660128,2.53E-05,1611371.087,131665.7576,300255.4939,0.004006174,0.025078174,3.04E-08,8.35E-08,GOOD,161.4386617,684.2824696
18,Cotton,Tulare Lake,17969.94274,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,8.18E-05,3514405.173,17969.94139,67374.72831,0.001349149,0.008747533,7.51E-08,1.30E-07,GOOD,3710.758752,287.6306468
18,Cucurbits,Tulare Lake,35.30720929,654.3961754,16.06524008,2.442132231,492.5857332,122.1066116,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591,622.6894345,1.01234223,622.6894345,0.17,79.8460651,542.8433694,-4.882352941,0.055931315,0.478892632,0.34459694,0.120579113,14.09118967,0.566456551,4.06E-06,35.3072091,86.22487198,1.87E-07,1.81E-06,5.31E-09,2.10E-08,GOOD,654.3961754,446.5955544
18,Field and Grain,Tulare Lake,39484.0753,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,3.42E-05,1702903.711,39484.05832,128772.7807,0.016977637,0.070176207,4.30E-07,5.45E-07,GOOD,289.315121,-104.5353924
18,Grapes,Tulare Lake,44970.87627,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.000171051,11176.43395,44970.87607,180284.4543,0.000198313,0.010171807,4.41E-09,5.64E-08,GOOD,1422.002244,1381.887779
18,Lettuce,Tulare Lake,403.3620594,1008,18.9,2.300762612,1600,149.5495698,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3872.65043,1.195371133,3872.65043,0.17,79.8460651,3792.804365,-4.882352941,0.197977064,0.316219205,0.452196488,0.033607243,17.51259963,0.009916649,10107.75799,403.3620573,928.0403059,2.14E-06,3.95E-05,5.31E-09,4.26E-08,GOOD,1008,3678.121941
18,Orchards,Tulare Lake,15159.21317,2277.681025,7.763328774,3.502172688,2519.675644,175.1086344,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127,2437.865948,1.104683353,2437.865948,0.17,79.8460651,2358.019883,-4.882352941,0.051048113,0.819726473,0.062945007,0.066280407,5.476887004,0.000507434,4458.200487,15159.21312,53090.1794,5.34E-05,0.002940332,3.53E-09,5.54E-08,GOOD,2277.681025,1999.713906
18,Pasture,Tulare Lake,3371.268029,242.4206904,4.903405501,4.768194291,225.050083,47.68194291,134.7527641,578.8882988,0.51,10,0.189326621,0.486998112,0.113362702,202.3138581,1.147722722,202.3138581,0.17,79.8460651,122.467793,-4.882352941,0.004319593,0.988467259,0.001362017,0.00585113,1.982375428,0.000581616,103419.7601,3371.267411,16074.85373,0.000617919,0.007234356,1.83E-07,4.50E-07,GOOD,242.4206904,22.639033
18,Pistachios,Tulare Lake,66440.1256,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,3.76E-05,10766977,66440.12485,253812.1393,0.000749849,0.016252215,1.13E-08,6.40E-08,GOOD,5088.640658,2459.543262
18,Potatoes,Tulare Lake,382.9543082,697.8686048,20.75531565,1.233512156,1479.227265,61.6756078,1543.541499,8971.834969,0.41,50,0.10212496,0.619410086,0.106565176,2428.203834,1.144195941,2428.203834,0.17,79.8460651,2348.357769,-4.882352941,0.267730538,0.01177374,0.10576084,0.614734883,20.72313242,0.00636897,53526.31076,382.9543042,472.3787681,4.02E-06,2.62E-05,1.05E-08,5.56E-08,GOOD,697.8686048,2413.80183
18,Subtropical,Tulare Lake,102847.6806,1157.720607,15.10914155,3.608433712,3535.76379,180.4216856,7560.067345,2801.501829,0.13,50,0.202134149,0.160157528,0.432197361,3414.409877,1.183370838,3414.409877,0.17,79.8460651,3334.563812,-4.882352941,0.061932082,0.845737341,0.067366764,0.024963814,10.32528883,7.48E-05,42403.99036,102847.6803,371119.0177,0.000261737,0.020216698,2.54E-09,5.45E-08,GOOD,1157.720607,2943.79187
18,Truck,Tulare Lake,386.8312028,1282.087936,19.71342086,1.84535452,1338.105955,92.267726,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021,10402.85678,1.618587754,10402.85678,0.17,79.8460651,10323.01071,-4.882352941,0.43454107,0.067994298,0.274655408,0.222809224,19.44570323,0.006305139,162462.911,386.8312013,713.8406721,1.48E-06,3.64E-05,3.82E-09,5.11E-08,GOOD,1282.087936,10324.85784
