g,HR_Region,shortage_pct,IMPLAN_category,crop_class,basin,i,p,y,xland,xlandsc,xwater,xwatersc,grev_base,gross_revenue,iterations,statussc,lambdawater
ANT01-IDs,Sacramento River,0.9,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,230.6169292,230.7562978800944,662.8889632586987,661.6313363895001,982477.3184165967,983071.0587268394,2,Good,78.0455554453621
ANT01-IDs,Sacramento River,0.9,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,417.254489,214.12530625356925,1763.595640312418,902.7736948560854,313984.0029725,161129.29295581087,2,Good,78.0455554453621
ANT01-IDs,Sacramento River,0.9,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,1854.420103,1849.3295222271051,6536.722008614954,6502.4810002742715,7366666.799564798,7346444.514274901,2,Good,78.0455554453621
ANT02-WAs,Sacramento River,0.9,Other field and grain,Field and grain,ANT,Field and Grain,173.22984259999996,2.485487486,610.495454,594.1475594041606,647.1251812400001,628.2219157722166,262855.29262474744,255816.53322099947,2,Good,77.10306946012754
ANT02-WAs,Sacramento River,0.9,Trees and Vine,Trees and vines,ANT,Orchards,2061.666385,2.066393172,752.5419621,737.6084516873417,2151.904185154842,2103.92857993466,3205989.3065299396,3142369.3662433755,2,Good,77.10306946012754
ANT02-WAs,Sacramento River,0.9,Alfalfa and Pasture,Alfalfa and pasture,ANT,Pasture,215.0,3.5,1220.895677,832.5630167186285,5160.3190618602985,3510.1689000809324,918723.9969425,626503.670080768,2,Good,77.10306946012754
ANT02-WAs,Sacramento River,0.9,Trees and Vine,Trees and vines,ANT,Almonds,5165.974452,0.8565781309999999,183.9848881,177.56910174292528,657.3511614181565,632.8424153983368,814144.305247965,785754.0609173494,2,Good,77.10306946012754
ANT02-WAs,Sacramento River,0.9,Trees and Vine,Trees and vines,ANT,Walnuts,1949.323208,2.037882063,2919.768044,2885.347693237664,10261.959243363643,10115.631238429209,11598751.694596492,11462017.167840622,2,Good,77.10306946012754
BND01-FULL,Sacramento River,0.9,Other field and grain,Field and grain,BND,Field and Grain,173.22984259999996,2.485487486,131.04541,129.77336742357772,126.24041158965153,124.70247187035167,56422.99114102823,55875.29971848634,2,Good,76.27475783231759
BND01-FULL,Sacramento River,0.9,Alfalfa and Pasture,Alfalfa and pasture,BND,Pasture,215.0,3.5,255.415207,227.40352433482911,931.839813453195,827.569740071749,192199.9432675,171121.1520619589,2,Good,76.27475783231759
BTE01-IDs,Sacramento River,0.9,Alfalfa and Pasture,Alfalfa and pasture,BTE,Alfalfa,187.2098036,5.87624882,427.562673,398.5147741248405,1514.5220015983195,1408.0988050685087,470358.0141824669,438402.6708050222,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Other field and grain,Field and grain,BTE,Beans Dry,1054.225767,1.083582552,236.478384,178.91019345321146,507.90301813255076,383.29868575277004,270138.87017771375,204376.3861424507,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Corn,Corn,BTE,Corn,166.71940680000003,5.454093572000001,935.383313,814.2629536419383,2027.7031598334186,1760.7282660762726,850547.0817881573,740411.9459936916,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Other field and grain,Field and grain,BTE,Field and Grain,173.22984259999996,2.485487486,912.973112,922.102843660322,876.45418752,883.0056740397492,393090.25634986354,397021.1591460036,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Trees and Vine,Trees and vines,BTE,Orchards,2061.666385,2.066393172,5141.725886,5079.008442811239,15705.676682862206,15475.31748687167,21904849.21481853,21637659.52663826,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Alfalfa and Pasture,Alfalfa and pasture,BTE,Pasture,215.0,3.5,2085.238983,1953.3095333118772,8420.89009231992,7868.394632031068,1569142.3347075002,1469865.4238171875,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Corn,Field and grain,BTE,Rice,370.9204663,4.450435008,101766.3145,90290.39277944893,457948.41524999996,405290.99653601146,167991499.62229526,149047536.59429893,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Other field and grain,Field and grain,BTE,Safflower,429.9064999,1.059039203,712.990372,224.62968689941079,1589.96852956,499.6718864560713,324615.8442829781,102271.16427860159,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Trees and Vine,Trees and vines,BTE,Subtropical,942.1801854,4.535541375,567.2561944,564.4015270565704,1345.6335689257771,1335.5146176587928,2424054.3149194126,2411855.4729150175,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Other field and grain,Field and grain,BTE,Sunflowers,3239.762235,0.6099125320000001,230.893158,215.35535542088337,557.4787024907141,518.6636275143113,456238.320031611,425536.0635980141,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Vegetables and non-tree fruits,Vegetables,BTE,Tomatoes Processing,77.35725946,46.64298896,774.191738,722.2821027789661,1614.6198805951963,1502.5935389640335,2793418.34442959,2606119.358711036,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Vegetables and non-tree fruits,Vegetables,BTE,Truck,742.4217034,17.44810947,55.63443,55.339163159835174,142.4241408,141.31408581230122,720680.3477857313,716855.503906508,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Trees and Vine,Trees and vines,BTE,Almonds,5165.974452,0.8565781309999999,2552.898447,2502.974168667792,8866.486306076551,8671.361185775557,11296730.693293411,11075812.729228398,2,Good,53.79849459940139
BTE01-IDs,Sacramento River,0.9,Trees and Vine,Trees and vines,BTE,Walnuts,1949.323208,2.037882063,16765.31941,16652.716027681006,58010.78924107186,57477.10935740651,66600077.12488991,66152761.22451433,2,Good,53.79849459940139
BTE02-WAs,Sacramento River,0.9,Alfalfa and Pasture,Alfalfa and pasture,BTE,Alfalfa,187.2098036,5.87624882,844.261016,756.5280582750534,2952.099352894754,2638.7131016537796,928764.2725010093,832250.001308163,2,Good,70.0830950829372
