g,i,hr,xland,p,y,xwater,omegaland,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater,omegawater_init,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,xratio_labor,xratio_supply,,pc,pimarginal
- TRC02-CC-WAs,Alfalfa,San Joaquin River,160.8228498,281,6.7,4.134965358,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826789999997,1675.287002,8.644818018,1675.287002,385.7163598,1289.570643,-4.882352941,0.007860775,0.992137544,0.012009505230521716,0.015242615484271678,2.543266983132194,0.003343023,225381.00820774617,160.8225021545764,664.9944469669689,0.000347645,0.002465731,2.1616668529039858e-06,3.707883181386552e-06,GOOD,1.939072961544676,1.5277763122781245,,281,1675.432757
- TRC02-CC-WAs,Almonds & Pistachios,San Joaquin River,173.7257829,4883,1.2,3.753630493,0.287448101,0.311217018,0.03090217,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.6815247,5671.2376822589995,29.62679316913464,5671.2376822589995,385.7163598,5285.521322,-4.882352941,0.045237361,0.9547595011419076,0.043475573,0.1379693117604546,0.6407713271399752,0.014390495,30150.846612609566,173.72576524320993,652.1014027639507,1.7656790078035556e-05,0.00099335,1.0163597931919612e-07,1.523303384953321e-06,GOOD,3.0498974152879694,0.9610545813701002,,4883,5671.288908
- TRC02-CC-WAs,Citrus & Subtropical,San Joaquin River,268.0468523,933,3.6,3.247465856,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,162.3732928,3195.74045,19.617723303371225,3195.74045,385.7163598,2810.02409,-4.882352941,0.058907246212131364,0.9410834844771222,0.081902114,0.029113953243963684,2.0362492143992172,0.028697624,44.68540120814716,268.04683821359794,870.4716927554106,1.4086402075008664e-05,0.001307897,5.255201452335302e-08,1.502513131882496e-06,GOOD,0.49423381869050864,1.3903572019867076,,933,3195.397811
- TRC02-CC-WAs,Corn,San Joaquin River,276.3050338,59,27.1,2.415829265,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.7914633,1477.228776,12.515382455355429,1477.228776,385.7163598,1091.512416,-4.882352941,0.14154713132592708,0.8583910534399068,0.059649214,0.374386554,18.453710581229604,0.012063961656761294,3228.373448930482,276.3049733802991,667.5046468672108,6.0419700901093165e-05,0.001139854,2.1867028649513212e-07,1.7076311038350523e-06,GOOD,2.644960375498291,0.4214088525991567,,59,1476.519782
- TRC02-CC-WAs,Cucurbits,San Joaquin River,326.5079816,203,12,2.299627126,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,114.98135629999999,2320.0483831340002,20.00834540048819,2320.0483831340002,385.7163598,1934.332023,-4.882352941,0.25706394645507785,0.7428382916827645,0.098776054,0.034576504,9.176584256961515,0.061254245,6.509159700168842e-05,326.5079752852629,750.8455108277075,6.314737106549728e-06,0.001100515,1.9340222789058238e-08,1.4656990452803082e-06,GOOD,0.13450545739469513,0.38424701518246485,,203,2315.476273
- TRC02-CC-WAs,Dry Beans,San Joaquin River,12.64501867,1752,1.3,2.212101358,0.272510229,0.8579188204514863,0.0413722,1.68,0.17,521.9411016,903.6303871,214.6292221,50,110.6050679,2166.1327210739996,19.459906781997343,2166.1327210739996,385.7163598,1780.416361,-4.882352941,0.28872973696067933,0.7111916700994851,0.16272707643588152,0.7410177533837519,1.0183426341729915,0.047072931,20859.705898637603,12.645010183571257,27.972013505065743,8.486428743736951e-06,4.946677661266108e-05,6.711282098673999e-07,1.7684350511600107e-06,GOOD,2.5664753522934403,0.5635965250716192,,1752,2165.823131
- TRC02-CC-WAs,Grain,San Joaquin River,529.1175685,164,2.5,0.466656841,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,385.7163598,16.079804662496404,385.7163598,385.7163598,0,-4.882352941,0.9969937457477995,0.001458566,0.7205097397924388,3.1023777916232085,2.5294268245072735,0.002553972,35.62909030107439,529.1194091,246.91683808671232,-0.001840648,-0.000505053,3.4787128016164397e-06,2.0454414458573445e-06,GOOD,3.1117324505343373,0.7226823065494933,,164,385.6063819
- TRC02-CC-WAs,Pasture,San Joaquin River,1345.535872,276,5,4.600187047,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,46.00187047,1333.302143,28.144454633191646,1333.302143,385.7163598,947.5857833,-4.882352941,0.016561843137045708,0.983433872,0.03058538,0.03747849,2.1739416021473135,0.001457252,91556.03609929382,1345.5346489589547,6189.666579419433,0.001223041,0.050110228817175084,9.089620505117859e-07,8.095722523290925e-06,GOOD,2.262942000342034,1.8467377139832826,,276,1333.475808
- TRC02-CC-WAs,Safflower,San Joaquin River,34.51428908,574,1.3,2.40565496,0.396694215,0.4537037030434028,0.032158708,0.74,0.17,212.2655769,227.006242,60.43672676,10,24.0565496,721.2095661029999,28.437548127244778,721.2095661029999,385.7163598,335.4932063,-4.882352941,0.2921276931477399,0.7076548363173354,0.2731583626653132,1.0260094628345773,1.0173338142640564,0.039153387984294866,2220.9724056843143,34.51422891440798,83.02877952309544,6.0165592017824565e-05,0.000691193,1.7432082080082228e-06,8.324671642942138e-06,GOOD,3.5121951355556216,0.9350649358914657,,574,721.2608938
- TRC02-CC-WAs,Tomato Processing,San Joaquin River,429.1841032,101,43.3,2.379660861,0.124471553,2.283636824869254,0.28639447182202826,0.74,0.17,657.2463564,2815.18314,996.9547547,50,118.9830431,4253.470529742999,34.758124275395524,4253.470529742999,385.7163598,3867.75417,-4.882352941,0.34156133537662675,0.658380692,0.079742572,0.22517565855206298,34.94636489727694,0.003148652,318026.82348847116,429.1840390714366,1021.3110095261698,6.412856339466089e-05,0.001603022,1.4941970803792084e-07,1.5695706048708234e-06,GOOD,0.6592539471827814,0.23346486717761028,,101,4251.622454
- TRC02-CC-WAs,Truck Crops,San Joaquin River,205.7094683,5380.668005,9.092879265,2.667732673,0.139554281,1.1244727167916924,1.262909809962677,0.288158927,0.17,7441.94487,27484.23099,27982.75263,50,133.38663365000002,48791.422394198424,346.84549549448735,48791.422394198424,385.7163598,48405.70603,-4.882352941,0.752372136,0.24761528182464734,0.2650512298298877,0.25010254818379807,8.582954080081398,0.016869943963976175,89258.35984833192,205.70946719932292,548.7771110800605,1.1006770819221856e-06,0.000758649,5.350638893864593e-09,1.3824342217851077e-06,GOOD,0.332418674,0.35228740820875265,,5380.668005,48789.85096
Butte Valley,Alfalfa,North Coast,10605.70113,236,6.3,2.331077971,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,116.5538986,1369.581372,12.079991215397628,1369.581372,855.1104161,514.4709556,-4.882352941,0.1586903630951053,0.8412681146726797,0.24244337772351657,0.3077121923354258,4.394230372170037,5.069296239937986e-05,5931711.419850639,10605.709566671487,24722.708444496304,-0.008436671,0.007826657,7.954845590947319e-07,3.165775320749928e-07,GOOD,1.939072961544676,1.5277763122781245,,236,1369.727126
Butte Valley,Grain,North Coast,4195.162496,281,4.4,1.227063393,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,61.35316965,1174.0960322270003,18.89966003150927,1174.0960322270003,855.1104161,318.9856161,-4.882352941,0.8753670213087402,0.12418628352693944,0.6326122580367598,2.723907966,4.326978924518959,0.000322121,256652.47048661634,4195.167872856219,5147.731381801737,-0.005376856,-0.001055274,1.281680083769502e-06,2.049978461288231e-07,GOOD,3.1117324505343373,0.7226823065494933,,281,1173.986054
Butte Valley,Onions & Garlic,North Coast,240.0443817,204,28,1.699157349,0.178481578,0.8220938475297447,0.4158621200492846,0.41,0.17,887.6914461,1905.136225,1355.002253,50,84.95786745000001,5626.208158949999,63.409293161450336,5626.208158949999,855.1104161,4771.097743,-4.882352941,0.832603722,0.16729927652334717,0.3879487418369527,0.5454568060366722,27.052387788543573,0.010160722667077954,40968.977823845926,240.0443901733969,407.8727758966396,-8.47E-06,0.000399355,3.5299292693383134e-08,9.791158152972043e-07,GOOD,0.6551217479671209,0.46594644170006466,,204,5625.625695
Butte Valley,Pasture,North Coast,3815.731408,197,4.5,3.069359746,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,30.69359746,855.1104161,26.897002455235135,855.1104161,855.1104161,0,-4.882352941,0.10453064655885982,0.8954271873375361,0.19304068726730328,0.23654679042095242,2.854335186,0.000513869,96.11275884,3815.7176795979253,11711.748108016114,0.013728402074775659,0.10427724698820384,3.597842879085492e-06,8.903565683547616e-06,GOOD,2.262942000342034,1.8467377139832826,,197,855.2840805
Butte Valley,Potatoes,North Coast,86.98386867,218,22.6,2.70089927,0.150675135,1.4974640784942694,0.060261523,0.41,0.17,793.9256634,2502.863999,502.0871398,50,135.0449635,4791.034066890001,34.56088261,4791.034066890001,855.1104161,3935.923651,-4.882352941,0.2171862721906731,0.782787876,0.068892978,0.34342595481356025,16.62500357222312,0.028039962,12247.037083133862,86.98386965591412,234.9344332828699,-9.86E-07,0.00023411,1.1334447732564917e-08,9.964885625286431e-07,GOOD,1.5812507454985842,0.31720687248646934,,218,4790.046636
Butte Valley,Truck Crops,North Coast,1400.077263,5796.485366,4.228743052,1.856129243,0.139554281,1.1244727167916924,1.262909809962677,0.250364991,0.17,7441.94487,27484.23099,27982.75263,50,92.80646215,24418.085248677173,248.9774552801085,24418.085248677173,855.1104161,23562.97483,-4.882352941,0.9277370814693979,0.072231918,0.3268300919300066,0.3083971308765546,4.1675391862387485,0.00285282,152164.34018244696,1400.0772684059689,2598.7216963538845,-5.41E-06,0.00265396,3.861193321412205e-09,1.0212548388163377e-06,GOOD,0.332418674,0.35228740820875265,,5796.485366,24416.51382
Coachella,Alfalfa,Colorado River,47.55345072,266,7.5,6.349688555,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,317.4844278,1676.8508425119999,5.9720415889256735,1676.8508425119999,1676.850843,0,-4.882352941,0.000635703,0.9993641608812999,0.000971212,0.001232675,1.7208507367560886,0.011305896847902829,15.824769029901331,47.55189653569845,301.93928902782096,0.001554184,0.010312759719568021,3.2682892156560484e-05,3.415391064772572e-05,GOOD,1.939072961544676,1.5277763122781245,,266,1676.996597
Coachella,Citrus & Subtropical,Colorado River,5839.439098,2695,3.9,5.958172293,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,297.9086147,10211.90513,33.523683520173456,10211.90513,1676.850843,8535.054285,-4.882352941,0.005600371,0.9943993528746404,0.007786517,0.002767893,1.3564945384989127,0.001317302,2956.6731652235694,5839.439110575883,34792.33856820387,-1.26E-05,0.045672161,2.1536115307672422e-09,1.3127056864875789e-06,GOOD,0.49423381869050864,1.3903572019867076,,2695,10211.56249
Coachella,Corn,Colorado River,1014.780906,532,16.2,3.708931611,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,185.4465806,8432.073658,44.05174240858283,8432.073658,1676.850843,6755.222816,-4.882352941,0.070275768,0.9297188542634985,0.029614830910955247,0.18587662267519087,9.446268688150058,0.003284781,73366.87571152282,1014.7809504712963,3763.7482424532077,-4.45E-05,0.004738049,4.3823544598407895e-08,1.2588630116191706e-06,GOOD,2.644960375498291,0.4214088525991567,,532,8431.364664
Coachella,Cucurbits,Colorado River,376.5089441,419,15.7,2.811221224,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,140.5610612,6436.768678233999,44.266156359409244,6436.768678233999,1676.850843,4759.917836,-4.882352941,0.22751797691315612,0.7724508353632622,0.087423104,0.030602409550219752,11.64494758560549,0.053119588,0.000184698,376.50894933741114,1058.448579884337,-5.24E-06,0.001354795,1.3910456079827576e-08,1.2799806285505617e-06,GOOD,0.13450545739469513,0.38424701518246485,,419,6432.196568
Coachella,Dry Beans,Colorado River,119.1069023,1399,13.2,2.712448276,0.272510229,0.8579188204514863,0.0413722,1.68,0.17,521.9411016,903.6303871,214.6292221,50,135.6224138,18330.31538,128.86014519108093,18330.31538,1676.850843,16653.46453,-4.882352941,0.5086377699115833,0.49134586705084393,0.2866664796423461,1.3054062997235805,11.510635452861788,0.004997511,1837592.8583045395,119.10691865890945,323.0709527328886,-1.64E-05,0.00035907,1.3734644367792926e-07,1.111427829489507e-06,GOOD,2.5664753522934403,0.5635965250716192,,1399,18330.00578
Coachella,Grain,Colorado River,22.89881662,227,8.7,2.463802738,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,123.1901369,1850.759065,15.150982570806882,1850.759065,1676.850843,173.9082225,-4.882352941,0.15542182836928578,0.8445278523595813,0.11232060541405492,0.48363114685808484,6.021204280226563,0.059014026,764.4644628248096,22.89895816395847,56.418452141980055,-0.000141544,-0.000285057,6.1812783086466394e-06,5.0525686826365065e-06,GOOD,3.1117324505343373,0.7226823065494933,,227,1850.649087
