g,i,hr,xland,p,y,xwater_unit,omegaland,omegasupplies,omegalabor,theta,sigma,omegaland_init,omegasupplies_init,omegalabor_init,omegawater_unit,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupplies,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,year
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Corn,San Joaquin River,37682.97582,67.30466003,24.75833333,2.393263944,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,119.6631972,1545.8082495280700,13.165440556961300,1545.8082495280700,642.137046295,903.671203233068,-4.88235294117647,0.15421360573509500,0.8457220348132610,5.55145798581009E-05,8.84487178607325E-06,17.14348580831860,8.8457274426936E-05,364536.74994094000,37682.97779879290,90185.28808821000,-0.0019787928686128,0.019244419803726500,5.25115871438839E-08,2.13387528111951E-07,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Cotton,San Joaquin River,47932.68471,3380.07739,0.7765,3.662861081,0.148539114,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,183.14305405,2440.815031745,13.598709955082800,2440.815031745,642.137046295,1798.67798545,-4.88235294117647,0.023008536743824700,0.9769865290397630,4.19683801184685E-06,7.37378400737545E-07,0.36398036021711400,3.06802809855404E-05,13472915.758610000,47932.68590394060,175570.72308220600,-0.0011939405885641500,0.04224989723297770,2.49086942612889E-08,2.40643122749163E-07,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Cucurbits,San Joaquin River,9408.253118,462.3130002,15.9225,2.335253402,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,116.76267010000000,7243.445815018500,59.54703059545960,7243.445815018500,642.137046295,6601.3087687235,-4.88235294117647,0.4966944593840060,0.5032450370988720,1.56877387090723E-05,4.48157784128778E-05,13.841959880673200,0.002125793146629500,0.006400666356680470,9408.253129575330,21970.649648860300,-1.15753264253726E-05,0.005451826284115670,1.23033747925282E-09,2.48141271124196E-07,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Dry Beans,San Joaquin River,5104.503119,1608.447195,1.278888889,2.212101358,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,110.6050679,1945.557967302720,17.575307139017400,1945.557967302720,642.137046295,1303.42092100772,-4.88235294117647,0.2671870046536700,0.7327320220079990,6.63933881271931E-05,1.45799502039944E-05,0.9871355219847620,0.00011661038917235600,6164950.762416560,5104.504246430830,11291.677867532500,-0.0011274308280917500,0.0004139226221013810,2.208698480162E-07,3.66573162805379E-08,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Grain,San Joaquin River,27372.96728,228.251152,3.221166667,0.508134794,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,25.406739700000000,708.8774647037500,26.56635899121090,708.8774647037500,642.137046295,66.7404184087503,-4.88235294117647,0.9978454707439360,0.0013113274649203400,0.0006842813159431350,0.00015892047520010600,3.2435803175651800,4.93680987350872E-05,351835.18458766000,27373.05643742360,13909.198873594700,-0.0891574235902226,-0.04178360317564510,3.2571340431684E-06,3.00403560800323E-06,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Lettuce,San Joaquin River,1031.061203,786.0637345,12.864,3.326092372,0.164570286,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,166.3046186,9944.662497363000,57.576970302289000,9944.662497363000,642.137046295,9302.525451068,-4.88235294117647,0.14471981148577700,0.8552686602877870,4.87000989263906E-06,6.65821654254209E-06,8.687967087049440,0.003879498121315700,43919.266306324800,1031.0612055049900,3429.4039895938500,-2.50498874265759E-06,0.0008127695973598750,2.42952478026427E-09,2.37000192219868E-07,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Onions & Garlic,San Joaquin River,3029.736151,2064.307151,7.02025,1.435383608,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,71.7691804,14419.34912280780,190.099996361666,14419.34912280780,642.137046295,13777.2120765127,-4.88235294117647,0.9717136390408660,0.028242188184856300,2.58133674330442E-05,1.83594068446754E-05,6.98627762765429,0.0008050286456260800,1493140.9338868500,3029.736171546370,4348.832597123910,-2.05463688871532E-05,0.0010105865057994400,6.7815703622811E-09,2.32381046726571E-07,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Other Deciduous,San Joaquin River,9131.124539,2760.432916,3.358633333,3.455226443,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,172.76132215000000,9097.617529171990,50.84397562734610,9097.617529171990,642.137046295,8455.48048287699,-4.88235294117647,0.11010199622041200,0.8898896760038520,4.13347477862326E-06,4.19430095811713E-06,2.1457725013104400,0.0008424272015405150,4580.260404441210,9131.124550370180,31550.095092923800,-1.13701826194301E-05,0.007868555159802780,1.24521164626185E-09,2.49398715731922E-07,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Pasture,San Joaquin River,14210.85867,174.9044915,5.0,4.633788496,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,231.6894248,642.137046295,3.5840396633920000,642.137046295,642.137046295,0.0,-4.88235294117647,0.001552201786604620,0.9984469645256760,4.59059363762978E-07,3.7462835542852E-07,1.415952115346500,0.00013797789136168300,357.95098927906100,14210.761309309200,65849.6401796396,0.09736069081554890,0.47324368826230100,6.85114763832557E-06,7.18667992597034E-06,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Rice,San Joaquin River,2000.559108,645.1882193,4.402033333,4.833919598,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,241.69597990000000,2597.4379662495100,11.144920019793400,2597.4379662495100,642.137046295,1955.30091995451,-4.88235294117647,0.004877801778309900,0.9951210254810360,1.0234944273833E-06,1.49246226972421E-07,1.5069188978143600,0.0024993013103214900,5272.387364374170,2000.559104060120,9670.539290691160,3.93988102587173E-06,0.002588427434602640,1.9693899620944E-09,2.67661054257133E-07,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Tomato Processing,San Joaquin River,37013.39551,95.8398186,50.32533333,2.33979718,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,116.98985900000000,4705.334531124730,38.982016188435700,4705.334531124730,642.137046295,4063.19748482973,-4.88235294117647,0.387930510558961,0.6120099695036010,4.3954213870002E-05,1.5565723568146E-05,41.663272845205600,3.65097914614792E-05,28812931.55562590,37013.39660272300,86603.81908936040,-0.0010927230105153300,0.019347162291524,2.95223660369151E-08,2.23398438692815E-07,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Truck Crops,San Joaquin River,2262.381702,1354.777332,10.13476667,2.503257042,0.139554281,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,125.1628521,13604.233790860100,103.68455461073400,13604.233790860100,642.137046295,12962.0967445651,-4.88235294117647,0.5519235268936340,0.44804337027199500,1.60711297896624E-05,1.70317045805361E-05,8.990120190032500,0.001078078198779520,1048998.426329140,2262.3817127504100,5663.32158168638,-1.07504083644017E-05,0.00134553706539009,4.75181016311175E-09,2.3758791131654E-07,GOOD,1
SAN JOAQUIN VALLEY - DELTA-MENDOTA - DLM01-CC-IDs,Vineyard,San Joaquin River,17490.30984,1575.689234,10.68662993,3.250223093,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,162.51115465000000,16675.489717387200,98.19467943358400,16675.489717387200,642.137046295,16033.3526710922,-4.88235294117647,0.24527231288493400,0.7547202659112530,2.94866097156379E-06,4.47254284078285E-06,8.029608247324280,0.0004398039693222320,16635.911646927200,17490.309853599600,56847.39483802710,-1.35996415338013E-05,0.0141076660293038,7.77552922630291E-10,2.48167265508635E-07,GOOD,1
SAN JOAQUIN VALLEY - EAST CONTRA COSTA,Almonds & Pistachios,San Joaquin River,41.60073635,4845.559475,1.16,3.753630493,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.68152465,5432.486673259,28.419641356286500,5432.486673259,346.4936104145,5085.9930628445,-4.88235294117647,0.043415707557276900,0.956581149048451,2.39021311495247E-06,7.53181157196096E-07,0.6143970088551660,0.060095090119720900,6947.444922870910,41.600694394534,156.15150313369700,4.19554659956134E-05,0.0022893609165066700,1.00852700400851E-06,1.46609370155748E-05,GOOD,1
SAN JOAQUIN VALLEY - EAST CONTRA COSTA,Grain,San Joaquin River,139.0638811,165.95155,2.23425,0.466656841,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,346.4936104145,14.541526250596300,346.4936104145,346.4936104145,0.0,-4.88235294117647,0.9966549226558540,0.0016229552292905600,0.0013975491980046900,0.0003245729168511880,2.263439404635970,0.00971748624202141,9.364118434728880,139.06392485302100,64.8942248055173,-4.37530212593629E-05,0.0008866458083076620,3.14625342779699E-07,1.36627519158001E-05,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsTRC01-CC-IDsESJ01-NW-IDs,Alfalfa,San Joaquin River,14880.61425,280.5479948,6.891,4.134965358,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826790000000,1725.8432345288000,8.876957724707720,1725.8432345288000,419.719337775773,1306.12389675303,-4.88235294117647,0.00809603078952721,0.9919022880513120,9.40303432571118E-07,7.40855728033866E-07,2.6298769376812800,3.61298532150412E-05,21121674.860816700,14880.607552777300,61530.77653480320,0.006697222652292110,0.04789470791001800,4.50063588758919E-07,7.78385603542263E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Almonds & Pistachios,San Joaquin River,825.6748162,4755.904259,1.216875,3.753630493,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.68152465,5598.978677429620,29.261443556415800,5598.978677429620,419.719337775773,5179.25933965385,-4.88235294117647,0.044686762756001700,0.9553100980264910,2.38703713471757E-06,7.52180372599276E-07,0.6482094006582650,0.0030278263923632100,140418.58278850600,825.6747981420670,3099.27717315514,1.80579332891284E-05,0.0009942353503902270,2.18705148017429E-08,3.20795777820532E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Citrus & Subtropical,San Joaquin River,623.6277631,907.8552997,2.759333333,3.247465856,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,162.3732928,2342.015839544920,14.631379020829400,2342.015839544920,419.719337775773,1922.29650176914,-4.88235294117647,0.04386159933864470,0.9561289831582270,2.46973931338307E-06,6.94776381448338E-06,1.4745414703845800,0.012334774279563600,71.12197530267440,623.6277529996500,2025.209213180120,1.01003496411067E-05,0.0006543407837398260,1.6196119285804E-08,3.23097765932187E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Corn,San Joaquin River,49646.63572,116.1956849,19.60866667,2.415829265,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.79146325,2156.7712294894500,17.834497911395100,2156.7712294894500,419.719337775773,1737.05189171368,-4.88235294117647,0.19401891308842300,0.8059230500508030,5.00608979704553E-05,7.9759628042967E-06,14.1728368325776,6.71411725083017E-05,923069.1414742880,49646.63428181650,119937.75485800200,0.0014381834771484100,0.04062316786439620,2.89683974813432E-08,3.38701972146669E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Cotton,San Joaquin River,65.19424293,3322.553112,0.723,3.634047537,0.148539114,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,181.70237685000000,2219.8315155860000,12.544607898123900,2219.8315155860000,419.719337775773,1800.11217781023,-4.88235294117647,0.021944463549639500,0.9780503619742340,4.40119287077784E-06,7.73283255448668E-07,0.33606789192391500,0.02255702603791430,18339.40360443510,65.19423621292510,236.91889237966700,6.71707492472251E-06,8.55666791039766E-05,1.03031719103399E-07,3.61164309612016E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Cucurbits,San Joaquin River,5952.010236,202.6283347,12.01,2.299627126,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,114.98135630000000,2317.614682881,19.988355944304600,2317.614682881,419.719337775773,1897.89534510523,-4.88235294117647,0.25686356232816100,0.7430386494414280,2.53551575259063E-05,7.24330728843346E-05,9.182858544434770,0.0033602092750164400,0.0011642236357309200,5952.010211268950,13687.39993434990,2.47310490522068E-05,0.004258585329807830,4.15507502030559E-09,3.11131699610792E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Dry Beans,San Joaquin River,1480.989499,1752.304957,1.253333333,2.212101358,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,110.6050679,2084.7549332632300,18.764611662168300,2084.7549332632300,419.719337775773,1665.03559548746,-4.88235294117647,0.2809309275124660,0.7189896178058360,6.51481787619812E-05,1.43065029368726E-05,0.9766766267140440,0.00040191918689498800,2284794.983924660,1480.989274640890,3276.097387035560,0.00022435911409957000,0.001494886082582530,1.51492710955117E-07,4.56300660163737E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Grain,San Joaquin River,19770.09337,171.319477,2.591666667,0.466656841,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,23.33284205,419.7193377757730,17.413368670690200,419.7193377757730,419.719337775773,0.0,-4.88235294117647,0.997236416968813,0.001340827451984630,0.001154605066341180,0.00026815051286105700,2.6197606720896900,6.83533115428757E-05,1331.2550629102800,19770.11251417520,9225.855408574720,-0.01914417519219570,-0.006090255477829490,9.68340150646223E-07,6.6012951953772E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Lettuce,San Joaquin River,99.02341852,961.6863134,15.09063889,3.326092372,0.164570286,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,166.3046186,14345.199497729800,82.63348686390370,14345.199497729800,419.719337775773,13925.480159954,-4.88235294117647,0.1961937955440970,0.8037953700415680,4.57691434927912E-06,6.25749998582747E-06,10.835927008610000,0.04039448506003770,6314.155999087320,99.02341808226590,329.3609509078780,4.37734115621424E-07,8.60808578977412E-05,4.42051104843461E-09,2.61357137701401E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Onions & Garlic,San Joaquin River,1898.775028,659.1955182,5.8525,1.480822037,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,74.04110185,3783.0666948155,49.07147318802090,3783.0666948155,419.719337775773,3363.34735703973,-4.88235294117647,0.8824270292316000,0.11742007983728400,8.93453002807021E-05,6.35456308351807E-05,5.727360916311590,0.0012845252092939900,228453.2298732170,1898.775007849870,2811.747046998930,2.01501279661898E-05,0.0008577687608521960,1.06121724106589E-08,3.05066026508897E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Other Deciduous,San Joaquin River,1268.783429,3243.978526,2.074333333,3.445837194,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,172.2918597,6555.897774452010,37.00256529423820,6555.897774452010,419.719337775773,6136.17843667623,-4.88235294117647,0.08307120588370960,0.9169200749318330,4.32774971161594E-06,4.39143474536156E-06,1.2527883562009500,0.0060627428735969800,461.8673522650980,1268.7834221017300,4372.019803782960,6.89826993038878E-06,0.0013269961000332800,5.43691679187968E-09,3.03520056362771E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Pasture,San Joaquin River,19601.53714,203.0361648,5.0,4.600187047,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,230.00935235000000,784.4754852450000,4.19079543289956,784.4754852450000,419.719337775773,364.756147469227,-4.88235294117647,0.001978171308536750,0.9980209589092680,4.7893432052395E-07,3.90847875066552E-07,1.472601849635150,0.00010003217093236000,513715.56131344100,19601.527385302500,90170.6581874053,0.009754697483003840,0.07906531213666310,4.97649618666786E-07,8.76840031983662E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Potatoes,San Joaquin River,1720.489758,733.033091,17.108,3.305132031,0.150675135,0.475005897,0.095288578,0.41,0.17,793.9256634,2502.863999,502.0871398,50,165.25660155,12374.752549668,71.9588340313358,12374.752549668,419.719337775773,11955.0332118922,-4.88235294117647,0.17934057345957300,0.820651161672708,6.88391888139516E-06,1.38094883751621E-06,12.0648599500785,0.0014176337748613900,735762.0355335870,1720.4897435737200,5686.444082846950,1.44262755839009E-05,0.0017253262903977900,8.3849819604104E-09,3.03410310869039E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Rice,San Joaquin River,3442.648092,579.2835722,4.702,4.833919598,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,241.69597990000000,2481.0892753164,10.68835913434120,2481.0892753164,419.719337775773,2061.36993754063,-4.88235294117647,0.004660357502256540,0.9953384695008330,1.0237180712787E-06,1.49278838784152E-07,1.5959448578525300,0.0014523703458448100,9565.034226144700,3442.647966288180,16641.478129056800,0.00012571181878229300,0.005951879276835830,3.65160235443236E-08,3.57653154483625E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Safflower,San Joaquin River,810.5899533,574.3765351,1.258,2.40565496,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50,120.28274800000000,601.3490488588000,5.677090499353720,601.3490488588000,419.719337775773,181.629711083027,-4.88235294117647,0.0644099389833203,0.9355325610163850,4.54102566715202E-05,1.2089743623158E-05,0.744744070024008,0.0016671207752450600,28267.206659172100,810.5894034173530,1949.997747993760,0.0005498826466237010,0.001993688554421170,6.783733802585E-07,1.0224045223212E-06,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Sunflowers,San Joaquin River,222.3827287,3639.713227,0.60825,2.945560199,0.386904762,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,50,147.27800995,2065.6251794207500,14.224032357115000,2065.6251794207500,419.719337775773,1645.90584164498,-4.88235294117647,0.06702158819244720,0.9329600677172020,1.25941298700373E-05,5.74996048111172E-06,0.3546632642846690,0.00607669201313902,70138.32728303770,222.3827073649120,655.0414597709570,2.13350882916075E-05,0.0002548327778413300,9.59386028597079E-08,3.89032899981782E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Tomato Processing,San Joaquin River,3860.980652,100.6092211,43.302,2.379660861,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,118.98304305,4236.7510218152,34.62524093000920,4236.7510218152,419.719337775773,3817.03168403943,-4.88235294117647,0.34067614874956500,0.6592658006723250,4.286912311026E-05,1.51814550003484E-05,34.93018198169170,0.00035000210390884700,2823480.7871327900,3860.9805287739900,9187.821491158270,0.00012322600650804800,0.003051484396564770,3.19157275352356E-08,3.32122624066468E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Truck Crops,San Joaquin River,2591.344983,5655.545062,3.9185,2.667732673,0.139554281,0.396137579,0.419814805,0.33,0.17,7441.94487,27484.23099,27982.75263,50,133.38663365000000,22026.911185132,157.10599443001600,22026.911185132,419.719337775773,21607.1918473562,-4.88235294117647,0.5783534743485210,0.42162510158968400,1.04011902385425E-05,1.1022871555848E-05,3.507137321968570,0.0011693939055520300,892475.7455047760,2591.344975500590,6913.013630513090,7.49941091271467E-06,0.002047650642452940,2.89402258746444E-09,2.96202227476626E-07,GOOD,1
SAN JOAQUIN VALLEY - EASTERN SAN JOAQUIN - TRC01-CC-IDsESJ01-NW-IDs,Vineyard,San Joaquin River,320.9834532,1662.611702,10.72984748,3.098484515,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,154.92422575,17683.838898767200,109.09875159975400,17683.838898767200,419.719337775773,17264.1195609914,-4.88235294117647,0.31344925832610700,0.6865417984196930,3.55341603404649E-06,5.38983816609106E-06,8.475733349390410,0.023964810695443300,328.739017538548,320.9834526522040,994.561976331928,5.47796275895962E-07,0.0002829794991612290,1.70661842669702E-09,2.84526681474065E-07,GOOD,1
SAN JOAQUIN VALLEY - KAWEAH - KAW01-CC-TID,Alfalfa,Tulare Lake,28202.48407,286.6864733,8.68,4.524530937,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,226.22654685000000,2261.5473116560000,10.445273825651700,2261.5473116560000,694.3413475455,1567.2059641105,-4.88235294117647,0.006258244432504580,0.9937407638154080,5.54705297225302E-07,4.37046789988199E-07,3.1309997261211500,1.9063370704074E-05,48030775.0550827,28202.471457406100,127602.90730352100,0.01261259387320020,0.1043714436236770,4.47215707733232E-07,8.17938716756434E-07,GOOD,1
SAN JOAQUIN VALLEY - KAWEAH - KAW01-CC-TID,Almonds & Pistachios,Tulare Lake,13999.87459,4862.579719,1.276,3.767767793,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,188.38838965,6015.582538703000,31.254126293843300,6015.582538703000,694.3413475455,5321.2411911575,-4.88235294117647,0.04685498973883260,0.9531419466684520,2.32953261792822E-06,7.34060097788441E-07,0.6860319006797590,0.0001785730282031050,2446157.045249550,13999.87427236850,52748.25706857850,0.00031763150946062500,0.01951766255660910,2.26881681988428E-08,3.70015170537347E-07,GOOD,1
SAN JOAQUIN VALLEY - KAWEAH - KAW01-CC-TID,Citrus & Subtropical,Tulare Lake,73.98218146,856.220675,18.2172,3.608433712,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,180.4216856,15416.835337352000,82.02392346540680,15416.835337352000,694.3413475455,14722.4939898065,-4.88235294117647,0.13973767618550100,0.8602577656682410,1.19537342929155E-06,3.36277282862306E-06,12.202903169336600,0.10397514023652700,64.614575583556,73.98218127325490,266.9597276595760,1.86745069186145E-07,7.00079896773787E-05,2.52418981842422E-09,2.6224169440133E-07,GOOD,1
SAN JOAQUIN VALLEY - KAWEAH - KAW01-CC-TID,Corn,Tulare Lake,87526.8262,75.51262625,25.336,2.280437339,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,114.02186695,1798.286270763,15.85777108827230,1798.286270763,694.3413475455,1103.9449232175,-4.88235294117647,0.21983583077317900,0.7800853024368660,6.80281854072857E-05,1.08386045486546E-05,18.814164112222300,3.8083562240868E-05,1034317.3895721500,87526.82252977700,199599.3627158250,0.0036702229699585600,0.07991481840144840,4.1932549474284E-08,4.00375959713124E-07,GOOD,1
SAN JOAQUIN VALLEY - KAWEAH - KAW01-CC-TID,Cotton,Tulare Lake,7048.484371,3805.295579,0.823666667,3.749301711,0.148539114,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,187.46508555,2946.1580334147700,15.86631816510320,2946.1580334147700,694.3413475455,2251.81668586927,-4.88235294117647,0.024182209793735700,0.975813493768339,3.65437031798457E-06,6.42067607368151E-07,0.3891904300874190,0.00020863892971723800,2480264.389317530,7048.483732479950,26426.88266327470,0.0006385200476870520,0.011848872316477400,9.05896947596498E-08,4.48364158377786E-07,GOOD,1
SAN JOAQUIN VALLEY - KAWEAH - KAW01-CC-TID,Cucurbits,Tulare Lake,18.56292686,485.0643584,17.348,2.442132231,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,122.10661155,8291.8196174072,65.11529741612110,8291.8196174072,694.3413475455,7597.4782698617,-4.88235294117647,0.4647422366315460,0.535208309589204,1.28226920345188E-05,3.66310872161099E-05,14.872970857981900,1.0774163013644500,1.45345406700228E-05,18.56292683926970,45.333128225486500,2.07302797150533E-08,-6.23898490204056E-06,1.11675706484216E-09,1.37625308574562E-07,GOOD,1
SAN JOAQUIN VALLEY - KAWEAH - KAW01-CC-TID,Dry Beans,Tulare Lake,1911.118077,1466.264232,1.206,1.919782133,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,95.98910665,1671.463346116,17.38860393459320,1671.463346116,694.3413475455,977.1219985705,-4.88235294117647,0.4189223049417710,0.5809299212241230,0.00012116587663387100,2.66079574725245E-05,1.0208193429645700,0.00031146065876394100,1730446.1012486600,1911.1176875278300,3668.928305162520,0.000389472171491434,0.002033115399626700,2.03792835292947E-07,5.54143909033982E-07,GOOD,1
SAN JOAQUIN VALLEY - KAWEAH - KAW01-CC-TID,Grain,Tulare Lake,12378.22293,275.7707935,2.651,0.715524558,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,35.7762279,694.3413475455,18.957581630452100,694.3413475455,694.3413475455,0.0,-4.88235294117647,0.9892082357968360,0.009938370193574450,0.0006925525799797060,0.000160841429609603,2.6729105098360300,0.00010917167666096900,833.5100718542850,12378.2453767151,8856.93543445596,-0.022446715100159100,-0.01294364224486340,1.81340368703144E-06,1.46141532324444E-06,GOOD,1
SAN JOAQUIN VALLEY - KAWEAH - KAW01-CC-TID,Lettuce,Tulare Lake,50.87859672,703.180068,19.4,2.300762612,0.164570286,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,115.03813060000000,13525.698423955,112.00569514707700,13525.698423955,694.3413475455,12831.3570764095,-4.88235294117647,0.6679222340791180,0.3320386464779080,1.65257054372568E-05,2.25937375375422E-05,17.892075511314000,0.07861852051488740,2989.340365790110,50.878596565256400,117.05955458803400,1.54743602820417E-07,1.84963675877725E-05,3.04142827822114E-09,1.58008158584658E-07,GOOD,1
SAN JOAQUIN VALLEY - KAWEAH - KAW01-CC-TID,Other Deciduous,Tulare Lake,5739.259313,1924.37694,5.1965,3.502172688,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,175.1086344,9824.012980444,54.10906398305630,9824.012980444,694.3413475455,9129.6716328985,-4.88235294117647,0.10985049112061400,0.8901418144691530,3.81910508110681E-06,3.87530515092959E-06,3.3176177118648500,0.001340296242562840,3108.4064536276700,5739.2592904860100,20099.870260113600,2.25139910980943E-05,0.006955224616831400,3.92280429760297E-09,3.46033189273607E-07,GOOD,1
