g,i,hr,xland,p,y,xwater_unit,omegaland,omegasupplies,omegalabor,theta,sigma,omegaland_init,omegasupplies_init,omegalabor_init,omegawater_unit,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupplies,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,year
SACRAMENTO VALLEY - SOLANO - SLN01-SE-IDs,Pasture,Sacramento River,38869.74638,179.2549902,5.0,3.965593094,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,198.2796547,697.2993098950000,4.28994819008085,697.2993098950000,445.7669625747,251.5323473203,-4.88235294117647,0.0042012516399526000,0.9957966702852490,1.14426502003525E-06,9.33809778143465E-07,1.7158416524717200,5.04449989088272E-05,702786.4337528180,38869.734211119600,154141.48736652000,0.012168880391982400,0.11044353901525000,3.13068170628552E-07,7.16507033690828E-07,GOOD,1
SACRAMENTO VALLEY - SOLANO - SLN01-SE-IDs,Potatoes,Sacramento River,218.7230397,208.9970518,24.678,4.38175,0.150675135,0.475005897,0.095288578,0.41,0.17,793.9256634,2502.863999,502.0871398,50,219.0875,4937.820774710400,22.346854333907100,4937.820774710400,445.7669625747,4492.0538121357,-4.88235294117647,0.016331603828782400,0.9836665100073290,1.57101113380927E-06,3.15152754751702E-07,10.71951703386160,0.011151200136891200,35146.58011204190,218.72303584671200,958.3893769068010,3.85328800689422E-06,0.0003022986736596070,1.76172021574836E-08,3.15423548707472E-07,GOOD,1
SACRAMENTO VALLEY - SOLANO - SLN01-SE-IDs,Rice,Sacramento River,370.6006184,471.2143516,4.462,4.534377778,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888890000000,1874.8334466712,8.793222935419880,1874.8334466712,445.7669625747,1429.0664840965,-4.88235294117647,0.005128360393664710,0.9948699315024530,1.49072584683472E-06,2.17378035617802E-07,1.5512004850218700,0.013491612673466600,713.8912999881690,370.60060765789,1680.442599130960,1.07421099642124E-05,0.0006094550565194370,2.89856773865881E-08,3.62675187953691E-07,GOOD,1
SACRAMENTO VALLEY - SOLANO - SLN01-SE-IDs,Safflower,Sacramento River,4068.73086,558.4087247,1.011,2.357007476,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50,117.85037380000000,445.7669625747000,4.526423263696100,445.7669625747000,445.7669625747,0.0,-4.88235294117647,0.05442891551188710,0.9455055509711130,5.17546749966195E-05,1.3778842003362E-05,0.5844658100220730,0.0003321309267802860,309.2161117722750,4068.6861944167200,9589.920002949120,0.044665583276582800,0.10905190279481800,1.09777679609368E-05,1.1371383983414E-05,GOOD,1
SACRAMENTO VALLEY - SOLANO - SLN01-SE-IDs,Sunflowers,Sacramento River,7047.271487,3516.323047,0.646166667,2.873453662,0.386904762,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,2127.5056793232700,14.962372224303700,2127.5056793232700,445.7669625747,1681.73871674857,-4.88235294117647,0.07885053414308050,0.9211285117448740,1.43860395012604E-05,6.56807254376158E-06,0.3892448439364090,0.0001917552564626140,2271050.089935190,7047.271320709710,20250.000817801400,0.00016629029414616500,0.0072436269401805500,2.35964081209187E-08,3.57709829952019E-07,GOOD,1
SACRAMENTO VALLEY - SOLANO - SLN01-SE-IDs,Tomato Processing,Sacramento River,10261.16568,98.31540818,48.09,2.666779844,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,133.3389922,4593.8025599692,33.55689250399360,4593.8025599692,445.7669625747,4148.0355973945,-4.88235294117647,0.22280210543843300,0.7771628802396940,2.58573355143971E-05,9.15698635894841E-06,35.567614269140900,0.00013169569554707300,8154540.447437850,10261.165616793600,27364.26081948930,6.32064457022352E-05,0.008991879265522580,6.15977245406247E-09,3.28599276629954E-07,GOOD,1
SACRAMENTO VALLEY - SOLANO - SLN01-SE-IDs,Truck Crops,Sacramento River,839.0126126,4569.754449,5.564927083,2.662234731,0.139554281,0.396137579,0.419814805,0.33,0.17,7441.94487,27484.23099,27982.75263,50,133.11173655,25296.28305268480,180.65099761431200,25296.28305268480,445.7669625747,24850.5160901101,-4.88235294117647,0.6145655483185220,0.3854146284743760,9.62398961427328E-06,1.01992174876147E-05,5.042244147194350,0.0036117490783749800,332335.2407350190,839.0126122201730,2233.6478382594800,3.79826587959542E-07,0.0006787512866139880,4.52706648571712E-10,3.03875601485565E-07,GOOD,1
SACRAMENTO VALLEY - SOLANO - SLN01-SE-IDs,Vineyard,Sacramento River,11675.94548,1591.047525,10.24546635,2.661751325,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.08756625,16167.129455982300,115.94795614607700,16167.129455982300,445.7669625747,15721.3624934076,-4.88235294117647,0.504991858559285,0.49499238146142100,6.26189996016746E-06,9.49807933385181E-06,8.922583986428560,0.0006588166847373540,10889.480438171700,11675.945476711200,31078.453520956800,3.28882379108109E-06,0.009831061008299000,2.81675158274299E-10,3.16330344166155E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Alfalfa,Sacramento River,4061.175301,260.0833065,5.824,3.836287731,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,191.81438655,1322.246060768,7.4948152014657700,1322.246060768,429.9468379686,892.2992227994,-4.88235294117647,0.009626515685397660,0.9903708753310330,1.45925279657079E-06,1.14973077364273E-06,2.3134766508647500,0.0001323839452263400,3938515.7696839900,4061.170374500030,15579.807091671400,0.004926499969315050,0.029888995088185800,1.21307247389739E-06,1.91844081072709E-06,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Almonds & Pistachios,Sacramento River,382.6460564,4913.201746,1.00875,3.648662126,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,182.4331063,4773.0783618865,25.77730648343440,4773.0783618865,429.9468379686,4343.1315239179,-4.88235294117647,0.044997562245113000,0.954998729770547,2.81952311150876E-06,8.88461228240533E-07,0.5386095407263910,0.0065334529343394500,54569.849040664000,382.64603708828000,1396.145235760950,1.93117200524284E-05,0.0009378889860727210,5.04688856174722E-08,6.71769907602727E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Citrus & Subtropical,Sacramento River,80.83285151,1578.408222,2.7708,3.110206346,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,155.5103173,4217.2569265596,26.666358158552,4217.2569265596,429.9468379686,3787.310088591,-4.88235294117647,0.09624218431430440,0.9037463396558970,3.00958774000521E-06,8.46644205856627E-06,1.7282635505334300,0.09516313662838010,18.16169419677290,80.83285026141660,251.40671081410900,1.24858338779177E-06,0.0001369175686534160,1.5446484498166E-08,5.44605566191841E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Corn,Sacramento River,6004.253274,220.2828851,4.902,2.621352164,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,131.0676082,947.8793336032000,7.794065089372680,947.8793336032000,429.9468379686,517.9324956346,-4.88235294117647,0.061435756874194100,0.9385224339250690,3.60633932361527E-05,5.74580750065725E-06,2.843083313185840,0.0005551620128630390,33296.74367353370,6004.25201770052,15739.247983902700,0.0012562994797917800,0.01432910123730840,2.09234924387998E-07,9.10404881267495E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Cucurbits,Sacramento River,639.0737115,202.6283347,12.01,2.135496273,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,106.77481365000000,2325.821225531,21.510794874844200,2325.821225531,429.9468379686,1895.8743875624,-4.88235294117647,0.3490322348760790,0.650835357014042,3.43316211942277E-05,9.8076488685115E-05,9.77097373670174,0.03129529448654220,0.00012487083502910300,639.0737068974100,1364.7386657063400,4.60258968359995E-06,0.0008633741829271460,7.20196997744907E-09,6.32629277990381E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Dry Beans,Sacramento River,18.29842438,1373.143145,1.03925,2.293810917,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,114.69054585,1311.48625656525,11.761595408445300,1311.48625656525,429.9468379686,881.53941859665,-4.88235294117647,0.16567383173134100,0.8342516896426440,6.10681049603199E-05,1.34105210547177E-05,0.7316457550144170,0.032529472640752900,14948.24910906450,18.29841388607190,41.97310269381640,1.04939281087013E-05,2.29129266031691E-05,5.73488071474125E-07,5.45895171540148E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Grain,Sacramento River,8282.887152,172.2394274,2.684,0.627859741,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,31.39298705,429.9468379686000,13.612407502382100,429.9468379686000,429.9468379686,0.0,-4.88235294117647,0.9911669822224710,0.007452532250155550,0.001120301763153460,0.0002601837642205330,2.7187701445668400,0.00016314979626700000,557.7432159904120,8282.901474321960,5200.496956554090,-0.014322321956569800,-0.005574567147050400,1.72914609287071E-06,1.07193084991144E-06,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Other Deciduous,Sacramento River,5854.605271,2471.616856,1.801166667,3.386789298,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,169.3394649,4281.551275856540,24.904478913073900,4281.551275856540,429.9468379686,3851.60443788794,-4.88235294117647,0.06147428793773660,0.9385158323950760,4.90375298684701E-06,4.97591420116338E-06,1.0254604212585300,0.001313890063675260,1337.7658670183000,5854.605172108800,19828.301435090400,9.88912033790257E-05,0.013040746835031300,1.68911820355968E-08,6.57683074924134E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Pasture,Sacramento River,10449.37028,270.0,5.0,4.282890071,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,214.14450355,1135.159510045,5.984506393480990,1135.159510045,429.9468379686,705.2126720764,-4.88235294117647,0.004347392020605280,0.9956512868118540,7.27483824642678E-07,5.93683715745863E-07,1.7006870224187300,0.00018764617016954700,529222.9160003860,10449.365270056600,44753.449935212100,0.005009943413824660,0.054285202400933500,4.79449314128876E-07,1.21298216411333E-06,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Rice,Sacramento River,975.2255711,471.2143516,4.462,4.684148688,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,234.20743440000000,1867.3449011712000,8.513271146690850,1867.3449011712000,429.9468379686,1437.3980632026,-4.88235294117647,0.004222974287596920,0.9957756135261560,1.23246751001895E-06,1.79718736922382E-07,1.4919191608177200,0.005127018966863510,1889.535168768850,975.2254712302920,4568.097966126700,9.98697084924061E-05,0.003613245419728630,1.02406777931139E-07,7.9097308957505E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Safflower,Sacramento River,688.5744059,587.5755731,1.04,2.381331218,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50,119.06656090000000,491.07815082700000,4.849812134492830,491.07815082700000,429.9468379686,61.1313128583998,-4.88235294117647,0.05632954234658500,0.9436088885379710,4.86238142785999E-05,1.29453011653422E-05,0.6033024296680820,0.0019625349704729000,8116.541416430030,688.5717743372920,1639.7162374882800,0.0026315627080748500,0.007491197197850850,3.82175504277606E-06,4.56857278259696E-06,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Tomato Processing,Sacramento River,1364.545175,107.1308903,35.186,2.523220353,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,126.16101765,3642.5000612388,28.2661158383646,3642.5000612388,429.9468379686,3212.5532232702,-4.88235294117647,0.23940304179036600,0.7605495093501520,3.50399783226545E-05,1.24088811602318E-05,26.439265711494500,0.000990330973359934,839851.2267048270,1364.545067018360,3443.0457129354400,0.00010798163702929700,0.0024452125057905500,7.91337941811252E-08,7.10188296380338E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Truck Crops,Sacramento River,527.0509025,4841.724592,4.591213542,2.663609217,0.139554281,0.396137579,0.419814805,0.33,0.17,7441.94487,27484.23099,27982.75263,50,133.18046085,22095.255545909800,157.83126220815600,22095.255545909800,429.9468379686,21665.3087079412,-4.88235294117647,0.5813249030747880,0.4186536294004900,1.04222911005772E-05,1.10452336208226E-05,4.113521418003290,0.005749545282873380,182007.92386182600,527.0508995373570,1403.856788509010,2.96264352073194E-06,0.0008532181564078200,5.62117151622171E-09,6.07766863994916E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH AMERICAN - SAM01-IDs,Vineyard,Sacramento River,15634.29231,1549.602197,10.54060505,2.88011792,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,144.005896,16188.931990783300,107.4211153093270,16188.931990783300,429.9468379686,15758.9851528147,-4.88235294117647,0.3911506770903990,0.6088371321692720,4.84373709880146E-06,7.34700323055099E-06,8.712850101695300,0.0004920150870780090,14616.095539239500,15634.29225732720,45028.57725891340,5.26728108525276E-05,0.028189635791932200,3.36905629037248E-09,6.26038392953173E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Alfalfa,Sacramento River,260.4056598,311.3086432,6.114,3.537610105,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,176.88050525,1725.7958095368,10.209824875406000,1725.7958095368,514.1372617974,1211.6585477394,-4.88235294117647,0.020026419995449400,0.9799694213587490,2.32600756300958E-06,1.83263823869473E-06,2.7999847081741300,0.002064603392319010,342895.4535038710,260.4055313209770,921.2124967460010,0.00012847902314661000,0.001196761671508280,4.93380302276404E-07,1.29911407086386E-06,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Almonds & Pistachios,Sacramento River,1906.172431,4906.768036,1.084,3.61367267,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,180.6836335,5137.572124433000,27.930801829963000,5137.572124433000,514.1372617974,4623.4348626356,-4.88235294117647,0.05093925856973310,0.949056841615204,2.96538973559324E-06,9.34425327440288E-07,0.5933210336779620,0.0013115287784791200,289386.131468824,1906.1723751501900,6888.2775883862800,5.58498143163888E-05,0.005629825880532740,2.92994554994636E-08,8.17304646482574E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Citrus & Subtropical,Sacramento River,1349.055056,832.2049699,2.844,2.972946835,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,148.64734175,2217.4573349876000,15.094303044473000,2217.4573349876000,514.1372617974,1703.3200731902,-4.88235294117647,0.06805360543249670,0.9319309621098460,4.04716057549014E-06,1.13852970819325E-05,1.662129981969280,0.005701996859279920,136.32931634917000,1349.0550359926200,4010.665656228940,2.00073845917359E-05,0.0033027470067281700,1.48306657335829E-08,8.23490305610131E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Corn,Sacramento River,835.1081522,252.6854405,6.556,2.826875063,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,141.34375315,1514.3822338110000,11.093241295774300,1514.3822338110000,514.1372617974,1000.2449720136,-4.88235294117647,0.06286076671571240,0.9371124546721620,2.30984472889391E-05,3.68016483688159E-06,3.788739692367270,0.003991498974775940,8941.778399236190,835.1081117773070,2360.7443545900600,4.04226932460006E-05,0.0020557721272780300,4.84041415947281E-08,8.70814467091632E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Cucurbits,Sacramento River,304.8630021,202.6283347,12.01,1.97136542,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,98.568271,2334.027768181,23.284271465251400,2334.027768181,514.1372617974,1819.8905063836,-4.88235294117647,0.4627022836259310,0.5371228037884890,4.53524533783447E-05,0.00012956013220113500,10.344317035693200,0.06560323772393900,5.71809446183586E-05,304.8630023624710,600.9959346135490,-2.62470507550461E-07,0.00044556377804383400,8.6094575511779E-10,7.41375144243577E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Grain,Sacramento River,2070.962927,218.567207,2.668875,0.78906264,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000000,542.924624459125,13.749924887818800,542.924624459125,514.1372617974,28.787362661725,-4.88235294117647,0.9766153804076410,0.022307267555674300,0.0008743006444483280,0.0002030513922362210,2.6949507105987100,0.0006525231976551710,11560.908495599600,2070.9785801350500,1634.1305180638000,-0.015653135048523800,-0.011043543049936500,7.55838496404134E-06,6.75810014024545E-06,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Other Deciduous,Sacramento River,2421.153711,1935.943875,1.888666667,3.327741402,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,3489.0624419293100,20.815565617831600,3489.0624419293100,514.1372617974,2974.92518013191,-4.88235294117647,0.055887674588085800,0.9441013036176140,5.47064548766995E-06,5.55114881288709E-06,1.0561896290743400,0.003177124879498280,427.3132574996330,2421.153681983970,8056.96691672747,2.90160351141822E-05,0.006527973172524070,1.19843837185363E-08,8.10226472425294E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Pasture,Sacramento River,4880.832915,179.904595,5.0,3.965593094,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,198.2796547,700.547333895,4.305494596531900,700.547333895,514.1372617974,186.4100720976,-4.88235294117647,0.004220728694168200,0.9957771932716790,1.14424263909545E-06,9.33791513545618E-07,1.717106521773490,0.00040173149703599100,65432.33958154010,4880.827344187320,19355.356233966100,0.0055708126828903900,0.04106672576745040,1.14136516859037E-06,2.12171959735399E-06,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Rice,Sacramento River,16891.67684,607.6281956,4.292,4.534377778,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888890000000,2380.2152253472000,10.906807304602800,2380.2152253472000,514.1372617974,1866.0779635498,-4.88235294117647,0.006501498666029490,0.9934967955876420,1.48866832239398E-06,2.17078006861935E-07,1.5589635964672700,0.00029600376844528800,42486.30064069840,16891.67585154620,76593.17539943600,0.0009884538085316310,0.06869701731193350,5.8517210451892E-08,8.96907006908127E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Safflower,Sacramento River,84.1937175,567.1339784,1.116,2.357007476,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50,117.85037380000000,514.1372617974,5.07459834793254,514.1372617974,514.1372617974,0.0,-4.88235294117647,0.06225041196630590,0.9376845965914040,5.13265749694229E-05,1.36648673211375E-05,0.6593285287195850,0.01605050105254410,6.39856870773785,84.1850205630884,198.42457576641400,0.00869693691160478,0.020645813317685200,0.00010329674433968000,0.00010403784557437700,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Sunflowers,Sacramento River,237.6743231,3528.819314,0.555,2.873453662,0.386904762,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,1813.869655218,12.897024994926100,1813.869655218,514.1372617974,1299.7323934206,-4.88235294117647,0.06801905137642590,0.9319597481192640,1.45552000389516E-05,6.64530427129855E-06,0.32508585667414500,0.005685727148501350,59198.779799871600,237.6742998508900,682.9455576368710,2.32491101144205E-05,0.0005964381948615480,9.78191914514831E-08,8.73331215503105E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Truck Crops,Sacramento River,82.59030813,3330.752699,6.979854167,2.662234731,0.139554281,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,133.11173655,23114.10086214670,165.14930828994300,23114.10086214670,514.1372617974,22599.9636003492,-4.88235294117647,0.5929877258319720,0.40699134119597900,1.01627705628969E-05,1.0770201486293E-05,6.278785524067740,0.029531605408285900,66768.02509875420,82.59030794401660,219.87464936291900,1.8598336737341E-07,0.00013738475891500500,2.25187884128808E-09,6.24831800622341E-07,GOOD,1
SACRAMENTO VALLEY - SOUTH YUBA - SYB01-IDs,Vineyard,Sacramento River,2.64069532,1688.280329,9.803144074,2.661751325,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.08756625,16416.56087983110,117.72214309342400,16416.56087983110,514.1372617974,15902.4236180337,-4.88235294117647,0.5088186638190240,0.49116569803881200,6.21349051050915E-06,9.42465165275062E-06,8.550366963132360,2.9129856951114300,2.4911876263587100,2.640695317472750,7.028901254821660,2.52724685623207E-09,-2.6987890356267E-05,9.57038412228514E-10,3.83957506299932E-06,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Alfalfa,Sacramento River,1104.495731,285.0552049,7.318,3.537610105,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,176.88050525,1908.4887544702000,11.18981896480360,1908.4887544702000,514.1372617974,1394.3514926728,-4.88235294117647,0.02209920098284330,0.9778966491674720,2.32108773215749E-06,1.82876195286882E-06,3.413399095224170,0.00048676911418696200,1673605.0739134100,1104.4955260402700,3907.272879127430,0.00020495973421930100,0.0023797875305717800,1.85568606982059E-07,6.09065748603705E-07,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Almonds & Pistachios,Sacramento River,13213.66488,4726.631503,0.924375,3.61367267,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,180.6836335,4187.815568994620,22.9434398108484,4187.815568994620,514.1372617974,3673.67830719722,-4.88235294117647,0.04191761751913400,0.9580784455946960,2.99357832311118E-06,9.43307846255733E-07,0.48691545977465300,0.00018919807810352200,1593977.4705475300,13213.66466706330,47749.83919427020,0.000212936660318519,0.020453124641790100,1.61148827560185E-08,4.2833894785921E-07,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Citrus & Subtropical,Sacramento River,1101.071493,800.2415035,2.03,2.972946835,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,148.64734175,1475.156652697,10.360251005578100,1475.156652697,514.1372617974,961.0193908996,-4.88235294117647,0.04632969134737730,0.9536545164603430,4.14150094650625E-06,1.16506913332362E-05,1.1035827150527300,0.006986201841761510,62.78372724389290,1101.0714820695100,3273.4255869662800,1.09304896795948E-05,0.0014232567896215200,9.9271389270222E-09,4.34791056949374E-07,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Corn,Sacramento River,5047.831363,252.6854405,6.556,2.826875063,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,141.34375315,1514.3822338110000,11.093241295774300,1514.3822338110000,514.1372617974,1000.2449720136,-4.88235294117647,0.06286076671571240,0.9371124546721620,2.30984472889391E-05,3.68016483688159E-06,3.788739692367260,0.0006603495825487090,54048.79514797340,5047.831277621560,14269.582220677700,8.53784431456006E-05,0.006381616285580090,1.69138857869568E-08,4.47217958656087E-07,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Cotton,Sacramento River,267.7319272,1698.847366,0.768,2.633766816,0.148539114,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,131.6883408,1172.354428748,9.387898396857390,1172.354428748,514.1372617974,658.2171669506,-4.88235294117647,0.0729846239009206,0.926982791835122,2.77148114573114E-05,4.8694525000601E-06,0.4592329490924400,0.005492763790534270,27542.78942280240,267.7319178376840,705.143166235315,9.36231629111717E-06,0.0002992077727412830,3.49689945051767E-08,4.24321840029066E-07,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Cucurbits,Sacramento River,1633.488234,202.6283347,12.01,1.97136542,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,98.568271,2334.027768181,23.284271465251400,2334.027768181,514.1372617974,1819.8905063836,-4.88235294117647,0.4627022836259310,0.5371228037884900,4.53524533783448E-05,0.0001295601322011350,10.344317035693200,0.012243736798167800,0.0003063815536804840,1633.4882359389400,3220.2009274271400,-1.93893856703653E-06,0.0012910573295812400,1.1869926741306E-09,4.00924302880845E-07,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Dry Beans,Sacramento River,3664.100214,1361.796644,0.8525,2.293810917,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,114.69054585,1045.378882134,9.568349643063900,1045.378882134,514.1372617974,531.2416203366,-4.88235294117647,0.13665767530944100,0.8632652558503750,6.31919286557875E-05,1.38769115281585E-05,0.5793732102899400,0.00016245136881458000,1804192.278047890,3664.1002795285300,8404.749566236840,-6.55285325592558E-05,0.003505618398776280,1.7883935681912E-08,4.17099511289088E-07,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Grain,Sacramento River,6982.210552,215.6544883,2.8353,0.78906264,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000000,571.0412405539900,14.412675504717700,571.0412405539900,514.1372617974,56.90397875659,-4.88235294117647,0.9777404573919040,0.02123402395598410,0.0008322364351713620,0.0001932822169402420,2.861692591235170,0.00019354205108642400,76587.36945788430,6982.226872188730,5509.412072026780,-0.016320188727149800,-0.010580829800346700,2.33739567227388E-06,1.92050439911721E-06,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Onions & Garlic,Sacramento River,99.24233767,216.2659801,21.192,2.113494575,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,105.67472875000000,4476.5999479292000,40.98130279415880,4476.5999479292000,514.1372617974,3962.4626861318,-4.88235294117647,0.523098303642136,0.4768251040560200,4.4758457270486E-05,3.18338445729846E-05,18.647491744226800,0.024576450409241000,14067.300199393300,99.24233794557720,209.74809092145700,-2.75577193065146E-07,5.13544057696436E-05,2.77681077990619E-09,2.44838429615752E-07,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Other Deciduous,Sacramento River,24932.76597,1907.106619,1.864666667,3.327741402,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,3388.827918898370,20.244931851897600,3388.827918898370,514.1372617974,2874.69065710097,-4.88235294117647,0.054369508347831000,0.9456194521344310,5.47944248043049E-06,5.56007525786139E-06,1.037189606814310,0.0003085220348822650,4252.170104219010,24932.765840656300,82969.7627321786,0.0001293437453568910,0.03485256709973330,5.18770141718421E-09,4.20063301518058E-07,GOOD,1
SACRAMENTO VALLEY - SUTTER - STR02-WAs,Pasture,Sacramento River,1830.941911,150.6915527,5.0,3.965593094,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,198.2796547,554.4821223950000,3.6063651731233000,554.4821223950000,514.1372617974,40.3448605975999,-4.88235294117647,0.0033440821822351000,0.9966538379541890,1.14524998715669E-06,9.34613588373656E-07,1.6562045904173400,0.001070915631973590,5348.551340806350,1830.9375748204900,7260.749545381910,0.004336179508754870,0.021052394857179000,2.36827803367426E-06,2.89947114754255E-06,GOOD,1
