region,crop,hr,xland,p,y,xwater_unit,omegaland,omegawater,omegasupplies,omegalabor,theta,omegawater_unit,CS_land,CS_labor,CS_supplies
15A,Pistachios,Tulare Lake,54606.5439,5088.640658,1.460333567,0.27769924,1937.377826,50,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284
15A,Potatoes,Tulare Lake,21.44721467,697.8686048,20.75531565,0.871185944,1479.227265,50,1543.541499,8971.834969,0.41,50,0.10212496,0.619410086,0.106565176
15A,Safflower,Tulare Lake,27963.26901,574.3765351,1.258,0.464759151,141.3282741,50,81.61210144,306.5430161,0.74,50,0.195592287,0.424242424,0.112947658
15A,Subtropical,Tulare Lake,1238.605094,1157.720607,15.10914155,0.300098104,3535.76379,50,7560.067345,2801.501829,0.13,50,0.202134149,0.160157528,0.432197361
15A,Truck,Tulare Lake,1289.016998,1282.087936,19.71342086,0.567426284,1338.105955,50,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021
15A,Walnuts,Tulare Lake,21785.38503,1793.152974,1.862011475,1.053432015,854.5630698,50,299.4355442,912.0012941,0.13,50,0.25594369,0.273146576,0.089681664
15B,Almonds,Tulare Lake,5486.722153,4875.001978,1.131453803,0.30102452,1199.972919,50,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311
15B,Cotton,Tulare Lake,301.9125279,3710.758752,0.813814056,0.277240482,448.5684623,50,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087
15B,Field and Grain,Tulare Lake,734.8426221,289.315121,2.652255461,0.309707988,145.2774368,50,86.9874648,373.6919673,0.74,50,0.189326621,0.486998112,0.113362702
15B,Grapes,Tulare Lake,1377.301648,1422.002244,11.72196241,0.258892316,2204.421502,50,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599
15B,Orchards,Tulare Lake,2140.512333,2277.681025,7.763328774,0.301913406,2519.675644,50,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127
15B,Pistachios,Tulare Lake,12457.39274,5088.640658,1.460333567,0.27769924,1937.377826,50,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284
15B,Safflower,Tulare Lake,291.3315685,574.3765351,1.258,0.464759151,141.3282741,50,81.61210144,306.5430161,0.74,50,0.195592287,0.424242424,0.112947658
16,Alfalfa,Tulare Lake,2466.454089,279.620574,8.447932227,0.238722103,665.8443229,50,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255
16,Almonds,Tulare Lake,46927.62406,4875.001978,1.131453803,0.30102452,1199.972919,50,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311
16,Beans Dry,Tulare Lake,91.6001467,1326.519215,1.43231235,0.571284481,161.8168882,50,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516
16,Berries,Tulare Lake,249.3732739,7027.33636,10.36058171,0.736063275,3293.681493,50,30337.54741,28199.96017,0.25,50,0.045238346,0.387323291,0.416682812
16,Corn,Tulare Lake,3052.982049,161.4386617,22.01452234,0.426250886,313.2553801,50,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293
16,Cotton,Tulare Lake,889.9776911,3710.758752,0.813814056,0.277240482,448.5684623,50,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087
16,Cucurbits,Tulare Lake,209.5085738,654.3961754,16.06524008,0.42118336,492.5857332,50,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591
16,Field and Grain,Tulare Lake,3511.261354,289.315121,2.652255461,0.309707988,145.2774368,50,86.9874648,373.6919673,0.74,50,0.189326621,0.486998112,0.113362702
16,Grapes,Tulare Lake,41070.22305,1422.002244,11.72196241,0.258892316,2204.421502,50,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599
16,Lettuce,Tulare Lake,82.58610222,1008,18.9,0.70745928,1600,65,12500,929,0.25,65,0.083984211,0.048763332,0.656126648
16,Onions and Garlic,Tulare Lake,42.64021801,2408.610949,10.63434095,0.889413482,4112.522919,50,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415
16,Orchards,Tulare Lake,5298.660844,2277.681025,7.763328774,0.301913406,2519.675644,50,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127
16,Pasture,Tulare Lake,2941.584815,242.4206904,4.903405501,0.217725727,225.050083,50,134.7527641,578.8882988,0.51,50,0.189326621,0.486998112,0.113362702
16,Pistachios,Tulare Lake,1165.276016,5088.640658,1.460333567,0.27769924,1937.377826,50,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284
16,Safflower,Tulare Lake,11.31471358,574.3765351,1.258,0.464759151,141.3282741,50,81.61210144,306.5430161,0.74,50,0.195592287,0.424242424,0.112947658
16,Subtropical,Tulare Lake,15179.41306,1157.720607,15.10914155,0.300098104,3535.76379,50,7560.067345,2801.501829,0.13,50,0.202134149,0.160157528,0.432197361
16,Truck,Tulare Lake,4340.480655,1282.087936,19.71342086,0.567426284,1338.105955,50,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021
16,Walnuts,Tulare Lake,1412.119468,1793.152974,1.862011475,1.053432015,854.5630698,50,299.4355442,912.0012941,0.13,50,0.25594369,0.273146576,0.089681664
17,Alfalfa,Tulare Lake,4774.228325,279.620574,8.447932227,0.238722103,665.8443229,50,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255
17,Almonds,Tulare Lake,33063.93584,4875.001978,1.131453803,0.30102452,1199.972919,50,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311
17,Beans Dry,Tulare Lake,53.77919298,1326.519215,1.43231235,0.571284481,161.8168882,50,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516
17,Berries,Tulare Lake,1815.355668,7027.33636,10.36058171,0.736063275,3293.681493,50,30337.54741,28199.96017,0.25,50,0.045238346,0.387323291,0.416682812
17,Corn,Tulare Lake,11457.56345,161.4386617,22.01452234,0.426250886,313.2553801,50,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293
17,Cotton,Tulare Lake,186.8571123,3710.758752,0.813814056,0.277240482,448.5684623,50,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087
