g,i,hr,xland,p,y,xwater,omegaland,omegawater,omegasupply,omegalabor,theta,sigma,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
10,Walnuts,San Joaquin River,11490.16867,2092.008952,1.920558157,4.952669773,1028.336919,247.6334887,360.3252181,1097.455103,0.13,0.17,50,1284.0741285306221,1.3997252287250195,1284.0741285306221,64.81689691,1219.257232,-4.882352941,0.003759537,0.9938703917157244,0.00058582,0.001784252,0.6853457099516485,0.000669469,1532.0074088593096,11490.173211070678,56907.03345625634,-0.004541071,-0.022397676,3.9521357860946753e-07,3.93583766032637e-07,GOOD,2092.008952,1284.074129
11,Alfalfa,San Joaquin River,5239.502225,205.8588937,7.063149253,4.134965358,409.846448,41.349653579999995,219.4180648,271.0060707,1.86,0.17,10,512.3918541805614,1.4706283549537853,512.3918541805614,64.81689691,447.5749573,-4.882352941,0.021099394,0.9676804565093559,0.005019948,0.006200202,3.5178266505955853,0.000102612,4880964.373765804,5239.515599229256,21665.192585659228,-0.013374229,-0.03239212,2.5525763099628332e-06,1.4951248926652918e-06,GOOD,205.8588937,512.3918542
11,Almonds,San Joaquin River,117692.653,5157.824281,1.067695081,4.125499535,1198.04631,206.2749768,515.5269696,1659.178231,0.4,0.17,50,1927.9571261360625,1.4654114232167907,1927.9571261360625,64.81689691,1863.140229,-4.882352941,0.014610796863303533,0.9752247306488443,0.002409549,0.007754923,0.5045533819266456,2.124176774229059e-05,11829405.91,117692.67110468424,485540.95619706553,-0.018104684,0.029027351,1.538301990146237e-07,5.978352347284163e-08,GOOD,5157.824281,1927.957126
11,Beans Dry,San Joaquin River,422.2532085,1415.3103,1.200351344,2.212101358,144.6880326,110.6050679,120.7038647,856.238012,1.68,0.17,50,466.6346435820433,1.3130377706758296,466.6346435820433,64.81689691,401.8177467,-4.882352941,0.088284039,0.770631099,0.017431424,0.12365343738612296,0.90016448,0.001409671,213780.64288439968,422.2548868312753,934.0704065,-0.001678331,-0.003510511,3.974703427946557e-06,3.7583082786417196e-06,GOOD,1415.3103,466.6346436
11,Berries,San Joaquin River,74.76634867,5010.1193,4.8075,3.460572945,1089.617527,173.0286473,10036.28409,9329.126312,0.25,0.17,50,3458.091958500004,1.112038305495303,3458.091958500004,64.81689691,3393.275062,-4.882352941,0.046349680317054553,0.7562805043499466,0.1022885390163606,0.095081276,3.6056528841918865,0.053500004629823524,1534.7109294251018,74.76635374638593,258.7343705022226,-5.08E-06,3.290161612312659e-05,6.789666771695294e-08,1.271636693469518e-07,GOOD,5010.1193,3458.091959
11,Corn,San Joaquin River,21503.32131,44.88630607,26.76544219,2.415829265,105.8936729,120.7914633,105.1073939,671.1863659,0.3,0.17,50,198.4229342892312,1.1407939129085103,198.4229342892312,64.81689691,133.6060374,-4.882352941,0.030309024,0.8923744373112358,0.010468382274320552,0.066848156,17.32677169346654,0.000155015,55116.73950331586,21503.355804649273,51948.42437645317,-0.034494649,-0.071461057,1.6041544827409769e-06,1.375617377992386e-06,GOOD,44.88630607,198.4229343
11,Cucurbits,San Joaquin River,1179.626916,252.19315,13.35,2.299627126,155.96046449341188,113.67724543155478,2175.5602197305484,761.2578346301987,0.05,0.17,50,123.53817229999996,0.9886580667474244,160.32278821428608,64.81689691,95.50589131,-4.882352941,0.031762985669367874,0.6733048325738872,0.21848228602230507,0.076449896,10.691978016303098,0.016954513099631578,3.057066794768786e-05,1179.3205453103453,2711.8120892019997,0.30637068965461367,0.8899653913235852,0.000259718,0.000328073,GOOD,252.19315,160.3227882
11,Field and Grain,San Joaquin River,5380.726305,187.333843,2.812754652,0.483631303,99.76076638,24.18156515,59.73354402,256.6110606,0.74,0.17,50,86.63720222528774,1.1397851526700795,86.63720222528774,64.81689691,21.82030532,-4.882352941,0.370249012,0.001384284,0.1186508941657545,0.5097158103128503,2.8391441466752245,0.000251147,125329.74436296086,5380.772072502792,2602.3092509930043,-0.045767503,-0.021577019,8.505822485229008e-06,8.291558114203652e-06,GOOD,187.333843,86.63720223
11,Grapes,San Joaquin River,8159.822739,447.1747228,10.57632504,3.098484515,1478.428428,154.9242258,1571.365603,1181.295692,0.13,0.17,50,343.4512692546987,1.0269581084801613,343.4512692546987,64.81689691,278.6343723,-4.882352941,0.042068194,0.8943713581525445,0.036283687,0.027276760614338563,6.719687444202011,0.000942705,850.5200910721586,8159.823487232894,25283.081348785625,-0.000748233,0.003053151,9.169719952466807e-08,1.2075863503463963e-07,GOOD,447.1747228,343.4512693
11,Lettuce,San Joaquin River,2.85248003,479.2433265,17.02508876,3.326092372,664.3923981,156.45289728960964,4093.644279594328,2856.139159562179,0.25,0.17,50,-100.7792122,0.9407609879188866,388.5314367285805,64.81689691,323.7145398,-4.882352941,0.015768260577516638,0.8801539394920445,0.061305146275135475,0.042772654,11.071420298436731,1.4022885201408404,12.905910302328236,2.8453352378777237,9.461868252417915,0.007144792,0.025743817,0.002504765,0.002713414,GOOD,479.2433265,388.5314367
