g,i,hr,xland,p,y,xwater,omegaland,omegawater_x,omegasupply,omegalabor,theta,omegawater,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,sigma,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
15A,Pasture,Tulare Lake,6265.261445,242.4206904,4.903405501,4.768194291,225.050083,47.68194291,134.7527641,578.8882988,0.51,10,0.189326621,0.486998112,0.113362702,202.3138581,1.147722722,202.3138581,0.17,79.8460651,122.467793,-4.882352941,0.004319593,0.988467259,0.001362017,0.00585113,1.982375428,0.000312961,156289.1093,6265.261192,29873.97279,0.00025329,0.011065006,4.04E-08,3.70E-07,GOOD,242.4206904,22.639033
15A,Pistachios,Tulare Lake,54606.5439,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,4.58E-05,8706121.818,54606.54386,208605.9226,4.43E-05,0.013751173,8.12E-10,6.59E-08,GOOD,5088.640658,2459.543262
15A,Potatoes,Tulare Lake,21.44721467,697.8686048,20.75531565,1.233512156,1479.227265,61.6756078,1543.541499,8971.834969,0.41,50,0.10212496,0.619410086,0.106565176,2428.203834,1.144195941,2428.203834,0.17,79.8460651,2348.357769,-4.882352941,0.267730538,0.01177374,0.10576084,0.614734883,20.72313242,0.113722198,2936.464598,21.44721476,26.45540154,-8.84E-08,-1.53E-06,4.12E-09,5.79E-08,GOOD,697.8686048,2413.80183
15A,Safflower,Tulare Lake,27963.26901,574.3765351,1.258,2.392307778,141.3282741,23.92307778,81.61210144,306.5430161,0.74,10,0.195592287,0.424242424,0.112947658,169.1592117,1.243494302,169.1592117,0.17,79.8460651,89.31314664,-4.882352941,0.129889869,0.707728652,0.034141747,0.128239732,0.984596499,4.83E-05,1235584.723,27963.27052,66896.72762,-0.001506322,0.018329695,5.39E-08,2.74E-07,GOOD,574.3765351,135.8509245
15A,Subtropical,Tulare Lake,1238.605094,1157.720607,15.10914155,3.608433712,3535.76379,180.4216856,7560.067345,2801.501829,0.13,50,0.202134149,0.160157528,0.432197361,3414.409877,1.183370838,3414.409877,0.17,79.8460651,3334.563812,-4.882352941,0.061932082,0.845737341,0.067366764,0.024963814,10.32528883,0.00621046,504.8087528,1238.605094,4469.424093,1.38E-07,0.000283908,1.12E-10,6.35E-08,GOOD,1157.720607,2943.79187
15A,Truck,Tulare Lake,1289.016998,1282.087936,19.71342086,1.84535452,1338.105955,92.267726,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021,10402.85678,1.618587754,10402.85678,0.17,79.8460651,10323.01071,-4.882352941,0.43454107,0.067994298,0.274655408,0.222809224,19.44570323,0.001892158,537684.8597,1289.016999,2378.693198,-1.22E-06,0.000146115,9.49E-10,6.14E-08,GOOD,1282.087936,10324.85784
15A,Walnuts,Tulare Lake,21785.38503,1793.152974,1.862011475,3.425917313,854.5630698,171.2958657,299.4355442,912.0012941,0.13,50,0.25594369,0.273146576,0.089681664,1101.57564,1.421304047,1101.57564,0.17,79.8460651,1021.729575,-4.882352941,0.026757538,0.956671517,0.004095905,0.01247504,0.989582614,0.000353095,2424.836075,21785.38503,74634.92274,3.77E-06,0.005001241,1.73E-10,6.70E-08,GOOD,1793.152974,686.0260341
15A,Tomatoes,Tulare Lake,25754.20591,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,5.25E-05,10519410.73,25754.20609,57179.64268,-0.000178788,0.003305075,6.94E-09,5.78E-08,GOOD,97.3922824,1907.495124
15B,Almonds,Tulare Lake,5486.722153,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,0.000455645,549593.8147,5486.722081,22720.70988,7.18E-05,0.01179025,1.31E-08,5.19E-07,GOOD,4875.001978,1280.254671
15B,Cotton,Tulare Lake,301.9125279,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,0.004870908,55278.60445,301.9125202,1131.960548,7.66E-06,0.000609919,2.54E-08,5.39E-07,GOOD,3710.758752,287.6306468
15B,Field and Grain,Tulare Lake,734.8426221,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,0.001838967,20452.18873,734.84272,2396.603914,-9.79E-05,0.002278948,1.33E-07,9.51E-07,GOOD,289.315121,-104.5353924
15B,Grapes,Tulare Lake,1377.301648,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.005585057,335.7715514,1377.301644,5521.483856,3.53E-06,0.002730117,2.56E-09,4.94E-07,GOOD,1422.002244,1381.887779
15B,Orchards,Tulare Lake,2140.512333,2277.681025,7.763328774,3.502172688,2519.675644,175.1086344,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127,2437.865948,1.104683353,2437.865948,0.17,79.8460651,2358.019883,-4.882352941,0.051048113,0.819726473,0.062945007,0.066280407,5.476887004,0.003593676,619.3683235,2140.512333,7496.440147,4.75E-07,0.003683479,2.22E-10,4.91E-07,GOOD,2277.681025,1999.713906
15B,Pistachios,Tulare Lake,12457.39274,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,0.000200684,1986127.87,12457.39268,47589.25544,5.53E-05,0.023997883,4.44E-09,5.04E-07,GOOD,5088.640658,2459.543262
15B,Safflower,Tulare Lake,291.3315685,574.3765351,1.258,2.392307778,141.3282741,23.92307778,81.61210144,306.5430161,0.74,10,0.195592287,0.424242424,0.112947658,169.1592117,1.243494302,169.1592117,0.17,79.8460651,89.31314664,-4.882352941,0.129889869,0.707728652,0.034141747,0.128239732,0.984596499,0.004638534,12872.77376,291.3317093,696.9533912,-0.000140849,0.001386106,4.83E-07,1.99E-06,GOOD,574.3765351,135.8509245
16,Alfalfa,Tulare Lake,2466.454089,279.620574,8.447932227,4.524530937,665.8443229,45.24530937,356.4707563,440.2816103,1.86,10,0.281872792,0.186385019,0.150905255,854.3736596,1.49201919,854.3736596,0.17,79.8460651,774.5275945,-4.882352941,0.020502345,0.968752293,0.004807525,0.005937836,4.170426326,0.000217979,3859837.032,2466.453926,11159.53432,0.000163215,0.013514189,6.62E-08,1.21E-06,GOOD,279.620574,694.9051669
16,Almonds,Tulare Lake,46927.62406,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,5.33E-05,4700644.793,46927.6239,194329.0004,0.000159064,0.046110328,3.39E-09,2.37E-07,GOOD,4875.001978,1280.254671
16,Beans Dry,Tulare Lake,91.6001467,1326.519215,1.43231235,1.919782133,161.8168882,95.98910665,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516,549.5869755,1.339980961,549.5869755,0.17,79.8460651,469.7409104,-4.882352941,0.172577088,0.562373483,0.032747588,0.232301841,1.222194314,0.006498222,53593.2301,91.60017625,175.8523467,-2.96E-05,-2.16E-05,3.23E-07,1.23E-07,GOOD,1326.519215,461.2979102
16,Berries,Tulare Lake,249.3732739,7027.33636,10.36058171,2.39378705,3293.681493,119.6893525,30337.54741,28199.96017,0.25,50,0.045238346,0.387323291,0.416682812,10856.41414,1.119278377,10856.41414,0.17,79.8460651,10776.56807,-4.882352941,0.174311302,0.104580559,0.373720257,0.347387883,10.13221967,0.016040211,16066.22292,249.3732743,596.9463863,-3.98E-07,0.000127376,1.60E-09,2.13E-07,GOOD,7027.33636,10689.59267
16,Corn,Tulare Lake,3052.982049,161.4386617,22.01452234,2.280437339,313.2553801,114.021867,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293,830.2803255,1.242698865,830.2803255,0.17,79.8460651,750.4342604,-4.882352941,0.116425873,0.649768804,0.031656403,0.20214892,17.87660128,0.001091829,34754.5894,3052.982133,6962.132838,-8.38E-05,0.001421776,2.75E-08,2.04E-07,GOOD,161.4386617,684.2824696
16,Cotton,Tulare Lake,889.9776911,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,0.001652388,162950.2595,889.9776911,3336.794086,-4.78E-08,0.000794102,5.37E-11,2.38E-07,GOOD,3710.758752,287.6306468
16,Cucurbits,Tulare Lake,209.5085738,654.3961754,16.06524008,2.442132231,492.5857332,122.1066116,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591,622.6894345,1.01234223,622.6894345,0.17,79.8460651,542.8433694,-4.882352941,0.055931315,0.478892632,0.34459694,0.120579113,14.09118967,0.095461487,2.24E-05,209.5085747,511.6475327,-8.77E-07,0.000108052,4.18E-09,2.11E-07,GOOD,654.3961754,446.5955544
16,Field and Grain,Tulare Lake,3511.261354,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,0.000384862,97725.65952,3511.261933,11451.57836,-0.000579455,0.003865646,1.65E-07,3.38E-07,GOOD,289.315121,-104.5353924
16,Grapes,Tulare Lake,41070.22305,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.000187296,10012.4853,41070.22303,164647.0359,2.22E-05,0.037603001,5.41E-10,2.28E-07,GOOD,1422.002244,1381.887779
16,Lettuce,Tulare Lake,82.58610222,1008,18.9,2.300762612,1600,149.5495698,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3872.65043,1.195371133,3872.65043,0.17,79.8460651,3792.804365,-4.882352941,0.197977064,0.316219205,0.452196488,0.033607243,17.51259963,0.048434299,2039.312194,82.58610259,190.0109888,-3.68E-07,2.75E-05,4.45E-09,1.44E-07,GOOD,1008,3678.121941
16,Onions and Garlic,Tulare Lake,42.64021801,2408.610949,10.63434095,1.253629891,4112.522919,62.68149455,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415,3583.886346,1.107315543,3583.886346,0.17,79.8460651,3504.040281,-4.882352941,0.299002342,0.007342148,0.278560777,0.415094733,10.62363202,0.057200092,11617.36112,42.64021839,53.45504656,-3.80E-07,5.29E-06,8.91E-09,9.90E-08,GOOD,2408.610949,3567.988445
16,Orchards,Tulare Lake,5298.660844,2277.681025,7.763328774,3.502172688,2519.675644,175.1086344,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127,2437.865948,1.104683353,2437.865948,0.17,79.8460651,2358.019883,-4.882352941,0.051048113,0.819726473,0.062945007,0.066280407,5.476887004,0.001451746,1533.194943,5298.660846,18556.82109,-2.32E-06,0.004205241,4.39E-10,2.27E-07,GOOD,2277.681025,1999.713906
16,Pasture,Tulare Lake,2941.584815,242.4206904,4.903405501,4.768194291,225.050083,47.68194291,134.7527641,578.8882988,0.51,10,0.189326621,0.486998112,0.113362702,202.3138581,1.147722722,202.3138581,0.17,79.8460651,122.467793,-4.882352941,0.004319593,0.988467259,0.001362017,0.00585113,1.982375428,0.000666574,73378.84854,2941.584524,14026.03012,0.000290874,0.017803326,9.89E-08,1.27E-06,GOOD,242.4206904,22.639033
16,Pistachios,Tulare Lake,1165.276016,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,0.002145414,185784.2343,1165.276016,4451.544104,4.42E-07,0.001023915,3.79E-10,2.30E-07,GOOD,5088.640658,2459.543262
16,Safflower,Tulare Lake,11.31471358,574.3765351,1.258,2.392307778,141.3282741,23.92307778,81.61210144,306.5430161,0.74,10,0.195592287,0.424242424,0.112947658,169.1592117,1.243494302,169.1592117,0.17,79.8460651,89.31314664,-4.882352941,0.129889869,0.707728652,0.034141747,0.128239732,0.984596499,0.119433103,499.9518204,11.31471686,27.06828609,-3.28E-06,-8.79E-06,2.90E-07,3.25E-07,GOOD,574.3765351,135.8509245
16,Subtropical,Tulare Lake,15179.41306,1157.720607,15.10914155,3.608433712,3535.76379,180.4216856,7560.067345,2801.501829,0.13,50,0.202134149,0.160157528,0.432197361,3414.409877,1.183370838,3414.409877,0.17,79.8460651,3334.563812,-4.882352941,0.061932082,0.845737341,0.067366764,0.024963814,10.32528883,0.000506759,6186.556646,15179.41306,54773.89337,-2.70E-06,0.012444362,1.78E-10,2.27E-07,GOOD,1157.720607,2943.79187
16,Truck,Tulare Lake,4340.480655,1282.087936,19.71342086,1.84535452,1338.105955,92.267726,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021,10402.85678,1.618587754,10402.85678,0.17,79.8460651,10323.01071,-4.882352941,0.43454107,0.067994298,0.274655408,0.222809224,19.44570323,0.000561925,1810535.265,4340.480674,8009.723828,-1.93E-05,0.001768105,4.44E-09,2.21E-07,GOOD,1282.087936,10324.85784
16,Walnuts,Tulare Lake,1412.119468,1793.152974,1.862011475,3.425917313,854.5630698,171.2958657,299.4355442,912.0012941,0.13,50,0.25594369,0.273146576,0.089681664,1101.57564,1.421304047,1101.57564,0.17,79.8460651,1021.729575,-4.882352941,0.026757538,0.956671517,0.004095905,0.01247504,0.989582614,0.005447349,157.1768515,1412.11947,4837.803399,-2.10E-06,0.00113427,1.49E-09,2.34E-07,GOOD,1793.152974,686.0260341
16,Tomatoes,Tulare Lake,319.050942,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,0.004235535,130317.6621,319.0509532,708.3587276,-1.12E-05,0.000131543,3.52E-08,1.86E-07,GOOD,97.3922824,1907.495124
17,Alfalfa,Tulare Lake,4774.228325,279.620574,8.447932227,4.524530937,665.8443229,45.24530937,356.4707563,440.2816103,1.86,10,0.281872792,0.186385019,0.150905255,854.3736596,1.49201919,854.3736596,0.17,79.8460651,774.5275945,-4.882352941,0.020502345,0.968752293,0.004807525,0.005937836,4.170426326,0.000112612,7471350.621,4774.228164,21601.13084,0.000161412,0.012920112,3.38E-08,5.98E-07,GOOD,279.620574,694.9051669
17,Almonds,Tulare Lake,33063.93584,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,7.56E-05,3311947.301,33063.93578,136918.9791,5.93E-05,0.016010936,1.79E-09,1.17E-07,GOOD,4875.001978,1280.254671
17,Beans Dry,Tulare Lake,53.77919298,1326.519215,1.43231235,1.919782133,161.8168882,95.98910665,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516,549.5869755,1.339980961,549.5869755,0.17,79.8460651,469.7409104,-4.882352941,0.172577088,0.562373483,0.032747588,0.232301841,1.222194314,0.011068186,31465.02236,53.77920139,103.2443412,-8.41E-06,-7.35E-06,1.56E-07,7.12E-08,GOOD,1326.519215,461.2979102
17,Berries,Tulare Lake,1815.355668,7027.33636,10.36058171,2.39378705,3293.681493,119.6893525,30337.54741,28199.96017,0.25,50,0.045238346,0.387323291,0.416682812,10856.41414,1.119278377,10856.41414,0.17,79.8460651,10776.56807,-4.882352941,0.174311302,0.104580559,0.373720257,0.347387883,10.13221967,0.002203425,116956.835,1815.355669,4345.574413,-1.40E-06,0.000476033,7.69E-10,1.10E-07,GOOD,7027.33636,10689.59267
17,Corn,Tulare Lake,11457.56345,161.4386617,22.01452234,2.280437339,313.2553801,114.021867,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293,830.2803255,1.242698865,830.2803255,0.17,79.8460651,750.4342604,-4.882352941,0.116425873,0.649768804,0.031656403,0.20214892,17.87660128,0.000290929,130430.8073,11457.5636,26128.25286,-0.000151809,0.002642771,1.32E-08,1.01E-07,GOOD,161.4386617,684.2824696
17,Cotton,Tulare Lake,186.8571123,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,0.007870122,34212.55975,186.8571122,700.583611,9.75E-08,7.99E-05,5.22E-10,1.14E-07,GOOD,3710.758752,287.6306468
17,Cucurbits,Tulare Lake,441.0893964,654.3961754,16.06524008,2.442132231,492.5857332,122.1066116,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591,622.6894345,1.01234223,622.6894345,0.17,79.8460651,542.8433694,-4.882352941,0.055931315,0.478892632,0.34459694,0.120579113,14.09118967,0.045342282,4.71E-05,441.0893973,1077.198516,-8.88E-07,0.000115504,2.01E-09,1.07E-07,GOOD,654.3961754,446.5955544
17,Field and Grain,Tulare Lake,5052.228033,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,0.000267476,140613.9466,5052.228419,16477.26813,-0.00038598,0.002821343,7.64E-08,1.71E-07,GOOD,289.315121,-104.5353924
17,Grapes,Tulare Lake,63861.60663,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.000120453,15568.78318,63861.60661,256015.7865,1.89E-05,0.02879601,2.96E-10,1.12E-07,GOOD,1422.002244,1381.887779
17,Lettuce,Tulare Lake,2.07427826,1008,18.9,2.300762612,1600,149.5495698,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3872.65043,1.195371133,3872.65043,0.17,79.8460651,3792.804365,-4.882352941,0.197977064,0.316219205,0.452196488,0.033607243,17.51259963,1.928381586,51.22049396,2.074278265,4.772423867,-4.54E-09,-2.00E-06,2.19E-09,4.19E-07,GOOD,1008,3678.121941
17,Onions and Garlic,Tulare Lake,33.51575746,2408.610949,10.63434095,1.253629891,4112.522919,62.68149455,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415,3583.886346,1.107315543,3583.886346,0.17,79.8460651,3504.040281,-4.882352941,0.299002342,0.007342148,0.278560777,0.415094733,10.62363202,0.072772468,9131.394626,33.51575761,42.01635399,-1.45E-07,1.38E-06,4.33E-09,3.30E-08,GOOD,2408.610949,3567.988445
17,Orchards,Tulare Lake,55461.23436,2277.681025,7.763328774,3.502172688,2519.675644,175.1086344,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127,2437.865948,1.104683353,2437.865948,0.17,79.8460651,2358.019883,-4.882352941,0.051048113,0.819726473,0.062945007,0.066280407,5.476887004,0.000138697,16047.99525,55461.23437,194234.7985,-1.06E-05,0.021704989,1.91E-10,1.12E-07,GOOD,2277.681025,1999.713906
17,Pasture,Tulare Lake,4707.276995,242.4206904,4.903405501,4.768194291,225.050083,47.68194291,134.7527641,578.8882988,0.51,10,0.189326621,0.486998112,0.113362702,202.3138581,1.147722722,202.3138581,0.17,79.8460651,122.467793,-4.882352941,0.004319593,0.988467259,0.001362017,0.00585113,1.982375428,0.000416543,117424.6494,4707.276759,22445.19723,0.000235742,0.01406738,5.01E-08,6.27E-07,GOOD,242.4206904,22.639033
17,Pistachios,Tulare Lake,1711.496638,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,0.00146071,272870.1939,1711.496638,6538.196573,4.54E-07,0.000742397,2.65E-10,1.14E-07,GOOD,5088.640658,2459.543262
17,Subtropical,Tulare Lake,59791.93827,1157.720607,15.10914155,3.608433712,3535.76379,180.4216856,7560.067345,2801.501829,0.13,50,0.202134149,0.160157528,0.432197361,3414.409877,1.183370838,3414.409877,0.17,79.8460651,3334.563812,-4.882352941,0.061932082,0.845737341,0.067366764,0.024963814,10.32528883,0.000128651,24368.94046,59791.93827,215755.2216,-4.17E-06,0.024146264,6.97E-11,1.12E-07,GOOD,1157.720607,2943.79187
17,Truck,Tulare Lake,2612.26504,1282.087936,19.71342086,1.84535452,1338.105955,92.267726,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021,10402.85678,1.618587754,10402.85678,0.17,79.8460651,10323.01071,-4.882352941,0.43454107,0.067994298,0.274655408,0.222809224,19.44570323,0.000933682,1089648.44,2612.265046,4820.554576,-5.62E-06,0.000522816,2.15E-09,1.08E-07,GOOD,1282.087936,10324.85784
17,Walnuts,Tulare Lake,5332.57408,1793.152974,1.862011475,3.425917313,854.5630698,171.2958657,299.4355442,912.0012941,0.13,50,0.25594369,0.273146576,0.089681664,1101.57564,1.421304047,1101.57564,0.17,79.8460651,1021.729575,-4.882352941,0.026757538,0.956671517,0.004095905,0.01247504,0.989582614,0.001442513,593.5455345,5332.574084,18268.95574,-3.56E-06,0.002119057,6.68E-10,1.16E-07,GOOD,1793.152974,686.0260341
17,Tomatoes,Tulare Lake,199.4263984,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,0.006776191,81456.52802,199.4264018,442.767674,-3.39E-06,3.94E-05,1.70E-08,8.91E-08,GOOD,97.3922824,1907.495124
18,Alfalfa,Tulare Lake,41477.93063,279.620574,8.447932227,4.524530937,665.8443229,45.24530937,356.4707563,440.2816103,1.86,10,0.281872792,0.186385019,0.150905255,854.3736596,1.49201919,854.3736596,0.17,79.8460651,774.5275945,-4.882352941,0.020502345,0.968752293,0.004807525,0.005937836,4.170426326,1.30E-05,64910209.92,41477.92951,187668.1127,0.001118326,0.067680362,2.70E-08,3.61E-07,GOOD,279.620574,694.9051669
18,Almonds,Tulare Lake,74137.86502,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,3.37E-05,7426239.367,74137.86489,307007.6507,0.000131173,0.021424835,1.77E-09,6.98E-08,GOOD,4875.001978,1280.254671
18,Beans Dry,Tulare Lake,910.5068121,1326.519215,1.43231235,1.919782133,161.8168882,95.98910665,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516,549.5869755,1.339980961,549.5869755,0.17,79.8460651,469.7409104,-4.882352941,0.172577088,0.562373483,0.032747588,0.232301841,1.222194314,0.000653744,532717.4993,910.506883,1747.974729,-7.09E-05,-1.89E-05,7.79E-08,1.08E-08,GOOD,1326.519215,461.2979102
18,Berries,Tulare Lake,1574.376586,7027.33636,10.36058171,2.39378705,3293.681493,119.6893525,30337.54741,28199.96017,0.25,50,0.045238346,0.387323291,0.416682812,10856.41414,1.119278377,10856.41414,0.17,79.8460651,10776.56807,-4.882352941,0.174311302,0.104580559,0.373720257,0.347387883,10.13221967,0.002540688,101431.4196,1574.376587,3768.722041,-5.64E-07,0.000242709,3.58E-10,6.44E-08,GOOD,7027.33636,10689.59267
18,Corn,Tulare Lake,131665.7616,161.4386617,22.01452234,2.280437339,313.2553801,114.021867,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293,830.2803255,1.242698865,830.2803255,0.17,79.8460651,750.4342604,-4.882352941,0.116425873,0.649768804,0.031656403,0.20214892,17.87660128,2.53E-05,1498858.955,131665.7624,300255.5006,-0.000829408,0.018415804,6.30E-09,6.13E-08,GOOD,161.4386617,684.2824696
18,Cotton,Tulare Lake,17969.94274,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,8.18E-05,3290202.509,17969.94268,67374.73213,6.21E-05,0.004932593,3.45E-09,7.32E-08,GOOD,3710.758752,287.6306468
18,Cucurbits,Tulare Lake,35.30720929,654.3961754,16.06524008,2.442132231,492.5857332,122.1066116,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591,622.6894345,1.01234223,622.6894345,0.17,79.8460651,542.8433694,-4.882352941,0.055931315,0.478892632,0.34459694,0.120579113,14.09118967,0.566456551,3.77E-06,35.30720932,86.22487129,-3.29E-08,2.50E-06,9.31E-10,2.90E-08,GOOD,654.3961754,446.5955544
18,Field and Grain,Tulare Lake,39484.0753,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,3.42E-05,1098923.41,39484.07599,128772.8343,-0.000692882,0.016600521,1.75E-08,1.29E-07,GOOD,289.315121,-104.5353924
18,Grapes,Tulare Lake,44970.87627,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.000171051,10963.42324,44970.87625,180284.4525,1.56E-05,0.012006856,3.46E-10,6.66E-08,GOOD,1422.002244,1381.887779
