g,i,hr,xland,p,y,xwater,omegaland,omegawater_x,omegasupply,omegalabor,theta,omegawater,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,sigma,xland_lp,lambdacrop,lambdaland,lambdawater,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,omega_suppl_unit,omega_labor_unit,xsupply_base,xlabor_base,xlandcalib,xwatercalib,xsuppcalib,xlaborcalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
04,Safflower,Sacramento River,72.86401229,566.2726740179453,1.0344460085918803,2.357007476,114.57375794026017,23.57007476,66.16231051897915,248.51209391178716,0.74,10,0.195592287,0.424242424,0.112947658,132.9602703,1.2320269967669062,132.9602703,0.17,72.93687703090178,81.08942864459925,2.4945999546201747e-09,22.007075566806034,-4.882352941,0.035758850623183715,0.9067321451576938,0.012091636755985362,0.045417367463137015,0.6545650488358994,0.018546211,2731.300530796632,66.16231051897915,248.51209391178716,72.86401229,72.86401229,72.79114754987103,171.5692789616651,72.79114755,72.79114754980945,0.07286474,0.17174273722079647,0.00100001,0.00100001,GOOD,566.2726740179453,132.9602703
04,Subtropical,Sacramento River,10416.64704,1426.1226571367167,2.926176067700632,2.972946835,843.5231850739846,148.6473418,1803.596751636908,668.3511361167175,0.13,50,0.202134149,0.160157528,0.432197361,708.9675743,1.1472955404092273,708.9675743,0.17,10427.063785329494,643.5417086856766,2.4945999546201747e-09,22.007075566806034,-4.882352941,0.03117929,0.9169913784782576,0.037816013,0.014013318360719739,1.776643758383265,0.000738463,918.9130899,1803.596751636908,668.3511361167175,10416.64704,10416.64704,10406.230291253261,30937.169408662518,10406.230291252607,10406.230291252607,10.416747038038011,30.968435137725464,0.00100001,0.00100001,GOOD,1426.1226571367167,708.9675743
04,Walnuts,Sacramento River,17082.708779880562,1941.7018487746973,1.7189362872815137,4.942462794,854.2534686026536,247.1231397,299.3270611283979,911.6708834858882,0.13,50,0.25594369,0.273146576,0.089681664,1025.2872140234897,1.3746585683164616,1025.2872140234897,0.17,17099.791588660377,916.5180618279364,2.4945999546201747e-09,22.007075566806034,-4.882352941,0.002028995,0.9965834129174395,0.000342977,0.001044616,0.5496947902596222,0.000450298,1794.468489769389,299.3270611283979,911.6708834858882,17082.708779880562,17082.708779880562,17099.791588660144,84515.08371,17099.791588659285,17099.791588659282,-17.08280878,-84.43114681,0.001000006,0.001000006,GOOD,1941.7018487746973,1025.287214
05,Almonds,Sacramento River,11072.005337332896,4683.240485829528,0.7387210677403597,3.971676207,752.6390797453652,198.5838104,323.8653982273295,1042.3323135081037,0.4,50,0.217550367,0.301286212,0.093613311,1142.1878103460713,1.4217812475867206,1142.1878103460713,0.17,11083.077442670075,1054.7828319329149,4.938382587795751e-09,22.007075565580045,-4.882352941,0.007423534,0.986965151,0.001330196,0.004281119,0.30909563,0.000225795,657066.9394,323.8653982273295,1042.3323135081037,11072.005337332896,11072.005337332896,11060.933231995976,43930.44534473402,11060.933231994859,11060.933231994859,11.072105336919776,43.97481733,0.001000009,0.001000009,GOOD,4683.240485829528,1142.18781
05,Field and Grain,Sacramento River,1938.143942,209.66138474146223,3.033618669654281,2.845649619,120.41792024340968,71.14124048,72.10238441858326,309.7467197151693,0.74,25,0.189326621,0.486998112,0.113362702,62.62442620510684,1.0563946444174763,62.62442620510684,0.17,1849.183547668939,1.2345956469489378e-09,4.938382587795751e-09,22.007075565580045,-4.882352941,0.005334577,0.9777493086543839,0.003194173,0.013721941360098437,1.460387902856018,0.00069724,44712.034829608245,72.10238441858326,309.7467197151693,1938.143942,1938.143942,1936.2057784063031,5509.763235627494,1936.2057784068782,1936.2057784068734,1.9381633036969106,5.5153336667253825,0.00100001,0.00100001,GOOD,209.66138474146223,62.62442621
05,Orchards,Sacramento River,4227.977916302843,2309.3340940204384,2.070881679913447,3.327741402,681.4685360114679,166.3870701,1653.2903473698298,1740.896726707907,0.13,50,0.142496355,0.364024786,0.345706127,540.3149879172385,1.0736870639817369,540.3149879172385,0.17,4232.205936540863,467.0811314170475,4.938382587795751e-09,22.007075565580045,-4.882352941,0.012842982340542309,0.9492035134367917,0.018486949,0.019466556,1.1367306222336195,0.001819382,288.0706808403297,1653.2903473698298,1740.896726707907,4227.977916302843,4227.977916302843,4223.749896149198,14055.547401108886,4223.749896148544,4223.749896148544,4.228020153645048,14.069757713776198,0.00100001,0.00100001,GOOD,2309.3340940204384,540.3149879
05,Pasture,Sacramento River,7595.620824,231.3889921571432,4.999999999999999,3.965593094,219.0404801085371,39.65593094,131.15440681995278,563.4300115905577,0.51,10,0.189326621,0.486998112,0.113362702,203.6641313266683,1.1558528290458805,203.6641313266683,0.17,7603.216520494431,116.39302444098355,4.938382587795751e-09,22.007075565580045,-4.882352941,0.003138306,0.9903631839189483,0.001227077,0.005271434,1.9786889931752643,0.000258147,182886.68355828902,131.15440681995278,563.4300115905577,7595.620824,7595.620824,7588.025126936357,30091.02004047729,7588.025126932863,7588.025127,7.595696703642716,30.121442392082827,0.00100001,0.00100001,GOOD,231.3889921571432,203.6641313
05,Pistachios,Sacramento River,525.8518135027211,4908.224613268352,1.2498253980439933,3.663925668,1599.315875,183.1962834,319.3169032470521,1583.0678593976154,0.4,50,0.260711671,0.258063009,0.052053284,2449.526860364615,1.585474027824466,2449.526860364615,0.17,526.3776706,2368.8945713188687,4.938382587795751e-09,22.007075565580045,-4.882352941,0.025536488,0.9622211611535341,0.002054889,0.010187462,0.6446927249293465,0.004754191,68514.39995967402,319.3169032470521,1583.0678593976154,525.8518135027211,525.8518135027211,525.3259564362951,1924.7552558535915,525.3259564362644,525.3259564362633,0.525857066,1.9267012033774336,0.00100001,0.00100001,GOOD,4908.224613268352,2449.52686
05,Subtropical,Sacramento River,121.0230407262593,1426.1226571367167,2.926176067700632,2.972946835,843.5231850739846,148.6473418,1803.596751636908,668.3511361167175,0.13,50,0.202134149,0.160157528,0.432197361,708.9675743,1.1472955404092273,708.9675743,0.17,121.14406497817788,643.5417086888007,4.938382587795751e-09,22.007075565580045,-4.882352941,0.031179289827825977,0.9169913784768543,0.037816013,0.014013318360936888,1.776643758389072,0.063560688,10.676147122209859,1803.596751636908,668.3511361167175,121.0230407262593,121.0230407262593,120.90201647663126,359.43526722931875,120.90201647660123,120.90201647660167,0.12102424962803582,0.3597986598899183,0.00100001,0.00100001,GOOD,1426.1226571367167,708.9675743
05,Tomatoes,Sacramento River,141.3933554,98.36808723,45.12697658913721,2.666779844,378.0837202857285,133.3389922,916.1768531,2411.9869769892075,0.74,50,0.085172131,0.543356034,0.206390095,599.4678270921155,1.1010744988770471,599.4678270921155,0.17,141.53475016044203,540.7798015458653,4.938382587795751e-09,22.007075565580045,-4.882352941,0.033628233,0.8445688388453959,0.033529907,0.088273021,31.101496867222394,0.009557389,24890.137526304163,916.1768531,2411.9869769892075,141.3933554,141.3933554,141.25196062215622,376.68788151264795,141.2519606221065,141.2519606221062,0.14139476784379212,0.37706871693285393,0.00100001,0.00100001,GOOD,98.36808723,599.4678271
