g,HR_Region,shortage_pct%,IMPLAN_category,crop_class,basin,i,p,y,xland,xlandsc,xwater,xwatersc,grev_base,gross_revenue,iterations,statussc,lambdawater
ESJ02-SW-IDs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Onions and Garlic,248.2454,30.0225,52.067578,52.58825429664001,69.59699594402252,70.11723354163401,388056.9264056079,391937.4995201549,7,Good,746.6944069204827
ESJ02-SW-IDs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Orchards,3117.281059,2.261810582,1525.455362,1540.709931006583,5554.9832604849225,5596.506760347777,10755527.032157822,10863082.410965571,7,Good,746.6944069204827
ESJ02-SW-IDs,San Joaquin River,0.8,Alfalfa and Pasture,Alfalfa and pasture,ESJ,Pasture,215.0,3.5,9544.805445,1.0316784584193135e-17,44343.5752933809,5.228845826466341e-08,7182466.0973625,7.763380399605335e-15,7,Good,746.6944069204827
ESJ02-SW-IDs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Potatoes,960.1331262,14.27542043,587.76744,593.6451203333332,1082.9169801142805,1091.0117846001579,8056119.240553076,8136680.514282677,7,Good,746.6944069204827
ESJ02-SW-IDs,San Joaquin River,0.8,Corn,Field and grain,ESJ,Rice,356.2897,4.3575,189.369604,1.0651594435469666e-17,852.163218,5.228845828968979e-08,294002.4396779999,1.6536945129212443e-14,7,Good,746.6944069204827
ESJ02-SW-IDs,San Joaquin River,0.8,Other field and grain,Field and grain,ESJ,Safflower,447.9696,1.4025,63.806366,19.627458223370105,62.31755081460212,19.121560334726198,40088.095436899224,12331.487714599094,7,Good,746.6944069204827
ESJ02-SW-IDs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Subtropical,826.2221391,4.405931004,240.2268909,196.51054281240664,718.9868720492474,586.6756936679856,874492.603216872,715352.9544497054,7,Good,746.6944069204827
ESJ02-SW-IDs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Tomatoes Processing,78.52090496,49.10025147,199.0012914,200.9913063078122,335.64884489433376,338.15782004808284,767228.818517032,774901.1143891383,7,Good,746.6944069204827
ESJ02-SW-IDs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Truck,548.8387,13.5325,443.825999,448.2642634468291,994.1702377600002,1001.6016602948313,3296366.577024692,3329330.275896521,7,Good,746.6944069204827
ESJ02-SW-IDs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Almonds,5157.824281,1.067695081,44276.19611,44718.958518126856,180643.79390082633,181994.106259638,243828286.44526532,246266571.77148756,7,Good,746.6944069204827
ESJ02-SW-IDs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Walnuts,2092.008952,1.920558157,5409.608507,5247.991374188622,20130.290759975807,19480.057031444896,21734859.52758131,21085510.194009334,7,Good,746.6944069204827
ESJ03-CE-WAs,San Joaquin River,0.8,Alfalfa and Pasture,Alfalfa and pasture,ESJ,Alfalfa,205.8588937,7.063149253,5376.757632,5376.757632,21166.50254643225,21166.50254643225,7817870.608705504,7817870.608705504,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Other field and grain,Field and grain,ESJ,Beans Dry,1415.3103,1.200351344,947.711515,947.711515,1557.4059226674294,1557.4059226674294,1610038.3020988256,1610038.3020988256,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Corn,Corn,ESJ,Corn,44.88630607,26.76544219,18619.3359,18619.3359,30225.388604793552,30225.388604793552,22369304.228099022,22369304.228099022,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Cucurbits,252.19315,13.35,3392.177852,3392.177852,6128.534653744059,6128.534653744059,11420711.638379117,11420711.638379117,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Other field and grain,Field and grain,ESJ,Field and Grain,187.333843,2.812754651,14120.87349,14120.87349,1317.9481876930422,1317.9481876930422,7440629.094179374,7440629.094179374,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Grapes Table,390.5459,12.435,2290.630679,2290.630679,5879.285410196876,5879.285410196876,11124306.483914478,11124306.483914478,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Grapes Wine,510.5784914,8.495282366,74063.72528,74063.72528,190096.89491002122,190096.89491002122,321252034.57001054,321252034.57001054,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Onions and Garlic,248.2454,30.0225,793.488674,793.488674,1028.8903142178294,1028.8903142178294,5913829.446226621,5913829.446226621,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Orchards,3117.281059,2.261810582,20217.00049,20217.00049,76489.9616798343,76489.9616798343,142543990.92626017,142543990.92626017,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Alfalfa and Pasture,Alfalfa and pasture,ESJ,Pasture,215.0,3.5,9015.364659,9015.364659,40358.782459795126,40358.782459795126,6784061.905897501,6784061.905897501,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Potatoes,960.1331262,14.27542043,559.297985,559.297985,878.09783645,878.09783645,7665908.234319796,7665908.234319796,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Subtropical,826.2221391,4.405931004,1651.125958,1651.125958,4860.198753442031,4860.198753442031,6010557.068947903,6010557.068947903,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Tomatoes Fresh,513.5119746,20.19858006,189.8466093,189.8466093,326.3128189657102,326.3128189657102,1969129.4178667746,1969129.4178667746,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Tomatoes Processing,78.52090496,49.10025147,1708.619484,1708.619484,2995.7794947104603,2995.7794947104603,6587405.030299722,6587405.030299722,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Truck,548.8387,13.5325,949.402024,949.402024,2569.714811943134,2569.714811943134,7051360.4591091,7051360.4591091,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Almonds,5157.824281,1.067695081,30115.29547,30115.29547,123070.90677039663,123070.90677039663,165844438.66858107,165844438.66858107,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Berries,5010.1193,4.8075,79.12447,79.12447,160.52450112596773,160.52450112596773,1905803.7371533706,1905803.7371533706,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Vegetables and non-tree fruits,Vegetables,ESJ,Lettuce,479.2433265,17.02508876,170.922083,170.922083,439.63217136713064,439.63217136713064,1394580.6520092601,1394580.6520092601,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Pistachios,4636.170568,1.382293453,69.30736838,69.30736838,266.941660887479,266.941660887479,444159.61248199834,444159.61248199834,10,Infeasible,N/A
ESJ03-CE-WAs,San Joaquin River,0.8,Trees and Vine,Trees and vines,ESJ,Walnuts,2092.008952,1.920558157,66330.70446,66330.70446,247056.68615610327,247056.68615610327,266505153.1803226,266505153.1803226,10,Infeasible,N/A
KAW01-CC-TID,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KAW,Alfalfa,199.736451,8.253403632,9221.825584,1.928794126553671e-17,48322.366060160006,1.920157614835274e-07,15202230.65751969,3.179627822674523e-14,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Other field and grain,Field and grain,KAW,Beans Dry,989.2558964,1.380612025,269.94121,272.6406248201538,629.862823243353,636.1614727937409,368679.9241973456,372366.7271544469,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Corn,Corn,KAW,Corn,50.43552386,24.76768295,20805.9839,21014.04394925511,54581.03109073134,55126.84202635651,25990233.05387027,26250135.64705357,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Other field and grain,Field and grain,KAW,Cotton,2858.852174,0.790424805,5811.702749,5869.8198352265445,21503.3001713,21718.33340498713,13132749.290215738,13264076.915845314,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Other field and grain,Field and grain,KAW,Field and Grain,223.9885826,2.362115685,775.702987,783.460024691924,545.5777672647657,551.0335650810993,410414.3230144497,414518.47038307204,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Grapes Table,1745.214488,11.85729761,212.505781,214.63084095791626,842.939598037502,851.3690164213505,4397494.239501628,4441469.226344609,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Grapes Wine,361.6777551,11.83919792,318.7586715,321.9462614297519,1264.4093970562528,1276.3725310077707,1364916.5112695992,1378565.690147781,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Orchards,1503.259449,11.50880315,410.8120982,414.92022333423654,1873.9785527409308,1892.7183711285222,7107343.8847875055,7178417.395472051,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KAW,Pasture,215.0,3.5,84.987717,1.7922292514179313e-17,472.53170652,1.920202028403063e-07,63953.2570425,1.3486525116919932e-14,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Subtropical,654.5088042,14.79755688,110.3412291,111.44464250229656,415.16958950482547,419.32130359378067,1068669.2870698886,1079355.9907036405,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Almonds,5115.183836,1.143761761,7113.903528,7185.042635153984,33219.404011551946,33551.59840125433,41620260.18091339,42036463.20322498,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KAW,Berries,6318.852028,4.903289478,52.848948,53.37743801339307,169.69209992853877,171.38903647463192,1637427.446698056,1653801.7376912397,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Pistachios,4379.7619,1.466522812,7682.889059,7759.718027226761,31739.830522826534,32057.229162665528,49347355.7497034,49840829.805862956,2,Good,2.3727945330295276e-09
KAW01-CC-TID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Walnuts,2131.866347,1.870657994,5004.694659,5054.741656243374,21532.238713790968,21747.561333122016,19958686.387179498,20158273.45305658,2,Good,2.3727945330295276e-09
KAW02-CC,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KAW,Alfalfa,199.736451,8.253403632,17390.93459,3.692430285145683e-22,91128.49725160001,3.692430285147216e-09,28669052.193496533,6.086991818516688e-19,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Other field and grain,Field and grain,KAW,Beans Dry,989.2558964,1.380612025,585.270715,591.1234273828501,1365.6316681382432,1375.8397632933402,799350.2097776262,807343.7190223171,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Corn,Corn,KAW,Corn,50.43552386,24.76768295,54993.14557,32906.43115734399,144265.3518603023,86108.72551974488,68695846.18537138,41105761.63382056,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Other field and grain,Field and grain,KAW,Cotton,2858.852174,0.790424805,8435.327135,6167.228532318066,31210.7103995,22761.698478050617,19061373.44412017,13936133.630429475,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Other field and grain,Field and grain,KAW,Field and Grain,223.9885826,2.362115685,9983.883353,10083.722287307126,7021.997954948705,7074.487359542139,5282342.334691472,5335165.811358249,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Grapes Table,1745.214488,11.85729761,2617.417898,2643.5921034150047,10382.424329605807,10460.032951480687,54163609.4541045,54705246.09567904,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Grapes Wine,361.6777551,11.83919792,3926.126847,3706.942567464847,15573.636494408709,14667.444858389343,16811575.14426757,15873033.64282245,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Orchards,1503.259449,11.50880315,9332.404667,9425.72880792633,42263.92298537431,42579.84580970036,161457292.8377425,163071867.39682204,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KAW,Pasture,215.0,3.5,1586.142119,3.6924302851437765e-22,8818.95018164,3.692430285145548e-09,1193571.9445475,2.7785537895706916e-19,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KAW,Potatoes,316.2258,23.4875,50.844661,51.35310812240833,93.67743600267197,94.37767484943215,377641.2696906586,381417.686193403,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Subtropical,654.5088042,14.79755688,64695.27129,65342.224656306775,240772.9474953975,242572.72527788288,626582194.2550514,632848022.5259323,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KAW,Tomatoes Processing,75.98456236,53.94007231,237.6382522,240.01463711896452,642.4154083681206,647.2174635517955,973987.1794186586,983727.0610370745,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KAW,Truck,923.9057692,21.11899336,218.360736,220.54434556437417,230.0066418472131,231.72594150860132,4260645.903822324,4303252.405872208,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Almonds,5115.183836,1.143761761,16836.6513,17005.01798303636,78124.92015457808,78708.90393268428,98503698.41581492,99488736.39477956,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KAW,Berries,6318.852028,4.903289478,296.26972,299.23242019190826,951.2891520951412,958.400038520424,9179372.334025418,9271166.150064448,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KAW,Lettuce,479.2433265,17.02508876,211.029389,213.13968501922866,542.792990115554,546.8503677258076,1721822.585702608,1739040.828932352,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Pistachios,4379.7619,1.466522812,10088.04972,10188.93031907731,41360.657710838015,41669.82862719217,64795752.55227381,65443710.73215661,5,Good,618.9368542760609
KAW02-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Walnuts,2131.866347,1.870657994,28752.92251,28050.334720345658,123273.18747543835,119960.31010802004,114666448.64336847,111864533.57988793,5,Good,618.9368542760609
KAW03-SE-LindsayStrat,Tulare Lake,0.8,Other field and grain,Field and grain,KAW,Field and Grain,223.9885826,2.362115685,345.17731,6.672352277362053e-11,242.7747079182742,0.05449263644094151,182628.80816211013,3.5302544771913693e-08,10,Non-optimal,N/A
KAW03-SE-LindsayStrat,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Orchards,1503.259449,11.50880315,288.1669435,270.9428808375565,1316.5712130901145,1358.9963369004772,4985494.761854683,4687506.126730513,10,Non-optimal,N/A
KAW03-SE-LindsayStrat,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Subtropical,654.5088042,14.79755688,10136.8821,7619.116683618309,38230.98951132946,29928.768164535668,98177033.69155705,73792145.1555108,10,Non-optimal,N/A
KAW03-SE-LindsayStrat,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Pistachios,4379.7619,1.466522812,62.71607227,25.30675097994788,259.5200554457048,112.66502552561816,402826.632763408,162545.78634240865,10,Non-optimal,N/A
KAW03-SE-LindsayStrat,Tulare Lake,0.8,Trees and Vine,Trees and vines,KAW,Walnuts,2131.866347,1.870657994,84.60393502,1.0871784764753714e-11,364.2772394605473,0.054340785609048176,337399.88575504674,4.335659962759686e-08,10,Non-optimal,N/A
KGS01-NE-FID,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KGS,Alfalfa,199.736451,8.253403632,2795.216192,2795.216192,13286.594298374926,13286.594298374926,4607929.406314593,4607929.406314593,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Other field and grain,Field and grain,KGS,Beans Dry,989.2558964,1.380612025,74.085347,74.085347,152.10544908799054,152.10544908799054,101184.18049653865,101184.18049653865,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Corn,Corn,KGS,Corn,50.43552386,24.76768295,3235.771195,3235.771195,7916.853524845257,7916.853524845257,4042031.7477536015,4042031.7477536015,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Other field and grain,Field and grain,KGS,Cotton,2858.852174,0.790424805,887.310331,887.310331,3365.8638552975635,3365.8638552975635,2005061.9625455558,2005061.9625455558,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Cucurbits,365.85,17.8725,209.508733,209.508733,470.69628687650294,470.69628687650294,1369905.1412539736,1369905.1412539736,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Other field and grain,Field and grain,KGS,Field and Grain,223.9885826,2.362115685,3839.353807,3839.353807,5503.073788753549,5503.073788753549,2031351.9735265053,2031351.9735265053,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Grapes Table,1745.214488,11.85729761,17065.34165,17065.34165,74063.582761,74063.582761,353142118.0537305,353142118.0537305,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Grapes Wine,361.6777551,11.83919792,25598.01248,25598.01248,111095.3741632,111095.3741632,109610037.35277915,109610037.35277915,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Orchards,1503.259449,11.50880315,7016.817429,7016.817429,30846.179974400755,30846.179974400755,121395973.1546035,121395973.1546035,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KGS,Pasture,215.0,3.5,5141.785124,5141.785124,27799.91823880726,27799.91823880726,3869193.30581,3869193.30581,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Subtropical,654.5088042,14.79755688,15092.4063,15092.4063,41721.760841302596,41721.760841302596,146171936.02377677,146171936.02377677,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Tomatoes Processing,75.98456236,53.94007231,306.2890416,306.2890416,742.8189900434024,742.8189900434024,1255360.182769549,1255360.182769549,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Truck,923.9057692,21.11899336,4343.423854,4343.423854,4690.89776232,4690.89776232,84748711.65532832,84748711.65532832,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Almonds,5115.183836,1.143761761,48967.17144,48967.17144,228113.4928906975,228113.4928906975,286484966.74640197,286484966.74640197,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Berries,6318.852028,4.903289478,375.39042,375.39042,1205.3369286150435,1205.3369286150435,11630781.693809891,11630781.693809891,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Lettuce,479.2433265,17.02508876,82.586069,82.586069,212.4213103531255,212.4213103531255,673832.9648890469,673832.9648890469,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Pistachios,4379.7619,1.466522812,1604.56357,1604.56357,6609.85657335448,6609.85657335448,10306145.084712476,10306145.084712476,10,Infeasible,N/A
KGS01-NE-FID,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Walnuts,2131.866347,1.870657994,2191.806548,2191.806548,9417.546175742405,9417.546175742405,8740908.785360223,8740908.785360223,10,Infeasible,N/A
KGS02-SE,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KGS,Alfalfa,199.736451,8.253403632,4292.671922,1.9202754797389236e-20,21663.684301124227,1.92020202081827e-07,7076493.488287859,3.165584786120847e-17,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Other field and grain,Field and grain,KGS,Beans Dry,989.2558964,1.380612025,53.779297,3.4113946176865637e-18,122.7960614654069,1.920202022930698e-07,73450.61223273963,4.659209718500985e-15,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Corn,Corn,KGS,Corn,50.43552386,24.76768295,10302.29399,1.4456430276099233e-18,26047.633301282567,1.9202020217336693e-07,12869327.549060876,1.8058554395153848e-15,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Cucurbits,365.85,17.8725,441.089347,445.5002449227081,978.4832012813034,988.2680571565162,2884130.6782551063,2912972.0141523755,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Other field and grain,Field and grain,KGS,Field and Grain,223.9885826,2.362115685,4774.647807,3.495625562614967e-17,4376.76049134155,1.920202034248044e-07,2526203.8179341597,1.8494898470625928e-14,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Grapes Table,1745.214488,11.85729761,24897.30455,25146.277847228004,102244.93069363243,103267.38104819797,515213058.31083566,520365194.1030844,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Grapes Wine,361.6777551,11.83919792,37345.95682,37719.4167655307,153367.39601991532,154813.85831856256,159914435.748235,161513581.72143778,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Orchards,1503.259449,11.50880315,53310.39109,9.928242425826672e-11,232840.92354626654,2.346848470211242e-07,922307993.7745169,1.7176571332992713e-06,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KGS,Pasture,215.0,3.5,2486.808625,1.920275400597515e-20,13437.055936254397,1.9202019408785819e-07,1871323.4903125002,1.4450072389496298e-17,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Subtropical,654.5088042,14.79755688,59651.037,60247.54797269147,219731.3054118604,221928.62070000835,577728123.0572186,583505410.1249367,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Tomatoes Processing,75.98456236,53.94007231,155.7793507,3.6488245758231416e-10,414.3730728620001,2.429183024955852e-07,638479.2389074938,1.4955119068155918e-06,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Truck,923.9057692,21.11899336,2533.307858,2558.6409621700695,2343.30976865,2366.7429038077044,49429801.0989879,49924099.60929018,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Almonds,5115.183836,1.143761761,31168.70875,31480.39615230138,144239.2882050235,145681.68255811592,182354141.0945757,184177684.34728318,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Berries,6318.852028,4.903289478,1725.168996,1742.4207033885532,5539.325960903686,5594.719290308449,53451188.172050826,53985700.593762994,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Pistachios,4379.7619,1.466522812,1313.29015,1326.4230647638713,5367.064118268224,5420.734827832811,8435289.867776202,8519642.851648083,6,Good,-1.580740655371146e-11
KGS02-SE,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Walnuts,2131.866347,1.870657994,4208.542573,6.600443764624098e-11,18016.538245661468,2.0073818435944072e-07,16783637.58127536,2.632252236956036e-07,6,Good,-1.580740655371146e-11
KGS03-CC-WA,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KGS,Alfalfa,199.736451,8.253403632,10171.04447,3.633859537408665e-20,53025.04516687632,1.654053958460434e-10,16767023.259375291,5.990437615797173e-17,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Corn,Corn,KGS,Corn,50.43552386,24.76768295,11153.84298,5.2181687709106245e-20,27921.786922882053,1.6540539906600794e-10,13933057.907272285,6.51838543768146e-17,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Other field and grain,Field and grain,KGS,Cotton,2858.852174,0.790424805,90.25101,4.938072105593154e-20,340.54714436991634,1.6540540183507985e-10,203940.89971698815,1.1158599422677152e-16,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Cucurbits,365.85,17.8725,238.116505,240.49767244434886,575.4482204960387,579.7496959293392,1556961.467648833,1572531.0979811405,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Other field and grain,Field and grain,KGS,Field and Grain,223.9885826,2.362115685,633.087058,1.2547236999888367e-19,894.7630417623043,1.6540540346432754e-10,334958.09694268927,6.6385792826798e-17,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Grapes Table,1745.214488,11.85729761,14813.90572,14962.044926819413,61971.50559039537,62434.74259468995,306551966.54730165,309617489.30892813,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Grapes Wine,361.6777551,11.83919792,22220.85858,17490.224859315833,92957.25838559306,72984.52132416754,95149150.38296844,74892697.29968172,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Onions and Garlic,426.9855608,22.97465084,1135.209912,1146.5620225840014,3413.1978024584037,3438.711456037637,11136232.340480369,11247594.77634524,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Orchards,1503.259449,11.50880315,10679.67196,10786.468787463587,50342.95260008194,50719.26617077309,184765983.10765764,186613644.80485165,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KGS,Pasture,215.0,3.5,166.591352,3.387472768719257e-20,920.1395674911362,1.6540539351649638e-10,125359.99238,2.5490732584612407e-17,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Trees and Vine,Trees and vines,KGS,Subtropical,654.5088042,14.79755688,558.9630129,564.5526485379835,1836.4316687214816,1850.1589950084065,5413630.148644772,5467766.503486449,4,Good,849.2987262006164
KGS03-CC-WA,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KGS,Tomatoes Fresh,330.145,19.3975,74.52557628,75.2708327887456,128.09631402234828,129.0538339687828,477260.86917468323,482033.48264345643,4,Good,849.2987262006164
