g,i,hr,xland,p,y,xwater,omegaland,omegasupply,omegalabor,theta,sigma,omegaland,omegasupply,omegalabor,omegawater,omegawater,mprof,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,xratio_labor,xratio_supply,pc,pimarginal
SACRAMENTO VALLEY - BUTTE,Grain,Sacramento River,2300.647898,209.2083635,2.798122375,0.78906264,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000004,544.9866728234833,13.798530446216803,544.9866728234833,490.4301596,54.55651325,-4.882352941,0.9767017429131986,0.022224883854257273,0.7058450683794205,3.039234507916446,2.825361778648006,0.000587379,24200.985048878592,2300.6512591862115,1815.3575160419887,-0.003361186,-0.002211936,1.4609737605968448e-06,1.2184588067504654e-06,GOOD,3.1117324505343373,0.7226823065494933,209.2083635,544.8766949
SACRAMENTO VALLEY - BUTTE,Other Deciduous,Sacramento River,119757.6717,1713.112524,1.975664386,3.327741402,0.215021845,0.54254216,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,3217.2451789113697,19.268113664636594,3217.2451789113697,490.4301596,2726.815019,-4.882352941,0.051759328,0.9482296019898733,0.032584659,0.032112113,1.088469798995827,6.423227491911645e-05,19373.577955311073,119757.67131912474,398522.46277421585,0.000380875,0.099548998,3.1803830257122975e-09,2.4979513656900413e-07,GOOD,0.6204120841421951,0.6295417628777134,1713.112524,3216.832142
SACRAMENTO VALLEY - BUTTE,Pasture,Sacramento River,5482.037297,183.9096376,5,3.965593094,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,879.1962707,21.703062373965096,879.1962707,490.4301596,388.7661111,-4.882352941,0.025905733358724887,0.9740841028212615,0.047841095,0.058623172,2.387586169772571,0.000357674,153120.93715384972,5482.036501522962,21739.49952912495,0.000795477,0.029716909,1.4510609742063316e-07,1.3669527219636325e-06,GOOD,2.262942000342034,1.8467377139832826,183.9096376,879.3699351
SACRAMENTO VALLEY - BUTTE,Rice,Sacramento River,124233.5304,564.60337,4.522228848,4.534377778,0.381523094,0.7787889472798347,0.016559817107172286,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888889999997,2325.5406573240184,10.678149847524809,2325.5406573240184,490.4301596,1835.110498,-4.882352941,0.006353129,0.9936451649826281,0.004446704,0.030494416140821236,1.6355258358932445,4.0246783488332704e-05,307290.34426450933,124233.52837018092,563321.6054,0.002029819,0.15417706640437245,1.6338737801220324e-08,2.7369272320225605e-07,GOOD,4.7999050645054355,0.699923421,564.60337,2325.369887
SACRAMENTO VALLEY - BUTTE,Safflower,Sacramento River,729.1708965,557.4262507,0.923770845,2.357007476,0.396694215,0.4537037030434028,0.032158708,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,490.43015957732075,20.013641272319436,490.43015957732075,490.4301596,0,-4.882352941,0.24042932479345225,0.7593075350631284,0.22481703117441781,0.8444347049844856,0.6966964053625044,0.001853271,55.415655935825065,729.1712463050203,1718.6600462881377,-0.000349805,0.001208044,4.797298163667546e-07,7.028982480499302e-07,GOOD,3.5121951355556216,0.9350649358914657,557.4262507,490.4814872
SACRAMENTO VALLEY - BUTTE,Sunflowers,Sacramento River,1480.729793,3737.650652,0.6,2.873453662,0.386904762,0.3895547862245365,0.081201103,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,2097.9653271479997,14.767843918143402,2097.9653271479997,490.4301596,1607.535168,-4.882352941,0.077841104,0.9221379191540789,0.077575887,0.16991434993083893,0.36054786613355294,0.000912625,456129.4321023557,1480.7297688945525,4254.807326893789,2.4105447437250405e-05,0.001119235,1.6279437039226513e-08,2.6305169266109245e-07,GOOD,2.182835824495322,0.9965928458037955,3737.650652,2098.060047
SACRAMENTO VALLEY - BUTTE,Tomato Processing,Sacramento River,1136.166971,95.49029342,47.6427092,2.666779844,0.124471553,2.283636824869254,0.28639447182202826,0.74,0.17,657.2463564,2815.18314,996.9547547,50,133.3389922,4415.230861424733,32.28947995589682,4415.230861424733,490.4301596,3924.800702,-4.882352941,0.21601230399474325,0.7839523757892284,0.050431283860862305,0.14240696404858139,35.022361049033954,0.001189395,854320.4971688812,1136.1669664769163,3029.9064491945105,4.523083816820872e-06,0.000728487,3.981002733110494e-09,2.40432059387041e-07,GOOD,0.6592539471827814,0.23346486717761028,95.49029342,4413.382786
SACRAMENTO VALLEY - BUTTE,Truck Crops,Sacramento River,59.07580698,327.8976781,22.35122389,2.662234731,0.139554281,1.1244727167916924,1.262909809962677,0.40613956,0.17,7441.94487,27484.23099,27982.75263,50,133.1117366,7194.847173,52.062818062490024,7194.847173,490.4301596,6704.417013,-4.882352941,0.3120110779931703,0.6879535381774255,0.10991757399863294,0.10371830896571597,17.67413256669029,0.041678784,13712.976992092357,59.07580690607139,157.2736427944991,7.392861078869828e-08,2.2309509120077564e-05,1.2514193976855309e-09,1.4185152425438704e-07,GOOD,0.332418674,0.35228740820875265,327.8976781,7193.275743
SACRAMENTO VALLEY - COLUSA,Alfalfa,Sacramento River,11261.861,268.0556717,6.656597948,3.537610105,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,176.8805053,1606.7935991999818,9.571478043,1606.7935991999818,475.8960409,1130.897558,-4.882352941,0.018671523,0.9813243125701635,0.028525910606039484,0.036205445,3.0092790683305983,4.77393930365639e-05,13841154.749126537,11261.859849434282,39840.06165,0.001150566,0.011622105004789773,1.0216479483185021e-07,2.9171896659559326e-07,GOOD,1.939072961544676,1.5277763122781245,268.0556717,1606.939353
SACRAMENTO VALLEY - COLUSA,Almonds & Pistachios,Sacramento River,223442.6209,4602.806717,0.843295181,3.61367267,0.287448101,0.311217018,0.03090217,0.4,0.17,2039.310074,2110.873995,639.9084906,50,180.6836335,3700.1602969295313,20.38266424326533,3700.1602969295313,475.8960409,3224.264256,-4.882352941,0.037218461,0.9627775828277457,0.035768972,0.11351248793363257,0.43400326464196404,1.1188554761532514e-05,23656971.595897242,223442.61907165425,807448.3409401925,0.001828346,0.15151930844876915,8.182618668740956e-09,1.8765198011236474e-07,GOOD,3.0498974152879694,0.9610545813701002,4602.806717,3700.211523
SACRAMENTO VALLEY - COLUSA,Citrus & Subtropical,Sacramento River,1868.061581,959.6666667,3.766666667,2.972946835,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,148.6473418,3465.4108454818884,23.053176048025826,3465.4108454818884,475.8960409,2989.514805,-4.882352941,0.10242743595251928,0.8975577007992618,0.14241072325761742,0.050623103,2.3824266644938903,0.004117802,331.3104258724732,1868.061578261898,5553.646780860585,2.7381020117900334e-06,0.000983958,1.4657450480429497e-09,1.771733647073797e-07,GOOD,0.49423381869050864,1.3903572019867076,959.6666667,3465.068207
SACRAMENTO VALLEY - COLUSA,Corn,Sacramento River,12082.59918,228.9332494,6.035558353,2.826875063,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,141.3437532,1239.5164715886021,9.252639071550353,1239.5164715886021,475.8960409,763.6204306,-4.882352941,0.052046814408775295,0.947926098,0.021932988341443256,0.13766176178212416,3.368647369303271,0.000275879,98774.36747018543,12082.599054910132,34155.99146965725,0.00012509,0.006848509,1.0352893925236987e-08,2.0050677278874263e-07,GOOD,2.644960375498291,0.4214088525991567,228.9332494,1238.807477
SACRAMENTO VALLEY - COLUSA,Cotton,Sacramento River,1167.404571,1699,0.8,2.633766816,0.148539114,1.334590964860844,0.041198802,0.68,0.17,378.6944542,1135.122209,199.4393382,50,131.6883408,1226.839652,9.779939435872524,1226.839652,475.8960409,750.9436107,-4.882352941,0.076118001,0.9238495249009573,0.025394151,0.14453249283546493,0.48205858229562043,0.001259707,137010.91583570268,1167.4045534195188,3074.670807319836,1.7580481198820053e-05,0.000612627,1.5059458936125798e-08,1.9924947943804878e-07,GOOD,1.8987951731454202,0.3336155801462545,1699,1225.98733
SACRAMENTO VALLEY - COLUSA,Cucurbits,Sacramento River,6312.222009,203,12,1.97136542,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,98.568271,2336.461468,23.307557018376357,2336.461468,475.8960409,1860.565427,-4.882352941,0.46296137435757295,0.5368637974015757,0.17789152624166912,0.062270831414042035,10.336798954200365,0.003168456,0.001210398,6312.222012,12443.69399350257,-2.83E-06,0.002198403,4.487927612697959e-10,1.766680032311089e-07,GOOD,0.13450545739469513,0.38424701518246485,203,2331.889358
SACRAMENTO VALLEY - COLUSA,Dry Beans,Sacramento River,4017.201241,1251.059374,1.148049702,2.293810917,0.272510229,0.8579188204514863,0.0413722,1.68,0.17,521.9411016,903.6303871,214.6292221,50,114.6905459,1320.7255846290063,11.837745560969637,1320.7255846290063,475.8960409,844.8295437,-4.882352941,0.16664628715782415,0.833279321,0.093921268,0.42769358854177053,0.8091179491450576,0.000148172,3145092.383938193,4017.201244769152,9214.698373246112,-3.77E-06,0.001689146,9.382531179870297e-10,1.833098879784258e-07,GOOD,2.5664753522934403,0.5635965250716192,1251.059374,1320.415994
SACRAMENTO VALLEY - COLUSA,Grain,Sacramento River,20557.95647,199.7380887,3.057075601,0.78906264,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000004,570.2105074321438,14.393093884826968,570.2105074321438,475.8960409,94.31446649,-4.882352941,0.9777087701502212,0.021264251,0.7065728291458302,3.042368107248461,3.085572395864187,6.573373931029398e-05,372838.73478519236,20557.968716882762,16221.522116723518,-0.012246883,-0.0067115,5.957247151057191e-07,4.1374064427134283e-07,GOOD,3.1117324505343373,0.7226823065494933,199.7380887,570.1005295
SACRAMENTO VALLEY - COLUSA,Onions & Garlic,Sacramento River,188.4021885,216,21.2,2.113494575,0.178481578,0.8220938475297447,0.4158621200492846,0.41,0.17,887.6914461,1905.136225,1355.002253,50,105.67472874999999,4472.691297649999,40.94635237233136,4472.691297649999,475.8960409,3996.795257,-4.882352941,0.5228803963385494,0.47704297636283083,0.24363426010866662,0.3425503192270514,18.653016746088436,0.012945838950506154,26936.81607299927,188.40218868536718,398.1869490239915,-1.85E-07,5.42888858490187e-05,9.838908252011042e-10,1.3634017533807088e-07,GOOD,0.6551217479671209,0.46594644170006466,216,4472.108834
SACRAMENTO VALLEY - COLUSA,Other Deciduous,Sacramento River,77564.08407,1649.410689,1.87938136,3.327741402,0.215021845,0.54254216,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,2932.581479925357,17.64752712753157,2932.581479925357,475.8960409,2456.685439,-4.882352941,0.047396988,0.952591891,0.029838383563806692,0.029405664287678795,1.0179148702309184,9.917357736559542e-05,11304.849854221486,77564.08385834713,258113.16650197847,0.000211653,0.047365969,2.728748306770683e-09,1.8350850188050512e-07,GOOD,0.6204120841421951,0.6295417628777134,1649.410689,2932.168443
SACRAMENTO VALLEY - COLUSA,Pasture,Sacramento River,14272.52638,275.2428594,5,3.965593094,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,1335.86238,32.481239284148884,1335.86238,475.8960409,859.9663387,-4.882352941,0.038833813,0.9611561580796208,0.071715867,0.087878666,2.5860493942437595,0.000137382,881397.5746292329,14272.52567203294,56598.97944794584,0.000707967,0.052598514972487465,4.9603485791392534e-08,9.293182775512941e-07,GOOD,2.262942000342034,1.8467377139832826,275.2428594,1336.036044
SACRAMENTO VALLEY - COLUSA,Rice,Sacramento River,178565.7495,543.3848257,4.926284761,4.534377778,0.381523094,0.7787889472798347,0.016559817107172286,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888889999997,2449.143396036551,11.195075521448837,2449.143396036551,475.8960409,1973.247355,-4.882352941,0.006688485,0.9933098095757672,0.004681427,0.032104093,1.7988688724150368,2.8000890506720606e-05,474920.85203149036,178565.74746781547,809684.4058603665,0.002032185,0.16058434802107513,1.1380595340886753e-08,1.9832951580909237e-07,GOOD,4.7999050645054355,0.699923421,543.3848257,2448.972625
SACRAMENTO VALLEY - COLUSA,Safflower,Sacramento River,1174.345641,556,0.9,2.357007476,0.396694215,0.4537037030434028,0.032158708,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,475.8960409,19.448752238887185,475.8960409,475.8960409,0,-4.882352941,0.2349828058524131,0.7647521671517361,0.2197241822899834,0.8253054676540563,0.6757881704404477,0.001150727,89.24812318176764,1174.3397181598846,2767.925086825015,0.00592284,0.016368419996979355,5.0435237365672145e-06,5.913571606062188e-06,GOOD,3.5121951355556216,0.9350649358914657,556,475.9473686
SACRAMENTO VALLEY - COLUSA,Sunflowers,Sacramento River,8833.819337,3838.590348,0.6,2.873453662,0.386904762,0.3895547862245365,0.081201103,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,2158.529145,15.16666708661561,2158.529145,475.8960409,1682.633104,-4.882352941,0.079908268,0.9200708020239665,0.079636008,0.1744266299002596,0.3623545274304558,0.000152975,2848295.718003145,8833.819225508487,25383.565585702047,0.000111492,0.004937647,1.2620986428306865e-08,1.945213741756969e-07,GOOD,2.182835824495322,0.9965928458037955,3838.590348,2158.623865
SACRAMENTO VALLEY - COLUSA,Tomato Processing,Sacramento River,13259.83882,95,50.67392423,2.666779844,0.124471553,2.283636824869254,0.28639447182202826,0.74,0.17,657.2463564,2815.18314,996.9547547,50,133.3389922,4679.837382,34.16752461683889,4679.837382,475.8960409,4203.941342,-4.882352941,0.22603158620114241,0.7739335449715614,0.052770434,0.14901221539108825,37.58531589593563,0.000101913,10679601.21004439,13259.838777282466,35361.06457724294,4.271753459761385e-05,0.006322622,3.221572688589728e-09,1.7880176260310607e-07,GOOD,0.6592539471827814,0.23346486717761028,95,4677.989307
SACRAMENTO VALLEY - COLUSA,Truck Crops,Sacramento River,406.6506532,1413.31104,19.43949568,2.662234731,0.139554281,1.1244727167916924,1.262909809962677,0.381092436,0.17,7441.94487,27484.23099,27982.75263,50,133.1117366,27339.98661336131,195.16896857296007,27339.98661336131,475.8960409,26864.09057,-4.882352941,0.6327974788952454,0.36718363558065986,0.22292658376103885,0.2103536991408358,17.718006446304635,0.0064528,301871.53032658034,406.6506530958584,1082.599320680695,1.0414163398309029e-07,0.000171652,2.5609606959581364e-10,1.585555715619989e-07,GOOD,0.332418674,0.35228740820875265,1413.31104,27338.41518
SACRAMENTO VALLEY - COLUSA,Vineyard,Sacramento River,2979.843929,1738.181214,10.36744814,2.661751325,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.0875663,17886.60917141124,128.17848596573387,17886.60917141124,475.8960409,17410.71313,-4.882352941,0.5302227380525923,0.46976230526427204,0.7995201389892694,0.5271081605568848,9.117956515270357,0.002581447,3077.7560028174958,2979.843928598472,7931.602173,4.015282684122212e-07,0.001353696,1.3474808680566344e-10,1.7067117405463384e-07,GOOD,0.9941259073363267,1.5078948555200695,1738.181214,17886.6749
