g,i,hr,xland,p,y,xwater,omegaland,omegasupply,omegalabor,theta,sigma,omegaland,omegasupply,omegalabor,omegawater,omegawater,mprof,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,xratio_labor,xratio_supply,pc,pimarginal
SACRAMENTO VALLEY - NORTH YUBA,Grain,Sacramento River,74.66983645,222,2.4,0.78906264,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000004,492.39606987699995,12.558891421795545,492.39606987699995,492.3960699,0,-4.882352941,0.9742790939519373,0.024535919035261047,0.7040942628401365,3.0316958725274357,2.4257435953679436,0.018097687307193123,5.028028748290381,74.67235234,58.921134543055366,-0.002515888,-0.001956265,3.369349294857071e-05,3.3202524327743304e-05,GOOD,3.1117324505343373,0.7226823065494933,222,492.2860919
SACRAMENTO VALLEY - NORTH YUBA,Other Deciduous,Sacramento River,921.935179,1603.648369,1.86919762,3.327741402,0.215021845,0.54254216,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,2830.2454906856815,17.064929743271165,2830.2454906856815,492.3960699,2337.849421,-4.882352941,0.045818912,0.9541699487278164,0.028844919,0.028426606645310815,1.0058028586527756,0.008343654,127.87140369571135,921.9351525171221,3067.9594764745616,2.6482877842681773e-05,0.002388644,2.872531436690277e-08,7.785768285292269e-07,GOOD,0.6204120841421951,0.6295417628777134,1603.648369,2829.832453
SACRAMENTO VALLEY - NORTH YUBA,Pasture,Sacramento River,763.7727344,211.1296004,5,3.965593094,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,1015.296085,24.915273317201763,1015.296085,492.3960699,522.9000148,-4.882352941,0.029794911462552472,0.9701949652975993,0.055023386682688455,0.067424157,2.4540364597621718,0.002567235,28687.091614607052,763.7722502046258,3028.798817758071,0.000484195,0.013063164064988086,6.339521592591112e-07,4.312966462945511e-06,GOOD,2.262942000342034,1.8467377139832826,211.1296004,1015.469749
SACRAMENTO VALLEY - NORTH YUBA,Rice,Sacramento River,21675.60345,607.0091097,4.302831115,4.534377778,0.381523094,0.7787889472798347,0.016559817107172286,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888889999997,2384.1326941376083,10.923190761924673,2384.1326941376083,492.3960699,1891.736624,-4.882352941,0.006512128,0.9934861665239064,0.004557991,0.031257595,1.5633748699014187,0.000230674,55268.41809796792,21675.60168640048,98285.28986863987,0.0017636,0.08473978,8.136334111101987e-08,8.621809765169628e-07,GOOD,4.7999050645054355,0.699923421,607.0091097,2383.961924
SACRAMENTO VALLEY - NORTH YUBA,Safflower,Sacramento River,7.12631384,567,1.1,2.357007476,0.396694215,0.4537037030434028,0.032158708,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,599.1960409,24.240980758181326,599.1960409,492.3960699,106.7999711,-4.882352941,0.2788510431632613,0.7208991272341451,0.26074383279872326,0.9793792773426171,0.8536908263468955,0.1896283803508928,146.35026213916473,7.126298503728345,16.796757515676145,1.5336271655286282e-05,1.7481526125351365e-05,2.1520623424138003e-06,1.0407668215037202e-06,GOOD,3.5121951355556216,0.9350649358914657,567,599.2473686
SACRAMENTO VALLEY - NORTH YUBA,Truck Crops,Sacramento River,64.14704741,555,22.8,2.662234731,0.139554281,1.1244727167916924,1.262909809962677,0.41,0.17,7441.94487,27484.23099,27982.75263,50,133.1117366,12519.93276,89.8909255,12519.93276,492.3960699,12027.53669,-4.882352941,0.4410786905633241,0.5588925636594825,0.15538646871466386,0.14662279365299224,19.322857683133336,0.038022395,27598.623596839916,64.14704658585413,170.77438761915198,8.241458715474437e-07,0.000109887,1.2847760026737662e-08,6.434617300145335e-07,GOOD,0.332418674,0.35228740820875265,555,12518.36133
SACRAMENTO VALLEY - NORTH YUBA,Vineyard,Sacramento River,84.5289682,1799.69484,10.23615004,2.661751325,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.0875663,18288.051985797792,131.03391849464674,18288.051985797792,492.3960699,17795.65592,-4.882352941,0.5357473411049589,0.46423787810321376,0.8078506595107234,0.5326003115789918,9.021314887263612,0.09100203,89.23670246065726,84.52896796731159,224.99494620124244,2.3268840720902517e-07,0.000146906,2.752765260998716e-09,6.529297523370393e-07,GOOD,0.9941259073363267,1.5078948555200695,1799.69484,18288.11771
SACRAMENTO VALLEY - RED BLUFF,Alfalfa,Sacramento River,128.6330529,277,6,3.537610105,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,176.8805053,1484.454765,8.915233027595054,1484.454765,521.1960699,963.2586951,-4.882352941,0.017274726,0.9827211037807949,0.026391917025358317,0.033496954,2.674052879123066,0.004179598,134665.0431427974,128.6329075765411,455.0527223810814,0.000145323,0.000865395,1.1297520786359538e-06,1.901742962496057e-06,GOOD,1.939072961544676,1.5277763122781245,277,1484.600519
SACRAMENTO VALLEY - RED BLUFF,Almonds & Pistachios,Sacramento River,8102.48468,4898.498607,0.720289098,3.61367267,0.287448101,0.311217018,0.03090217,0.4,0.17,2039.310074,2110.873995,639.9084906,50,180.6836335,3346.970716599287,18.527994972071888,3346.970716599287,521.1960699,2825.774647,-4.882352941,0.033786161,0.966209869,0.032470345,0.10304432429101401,0.3637898579827547,0.000308547,751837.0179996274,8102.483990115882,29279.70258933107,0.000689884,0.024857879,8.514476049482658e-08,8.489791671718867e-07,GOOD,3.0498974152879694,0.9610545813701002,4898.498607,3347.021942
SACRAMENTO VALLEY - RED BLUFF,Citrus & Subtropical,Sacramento River,1659.31575,1088,3.4,2.972946835,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,148.6473418,3549.8664005919995,23.59179470001367,3549.8664005919995,521.1960699,3028.670331,-4.882352941,0.10466231321940123,0.8953228605405695,0.14551800096118309,0.051727655,2.1596028494527513,0.004635831,298.14250755830693,1659.3157168918365,4933.053698015632,3.3108163506767596e-05,0.003809213,1.9952901373212178e-08,7.721808460667123e-07,GOOD,0.49423381869050864,1.3903572019867076,1088,3549.523762
SACRAMENTO VALLEY - RED BLUFF,Corn,Sacramento River,509.5332287,221,5.6,2.826875063,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,141.3437532,1095.3764858929999,8.287424721,1095.3764858929999,521.1960699,574.180416,-4.882352941,0.046275602,0.953697145,0.019500948387981297,0.12239713392995535,3.059611193206422,0.006541935,3132.356824332696,509.5331132841412,1440.3852905601202,0.000115416,0.001487422,2.2651291863115763e-07,1.0326544289393046e-06,GOOD,2.644960375498291,0.4214088525991567,221,1094.667492
SACRAMENTO VALLEY - RED BLUFF,Cucurbits,Sacramento River,8.29807601,203,12,1.97136542,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,98.568271,2336.461468,23.307557018376357,2336.461468,521.1960699,1815.265399,-4.882352941,0.46296137435757284,0.5368637974015757,0.1778915262416691,0.062270831414042015,10.336798954200363,2.4101972524592474,1.5524546970206454e-06,8.298075952840863,16.358544429541205,5.715913786730198e-08,-4.33E-06,6.888239852035529e-09,2.647482967175409e-07,GOOD,0.13450545739469513,0.38424701518246485,203,2331.889358
SACRAMENTO VALLEY - RED BLUFF,Grain,Sacramento River,2757.087087,216,2.6,0.78906264,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000004,521.1960699,13.23775041756828,521.1960699,521.1960699,0,-4.882352941,0.9756648458923328,0.02321401,0.705095721,3.0360079618087554,2.626415376587254,0.000490137,185.65345518412718,2757.0927303875305,2175.517188853526,-0.005643388,-0.002773275,2.046865895989688e-06,1.2747676488202341e-06,GOOD,3.1117324505343373,0.7226823065494933,216,521.0860919
SACRAMENTO VALLEY - RED BLUFF,Other Deciduous,Sacramento River,12461.98262,1690.566218,1.908284592,3.327741402,0.215021845,0.54254216,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,3058.7912415991127,18.366037571076998,3058.7912415991127,521.1960699,2537.595172,-4.882352941,0.049336037,0.9506528643808014,0.031059095920115454,0.030608674,1.0416175455683279,0.000617262,1876.129650548046,12461.982274918491,41470.22267151545,0.000345082,0.032844063,2.7690739091617094e-08,7.91990851776455e-07,GOOD,0.6204120841421951,0.6295417628777134,1690.566218,3058.378204
SACRAMENTO VALLEY - RED BLUFF,Pasture,Sacramento River,2920.213556,272,5,3.965593094,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,1319.648083,32.09855145578573,1319.648083,521.1960699,798.4520128,-4.882352941,0.03838067,0.9616092966462005,0.07087903,0.086853229,2.580028512217204,0.000671452,167442.85649532464,2920.2122944762814,11580.330535362424,0.001261524,0.048175316,4.3199707643827574e-07,4.160081251411364e-06,GOOD,2.262942000342034,1.8467377139832826,272,1319.821747
SACRAMENTO VALLEY - RED BLUFF,Rice,Sacramento River,146.0259018,549,4.6,4.534377778,0.381523094,0.7787889472798347,0.016559817107172286,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888889999997,2297.67501,10.561611421603342,2297.67501,521.1960699,1776.47894,-4.882352941,0.006277493,0.9937208005404238,0.004393765,0.030131372020586373,1.6599436379691015,0.034240500749299255,349.6558567426805,146.02588868544677,662.1360347926071,1.3114553240711757e-05,0.000569342,8.980977401306318e-08,8.598553826604223e-07,GOOD,4.7999050645054355,0.699923421,549,2297.504239
SACRAMENTO VALLEY - RED BLUFF,Safflower,Sacramento River,221.8213511,564,1,2.357007476,0.396694215,0.4537037030434028,0.032158708,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,539.4960409429999,21.92065600066421,539.4960409429999,521.1960699,18.29997107,-4.882352941,0.2582568985367486,0.7414861373748912,0.2414869702737936,0.9070486227644502,0.7646499335776759,0.006092071,794.5382034656062,221.81842352758287,522.8257880708398,0.002927572,0.008794808,1.3197883804258293e-05,1.6821397376873645e-05,GOOD,3.5121951355556216,0.9350649358914657,564,539.5473686
SACRAMENTO VALLEY - RED BLUFF,Sunflowers,Sacramento River,54.13938576,3732,0.6,2.873453662,0.386904762,0.3895547862245365,0.081201103,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,2094.5749359479996,14.745517608238785,2094.5749359479996,521.1960699,1573.378866,-4.882352941,0.077725108,0.9222539119221196,0.077460287,0.1696611510016609,0.3604454410755455,0.024960596,16323.027192845251,54.139374470198554,155.56688049834776,1.1289801449265724e-05,0.000135772,2.0853213036648466e-07,8.727566946690979e-07,GOOD,2.182835824495322,0.9965928458037955,3732,2094.669656
SACRAMENTO VALLEY - RED BLUFF,Truck Crops,Sacramento River,11.19460621,133,22.8,2.662234731,0.139554281,1.1244727167916924,1.262909809962677,0.41,0.17,7441.94487,27484.23099,27982.75263,50,133.1117366,2898.332757,21.54142899297626,2898.332757,521.1960699,2377.136687,-4.882352941,0.15447379001425285,0.845482724,0.054419171120304234,0.051349973,15.696928559557934,0.21787496089546707,951.9573555544465,11.19460544204812,29.802661667779326,7.679518798653362e-07,7.784350952277919e-06,6.860016917605681e-08,2.6119643291622983e-07,GOOD,0.332418674,0.35228740820875265,133,2896.761327
SACRAMENTO VALLEY - RED BLUFF,Vineyard,Sacramento River,89.09814975,1849.908129,10.02560391,2.661751325,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.0875663,18412.55174858718,131.9194759383738,18412.55174858718,521.1960699,17891.35568,-4.882352941,0.5374343884275526,0.46255088449252646,0.8103945494894814,0.5342774490292846,8.841359415424623,0.086335213,94.56617895,89.09814949,237.15696046260683,2.5791550228859705e-07,0.00015769,2.894734660734041e-09,6.64915754313319e-07,GOOD,0.9941259073363267,1.5078948555200695,1849.908129,18412.61748
SACRAMENTO VALLEY - SOLANO,Alfalfa,Sacramento River,23128.64924,262.4511305,5.645875688,3.537610105,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,176.8805053,1304.2212219900653,7.948431562234268,1304.2212219900653,523.159791,781.0614309,-4.882352941,0.015209659606262754,0.9847861613073844,0.023236957664261662,0.02949264,2.4588173992838125,2.3245387269410227e-05,19634824.496498633,23128.644569903943,81820.10487,0.004670096,0.038391797,2.019182360013006e-07,4.6922182890720757e-07,GOOD,1.939072961544676,1.5277763122781245,262.4511305,1304.366976
SACRAMENTO VALLEY - SOLANO,Almonds & Pistachios,Sacramento River,1470.874609,4840.917178,0.843485779,3.61367267,0.287448101,0.311217018,0.03090217,0.4,0.17,2039.310074,2110.873995,639.9084906,50,180.6836335,3901.880370368812,21.441936776846024,3901.880370368812,523.159791,3378.720579,-4.882352941,0.039167860134961464,0.9608281916797553,0.037642451425168026,0.11945795538797967,0.4384474060614762,0.001699669,163188.1658117325,1470.8745933138987,5315.258025576814,1.5686101278333808e-05,0.001349963,1.066447213267097e-08,2.53978842067761e-07,GOOD,3.0498974152879694,0.9610545813701002,4840.917178,3901.931596
SACRAMENTO VALLEY - SOLANO,Citrus & Subtropical,Sacramento River,37.74587363,2848,2,2.972946835,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,148.6473418,5546.666401,36.326465887564304,5546.666401,523.159791,5023.50661,-4.882352941,0.15444001899038243,0.8455459790577031,0.2147267926782421,0.07632948,1.3716162591448486,0.20379201625350465,11.24886954,37.74587358561035,112.21646488540274,4.438965106601245e-08,1.0657215710807577e-05,1.176013343899187e-09,9.497015174710327e-08,GOOD,0.49423381869050864,1.3903572019867076,2848,5546.323762
SACRAMENTO VALLEY - SOLANO,Corn,Sacramento River,21681.34883,220.4262204,5.113110215,2.826875063,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,141.3437532,984.8400450740816,7.547232063744328,984.8400450740816,523.159791,461.680254,-4.882352941,0.041802009648050316,0.9581706099890196,0.017615736922123763,0.11056465913529034,2.7431998004370763,0.000153742,107181.82478100875,21681.34832904687,61290.44643198495,0.000500953,0.017907746274431702,2.3105256710195092e-08,2.9217834237916025e-07,GOOD,2.644960375498291,0.4214088525991567,220.4262204,984.1310508
SACRAMENTO VALLEY - SOLANO,Cucurbits,Sacramento River,1704.644133,203,12,1.97136542,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,98.568271,2336.461468,23.307557018376357,2336.461468,523.159791,1813.301677,-4.882352941,0.462961374,0.5368637974015757,0.17789152624166915,0.062270831,10.336798954200365,0.011732654114030261,0.00031857,1704.6441341143916,3360.475691177615,-1.11E-06,0.000806024,6.537385477300059e-10,2.398542190504015e-07,GOOD,0.13450545739469513,0.38424701518246485,203,2331.889358
SACRAMENTO VALLEY - SOLANO,Dry Beans,Sacramento River,2759.081153,1382.353599,1.170065428,2.293810917,0.272510229,0.8579188204514863,0.0413722,1.68,0.17,521.9411016,903.6303871,214.6292221,50,114.6905459,1501.8913985852753,13.330906564646025,1501.8913985852753,523.159791,978.7316075,-4.882352941,0.1852665265473118,0.8146607438272984,0.10441557057415381,0.475481974,0.8410426130413974,0.000215738,2502359.224144025,2759.0811594609336,6328.808897063616,-6.46E-06,0.001572577,2.341697519226867e-09,2.484790371233768e-07,GOOD,2.5664753522934403,0.5635965250716192,1382.353599,1501.581808
SACRAMENTO VALLEY - SOLANO,Grain,Sacramento River,31456.41824,203.6611701,3.12061313,0.78906264,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,39.453132000000004,595.1437913622234,14.980808610177323,595.1437913622234,523.159791,71.98400032,-4.882352941,0.9786221474898904,0.020392954,0.7072329107884124,3.0452102931558924,3.148530612494215,4.295947939911901e-05,435921.1568393763,31456.45223155385,24821.10502541147,-0.033991554,-0.020604013,1.0805919984415073e-06,8.301012383748689e-07,GOOD,3.1117324505343373,0.7226823065494933,203.6611701,595.0338134
SACRAMENTO VALLEY - SOLANO,Onions & Garlic,Sacramento River,385.0636258,659,5.9,2.113494575,0.178481578,0.8220938475297447,0.4158621200492846,0.41,0.17,887.6914461,1905.136225,1355.002253,50,105.67472874999999,3781.5912976500003,34.76666506351799,3781.5912976500003,523.159791,3258.431507,-4.882352941,0.4809460898354603,0.5189705480501585,0.22409511920839234,0.31507824305095866,5.107468877756142,0.006334082,44884.242804254995,385.0636264724877,813.8297051290356,-6.72E-07,0.000179029,1.7464327197740114e-09,2.199834361974339e-07,GOOD,0.6551217479671209,0.46594644170006466,659,3781.008834
SACRAMENTO VALLEY - SOLANO,Other Deciduous,Sacramento River,12050.3194,2404.640434,2.389755204,3.327741402,0.215021845,0.54254216,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,166.3870701,5579.211767,32.71475708027618,5579.211767,523.159791,5056.051976,-4.882352941,0.086470692,0.9135186431478353,0.054436912,0.053647462,1.4562241514995056,0.000638349,3614.474171041412,12050.319378225342,40100.336989850235,2.1774658307549544e-05,0.009784854,1.806977689533237e-09,2.4400920074489775e-07,GOOD,0.6204120841421951,0.6295417628777134,2404.640434,5578.79873
SACRAMENTO VALLEY - SOLANO,Pasture,Sacramento River,38869.74638,193.291275,5,3.965593094,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,926.1044576550001,22.810183590227687,926.1044576550001,523.159791,402.9446666,-4.882352941,0.027249695,0.9727401555052217,0.050323038893000556,0.061664479,2.411359313284273,5.044499890882721e-05,1125246.1347048928,38869.740752863596,154141.3862370556,0.005627136,0.21157300390768796,1.447690537006585e-07,1.3725886257413664e-06,GOOD,2.262942000342034,1.8467377139832826,193.291275,926.2781221
SACRAMENTO VALLEY - SOLANO,Potatoes,Sacramento River,218.7230397,209,24.7,4.38175,0.150675135,1.4974640784942694,0.060261523,0.41,0.17,793.9256634,2502.863999,502.0871398,50,219.0875,4942.491530390001,22.36709167394394,4942.491530390001,523.159791,4419.331739,-4.882352941,0.016346799133785724,0.9836513147314625,0.005185317,0.025848388316814287,10.731028702292326,0.011151200136891215,34577.60953992649,218.7230368,958.3894475739507,2.9071759968246624e-06,0.000231632,1.3291585563240793e-08,2.416882498376829e-07,GOOD,1.5812507454985842,0.31720687248646934,209,4941.504099
SACRAMENTO VALLEY - SOLANO,Rice,Sacramento River,370.6006184,471,4.5,4.534377778,0.381523094,0.7787889472798347,0.016559817107172286,0.2,0.17,851.2633133,1216.2235,177.3500304,50,226.71888889999997,1891.7750098320003,8.86407516,1891.7750098320003,523.159791,1368.615219,-4.882352941,0.005174453,0.9948238393341213,0.003621721,0.024836881438215146,1.5669697929027315,0.013491612673466604,683.7008823170004,370.60061006935916,1680.442745615313,8.33064081007251e-06,0.000462971,2.2478755826254472e-08,2.755051180603044e-07,GOOD,4.7999050645054355,0.699923421,471,1891.604239
SACRAMENTO VALLEY - SOLANO,Safflower,Sacramento River,4068.73086,547.6637501,1,2.357007476,0.396694215,0.4537037030434028,0.032158708,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,523.1597910429999,21.285724592155727,523.1597910429999,523.159791,0,-4.882352941,0.2524149541087247,0.7473260579621529,0.23602437288172193,0.8865305739621584,0.7612826858273961,0.000332131,309.2161117722747,4068.7079725922963,9589.963388892711,0.022887407703819918,0.065665959,5.6251957898783e-06,6.847315980283248e-06,GOOD,3.5121951355556216,0.9350649358914657,547.6637501,523.2111187
SACRAMENTO VALLEY - SOLANO,Sunflowers,Sacramento River,7047.271487,3425.746746,0.699055813,2.873453662,0.386904762,0.3895547862245365,0.081201103,0.74,0.17,734.0697039,736.5793439,336.2917618,50,143.6726831,2250.163112605134,15.77009254506066,2250.163112605134,523.159791,1727.003322,-4.882352941,0.083018359,0.9169607817799043,0.082735503,0.18121544793449312,0.42526886168825706,0.000191755,2332162.1635628403,7047.271369856557,20250.002666797314,0.000117143,0.005394631,1.6622524546185512e-08,2.6640142588624733e-07,GOOD,2.182835824495322,0.9965928458037955,3425.746746,2250.257833
SACRAMENTO VALLEY - SOLANO,Tomato Processing,Sacramento River,10261.16568,98,48.1,2.666779844,0.124471553,2.283636824869254,0.28639447182202826,0.74,0.17,657.2463564,2815.18314,996.9547547,50,133.3389922,4579.614581,33.45619332691179,4579.614581,523.159791,4056.45479,-4.882352941,0.22226694216008636,0.7776980194078628,0.051891522,0.1465303589472839,35.558131500194946,0.000131696,7974508.966163194,10261.165634174191,27364.263071318008,4.582580913847778e-05,0.006740051,4.465945738289432e-09,2.463084377276406e-07,GOOD,0.6592539471827814,0.23346486717761028,98,4577.766505
SACRAMENTO VALLEY - SOLANO,Truck Crops,Sacramento River,839.0126126,993.6084705,22.46734244,2.662234731,0.139554281,1.1244727167916924,1.262909809962677,0.40713843,0.17,7441.94487,27484.23099,27982.75263,50,133.1117366,22189.674514793136,158.5824092922013,22189.674514793136,523.159791,21666.51472,-4.882352941,0.583100609,0.41687794923382165,0.205419002,0.19383353162202968,20.142191304523298,0.00292745,634749.8991570699,839.0126122191535,2233.648002892002,3.8084647258074256e-07,0.000514119,4.539222257941329e-10,2.3016994943000501e-07,GOOD,0.332418674,0.35228740820875265,993.6084705,22188.10308
SACRAMENTO VALLEY - SOLANO,Vineyard,Sacramento River,11675.94548,1724.198409,10.38159916,2.661751325,0.302297005,0.1329510358537938,0.3058799853780738,0.13,0.17,2773.231975,2743.166444,4105.247296,50,133.0875663,17766.042331891735,127.32090310926077,17766.042331891735,523.159791,17242.88254,-4.882352941,0.5285377462389058,0.4714472434314952,0.7969793485018181,0.5254330665412494,9.124545616,0.000658817,11943.348652115534,11675.945477875603,31078.455985955105,2.1243977244012058e-06,0.007366063,1.8194652656096556e-10,2.3701502146725827e-07,GOOD,0.9941259073363267,1.5078948555200695,1724.198409,17766.10806
SACRAMENTO VALLEY - SOUTH AMERICAN,Alfalfa,Sacramento River,3169.480869,260,5.8,3.537610105,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,176.8805053,1330.454765,8.089152470284803,1330.454765,423.9960699,906.4586951,-4.882352941,0.015510776,0.9844850463529824,0.023696996,0.030076526,2.5348764925151395,0.000169629,3122512.343491619,3169.478987049953,11212.37635585624,0.00188195,0.011193922340680729,5.937723320380938e-07,9.983531420925406e-07,GOOD,1.939072961544676,1.5277763122781245,260,1330.600519
SACRAMENTO VALLEY - SOUTH AMERICAN,Alfalfa,San Joaquin River,891.6944313,260,5.8,4.134965358,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,206.74826789999997,1300.587002,6.924303165884878,1300.587002,423.9960699,876.5909325,-4.882352941,0.006113677,0.9938846383612138,0.009340331,0.011854865998564609,2.1045594979842144,0.000602936,849544.3123188713,891.6937647516344,3687.121311416131,0.000666548,0.004271931,7.475076015352407e-07,1.1586073713326599e-06,GOOD,1.939072961544676,1.5277763122781245,260,1300.732757
SACRAMENTO VALLEY - SOUTH AMERICAN,Almonds & Pistachios,Sacramento River,366.6886596,4884.698089,0.63481405,3.61367267,0.287448101,0.311217018,0.03090217,0.4,0.17,2039.310074,2110.873995,639.9084906,50,180.6836335,2919.510550314351,16.28331596900895,2919.510550314351,423.9960699,2495.51448,-4.882352941,0.029599223793794628,0.9703967887021405,0.02844647,0.090274596,0.3125269658121828,0.006817773,30049.09394594849,366.68864211827304,1325.0922342015879,1.7481726956702914e-05,0.000553394,4.7674577598807516e-08,4.1762650176878783e-07,GOOD,3.0498974152879694,0.9610545813701002,4884.698089,2919.561776
SACRAMENTO VALLEY - SOUTH AMERICAN,Almonds & Pistachios,San Joaquin River,15.95739681,4944,1.4,3.753630493,0.287448101,0.311217018,0.03090217,0.4,0.17,2039.310074,2110.873995,639.9084906,50,187.6815247,6733.2376822589995,34.996383985166624,6733.2376822589995,423.9960699,6309.241612,-4.882352941,0.053256985898552725,0.9467399030462157,0.05118287,0.1624283436380238,0.7721752344606362,0.15666715754247135,3305.847200979521,15.957396494619273,59.898161496349275,3.1538072775560977e-07,9.758567657058848e-06,1.9763920864458955e-08,1.6291929206866703e-07,GOOD,3.0498974152879694,0.9610545813701002,4944,6733.288908
SACRAMENTO VALLEY - SOUTH AMERICAN,Citrus & Subtropical,Sacramento River,40.41642576,1578,2.8,2.972946835,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,148.6473418,4269.066401,28.178521221491238,4269.066401,423.9960699,3845.070331,-4.882352941,0.12325234698946604,0.8767331346100015,0.1713647882985688,0.060915478115171416,1.8364957454143156,0.19032627323321458,9.219332336134201,40.416425446035724,120.15585313733578,3.139642785754404e-07,3.190786870277407e-05,7.768234639050387e-09,2.6555394012344747e-07,GOOD,0.49423381869050864,1.3903572019867076,1578,4268.723762
SACRAMENTO VALLEY - SOUTH AMERICAN,Citrus & Subtropical,San Joaquin River,40.41642576,1578,2.8,3.247465856,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,162.3732928,4255.34045,25.806522759204302,4255.34045,423.9960699,3831.34438,-4.882352941,0.0769352,0.9230557079961611,0.10696740976745273,0.038023977816102256,1.6686144118015698,0.19032627323321458,9.186423166969494,40.41642540524077,131.2509263237379,3.547592299923963e-07,3.635342093843974e-05,8.77760027813989e-09,2.7697641371103026e-07,GOOD,0.49423381869050864,1.3903572019867076,1578,4254.997811
SACRAMENTO VALLEY - SOUTH AMERICAN,Corn,Sacramento River,5236.45495,220,4.9,2.826875063,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,141.3437532,935.7764858930001,7.218684428611906,935.7764858930001,423.9960699,511.780416,-4.882352941,0.03980285,0.9601697126663286,0.016773273,0.10527696067207036,2.606121599,0.000636563,28694.125725016173,5236.454291662735,14802.795966604945,0.000658337,0.007950073,1.257219381066383e-07,5.370653433474003e-07,GOOD,2.644960375498291,0.4214088525991567,220,935.0674916
SACRAMENTO VALLEY - SOUTH AMERICAN,Corn,San Joaquin River,767.7983242,220,4.9,2.415829265,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,120.7914633,956.3287757930001,8.438040081851993,956.3287757930001,423.9960699,532.3327059,-4.882352941,0.096456339,0.9034785989777622,0.040647555102985324,0.25512319436379743,3.110273615953011,0.004341418,4376.174097059696,767.7982501344741,1854.8687486074991,7.406552595057292e-05,0.000912613,9.646481845052837e-08,4.920091357066281e-07,GOOD,2.644960375498291,0.4214088525991567,220,955.6197815
SACRAMENTO VALLEY - SOUTH AMERICAN,Cucurbits,Sacramento River,268.4643109,203,12,1.97136542,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,98.568271,2336.461468,23.307557018376357,2336.461468,423.9960699,1912.465399,-4.882352941,0.46296137435757295,0.5368637974015756,0.17789152624166912,0.062270831414042035,10.336798954200365,0.074497798,5.291520399226526e-05,268.4643100269721,529.2410733421742,8.730278864277352e-07,0.00018567,3.2519327559815895e-09,3.5082339416494674e-07,GOOD,0.13450545739469513,0.38424701518246485,203,2331.889358
