g,i,hr,xland,p,y,xwater,omegaland,omegasupply,omegalabor,theta,sigma,omegaland,omegasupply,omegalabor,omegawater,omegawater,mprof,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
SACRAMENTO VALLEY - RED BLUFF,Sunflowers,Sacramento River,54.13938576,3732.0,0.6,2.873453662,0.386904762,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,10,28.73453662,2209.5130824279995,71.83539427423813,2209.5130824279995,539.496040943,1670.017041485,-4.88235294117647,0.30769743860117005,0.6922238268061961,5.4055211564799185e-05,2.4679381069047918e-05,0.47258591582132015,0.02496059629013699,17325.353964963782,54.13938353996166,155.56674153853712,2.220038339828534e-06,0.0002747319655611591,4.100597575432363e-08,1.7660039521710071e-06,GOOD,0,0
SACRAMENTO VALLEY - RED BLUFF,Truck Crops,Sacramento River,11.19460621,133.0,22.8,2.662234731,0.139554281,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,10,26.62234731,3004.822146025,104.72170904298945,3004.822146025,539.496040943,2465.326105082,-4.88235294117647,0.4863480177649145,0.5135199217084876,6.411420361504882e-05,6.794632298285948e-05,19.70716361701744,0.21787496089546707,987.2719579797908,11.194606078651224,29.80261948225578,1.3134877541176593e-07,4.996987449956691e-05,1.1733219815667453e-08,1.676691229952728e-06,GOOD,0,0
SACRAMENTO VALLEY - RED BLUFF,Vineyard,Sacramento River,89.09814975,1849.908129,10.02560391,2.661751325,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,10,26.617513250000002,18519.02180158718,644.0724906136982,18519.02180158718,539.496040943,17979.5257606442,-4.88235294117647,0.8538465712190758,0.14613016571191453,9.243096592205027e-06,1.4019972417584076e-05,9.709256802467273,0.08633521250319445,95.03220103546012,89.09814970408524,237.15671258670872,4.591475999404793e-08,0.0004055654022181443,5.153278729455089e-10,1.7101127108401505e-06,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Alfalfa,Sacramento River,23128.64924,262.4511305,5.645875688,3.537610105,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,10,35.37610105,1445.7256261900652,39.15576080373786,1445.7256261900652,523.159791043,922.565835147065,-4.88235294117647,0.07884860215407014,0.9211318530467247,1.0931767920600041e-05,8.613031284346458e-06,3.3724453854965346,2.3245387269410227e-05,23190658.79110803,23128.646524488955,81820.06487583886,0.002715511043788865,0.07839058570971247,1.1740897687585258e-07,9.580841902764127e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Almonds & Pistachios,Sacramento River,1470.874609,4840.917178,0.843485779,3.61367267,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,10,36.136726700000004,4046.4272771688115,105.62375169779273,4046.4272771688115,523.159791043,3523.26748612581,-4.88235294117647,0.1744878880206716,0.825495151570397,1.289656605331837e-05,4.063842877913148e-06,0.5909844491120497,0.0016996690164497903,170169.01474816268,1470.8745986607978,5315.254939276125,1.0339202162867878e-05,0.004436264111063792,7.029288628414876e-09,8.346279640610946e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Citrus & Subtropical,Sacramento River,37.74587363,2848.0,2.0,2.972946835,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,10,29.72946835,5665.584273992,178.3538523241258,5665.584273992,523.159791043,5142.424482949,-4.88235294117647,0.48260467303044574,0.5173524910689512,1.1233710921813313e-05,3.16021896813186e-05,1.724633519733785,0.20379201625350465,11.515146253316228,37.74587360066341,112.21638477170904,2.9336590046113997e-08,9.07709094093434e-05,7.772131686150086e-10,8.088911095311464e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Corn,Sacramento River,21681.34883,220.4262204,5.113110215,2.826875063,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,10,28.26875063,1097.9150475940814,36.8249974851364,1097.9150475940814,523.159791043,574.755256551082,-4.88235294117647,0.19558473829135756,0.8043003446202295,9.912411803973557e-05,1.5792970373009404e-05,3.680007211953035,0.00015374197239615805,133419.53218627573,21681.348559120637,61290.41198527956,0.0002708793617784977,0.05235445166181307,1.249365820837161e-08,8.542022356302263e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Cucurbits,Sacramento River,1704.644133,203.0,12.0,1.97136542,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,10,19.7136542,2415.316085234,112.16445369488719,2415.316085234,523.159791043,1892.156294191,-4.88235294117647,0.8165133788486153,0.1831883472070279,7.733837511239182e-05,0.00022093556924457117,11.532007223051734,0.011732654114030261,0.00033242316320662637,1704.644133781799,3360.4737204370563,-7.817989171599038e-07,0.0027767650244641118,4.5862881408802747e-10,8.263009804639417e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Dry Beans,Sacramento River,2759.081153,1382.353599,1.170065428,2.293810917,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,10,22.93810917,1593.6438352652754,64.72278492539381,1593.6438352652754,523.159791043,1070.48404422228,-4.88235294117647,0.5466892741021651,0.45310846741572536,0.00016584009232517121,3.641838978445658e-05,1.0370454252382864,0.00021573779900996453,2736880.767104013,2759.081160746461,6328.80522100325,-7.746461051283404e-06,0.005248637097793107,2.8076234882981e-09,8.293244240716496e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Grain,Sacramento River,31456.41824,203.6611701,3.12061313,0.78906264,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,10,7.8906264,626.7062969622234,68.45995718190686,626.7062969622234,523.159791043,103.546505919223,-4.88235294117647,0.9951103603743312,0.003938556731733033,0.0007718297815176763,0.0001792531124181336,3.1260807381287807,4.295947939911901e-05,626128.8277835775,31456.43491424385,24821.07695538312,-0.016674243852321524,0.007466015435056761,5.300744580995731e-07,3.00793281562679e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Onions & Garlic,Sacramento River,385.0636258,659.0,5.9,2.113494575,0.178481578,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,10,21.13494575,3866.13108065,168.55414333124133,3866.13108065,523.159791043,3342.971289607,-4.88235294117647,0.8255845366770346,0.17427549416928848,8.179416512173087e-05,5.817498855527352e-05,5.67940835386202,0.00633408150452185,46048.69763639173,385.06362629655723,813.8292155939575,-4.965572202308977e-07,0.0006685641724288871,1.2895459008865377e-09,8.215035911595779e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Other Deciduous,Sacramento River,12050.3194,2404.640434,2.389755204,3.327741402,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,10,33.27741402,5712.321423014319,160.11609453669462,5712.321423014319,523.159791043,5189.16163197132,-4.88235294117647,0.32639367363224686,0.6735670089926352,1.951510025602807e-05,1.9802274862040634e-05,1.9023291916370968,0.0006383488633759942,3709.627653646813,12050.31938547278,40100.3136291218,1.4527220628224313e-05,0.03314558199781459,1.2055465208851073e-09,8.265659692180908e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Pasture,Sacramento River,38869.74638,193.291275,5.0,3.965593094,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,926.1044576550001,22.810183590227687,926.1044576550001,523.159791043,402.944666612,-4.88235294117647,0.02724969469782329,0.9727401555052217,5.588854465688397e-06,4.560942489109598e-06,2.411359313284273,5.044499890882721e-05,1125246.1347048928,38869.742501044435,154141.4505244241,0.003878955561958719,0.14728563540847972,9.979369363610238e-08,9.555216599608108e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Potatoes,Sacramento River,218.7230397,209.0,24.7,4.38175,0.150675135,0.475005897,0.095288578,0.41,0.17,793.9256634,2502.863999,502.0871398,10,43.8175,5117.76153039,110.38718288991944,5117.76153039,523.159791043,4594.601739347,-4.88235294117647,0.07922203027484734,0.920769141928905,7.352789583268124e-06,1.4750066644390147e-06,14.720668618940985,0.011151200136891215,35948.90532881883,218.72303776858328,958.3888794222559,1.9314167047923547e-06,0.0007997832191222187,8.830421831378538e-09,8.345073371253911e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Rice,Sacramento River,370.6006184,471.0,4.5,4.534377778,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,10,45.343777779999996,2073.150120952,43.550737780372486,2073.150120952,523.159791043,1549.990329909,-4.88235294117647,0.027709839196149496,0.972281814193459,7.284397612844966e-06,1.0622127784940806e-06,2.1686246006810492,0.013491612673466604,774.282780512406,370.60061331583745,1680.4417782857715,5.0841625238717825e-06,0.001430300246056504,1.3718710308206497e-08,8.511446496665648e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Safflower,Sacramento River,4068.73086,547.6637501,1.0,2.357007476,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,523.1597910429999,21.285724592155727,523.1597910429999,523.159791043,0.0,-4.88235294117647,0.2524149541087247,0.7473260579621529,0.0002045340569741283,5.445387214850148e-05,0.7612826858273961,0.0003321309267802863,309.2161117722747,4068.721279349891,9589.998251380373,0.009580650109000999,0.03080347153627372,2.354702347896513e-06,3.212031096056923e-06,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Sunflowers,Sacramento River,7047.271487,3425.746746,0.699055813,2.873453662,0.386904762,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,10,28.73453662,2365.1012590851337,76.8267921013974,2365.1012590851337,523.159791043,1841.94146804213,-4.88235294117647,0.3223770963300927,0.6775458385740163,5.290901906388973e-05,2.4156076827152208e-05,0.5557895650782264,0.0001917552564626139,2487340.994776397,7047.271412856036,20249.99103074877,7.414396441163262e-05,0.01703067956623272,1.0520946234071573e-08,8.410208783408978e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Tomato Processing,Sacramento River,10261.16568,98.0,48.1,2.666779844,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,10,26.667798440000002,4686.285774352999,163.16408068067238,4686.285774352999,523.159791043,4163.12598331,-4.88235294117647,0.5938196383786553,0.40608888191238013,6.755582861237698e-05,2.392388035211742e-05,43.28162248786602,0.00013169569554707272,8184205.445960105,10261.16565042197,27364.247150737443,2.9578030080301687e-05,0.0226606311116484,2.8825214408098014e-09,8.281102060407979e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Truck Crops,Sacramento River,839.0126126,993.6084705,22.46734244,2.662234731,0.139554281,0.396137579,0.419814805,0.40713843,0.17,7441.94487,27484.23099,27982.75263,10,26.62234731,22296.163904033136,770.934042056774,22296.163904033136,523.159791043,21773.0041129901,-4.88235294117647,0.8753958828393767,0.12457208129607364,1.5553125491985904e-05,1.648273905758027e-05,21.868725380193116,0.0029274495062127687,637869.6299754049,839.0126123491792,2233.6466830405034,2.508207899154513e-07,0.0018339702646699152,2.989475797487568e-10,8.210648410898006e-07,GOOD,0,0
SACRAMENTO VALLEY - SOLANO,Vineyard,Sacramento River,11675.94548,1724.198409,10.38159916,2.661751325,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,10,26.617513250000002,17872.512384891736,621.6208076135403,17872.512384891736,523.159791043,17349.3525938487,-4.88235294117647,0.8493562151522182,0.15061980705408914,9.527077578525727e-06,1.4450716114311447e-05,10.043275526868756,0.0006588166847373538,12017.094249343992,11675.945478602442,31078.43780835026,1.3975586625747383e-06,0.02554366750337067,1.196955454244497e-10,8.21908960364099e-07,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Alfalfa,Sacramento River,3169.480869,260.0,5.8,3.537610105,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,10,35.37610105,1471.959169212,39.848983632992834,1471.959169212,455.558575477,1016.400593735,-4.88235294117647,0.08016438218469446,0.9198161009340481,1.091615289579198e-05,8.600728361511421e-06,3.4759658726847382,0.0001696285388123447,3501105.4086658135,3169.4794806825657,11212.365685694269,0.0013883174342481652,0.021864084312255727,4.380267594693487e-07,1.9499936311680105e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Alfalfa,San Joaquin River,891.6944313,260.0,5.8,4.134965358,0.306290873,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,10,41.349653579999995,1465.985616682,34.18330492489168,1465.985616682,455.558575477,1010.427041205,-4.88235294117647,0.033505119070711076,0.9664866905159136,4.581049784711258e-06,3.6093635903588506e-06,2.909626293168773,0.0006029357027814271,979205.6932850045,891.6939532728777,3687.118010332244,0.0004780271223125965,0.00757301476687644,5.360884912286392e-07,2.053907466857147e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Almonds & Pistachios,Sacramento River,366.6886596,4884.698089,0.63481405,3.61367267,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,10,36.136726700000004,3064.0574571143507,80.21220007441379,3064.0574571143507,455.558575477,2608.49888163735,-4.88235294117647,0.13797400054773631,0.8620082888538995,1.3467004396771685e-05,4.24359396744716e-06,0.4241451949295997,0.006817772883205904,31409.40978161813,366.68864576788104,1325.090759503524,1.38321189524504e-05,0.0020280919293327315,3.772169820451791e-08,1.530528237960572e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Almonds & Pistachios,San Joaquin River,15.95739681,4944.0,1.4,3.753630493,0.287448101,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,10,37.53630493,6883.382901978999,172.48824063977193,6883.382901978999,455.558575477,6427.824326502,-4.88235294117647,0.22332034036893045,0.7766668987153688,9.703303316741988e-06,3.057612384021145e-06,1.031014526744667,0.15666715754247135,3367.9780398741987,15.957396554129936,59.89808300780944,2.558700646915213e-07,8.824710749166798e-05,1.6034574294171562e-08,1.4732855050966841e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Citrus & Subtropical,Sacramento River,40.41642576,1578.0,2.8,2.972946835,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,10,29.72946835,4387.9842739919995,138.34948404299814,4387.9842739919995,455.558575477,3932.425698515,-4.88235294117647,0.41942359231169174,0.5805283409354872,1.2605501426144628e-05,3.546125139499782e-05,2.3468254875242733,0.19032627323321458,9.428774477221793,40.41642550590745,120.15570730648459,2.5409255499653227e-07,0.00017773871989845702,6.2868635763434284e-09,1.4792344114613195e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Citrus & Subtropical,San Joaquin River,40.41642576,1578.0,2.8,3.247465856,0.183365181,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,10,32.474658559999995,4385.239083782,126.8963731983939,4385.239083782,455.558575477,3929.680508305,-4.88235294117647,0.300426168463676,0.6995393805656883,9.034763823056342e-06,2.5416206812633034e-05,2.1920732158341005,0.19032627323321458,9.422192643388852,40.416425473849586,131.25076814901945,2.861504171391971e-07,0.0001945281393886944,7.0800525221703096e-09,1.4821082864525722e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Corn,Sacramento River,5236.45495,220.0,4.9,2.826875063,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,10,28.26875063,1048.851488413,35.22192423453113,1048.851488413,455.558575477,593.292912936,-4.88235294117647,0.1884934598896904,0.8113906099766381,9.999794123877144e-05,1.5932192432852496e-05,3.5009122511156825,0.0006365629734546524,33262.214655889504,5236.45447967186,14802.780141694115,0.0004703281401816639,0.023774983797920868,8.981804382403096e-08,1.6061135398229688e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Corn,San Joaquin River,767.7983242,220.0,4.9,2.415829265,0.234536008,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,10,24.15829265,1052.961946393,41.004252278605115,1052.961946393,455.558575477,597.403370916,-4.88235294117647,0.37008645460784473,0.6296868175044438,0.00019556884197842182,3.115904573305611e-05,4.016491419031914,0.00434141782844664,4910.868190565518,767.7982694766409,1854.8667289205118,5.472335908507375e-05,0.002932299806161609,7.127309002932797e-08,1.5808656896315024e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Cucurbits,Sacramento River,268.4643109,203.0,12.0,1.97136542,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,10,19.7136542,2415.316085234,112.16445369488719,2415.316085234,455.558575477,1959.757509757,-4.88235294117647,0.8165133788486151,0.18318834720702784,7.733837511239179e-05,0.00022093556924457112,11.532007223051732,0.07449779798645109,5.422364946243037e-05,268.4643101920876,529.24047138839,7.079123633957352e-07,0.0007876239990309841,2.636895612018332e-09,1.4882135238298693e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Cucurbits,San Joaquin River,370.6094006,203.0,12.0,2.299627126,0.087908733,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,10,22.99627126,2412.033468174,96.80165727955502,2412.033468174,455.558575477,1956.474892697,-4.88235294117647,0.6425633489870287,0.3572016019170903,6.0945032212808443e-05,0.0001741040636682331,10.982847987298129,0.05396517186995499,7.472924417648743e-05,370.6093993509742,852.2621590656425,1.2490258427533263e-06,0.0012717047180785812,3.370194713709931e-09,1.4921498120939998e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Dry Beans,Sacramento River,18.29842438,1373.0,1.0,2.293810917,0.272510229,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,10,22.93810917,1349.199679804,54.941237632542965,1349.199679804,455.558575477,893.641104327,-4.88235294117647,0.5052053655341444,0.4945738666657448,0.00018101664746470253,3.975115264600293e-05,0.872573494834627,0.032529472640752864,15153.39377429688,18.298419876869932,41.973053907741345,4.503130067945449e-06,7.169900161585474e-05,2.4609386985621156e-07,1.708212113808754e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Grain,Sacramento River,5931.663341,172.0,2.7,0.78906264,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,10,7.8906264,455.5585754770001,50.0242594544755,455.5585754770001,455.558575477,0.0,-4.88235294117647,0.9932871213671712,0.005407157858799869,0.0010596281209215238,0.0002460926531073633,2.706486418472498,0.00022781996780072339,399.4192999699302,5931.654710762119,4680.4400964840515,0.008630237881334324,0.013838956629115273,1.454943982016245e-06,2.95675522502761e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Grain,San Joaquin River,2351.223811,172.0,2.7,0.466656841,0.351483763,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,10,4.66656841,458.78263346700004,78.73542018087042,458.78263346700004,455.558575477,3.22405798999995,-4.88235294117647,0.9984510587751825,0.0002456487121824501,0.0010576575203850105,0.0002456349922500584,2.705454742871043,0.0005747438185293843,1610.5829964887698,2351.237103168543,1097.2192440154317,-0.013292168543102889,-0.0045678901908559055,5.653297861699347e-06,4.163169059119026e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Other Deciduous,Sacramento River,2927.302636,2762.69877,1.944626254,3.327741402,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,10,33.27741402,5338.235992149509,149.69286692657664,5338.235992149509,455.558575477,4882.67741667251,-4.88235294117647,0.31168163349260014,0.6882781904129107,1.994132389297646e-05,2.0234770596155218e-05,1.5335664497505646,0.002627780126901677,847.9326336519264,2927.3026187604946,9741.291648185392,1.723950526866247e-05,0.01452981554393773,5.889211814539038e-09,1.4915674837067352e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Other Deciduous,San Joaquin River,2927.302636,2762.69877,1.944626254,3.445837194,0.215021845,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,10,34.45837194,5337.055034229509,144.69362063459533,5337.055034229509,455.558575477,4881.49645875251,-4.88235294117647,0.2694105266466979,0.7305547383655212,1.724064149493125e-05,1.7494346285772964e-05,1.4885310714048103,0.002627780126901677,847.7275558682262,2927.3026179566737,10086.993249625742,1.8043326235783752e-05,0.015051597300043795,6.163806233727504e-09,1.4921765552843651e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Pasture,Sacramento River,7288.387524,330.0,5.0,3.965593094,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,10,39.65593094,1609.648082655,38.94309551621063,1609.648082655,455.558575477,1154.089507178,-4.88235294117647,0.04642136233618764,0.9535686879064081,5.47870527353566e-06,4.471052130769655e-06,2.679607337648672,0.00026902854812107683,603969.9706898553,7288.386633370546,28902.73197126197,0.0008906294533517212,0.04726030819074367,1.2219842186203177e-07,1.635147534155532e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Pasture,San Joaquin River,3160.982754,330.0,5.0,4.600187047,0.350906068,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,10,46.00187047,1603.302143125,33.65097836577262,1603.302143125,455.558575477,1147.743567648,-4.88235294117647,0.019848261763112877,0.9801474672102697,2.351785586420222e-06,1.9192410309181885e-06,2.2534352855370265,0.0006203084503527443,260502.63544982715,3160.982288200511,14541.087691810772,0.0004657994891203998,0.024228930416938965,1.4735907322840137e-07,1.6662364301301636e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Rice,Sacramento River,605.5379345,471.0,4.5,4.534377778,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,10,45.343777779999996,2073.150120952,43.550737780372486,2073.150120952,455.558575477,1617.591545475,-4.88235294117647,0.02770983919614949,0.9722818141934594,7.284397612844964e-06,1.0622127784940802e-06,2.1686246006810497,0.008257121007833407,1320.2927232897785,605.5379100982617,2745.7335018444587,2.4401738301094156e-05,0.004252088360772177,4.0297621190723526e-08,1.5486141583192922e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Rice,San Joaquin River,369.6876366,471.0,4.5,4.833919598,0.381523094,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,10,48.33919598,2070.154702752,40.907067970965414,2070.154702752,455.558575477,1614.596127275,-4.88235294117647,0.0191596632223153,0.9808345572567468,5.044003080188039e-06,7.35517857659436e-07,2.011367716467818,0.013524931604380301,804.5610973270786,369.6876204840402,1787.037535059255,1.6115959795115486e-05,0.002776639786816304,4.359345079357595e-08,1.5537644946444398e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Safflower,Sacramento River,674.2592709,588.0,1.0,2.357007476,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.57007476,563.4960409429999,22.8534498730329,563.4960409429999,455.558575477,107.937465466,-4.88235294117647,0.26667572870475265,0.7330702237652145,0.00020063240845968826,5.341512157308712e-05,0.7694034639851878,0.002004201365370283,13993.927845522905,674.2586405021412,1589.230213394875,0.0006303978587993697,0.003928878734541286,9.349487445058276e-07,2.4721836952989858e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Safflower,San Joaquin River,14.31513505,588.0,1.0,2.40565496,0.396694215,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,10,24.0565496,563.0095661029999,22.408574509273556,563.0095661029999,455.558575477,107.450990626,-4.88235294117647,0.24369055921053173,0.7560770895347786,0.00018349791407542963,4.885334061429229e-05,0.7554631812252804,0.09440018180976584,295.769618281857,14.315121246284084,34.43719111302908,1.3803715916083092e-05,8.452307326933806e-05,9.642742361751657e-07,2.4544065030721597e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Tomato Processing,Sacramento River,1128.324144,107.0,35.2,2.666779844,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,10,26.667798440000002,3738.8857743529998,130.37065498656804,3738.8857743529998,455.558575477,3283.327198876,-4.88235294117647,0.5384072873785214,0.461488752974483,7.677199867099661e-05,2.718764832471226e-05,31.054048839065373,0.0011976623548625859,709760.4480317907,1128.324102350215,3008.987500400327,4.164978486187465e-05,0.004584317426633788,3.691296076872273e-08,1.5235392109925744e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Tomato Processing,San Joaquin River,236.2210312,107.0,35.2,2.379660861,0.124471553,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,10,23.79660861,3741.7569641829996,145.56029726552987,3741.7569641829996,455.558575477,3286.198388706,-4.88235294117647,0.6952046558436334,0.30466121191818823,9.905381856090924e-05,3.5078419617480274e-05,32.71788701470882,0.00572070718888366,148722.29329651623,236.22102381604202,562.1250912282677,7.383957978390754e-06,0.0008512634321959922,3.125868150215218e-08,1.5143642515815066e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Truck Crops,Sacramento River,307.8103158,1543.020483,18.65567845,2.662234731,0.139554281,0.396137579,0.419814805,0.374349922,0.17,7441.94487,27484.23099,27982.75263,10,26.62234731,28758.516118636693,994.1066341788662,28758.516118636693,455.558575477,28302.9575431597,-4.88235294117647,0.9006128334095438,0.09936161403345066,1.2405537710135648e-05,1.314701929528565e-05,18.263516781900996,0.008678388390928325,225561.57967983693,307.81031513487295,819.4621019731594,6.651270609836502e-07,0.0012113096786379174,2.160834211338833e-09,1.4781743843849584e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Truck Crops,San Joaquin River,219.2405867,320.0,22.8,2.667732673,0.139554281,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,10,26.67732673,7268.367166605,251.46069276517738,7268.367166605,455.558575477,6812.808591128,-4.88235294117647,0.6934997194652495,0.30642242922757973,3.779611279944662e-05,4.0055194371392085e-05,21.169660370301077,0.01112487622367735,53429.98618181923,219.24058453834567,584.8744054396868,2.161654322208051e-06,0.0008709475924888466,9.859736076906105e-09,1.4891167872039482e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Vineyard,Sacramento River,7817.146157,1685.130979,10.67836099,2.661751325,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,10,26.617513250000002,17967.012539538107,624.9025657144988,17967.012539538107,455.558575477,17511.4539640611,-4.88235294117647,0.8500297106013721,0.149946418804412,9.48448409616362e-06,1.4386110119780437e-05,10.332026623802912,0.0009840301739042555,8120.719399658866,7817.146147520257,20807.26834703638,9.479743312112987e-06,0.030794077028986067,1.2126859497982118e-09,1.479965122822676e-06,GOOD,0,0
SACRAMENTO VALLEY - SOUTH AMERICAN,Vineyard,San Joaquin River,7817.146157,1685.130979,10.67836099,3.098484515,0.302297005,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,10,30.984845149999998,17962.645207638107,539.0576195158985,17962.645207638107,455.558575477,17507.0866321611,-4.88235294117647,0.6986728526518695,0.30130752239760733,7.797565885507563e-06,1.1827384637666204e-05,9.925780860698362,0.0009840301739042555,8118.694138665259,7817.146145315909,24221.270456460796,1.1684091077768244e-05,0.03586249546424369,1.4946747627720277e-09,1.4806177252370867e-06,GOOD,0,0
