g,i,hr,xland,p,y,xwater,omegaland,omegawater_unit,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
PATTERSON W.D.,Dry Beans,San Joaquin River,175.5792852,1752.0,1.3,2.212101358,0.272510229,110.6050679,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,2166.1327210739996,19.459906781997343,2166.1327210739996,734.216359827,1431.916361247,-4.88235294117647,0.2887297369606794,0.7111916700994849,6.444160097758946e-05,1.4151338858004633e-05,1.0183426341729913,0.0033901385038677405,232956.17830156165,175.57914195562685,388.3983125523435,0.00014324437313462113,0.0008626752457416842,8.158386849078091e-07,2.2211047313274664e-06,GOOD,1752,2227.803865
PATTERSON W.D.,Grain,San Joaquin River,556.3787811,205.0,3.7,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,734.216359827,29.74763862561835,734.216359827,734.216359827,0.0,-4.88235294117647,0.9984177420697912,0.0007676754579120029,0.0006610559559315639,0.00015352651636514177,3.7231686088212115,0.002428833372616466,37.46477345216633,556.3856483695126,259.6408147741739,-0.006867269512667917,-0.0028503866174105497,1.2342795494628394e-05,1.097831214373501e-05,GOOD,205,755.3715158
PATTERSON W.D.,Other Deciduous,San Joaquin River,1746.30949,3142.659184,1.879958393,3.445837194,0.215021845,172.2918597,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,5734.873495733332,32.48784013908237,5734.873495733332,734.216359827,5000.65713590633,-4.88235294117647,0.07343208660148336,0.9265591025545332,4.373244733652079e-06,4.437599249739955e-06,1.107906410613384,0.00440489371234402,518.0641437356751,1746.3094359175236,6017.48954956834,5.408247648119868e-05,0.0086433088308695,3.09695828780033e-08,1.4363625137603639e-06,GOOD,3142.659184,5788.427416
PATTERSON W.D.,Pasture,San Joaquin River,416.0416043,344.0,5.0,4.600187047,0.350906068,230.00935235000003,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,1489.294661245,7.100378547523906,1489.294661245,734.216359827,755.078301418,-4.88235294117647,0.0037480243519346815,0.9962511074083076,4.780849970518586e-07,3.901547606663394e-07,1.6399401868129548,0.004712952487106565,22560.197794627707,416.041139395592,1913.864055012949,0.00046490440803381716,0.005144101010728264,1.1174469169159897e-06,2.687801764671151e-06,GOOD,344,1507.686805
PATTERSON W.D.,Tomato Processing,San Joaquin River,843.5879936,100.0,50.3,2.379660861,0.124471553,118.98304305,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4910.170529743,39.97744611740322,4910.170529743,734.216359827,4175.954169916,-4.88235294117647,0.37454332234621307,0.6254016089320167,4.0667085323279e-05,1.4401636446884293e-05,41.33857260896666,0.001601909180315,674910.7461494347,843.5878795602601,2007.4502622179425,0.00011403973985579796,0.003068961495955591,1.351841665848455e-07,1.528783483176909e-06,GOOD,100,4972.525715
PATTERSON W.D.,Truck Crops,San Joaquin River,9.02919326,717.0,19.8,2.667732673,0.139554281,133.38663365000002,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,14062.257859685,100.64281689177307,14062.257859685,734.216359827,13328.041499858,-4.88235294117647,0.46686139827441914,0.533111512698034,1.3151480405276386e-05,1.3937547141424892e-05,16.97279570574914,0.27012650189347065,4304.759124248369,9.029193016355709,24.087451475967576,2.436442905207059e-07,2.2394565807104527e-05,2.698405976091666e-08,9.297183227876868e-07,GOOD,717,14124.47652
PATTERSON W.D.,Vineyard,San Joaquin River,18.47881382,1630.308163,11.30505992,3.098484515,0.302297005,154.92422575,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,18275.000388624125,112.71402823513277,18275.000388624125,734.216359827,17540.7840287971,-4.88235294117647,0.320568521894812,0.6794226275890476,3.5165684949207483e-06,5.333947645306663e-06,8.97076052168888,0.41627713592644944,19.228576930616914,18.47881367605959,57.256250605160126,1.439404080372242e-07,6.787167787081216e-05,7.789483104236622e-09,1.1854006627804479e-06,GOOD,1630.308163,18333.91855
PLEASANT VALLEY W.D.,Alfalfa,Tulare Lake,50.1504379,264.0,7.7,4.524530937,0.306290873,226.22654684999998,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1805.908723412,8.532721174271856,1805.908723412,841.972973977,963.935749435,-4.88235294117647,0.005003862118004243,0.9949951448780378,5.554054917282502e-07,4.375984662772341e-07,2.665486566078016,0.010720432983540319,52539.033499387726,50.15021331610788,226.9056921798939,0.00022458389211976737,0.0015156027534146688,4.478204010253864e-06,6.679394490043936e-06,GOOD,264,1827.421468
PLEASANT VALLEY W.D.,Almonds & Pistachios,Tulare Lake,10238.68066,4618.0,1.5,3.820163692,0.287448101,191.0081846,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,6735.311022309,34.415869585247414,6735.311022309,841.972973977,5893.338048332,-4.88235294117647,0.04829430948450045,0.951702870227924,2.1445252385892773e-06,6.757623371458326e-07,0.8109988278799035,0.00024417208457012273,1981300.3669776323,10238.679344758242,39113.34773421668,0.0013152417577657616,0.0883770979125984,1.2845812868293536e-07,2.2595073892532033e-06,GOOD,4618,6780.382701
PLEASANT VALLEY W.D.,Grain,Tulare Lake,4683.284412,303.0,2.9,0.715524558,0.351483763,35.7762279,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,841.9729739769999,22.785867342840877,841.9729739769999,841.972973977,0.0,-4.88235294117647,0.9910828089107777,0.008212035072593066,0.0005722533942321042,0.00013290262239718545,2.91985960660015,0.00028854778665348145,315.3574425695186,4683.286187552536,3350.999065603522,-0.0017755525359461899,0.005943281068084616,3.791254982073444e-07,1.7735816724615659e-06,GOOD,303,872.6294479
PLEASANT VALLEY W.D.,Lettuce,Tulare Lake,165.6443867,703.0,19.4,2.300762612,0.164570286,115.03813060000002,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,13522.205104755,111.9770131032709,13522.205104755,841.972973977,12680.232130778,-4.88235294117647,0.6678649394503132,0.332095934357287,1.6528556679513655e-05,2.2597635720252282e-05,17.891769184457345,0.02414811681632433,9617.709269386249,165.64438354478006,381.1076345146391,3.155219957307054e-06,0.0007772923910351892,1.9048155027562147e-08,2.0395571626185002e-06,GOOD,703,13584.30815
PLEASANT VALLEY W.D.,Onions & Garlic,Tulare Lake,414.712446,2366.0,7.7,1.253629891,0.178481578,62.681494550000004,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,18154.684531849998,273.1723023073816,18154.684531849998,841.972973977,17312.711557873,-4.88235294117647,0.9896620518382303,0.010302215830494215,2.0881002190471954e-05,1.4851329084971795e-05,7.689111273344549,0.005881242325300029,256829.94733882367,414.7124427803159,519.8948595705087,3.2196841175391455e-06,0.0010589048147267022,7.763654427528673e-09,2.03676308487304e-06,GOOD,2366,18201.65015
PLEASANT VALLEY W.D.,Other Deciduous,Tulare Lake,192.7330286,1850.0,7.8,3.502172688,0.215021845,175.1086344,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,14253.988211733998,78.07918593547883,14253.988211733998,841.972973977,13412.015237757,-4.88235294117647,0.1518622866249745,0.8481303821127658,3.6388573136513044e-06,3.6924049460833213e-06,5.315328398569651,0.03991172529267094,153.3464460048388,192.73302542671868,674.9829481307909,3.173281328372468e-06,0.0014007076520101691,1.6464647245067303e-08,2.0751705642073007e-06,GOOD,1850,14306.44471
PLEASANT VALLEY W.D.,Tomato Processing,Tulare Lake,667.8228797,93.0,51.2,2.220206136,0.124471553,111.0103068,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4649.743265993,40.54165520846828,4649.743265993,841.972973977,3807.770292016,-4.88235294117647,0.46025246415060456,0.5396760753504058,5.277206581597404e-05,1.868843317368654e-05,43.889156087037684,0.002023517600892031,487184.56020789174,667.8227606684652,1482.701071156207,0.00011903153483672213,0.0033841149227100686,1.782381802944421e-07,2.2823934403645154e-06,GOOD,93,4711.46042
PLEASANT VALLEY W.D.,Truck Crops,Tulare Lake,439.5955571,941.0,19.4,1.84535452,0.139554281,92.26772600000001,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,18162.176767335,186.4995960885909,18162.176767335,841.972973977,17320.203793358,-4.88235294117647,0.9081028539167787,0.09185634904635395,1.9806596232741747e-05,2.099044063467205e-05,19.04064702578442,0.005548337217814667,272357.1708350293,439.59554993438775,811.2079715136548,7.165612259996124e-06,0.0016767527483807498,1.630046560813188e-08,2.066978310679683e-06,GOOD,941,18220.39116
RECLAMATION DISTRICT 1606,Almonds & Pistachios,Tulare Lake,523.4634039,4712.278285,1.185739051,4.072258886,0.287448101,203.6129443,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5383.238644312809,26.04807900186233,5383.238644312809,1347.698372093,4035.54027221981,-4.88235294117647,0.027095623690292774,0.9729023965797597,1.5053716064317508e-06,4.7435834129165323e-07,0.5705913102412707,0.004775883053856404,69365.37371896605,523.4631332866691,2131.655540007469,0.0002706133309402503,0.02295802011303749,5.169670485540705e-07,1.0769926203355847e-05,GOOD,4712.278285,5421.018664
RECLAMATION DISTRICT 1606,Corn,Tulare Lake,165.0853057,71.0,20.6,2.280437339,0.234536008,114.02186695,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1347.6983720930002,12.122999528603893,1347.6983720930002,1347.698372093,0.0,-4.88235294117647,0.17436303404742842,0.8255535023179393,7.19932891234855e-05,1.1470345508919694e-05,14.647543606447165,0.020191581068946307,0.41437250309986506,165.08557447318964,376.46331247402935,-0.000268773189645799,0.0033827644801931456,1.628086694367729e-06,8.985561068157711e-06,GOOD,71,1409.716294
RECLAMATION DISTRICT 1606,Onions & Garlic,Tulare Lake,103.6588801,2366.0,7.7,1.253629891,0.178481578,62.681494550000004,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,18154.684531849998,273.1723023073816,18154.684531849998,1347.698372093,16806.986159757,-4.88235294117647,0.9896620518382303,0.010302215830494203,2.0881002190471958e-05,1.4851329084971795e-05,7.689111273344549,0.023529333790708228,62320.36521301017,103.65888766353827,129.94863188884128,-7.5635382614791524e-06,0.0012386721037955795,7.296565672118574e-08,9.531922567130652e-06,GOOD,2366,18201.65015
RECLAMATION DISTRICT 1606,Tomato Processing,Tulare Lake,73.48659579,93.0,51.2,2.220206136,0.124471553,111.0103068,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4649.743265993,40.54165520846828,4649.743265993,1347.698372093,3302.0448939,-4.88235294117647,0.46025246415060456,0.5396760753504058,5.277206581597404e-05,1.868843317368654e-05,43.889156087037684,0.018389086292867063,46489.48747412943,73.48659870509577,163.1537872553638,-2.915095777211718e-06,0.0016036313459437679,3.9668401371347814e-08,9.82885908475609e-06,GOOD,93,4711.46042
SAN BENITO CO. W.D.,Alfalfa,Central Coast,8.12339201,240.0,6.0,3.906073496,0.306290873,195.30367479999998,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1244.031595462,6.998212669342007,1244.031595462,653.251082777,590.780512685,-4.88235294117647,0.008158002604754631,0.991839647434494,1.3143765401214957e-06,1.0355842112367227e-06,2.308840087598763,0.06618348689073673,5216.869371202143,8.123349682654402,31.730356849406185,4.2327345598280885e-05,0.000209378472980859,5.210550659893722e-06,6.598636515880845e-06,GOOD,240,1286.761169
SAN BENITO CO. W.D.,Citrus & Subtropical,Central Coast,93.56230545,1871.0,10.6,2.611553899,0.183365181,130.57769495,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,19701.336047391997,143.89472586275997,19701.336047391997,653.251082777,19048.084964615,-4.88235294117647,0.5816753935349627,0.41830975887012123,3.893780376283503e-06,1.095381453957199e-05,9.499435544806657,0.08221588443455453,105.7238532839209,93.56230484004179,244.34256833352597,6.099582066099174e-07,0.0004352638504769857,6.5192729451913845e-09,1.7813640827392168e-06,GOOD,1871,19763.7116
SAN BENITO CO. W.D.,Cucurbits,Central Coast,113.9966187,557.0,13.9,1.662176564,0.087908733,83.10882819999999,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,7658.220911234,87.69860801108968,7658.220911234,653.251082777,7004.969828457,-4.88235294117647,0.8851009429080251,0.11479708021199742,2.644121736311626e-05,7.553566261445162e-05,13.587143371601396,0.1754438002466822,8.229700969825812e-05,113.99661834240862,189.48217433418833,3.575913751774351e-07,0.0003336441958197156,3.1368594898283165e-09,1.7608179212921184e-06,GOOD,557,7713.70143
SAN BENITO CO. W.D.,Grain,Central Coast,3243.914414,268.0,2.6,0.851962382,0.351483763,42.5981191,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,653.2510827770001,15.238474109950149,653.2510827770001,653.251082777,0.0,-4.88235294117647,0.9701888892244472,0.028921505741865996,0.0007219388164434022,0.0001676662172434969,2.6180268221724496,0.0004165804577085095,218.43485543867897,3243.9179354375915,2763.690635514556,-0.0035214375916439167,0.0024156410177056387,1.085551941952041e-06,8.74062702692542e-07,GOOD,268,688.5908029
SAN BENITO CO. W.D.,Lettuce,Central Coast,9015.458991,421.0,15.9,1.36519475,0.164570286,68.2597375,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,6624.683497855001,92.10437770732364,6624.683497855001,653.251082777,5971.432415078,-4.88235294117647,0.9549060527770887,0.04497976027392694,4.823739144005126e-05,6.594955754415988e-05,15.783926157397211,0.0004436823465109365,246513.33286771798,9015.458885948443,12307.834190772259,0.0001050515566021204,0.023092581237506238,1.165238028446381e-08,1.8762470758203534e-06,GOOD,421,6674.305668
SAN BENITO CO. W.D.,Onions & Garlic,Central Coast,311.1388125,1570.0,15.4,1.590455311,0.178481578,79.52276555,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,24097.64326085,286.55551370350327,24097.64326085,653.251082777,23444.392178073,-4.88235294117647,0.9691555202189442,0.030818117493278552,1.5405403710746896e-05,1.0956884066586872e-05,15.311908011453962,0.007839023266323943,260930.8905841437,311.13881032000637,494.85147681420494,2.1799936007482756e-06,0.0008999846531878575,7.006498428248246e-09,1.818693201010274e-06,GOOD,1570,24151.87055
SAN BENITO CO. W.D.,Other Deciduous,Central Coast,3793.594103,1830.659695,4.969677609,2.717713319,0.215021845,135.88566595,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,8960.999676124267,63.342607122271446,8960.999676124267,653.251082777,8307.74859334727,-4.88235294117647,0.3334720724837444,0.6665023201829955,1.2710148486711676e-05,1.2897184773286996e-05,3.980952995461293,0.0020277097347406155,1869.6573270901508,3793.594042857667,10309.881744273127,6.014233304085792e-05,0.01947632983137737,1.585365524300477e-08,1.889089857859795e-06,GOOD,1830.659695,9023.025685
SAN BENITO CO. W.D.,Pasture,Central Coast,1110.634207,238.050834,5.0,4.185193859,0.350906068,209.25969295,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,980.2984906450001,5.399117582731893,980.2984906450001,653.251082777,327.047407868,-4.88235294117647,0.00430051943423601,0.9956979672576431,8.332835510116353e-07,6.800245697249456e-07,1.7041196499266482,0.0017654636435355986,26101.162612956254,1110.6310747896275,4648.195960737375,0.003132210372541522,0.023501994360231038,2.8201998036798464e-06,5.056128383925107e-06,GOOD,238.050834,1014.399707
SAN BENITO CO. W.D.,Sunflowers,Central Coast,5.29369938,3640.0,0.6,2.911908699,0.386904762,145.59543495,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,50,2037.4521840979999,14.193319683392248,2037.4521840979999,653.251082777,1384.201101321,-4.88235294117647,0.07046887057175635,0.9295115751520192,1.3424982627699195e-05,6.1292935967360614e-06,0.3534763962174846,0.2552754235453679,1404.1940381603565,5.293696227859149,15.414751588314832,3.1521408505597037e-06,1.76861980740739e-05,5.954514271189506e-07,1.1473540575995919e-06,GOOD,3640,2098.255496
SAN BENITO CO. W.D.,Tomato Processing,Central Coast,509.4001453,98.0,52.9,2.094853308,0.124471553,104.74266539999999,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,5078.610907392999,46.75988031936183,5078.610907392999,653.251082777,4425.359824616,-4.88235294117647,0.5672659920459472,0.4326533695943584,5.9549721667829515e-05,2.1088638026446077e-05,47.29929874279879,0.0026528287512668507,431884.0379680617,509.40008782842995,1067.1164681709338,5.7471570073630573e-05,0.0021113064517521707,1.1282205276911328e-07,1.978511565965021e-06,GOOD,98,5139.469469
SAN BENITO CO. W.D.,Truck Crops,Central Coast,3182.35908,1206.641638,14.91469593,1.094970985,0.139554281,54.74854925,0.396137579,0.419814805,0.40393476,0.17,7441.94487,27484.23099,27982.75263,50,17940.989071332133,307.69227588004014,17940.989071332133,653.251082777,17287.7379885551,-4.88235294117647,0.9952251676898409,0.0047295700323427056,2.197443074599495e-05,2.3287847070464057e-05,14.90952194234263,0.0007779283364293377,1869141.253001109,3182.359070221147,3484.5844098007965,9.778853382158559e-06,0.006446650497309747,3.0728315492790204e-09,1.8500451739906744e-06,GOOD,1206.641638,17983.74801
SAN BENITO CO. W.D.,Vineyard,Central Coast,1126.718986,1773.723808,9.242885531,2.457170381,0.277321429,122.85851905,0.189642857,0.15,0.13,0.17,3571.632089,2442.416792,1931.85509,50,16270.850637617421,126.45136915342039,16270.850637617421,653.251082777,15617.5995548404,-4.88235294117647,0.6217055035464876,0.3782815189983559,7.246086946272741e-06,5.731368210408848e-06,8.39848041615777,0.006827174999168507,1043.888650260398,1126.7189778256743,2768.5353679244877,8.17432578514854e-06,0.005152185066435777,7.254981842605197e-09,1.8609751343758188e-06,GOOD,1773.723808,16333.33229
SAN LUIS W.D.,Alfalfa,San Joaquin River,576.0958634,282.0,6.8,4.134965358,0.306290873,206.74826789999997,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1710.187002362,8.805068800332123,1710.187002362,769.294661245,940.892341117,-4.88235294117647,0.008023188680615972,0.9919751300367647,9.403724853092571e-07,7.409101339998704e-07,2.590868215370924,0.0009332377521844059,589111.2703878423,576.0954017075813,2382.132891415779,0.00046169241863935895,0.0035466303211251216,8.014159586471333e-07,1.4888443266642503e-06,GOOD,282,1745.955885
SAN LUIS W.D.,Almonds & Pistachios,San Joaquin River,36451.15891,4757.745428,1.060655041,4.108469064,0.287448101,205.4234532,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,4840.222425711902,23.318420112130372,4840.222425711902,769.294661245,4070.9277644669,-4.88235294117647,0.02321855514364879,0.9767795580918205,1.4346814099178388e-06,4.52083120860597e-07,0.4949595505148606,6.858492499985099e-05,4872582.351325135,36451.15747481359,149758.3563176181,0.001435186408343725,0.10241106487228535,3.937286087082396e-08,6.838416056205761e-07,GOOD,4757.745428,4876.850698
SAN LUIS W.D.,Almonds & Pistachios,Tulare Lake,17254.60799,4738.0,1.1,4.141037405,0.287448101,207.05187024999998,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5004.067336659,23.89426375124794,5004.067336659,769.294661245,4234.772675414,-4.88235294117647,0.022922008736650002,0.9770761895810781,1.36998550677949e-06,4.3169676498012707e-07,0.5118630304033684,0.00014488883209916377,2399321.5997001887,17254.607327268146,71451.92835572019,0.0006627318543905858,0.04873948167369235,3.840897775102602e-08,6.821292237827426e-07,GOOD,4738,5039.637299
SAN LUIS W.D.,Citrus & Subtropical,San Joaquin River,577.2552697,727.5,12.15,3.247465856,0.183365181,162.3732928,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,8676.065449541999,51.626625132163625,8676.065449541999,769.294661245,7906.770788297,-4.88235294117647,0.1452485248987026,0.8547430562105961,2.2078532979845445e-06,6.2110374031388945e-06,8.215140406113996,0.013325660407232645,270.76572948475524,577.255267382966,1874.6156023663927,2.317033931831247e-06,0.0011761804285015387,4.01388095259037e-09,6.274244645421869e-07,GOOD,727.5,8732.978397
SAN LUIS W.D.,Corn,San Joaquin River,928.50348,62.0,26.2,2.415829265,0.234536008,120.79146325,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1502.7287757929998,12.714983589017047,1502.7287757929998,769.294661245,733.434114548,-4.88235294117647,0.14363922590088712,0.856299109511908,5.319006864335884e-05,8.474518561528716e-06,17.889825842252463,0.00359000628983462,7290.485989713432,928.5034447267233,2243.1043089322384,3.527327669416991e-05,0.0015707061038483516,3.7989385558544064e-08,7.002371658450638e-07,GOOD,62,1565.157929
SAN LUIS W.D.,Cotton,San Joaquin River,1515.844815,3886.969042,0.8,3.634047537,0.148539114,181.70237684999998,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,2927.200849210001,16.238575567406148,2927.200849210001,769.294661245,2157.906187965,-4.88235294117647,0.0287358661379529,0.9712589953163456,4.37063195522621e-06,7.679137465538943e-07,0.3914869227226071,0.0009701443186940727,511161.049896602,1515.84466480461,5508.647965806532,0.0001501953900060471,0.004150618437961384,9.908361892971683e-08,7.534726009626963e-07,GOOD,3886.969042,2976.840211
SAN LUIS W.D.,Cucurbits,San Joaquin River,750.7869123,485.0,17.3,2.299627126,0.087908733,114.98135629999999,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,8274.548383133999,68.91626522282273,8274.548383133999,769.294661245,7505.253721889,-4.88235294117647,0.5523781152145844,0.4475629828802108,1.527246253236359e-05,4.3629442672548295e-05,15.363425220099375,0.026638716888032786,0.0005807209917285867,750.7869119410308,1726.5288782545401,3.589692596506211e-07,0.001071116322918897,4.781240239669813e-10,6.203867609184567e-07,GOOD,485,8336.64689
SAN LUIS W.D.,Grain,San Joaquin River,4658.439118,198.9576545,4.335066834,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,838.2110892203808,33.82621163677624,838.2110892203808,769.294661245,68.9164279753808,-4.88235294117647,0.9986136944994356,0.000672603808540411,0.0005791884435477931,0.00013451324847611968,4.358885776789055,0.0002900867258584083,61818.69084271772,4658.452134669309,2173.8971878368643,-0.013016669308854034,-0.004705040158114571,2.7942126062264518e-06,2.1643389428632415e-06,GOOD,198.9576545,859.3662452
SAN LUIS W.D.,Other Deciduous,San Joaquin River,1163.107803,2605.3185,6.440658383,3.445837194,0.215021845,172.2918597,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,16606.771423843984,92.27125012170767,16606.771423843984,769.294661245,15837.476762599,-4.88235294117647,0.18665307436035034,0.8133391914274429,3.838860711395967e-06,3.895351495346294e-06,4.576631544877053,0.006613581021868264,1092.7691469085626,1163.1078003246869,4007.877627191666,2.6753132260637358e-06,0.002501017359463731,2.300142101328277e-09,6.240249906329768e-07,GOOD,2605.3185,16660.32534
SAN LUIS W.D.,Other Deciduous,Tulare Lake,115.0328563,1729.0,1.8,3.502172688,0.215021845,175.1086344,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,2936.188211734,16.83978118284111,2936.188211734,769.294661245,2166.893550489,-4.88235294117647,0.035573408797628804,0.9644182547445542,4.137784111629016e-06,4.198673705145455e-06,0.9197867103617996,0.0668705267323497,14.788330300853502,115.03285429636588,402.86466921481775,2.0036341226159493e-06,0.00025834167098537364,1.7417928990570923e-08,6.412612598279595e-07,GOOD,1729,2988.644711
SAN LUIS W.D.,Pasture,San Joaquin River,14.23068243,200.0,5.0,4.600187047,0.350906068,230.00935235000003,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,769.294661245,4.128127062513899,769.294661245,769.294661245,0.0,-4.88235294117647,0.0019399819552916727,0.9980591482292308,4.789526469687451e-07,3.9086283087927747e-07,1.4680759688472649,0.1377856840928387,0.3584503211398592,14.220563690563994,65.41721580054426,0.010118739436006052,0.04658518391222799,0.0007110508920271122,0.0007116174620427101,GOOD,200,787.6868049
SAN LUIS W.D.,Tomato Processing,San Joaquin River,2718.426708,94.87341916,49.93544206,2.379660861,0.124471553,118.98304305,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4617.716655241274,37.65308050910927,4617.716655241274,769.294661245,3848.42199399627,-4.88235294117647,0.3602725714599755,0.6396711033411265,4.159496708496215e-05,1.4730231813167055e-05,40.72629269268975,0.0004971078850036634,2004295.0205809954,2718.426662871196,6468.929442480684,4.512880377660622e-05,0.004198043991891609,1.66010743066192e-08,6.489545611649091e-07,GOOD,94.87341916,4680.07184
SAN LUIS W.D.,Truck Crops,San Joaquin River,59.83517133,941.0,19.4,2.667732673,0.139554281,133.38663365000002,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,18121.057859685,129.41654195272628,18121.057859685,769.294661245,17351.76319844,-4.88235294117647,0.5301705490074565,0.4698055787332492,1.1589768211401527e-05,1.2282491082888986e-05,17.06133724797534,0.04076238667041354,37139.21045165174,59.835171134190404,159.6241536057081,1.9580959786935637e-07,8.794588578098228e-05,3.2724832822728437e-09,5.509557002503052e-07,GOOD,941,18183.27652
SAN LUIS W.D.,Vineyard,San Joaquin River,90.05945215,1492.427601,10.07028874,3.098484515,0.302297005,154.92422575,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,14873.445783459516,91.91165680360751,14873.445783459516,769.294661245,14104.1511222145,-4.88235294117647,0.27745656857429846,0.7225340193179202,3.7397052521758194e-06,5.6724025289982935e-06,7.761081434567011,0.08541366296005935,75.35327460234741,90.05945196994817,279.0476550592852,1.800518276695584e-07,0.00016285687325989784,1.9992551961083457e-09,5.836163653816104e-07,GOOD,1492.427601,14932.36395
SANTA CLARA VALLEY W.D.,Alfalfa,Central Coast,73.17201929,277.0,6.0,3.906073496,0.306290873,195.30367479999998,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1466.031595462,8.077103789198901,1466.031595462,390.109273368106,1075.92232209389,-4.88235294117647,0.00959948501518273,0.9903981684393551,1.3124663057613452e-06,1.034079156571831e-06,2.376940321046884,0.007347540956487256,85560.01689106785,73.171896856458,285.81446553322735,0.00012243354198915313,0.0008196642423854428,1.673228963436375e-06,2.867811082318907e-06,GOOD,277,1508.761169
SANTA CLARA VALLEY W.D.,Alfalfa,San Francisco Bay,11.41145783,277.0,6.0,3.848948655,0.306290873,192.44743275,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1468.887837512,8.1965688875526,1468.887837512,390.109273368106,1078.77856414389,-4.88235294117647,0.010479580328119378,0.9895178629717101,1.4300097234564323e-06,1.1266904470081191e-06,2.419067381027522,0.04711356047679935,13378.82626882335,11.411439152256973,43.921996792787795,1.867774302688474e-05,0.00011847357992422758,1.6367534547410883e-06,2.697355972173449e-06,GOOD,277,1513.191213
