g,i,hr,xland,p,y,xwater,omegaland,omegawater_unit,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
BANTA-CARBONA I.D.,Tomato Processing,San Joaquin River,750.894725,101.0,43.3,2.379660861,0.124471553,118.98304305,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4253.470529742999,34.758124275395524,4253.470529742999,385.716359827,3867.754169916,-4.88235294117647,0.3415613353766267,0.6583806919820692,4.281156842841563e-05,1.5161072875660868e-05,34.94636489727694,0.001799654873526181,556415.445925116,750.8946213199488,1786.8721219422923,0.00010368005121108581,0.00266587156602327,1.380753489926112e-07,1.4919185072194205e-06,GOOD,101,4315.825715
BANTA-CARBONA I.D.,Truck Crops,San Joaquin River,43.2080525,555.0,22.8,2.667732673,0.139554281,133.38663365000002,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,12519.657859685,89.70698652835864,12519.657859685,385.716359827,12133.941499858,-4.88235294117647,0.4380838744866893,0.5618875742860057,1.386136530008937e-05,1.468986200496466e-05,19.295999853304092,0.056448375918907764,18754.289099535115,43.20805128304547,115.26738818605615,1.2169545300366735e-06,0.00014520489318670116,2.816499378296843e-08,1.25972065953918e-06,GOOD,555,12581.87652
BANTA-CARBONA I.D.,Vineyard,San Joaquin River,351.735675,1689.181611,10.69211111,3.098484515,0.302297005,154.92422575,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,17905.186387624795,110.45241285559833,17905.186387624795,385.716359827,17519.4700277978,-4.88235294117647,0.31613231566573996,0.6838587760305194,3.539529195984576e-06,5.368774544754488e-06,8.460495270274855,0.02186956922213731,365.5623374809342,351.7356723859961,1089.8460912750916,2.6140039040001284e-06,0.001451085480994152,7.431728112310837e-09,1.331457313608425e-06,GOOD,1689.181611,17964.10455
BROADVIEW W.D.,Grain,San Joaquin River,2599.513597,303.0,2.9,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,854.416359827,34.461766724233144,854.416359827,854.416359827,0.0,-4.88235294117647,0.998639941276978,0.0006598694707413799,0.000568222729117127,0.0001319665231635511,2.9156354424600037,0.0005198477718719743,175.0429586924285,2599.5136467665934,1213.0657819255898,-4.976659329258837e-05,0.015021386977196016,1.9144578951239994e-08,1.2382841222264029e-05,GOOD,303,875.5715158
BROADVIEW W.D.,Onions & Garlic,San Joaquin River,248.9715926,2366.0,7.7,1.480822037,0.178481578,74.04110185,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,18143.324924549997,231.72820277494176,18143.324924549997,854.416359827,17288.908564723,-4.88235294117647,0.9729684600067496,0.026996388399375865,2.0541635054065343e-05,1.4609958820392303e-05,7.663348646144287,0.009796396306796578,153975.23693709786,248.97157129980945,368.6781390990266,2.1300190553574794e-05,0.004481810039521861,8.555269430997242e-08,1.2156282356003101e-05,GOOD,2366,18195.43769
Byron Bethany (CVP),Alfalfa,San Joaquin River,68.96354348,281.0,6.7,4.134965358,0.306290873,206.74826789999997,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1675.287002362,8.64481801751423,1675.287002362,385.716359827,1289.570642535,-4.88235294117647,0.007860774600316915,0.9921375438417912,9.405264503320262e-07,7.410314415109187e-07,2.5432669831321943,0.007795922040433856,96647.16785227082,68.96330118532619,285.16014434598725,0.0002422946738107612,0.0017189087394626767,3.5133733213843435e-06,6.027835278686007e-06,GOOD,281,1711.055885
Byron Bethany (CVP),Almonds & Pistachios,San Joaquin River,1444.741029,4883.0,1.2,4.125499535,0.287448101,206.27497675,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5652.644230159,26.965043945664668,5652.644230159,385.716359827,5266.927870332,-4.88235294117647,0.0263780696771961,0.9736200948713704,1.3956633208655361e-06,4.3978811282129175e-07,0.5741367948986097,0.001730413928737397,249858.92391702157,1444.7407623613194,5960.263392183382,0.0002666386806140508,0.015051151540319552,1.845581147498863e-07,2.525243020676407e-06,GOOD,4883,5688.721743
Byron Bethany (CVP),Citrus & Subtropical,San Joaquin River,3.822909039,933.0,3.6,3.247465856,0.183365181,162.3732928,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,3195.740449542,19.617723303371225,3195.740449542,385.716359827,2810.024089715,-4.88235294117647,0.05890724621213134,0.9410834844771221,2.430875875252116e-06,6.838434871266787e-06,2.0362492143992172,2.012160795308866,0.6373073316256478,3.8229087127186188,12.41474231927299,3.262813810245291e-07,2.4255473279666262e-05,8.534897840778291e-08,1.953759914343133e-06,GOOD,933,3252.653397
Byron Bethany (CVP),Grain,San Joaquin River,241.5843527,164.0,2.5,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,385.716359827,16.079804662496404,385.716359827,385.716359827,0.0,-4.88235294117647,0.9969937457477995,0.0014585659933165317,0.0012559913529392194,0.0002916969059446191,2.5294268245072735,0.005593703964053759,16.267520169621626,241.58488632736942,112.73697614586001,-0.000533627369406986,1.4720151810365678e-05,2.208865613368783e-06,1.3057073545506117e-07,GOOD,164,406.8715158
Byron Bethany (CVP),Other Deciduous,San Joaquin River,74.72139195,1769.0,2.2,3.445837194,0.215021845,172.2918597,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,3718.6049864340002,21.40059412890517,3718.6049864340002,385.716359827,3332.888626607,-4.88235294117647,0.048877619574703726,0.9511133360899791,4.489137688782192e-06,4.555197628531359e-06,1.1966616619684116,0.10294652564094386,14.774416605445515,74.72138618385642,257.4771292879268,5.766143573282534e-06,0.0006222808353868459,7.716857813811824e-08,2.416833421899209e-06,GOOD,1769,3772.158906
Byron Bethany (CVP),Vineyard,San Joaquin River,11.85939473,1689.181611,10.69211111,3.098484515,0.302297005,154.92422575,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,17905.186387624795,110.45241285559833,17905.186387624795,385.716359827,17519.4700277978,-4.88235294117647,0.31613231566573985,0.6838587760305194,3.5395291959845745e-06,5.368774544754487e-06,8.460495270274855,0.6486256564889372,12.325585281071852,11.859394576245407,36.74607273890657,1.5375459305744243e-07,7.818927103642181e-05,1.2964792601809488e-08,2.127822072827358e-06,GOOD,1689.181611,17964.10455
CENTRAL CALIFORNIA I.D.,Alfalfa,San Joaquin River,19802.72127,275.42882,7.145726841,4.134965358,0.306290873,206.74826789999997,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1760.7261142209575,9.037129895985963,1760.7261142209575,802.738335245,957.987778975958,-4.88235294117647,0.008258288240012623,0.9917400308758338,9.401496160300141e-07,7.407345375100453e-07,2.737005927569887,2.7149521587047547e-05,20617925.336869054,19802.7237739151,81883.5272357614,-0.0025039151005330496,0.039209818351082504,1.2644298055774483e-07,4.788484436268608e-07,GOOD,275.42882,1796.494997
CENTRAL CALIFORNIA I.D.,Almonds & Pistachios,San Joaquin River,28538.44605,4767.847432,1.096167772,4.078346482,0.287448101,203.91732409999997,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5021.7625795803615,24.32811428675474,5021.7625795803615,802.738335245,4219.02424433536,-4.88235294117647,0.025106393015592504,0.9748916405615613,1.4952529876364514e-06,4.711698586556095e-07,0.5195999995559949,8.760112571020663e-05,3953627.2126590456,28538.446250668636,116389.6062481247,-0.00020066863726242445,0.06480163957166951,7.0315194075686e-09,5.567645220335964e-07,GOOD,4767.847432,5059.350803
CENTRAL CALIFORNIA I.D.,Citrus & Subtropical,San Joaquin River,96.91437253,883.0,6.0,3.247465856,0.183365181,162.3732928,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,5134.940449542,30.9439972791654,5134.940449542,802.738335245,4332.202114297,-4.88235294117647,0.09138419296802885,0.9086068576035217,2.346986772872996e-06,6.602441676851153e-06,3.699092381970991,0.0793722075631922,24.90759803098656,96.91437313176901,314.72596775194734,-6.017690168391709e-07,0.00014799489196093418,6.209285590255382e-09,4.7023390991797745e-07,GOOD,883,5191.853397
CENTRAL CALIFORNIA I.D.,Corn,San Joaquin River,26028.98387,63.79287272,25.8602491,2.415829265,0.234536008,120.79146325,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1528.0283551367945,12.913015930906596,1528.0283551367945,802.738335245,725.290019891795,-4.88235294117647,0.14570482450104844,0.854233659650793,5.306177069387861e-05,8.454077464496742e-06,17.70506116112821,0.00012806236885701884,202107.44507885122,26028.987520781237,62881.55304276764,-0.0036507812365016434,0.027928591320232954,1.40258307997547e-07,4.4414581963124865e-07,GOOD,63.79287272,1590.457508
CENTRAL CALIFORNIA I.D.,Cotton,San Joaquin River,24444.64851,3677.344642,0.8,3.634047537,0.148539114,181.70237684999998,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,2759.5013292100007,15.362828520442099,2759.5013292100007,802.738335245,1956.762993965,-4.88235294117647,0.027134338542809635,0.9728605144384868,4.377838735998268e-06,7.691799675672302e-07,0.3871973980907241,6.015992558422422e-05,7474730.633891238,24444.649741648533,88832.96789487713,-0.0012316485335759353,0.04681571907713078,5.038520120557607e-08,5.270081087493082e-07,GOOD,3677.344642,2809.140691
CENTRAL CALIFORNIA I.D.,Cucurbits,San Joaquin River,2718.97765,437.2073532,16.16521809,2.299627126,0.087908733,114.98135629999999,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,6951.600598163659,58.05009271522939,6951.600598163659,802.738335245,6148.86226291866,-4.88235294117647,0.5090174089808067,0.49091798334245434,1.6751891451817904e-05,4.785578528708492e-05,14.124890811280666,0.0073557059213046495,0.0017230067455233573,2718.977657909311,6252.6313576968305,-7.909311079856707e-06,0.0034012309024546994,2.9089283171771227e-09,5.439676286222063e-07,GOOD,437.2073532,7013.699105
CENTRAL CALIFORNIA I.D.,Dry Beans,San Joaquin River,945.675192,1536.60837,1.3,2.212101358,0.272510229,110.6050679,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,1886.123602074,17.067497511779045,1886.123602074,802.738335245,1083.385266829,-4.88235294117647,0.26115724533526796,0.7387611150585475,6.693968868856755e-05,1.4699917496008395e-05,0.9990983954688932,0.0006294318601921148,949368.4829764224,945.6757369592337,2091.929408349873,-0.0005449592337072318,-3.189976223438862e-05,5.762647030580365e-07,1.5248967098746306e-08,GOOD,1536.60837,1947.794746
CENTRAL CALIFORNIA I.D.,Grain,San Joaquin River,5671.416352,232.9810303,3.79451607,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,859.7666233055069,34.67159889893383,859.7666233055069,802.738335245,57.028288060507,-4.88235294117647,0.9986483899274956,0.0006557703782160306,0.0005646929438415013,0.0001311467504468525,3.8148485463021102,0.00023827405139719695,62344.426269785436,5671.463889355794,2646.625974980023,-0.04753735579379281,-0.020736159958687495,8.3819195846958e-06,7.835002989691162e-06,GOOD,232.9810303,880.9217793
CENTRAL CALIFORNIA I.D.,Lettuce,San Joaquin River,384.1177091,825.6667179,12.01770726,3.326092372,0.164570286,166.3046186,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,9755.359526802204,56.4990852585718,9755.359526802204,802.738335245,8952.6211915572,-4.88235294117647,0.14235718736195993,0.8576312525660575,4.883462797324677e-06,6.676609185369862e-06,8.089619708568097,0.010413474581456104,15746.520508545998,384.11771118268655,1277.610310489987,-2.0826865352319146e-06,0.0006716976381540007,5.422000823944606e-09,5.257450409543817e-07,GOOD,825.6667179,9811.035241
CENTRAL CALIFORNIA I.D.,Onions & Garlic,San Joaquin River,388.6026678,1496.923068,5.92805482,1.480822037,0.178481578,74.04110185,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,8798.966932976587,112.87171401793113,8798.966932976587,802.738335245,7996.22859773159,-4.88235294117647,0.9458173835007496,0.0541121578671965,4.117410753068065e-05,2.9284524523309426e-05,5.87095849493619,0.006276396412953042,111155.17724859965,388.60267752996026,575.4511194413367,-9.72996025438988e-06,0.00027467389361390815,2.5038325931919605e-08,4.77319016728121e-07,GOOD,1496.923068,8851.079696
CENTRAL CALIFORNIA I.D.,Other Deciduous,San Joaquin River,6308.455812,2039.881954,2.411512797,3.445837194,0.215021845,172.2918597,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,4746.006422874366,27.050165316714,4746.006422874366,802.738335245,3943.26808762937,-4.88235294117647,0.061549942223278545,0.9384411339440206,4.4293264569397826e-06,4.494506244052575e-06,1.3724113424961617,0.00121936459912667,1475.7731983359167,6308.455848394879,21737.899615333077,-3.6394878407008946e-05,0.012058361993695144,5.769221421473427e-09,5.547157507446726e-07,GOOD,2039.881954,4799.560343
CENTRAL CALIFORNIA I.D.,Pasture,San Joaquin River,4288.844844,206.6887348,5.0,4.600187047,0.350906068,230.00935235000003,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,802.7383352449999,4.266186798223191,802.7383352449999,802.738335245,0.0,-4.88235294117647,0.002024110029717972,0.9979750202281222,4.789122752844748e-07,3.9082988442642647e-07,1.4779755370226706,0.000457182384778639,108.02980245064956,4288.788659366535,19729.216315535603,0.056184633464908984,0.2721824259351706,1.3100178604854417e-05,1.3795716293572064e-05,GOOD,206.6887348,821.1304789
CENTRAL CALIFORNIA I.D.,Rice,San Joaquin River,2000.559108,579.0,4.7,4.833919598,0.381523094,241.69597989999997,0.545092624,0.07948555,0.2,0.17,851.2633133,1216.2235,177.3500304,50,2478.5979188320002,10.678582866869956,2478.5979188320002,802.738335245,1675.859583587,-4.88235294117647,0.004655700362482689,0.9953431266351189,1.0237228611995873e-06,1.4927953725167785e-07,1.5949685822659392,0.0024993013103214944,4519.032454335049,2000.5590969563907,9670.536100932368,1.1043609219996142e-05,0.005778186228781124,5.520261398842979e-09,5.975038732067169e-07,GOOD,579,2486.626112
CENTRAL CALIFORNIA I.D.,Tomato Processing,San Joaquin River,8520.581878,96.28659996,49.55284439,2.379660861,0.124471553,118.98304305,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4651.44543440306,37.92115018138484,4651.44543440306,802.738335245,3848.70709915806,-4.88235294117647,0.3619515551927053,0.6379922674355627,4.148579985219484e-05,1.4691571880060728e-05,40.451241003063885,0.00015859848196993656,6282687.306665444,8520.582443138193,20276.08530771796,-0.0005651381925417809,0.00990030451794155,6.632624398586653e-08,4.882747105085784e-07,GOOD,96.28659996,4713.800619
CENTRAL CALIFORNIA I.D.,Truck Crops,San Joaquin River,531.3190118,883.1369862,18.44217052,2.667732673,0.139554281,133.38663365000002,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,16152.620751704288,115.46185875946352,16152.620751704288,802.738335245,15349.8824164593,-4.88235294117647,0.5014593852817139,0.49851528363101993,1.229801613404237e-05,1.3033071132087295e-05,16.038011782795845,0.004590508406580422,291738.25467985467,531.3190160446954,1417.4163497251072,-4.244695446686819e-06,0.0007378398254331842,7.988977153869688e-09,5.205523708626684e-07,GOOD,883.1369862,16214.83941
CENTRAL CALIFORNIA I.D.,Vineyard,San Joaquin River,107.2820422,1492.427601,10.07028874,3.098484515,0.302297005,154.92422575,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,14873.445783459516,91.91165680360751,14873.445783459516,802.738335245,14070.7074482145,-4.88235294117647,0.27745656857429857,0.7225340193179204,3.739705252175821e-06,5.672402528998296e-06,7.761081434567011,0.07170172691126951,89.55067511830144,107.2820424286132,332.4115906494244,-2.2861318882405612e-07,0.0001558448521450373,2.1309548563390054e-09,4.688307612129484e-07,GOOD,1492.427601,14932.36395
CITY OF TRACY,Alfalfa,San Joaquin River,239.8092865,281.0,6.7,4.134965358,0.306290873,206.74826789999997,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1675.287002362,8.64481801751423,1675.287002362,385.716359827,1289.570642535,-4.88235294117647,0.007860774600316908,0.9921375438417913,9.405264503320251e-07,7.410314415109179e-07,2.543266983132194,0.0022419248914372233,336074.49958861666,239.80805427028994,991.594321347226,0.0012322297100695323,0.008770856971068497,5.138373613690445e-06,8.845128701214605e-06,GOOD,281,1711.055885
CITY OF TRACY,Almonds & Pistachios,San Joaquin River,138.3210303,4883.0,1.2,4.125499535,0.287448101,206.27497675,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5652.644230159,26.965043945664668,5652.644230159,385.716359827,5266.927870332,-4.88235294117647,0.026378069677196102,0.9736200948713702,1.3956633208655363e-06,4.3978811282129186e-07,0.5741367948986097,0.018073896605439038,23921.756973824897,138.32099296619182,570.6412431342484,3.733380816584031e-05,0.0021030491225246806,2.6990695547067734e-07,3.6854002356997348e-06,GOOD,4883,5688.721743
CITY OF TRACY,Dry Beans,San Joaquin River,216.6351777,1752.0,1.3,2.212101358,0.272510229,110.6050679,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,2166.1327210739996,19.459906781997343,2166.1327210739996,385.716359827,1780.416361247,-4.88235294117647,0.2887297369606793,0.711191670099485,6.444160097758943e-05,1.4151338858004624e-05,1.0183426341729913,0.002747652073673791,357369.6656409204,216.6348315088321,479.21654622612493,0.0003461911679210061,0.002424554616425212,1.5980376391151828e-06,5.0593878044417535e-06,GOOD,1752,2227.803865
CITY OF TRACY,Grain,San Joaquin River,244.8236702,164.0,2.5,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,385.716359827,16.079804662496404,385.716359827,385.716359827,0.0,-4.88235294117647,0.9969937457477995,0.0014585659933165312,0.0012559913529392194,0.00029169690594461905,2.5294268245072735,0.005519692398400093,16.485645483525946,244.82533728606208,114.24902436342349,-0.0016670860620706662,-0.0003838258656543303,6.809333675574749e-06,3.3595661519329176e-06,GOOD,164,406.8715158
CITY OF TRACY,Other Deciduous,San Joaquin River,84.02201911,1769.0,2.2,3.445837194,0.215021845,172.2918597,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,3718.6049864340002,21.40059412890517,3718.6049864340002,385.716359827,3332.888626607,-4.88235294117647,0.04887761957470374,0.9511133360899791,4.4891376887821945e-06,4.555197628531361e-06,1.1966616619684118,0.09155109307998266,16.61339921494656,84.02200962843197,289.52517071471897,9.481568028490983e-06,0.0010278494978024355,1.1284622922567355e-07,3.5501087739196733e-06,GOOD,1769,3772.158906
CITY OF TRACY,Pasture,San Joaquin River,12.1251035,276.0,5.0,4.600187047,0.350906068,230.00935235000003,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,1149.294661245,5.696815346269181,1149.294661245,385.716359827,763.578301418,-4.88235294117647,0.0028950435680155993,0.9971040874488487,4.784943285518537e-07,3.904888071944644e-07,1.5678817415054642,0.16171278981045317,664.8917399896773,12.125070998464011,55.77738045527067,3.250153598877148e-05,0.00036360896370268847,2.6805161695132318e-06,6.518889743621608e-06,GOOD,276,1167.686805
COLUMBIA CANAL CO.,Almonds & Pistachios,San Joaquin River,3213.413409,5009.424971,1.245620333,3.892747464,0.287448101,194.6373732,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,6044.523434224536,30.425773490784117,6044.523434224536,514.294661245,5530.22877297954,-4.88235294117647,0.03917078613662746,0.9608266649610526,1.93816595254817e-06,6.107363673332237e-07,0.6456867480132016,0.000777988911416782,583520.4200663026,3213.4135003465913,12508.98091490838,-9.13465914891276e-05,0.025983759964219644,2.8426654109703945e-08,2.07720406381627e-06,GOOD,5009.424971,6087.625979
COLUMBIA CANAL CO.,Almonds & Pistachios,Tulare Lake,873.7217547,4738.0,1.1,4.141037405,0.287448101,207.05187024999998,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5004.067336659,23.89426375124794,5004.067336659,514.294661245,4489.772675414,-4.88235294117647,0.022922008736649995,0.9770761895810783,1.3699855067794896e-06,4.3169676498012686e-07,0.5118630304033684,0.0028613228256613534,128809.85527201492,873.7217736940263,3618.106866200095,-1.899402627714153e-05,0.007601574839554814,2.173921637519864e-08,2.100976878221773e-06,GOOD,4738,5039.637299
COLUMBIA CANAL CO.,Corn,San Joaquin River,29.13194869,71.0,27.3,2.415829265,0.234536008,120.79146325,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1816.628775793,15.172034406914396,1816.628775793,514.294661245,1302.334114548,-4.88235294117647,0.1685814792923149,0.8313586521552893,5.164086156833168e-05,8.227690827558337e-06,19.211158950401416,0.11442191419476008,406.1094913617714,29.131957276550736,70.37769027291846,-8.58655073443515e-06,0.00012391886195928237,2.9474687140934783e-07,1.7607659939764815e-06,GOOD,71,1879.057929
COLUMBIA CANAL CO.,Cotton,San Joaquin River,195.569537,2718.0,0.7,3.634047537,0.148539114,181.70237684999998,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,1720.2256156099997,9.935605847612424,1720.2256156099997,514.294661245,1205.930954365,-4.88235294117647,0.017090270000979853,0.982904529841419,4.423036458635104e-06,7.771211424090636e-07,0.3105178636825753,0.0075195158604589715,36856.80610654583,195.56959746276425,710.7076193861758,-6.046276425308861e-05,0.0013748609045478588,3.091624860424382e-07,1.9344920574761767e-06,GOOD,2718,1769.864977
COLUMBIA CANAL CO.,Grain,San Joaquin River,8.72700116,207.0,2.9,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,576.016359827,23.543187168040465,576.016359827,514.294661245,61.7216985819999,-4.88235294117647,0.9979843232785839,0.0009779603695280424,0.0008421352021594147,0.00019558114972853248,2.9230577030062164,0.15484716073434684,103.78063642219392,8.727256089204522,4.072633398159817,-0.00025492920452130363,-0.00011860543088104691,2.9211546996208218e-05,2.912338859831889e-05,GOOD,207,597.1715158
COLUMBIA CANAL CO.,Grain,Tulare Lake,165.5737132,303.0,2.9,0.715524558,0.351483763,35.7762279,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,841.9729739769999,22.785867342840877,841.9729739769999,514.294661245,327.678312732,-4.88235294117647,0.9910828089107777,0.008212035072593066,0.0005722533942321043,0.00013290262239718545,2.91985960660015,0.008161629797593689,10405.236788279368,165.57457227744828,118.47242893402644,-0.00085907744829683,-0.00037098017767789315,5.188489354340518e-06,3.131372781777876e-06,GOOD,303,872.6294479
COLUMBIA CANAL CO.,Pasture,San Joaquin River,27.51344268,149.0,5.0,4.600187047,0.350906068,230.00935235000003,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,514.294661245,3.075454661572855,514.294661245,514.294661245,0.0,-4.88235294117647,0.0012980588729920577,0.9987010707520901,4.792606953364371e-07,3.9111422244753767e-07,1.38235905845907,0.07126641098792112,0.6930238527084543,27.512194501644395,126.5608786838262,0.0012481783556061998,0.006103951086771531,4.5366127755198096e-05,4.822704120535604e-05,GOOD,149,532.6868049
COLUMBIA CANAL CO.,Truck Crops,San Joaquin River,1.6301472,941.0,19.4,2.667732673,0.139554281,133.38663365000002,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,18121.057859685,129.41654195272628,18121.057859685,514.294661245,17606.76319844,-4.88235294117647,0.5301705490074565,0.4698055787332491,1.1589768211401527e-05,1.2282491082888986e-05,17.06133724797534,1.4961988648901785,1026.6887676056056,1.6301472430464026,4.3487961464637035,-4.30464026646149e-08,8.007757621442124e-07,2.640645130980497e-08,1.841373078254504e-07,GOOD,941,18183.27652
COLUMBIA CANAL CO.,Vineyard,San Joaquin River,31.56846022,1652.208451,11.31279551,3.098484515,0.302297005,154.92422575,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,18535.365263900854,114.30630220157323,18535.365263900854,514.294661245,18021.0706026559,-4.88235294117647,0.3236574330175039,0.6763337567036108,3.500581058530604e-06,5.30969782653849e-06,8.994329775186122,0.2436706649199912,33.74876158399597,31.56846041812536,97.81419253215422,-1.9812535967389522e-07,0.00019262190926383482,6.2760539568025606e-09,1.969259521086227e-06,GOOD,1652.208451,18594.28343
DEL PUERTO WATER DISTRICT,Alfalfa,San Joaquin River,221.5665338,282.0,6.8,4.134965358,0.306290873,206.74826789999997,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1710.187002362,8.805068800332123,1710.187002362,778.409806561245,931.777195800755,-4.88235294117647,0.008023188680615974,0.9919751300367649,9.403724853092575e-07,7.409101339998708e-07,2.590868215370924,0.002426514507319293,224377.99593297023,221.56596347703294,916.1663685761193,0.000570322967064385,0.003573179016711947,2.5740483333967516e-06,3.900126880245267e-06,GOOD,282,1745.955885
DEL PUERTO WATER DISTRICT,Almonds & Pistachios,San Joaquin River,12950.42778,4814.53711,1.102171091,4.122029375,0.287448101,206.10146875,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5099.661357347687,24.439987176872584,5099.661357347687,778.409806561245,4321.25155078644,-4.88235294117647,0.02397482924351722,0.9760233216440055,1.4060510745010847e-06,4.430614026609912e-07,0.5175142753225789,0.00019304381619430954,1837580.347146376,12950.426239185737,53381.97094972079,0.001540814262625645,0.07277825525670778,1.1897786612155023e-07,1.3633471140140467e-06,GOOD,4814.53711,5135.851564
DEL PUERTO WATER DISTRICT,Citrus & Subtropical,San Joaquin River,726.9274325,913.5,3.9,3.247465856,0.183365181,162.3732928,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,3399.590449542,20.808348793246246,3399.590449542,778.409806561245,2621.18064298076,-4.88235294117647,0.062430035804831405,0.937560729582204,2.421776385111514e-06,6.812836579177199e-06,2.2310050911263875,0.010581947177110683,113.04073144822777,726.9273972540686,2360.6689561630756,3.524593137171905e-05,0.003060670419017697,4.848617591786791e-08,1.296525056082611e-06,GOOD,913.5,3456.503397
DEL PUERTO WATER DISTRICT,Corn,San Joaquin River,354.5718744,68.49940443,26.84994044,2.415829265,0.234536008,120.79146325,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1717.533704913972,14.396368191709199,1717.533704913972,778.409806561245,939.123898352727,-4.88235294117647,0.160865855371669,0.8390737204914449,5.212009249340204e-05,8.304044392675881e-06,18.72784937926109,0.009401008861669976,3564.581954039051,354.57179682413033,856.5838394825839,7.757586968182295e-05,0.0012712388404452213,2.187874314991718e-07,1.4840776760345175e-06,GOOD,68.49940443,1779.962858
DEL PUERTO WATER DISTRICT,Cucurbits,San Joaquin River,397.8931947,507.0,13.6,2.299627126,0.087908733,114.98135629999999,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,6779.248383134,56.63445944394341,6779.248383134,778.409806561245,6000.83857657275,-4.88235294117647,0.5027420154352299,0.4971925511182279,1.6966002325433042e-05,4.8467444216754264e-05,11.854303737421164,0.05026474507833546,0.0002460736912899723,397.8931925643545,915.0048779795609,2.1356455022214504e-06,0.0011058033584276927,5.367383837342746e-09,1.208520357272373e-06,GOOD,507,6841.34689
