g,i,hr,xland,p,y,xwater,omegaland,omegawater,omegasupply,omegalabor,theta,omegawater_unit,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,sigma,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
COLUMBIA CANAL CO.,Truck,San Joaquin River,2.69167442,690.3355797,21.20927139,2.667732673,775.1695468,133.3866337,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,5946.476384,1.603707682,5946.476384,0.17,68.61215883,5877.864225,-4.882352941,0.21990558,0.525351626,0.140646152,0.114096642,18.24124919,0.906136482,640.5769068,2.691674469,7.18066991,-4.87E-08,-2.11E-06,1.81E-08,2.94E-07,GOOD,690.3355797,5946.476384
COLUMBIA CANAL CO.,Almonds,San Joaquin River,11672.7304,4775.762292,1.018616781,4.125499535,1058.3111,206.2749768,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,1679.029036,1.454344131,1679.029036,0.17,68.61215883,1610.416877,-4.882352941,0.012832728,0.978161305,0.002134919,0.006871048,0.469576695,0.000214174,1022823.152,11672.73046,48155.81391,-6.07E-05,0.029931156,5.20E-09,6.22E-07,GOOD,4775.762292,1679.029036
DEL PUERTO WATER DISTRICT,Almonds,San Joaquin River,21149.35391,4775.762292,1.018616781,4.125499535,1058.3111,206.2749768,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,1679.029036,1.454344131,1679.029036,0.17,68.61215883,1610.416877,-4.882352941,0.012832728,0.978161305,0.002134919,0.006871048,0.469576695,0.000118207,1853212.41,21149.35347,87251.60381,0.000437462,0.045909338,2.07E-08,5.26E-07,GOOD,4775.762292,1679.029036
DEL PUERTO WATER DISTRICT,Beans Dry,San Joaquin River,217.5975611,1593.773361,1.285477627,2.212101358,174.4872303,110.6050679,145.5634062,1032.584352,1.68,50,0.085167238,0.504004546,0.071049516,585.5199417,1.333479076,585.5199417,0.17,68.61215883,516.9077828,-4.882352941,0.10447712,0.733564561,0.020010397,0.141947922,0.991633901,0.0027355,139373.7315,217.5976322,481.347778,-7.11E-05,8.24E-05,3.27E-07,1.71E-07,GOOD,1593.773361,585.5199417
DEL PUERTO WATER DISTRICT,Corn,San Joaquin River,293.6277344,77.55530093,25.22861255,2.415829265,172.4592835,120.7914633,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,399.0836594,1.196408306,399.0836594,0.17,68.61215883,330.4715006,-4.882352941,0.052941855,0.829948423,0.015856237,0.101253485,17.78155435,0.011352243,1580.440955,293.6277529,709.3541591,-1.85E-05,0.000314698,6.29E-08,4.44E-07,GOOD,77.55530093,399.0836594
DEL PUERTO WATER DISTRICT,Cucurbits,San Joaquin River,693.9157414,384.0603914,14.86947686,2.299627126,267.5771763,114.9813563,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,289.5988182,1.00325705,289.5988182,0.17,68.61215883,220.9866593,-4.882352941,0.04529776,0.545068317,0.303451984,0.106181938,12.70707858,0.028821943,3.49E-05,693.9157501,1595.7467,-8.66E-06,0.000762083,1.25E-08,4.78E-07,GOOD,384.0603914,289.5988182
DEL PUERTO WATER DISTRICT,Field and Grain,San Joaquin River,1993.934252,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.000677731,48672.03878,1993.934647,5816.417589,-0.000394526,0.005151228,1.98E-07,8.86E-07,GOOD,194.8087562,68.61215883
DEL PUERTO WATER DISTRICT,Grapes,San Joaquin River,544.3414772,1686.199914,10.80135885,3.098484515,5693.452831,154.9242258,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166,1764.328209,1.054534307,1764.328209,0.17,68.61215883,1695.71605,-4.882352941,0.131318485,0.682024451,0.106553789,0.080103276,8.556948336,0.014131401,238.6072242,544.3414773,1686.632821,-7.89E-08,0.000816967,1.45E-10,4.84E-07,GOOD,1686.199914,1764.328209
DEL PUERTO WATER DISTRICT,Lettuce,San Joaquin River,154.3514431,1008,18.9,3.326092372,1600,216.1960042,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3806.003996,1.190145407,3806.003996,0.17,68.61215883,3737.391837,-4.882352941,0.056762599,0.802234003,0.131248975,0.009754424,13.59299947,0.025914886,3772.262118,154.3514429,513.3869684,1.75E-07,0.000189076,1.13E-09,3.68E-07,GOOD,1008,3806.003996
DEL PUERTO WATER DISTRICT,Onions and Garlic,San Joaquin River,378.7093269,1579.216395,6.547714821,1.480822037,1660.207972,74.04110185,2894.594241,4313.35249,0.41,50,0.160557684,0.417141646,0.279934415,1398.06279,1.10128044,1398.06279,0.17,68.61215883,1329.450631,-4.882352941,0.283971634,0.04674413,0.26877367,0.400510566,6.493378023,0.00644036,40500.14909,378.7093393,560.8008681,-1.24E-05,0.00024878,3.27E-08,4.44E-07,GOOD,1579.216395,1398.06279
DEL PUERTO WATER DISTRICT,Orchards,San Joaquin River,3297.322072,4762.917744,3.247388671,3.445837194,2203.997553,172.2918597,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,2113.315653,1.103101512,2113.315653,0.17,68.61215883,2044.703494,-4.882352941,0.049250913,0.825520982,0.060997939,0.064230165,2.276276862,0.002332895,831.0633148,3297.322068,11362.02947,4.16E-06,0.00557059,1.26E-09,4.90E-07,GOOD,4762.917744,2113.315653
DEL PUERTO WATER DISTRICT,Pasture,San Joaquin River,58.08651962,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,68.61215883,124.0216881,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.033756271,1412.82745,58.08650165,267.2081312,1.80E-05,0.000724004,3.09E-07,2.71E-06,GOOD,226.9343417,192.6338469
DEL PUERTO WATER DISTRICT,Pistachios,San Joaquin River,301.3545748,4897.401316,1.414819371,3.805829794,1806.455069,190.2914897,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,2783.41504,1.591834969,2783.41504,0.17,68.61215883,2714.802882,-4.882352941,0.033608303,0.950657759,0.002640955,0.013092984,0.768288117,0.008295875,44736.38228,301.3545723,1146.903645,2.47E-06,0.000573848,8.18E-09,5.00E-07,GOOD,4897.401316,2783.41504
DEL PUERTO WATER DISTRICT,Subtropical,San Joaquin River,1087.186462,950.3385633,4.405405823,3.247465856,846.2602941,162.3732928,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361,698.0244571,1.142940118,698.0244571,0.17,68.61215883,629.4122983,-4.882352941,0.028036452,0.926939772,0.032850505,0.012173271,2.598749769,0.007075426,95.17231107,1087.186461,3530.599139,1.24E-06,0.001775719,1.14E-09,5.03E-07,GOOD,950.3385633,698.0244571
DEL PUERTO WATER DISTRICT,Truck,San Joaquin River,30.11762529,690.3355797,21.20927139,2.667732673,775.1695468,133.3866337,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,5946.476384,1.603707682,5946.476384,0.17,68.61215883,5877.864225,-4.882352941,0.21990558,0.525351626,0.140646152,0.114096642,18.24124919,0.08098329,7167.529292,30.11762542,80.34574045,-1.29E-07,3.26E-05,4.29E-09,4.05E-07,GOOD,690.3355797,5946.476384
DEL PUERTO WATER DISTRICT,Walnuts,San Joaquin River,1083.250021,1802.497789,1.658526763,4.952669773,765.1413128,247.6334887,268.1025116,816.5691826,0.13,50,0.25594369,0.273146576,0.089681664,892.0443277,1.357428723,892.0443277,0.17,68.61215883,823.4321688,-4.882352941,0.002698778,0.9955348,0.000436613,0.001329808,0.557257651,0.007101138,102.0828022,1083.249998,5364.976698,2.27E-05,0.002937349,2.09E-08,5.48E-07,GOOD,1802.497789,892.0443277
DEL PUERTO WATER DISTRICT,Tomatoes,San Joaquin River,1612.604136,99.69467136,46.73447582,2.379660861,122.4440466,118.9830431,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,1580.104731,1.441119419,1580.104731,0.17,68.61215883,1511.492573,-4.882352941,0.133645775,0.643606157,0.150205326,0.072542741,38.03339952,0.000837993,504789.439,1612.604217,3837.449239,-8.08E-05,0.001707848,5.01E-08,4.45E-07,GOOD,99.69467136,1580.104731
EAGLE FIELD W.D.,Cucurbits,San Joaquin River,140.441844,384.0603914,14.86947686,2.299627126,267.5771763,114.9813563,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,289.5988182,1.00325705,289.5988182,0.17,289.5988182,0,-4.882352941,0.04529776,0.545068317,0.303451984,0.106181938,12.70707858,0.1424077,3.87E-06,140.4418512,322.9625821,-7.21E-06,0.001292008,5.14E-08,4.00E-06,GOOD,384.0603914,289.5988182
EAGLE FIELD W.D.,Subtropical,San Joaquin River,327.4874408,950.3385633,4.405405823,3.247465856,846.2602941,162.3732928,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361,698.0244571,1.142940118,698.0244571,0.17,289.5988182,408.4256389,-4.882352941,0.028036452,0.926939772,0.032850505,0.012173271,2.598749769,0.023488863,24.37509106,327.4874123,1063.499776,2.85E-05,0.004506663,8.70E-08,4.24E-06,GOOD,950.3385633,698.0244571
EAGLE FIELD W.D.,Tomatoes,San Joaquin River,306.4847275,99.69467136,46.73447582,2.379660861,122.4440466,118.9830431,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,1580.104731,1.441119419,1580.104731,0.17,289.5988182,1290.505913,-4.882352941,0.133645775,0.643606157,0.150205326,0.072542741,38.03339952,0.004409196,82962.70506,306.4847565,729.3267965,-2.90E-05,0.002914044,9.47E-08,4.00E-06,GOOD,99.69467136,1580.104731
FIREBAUGH CANAL W.D.,Alfalfa,San Joaquin River,807.7211738,290.4258221,6.981811447,4.134965358,571.5529894,206.7482679,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,565.4741469,1.320687545,565.4741469,0.17,68.61215883,496.8619881,-4.882352941,0.005330553,0.991463115,0.001434528,0.001771804,2.690447431,0.000665619,937611.062,807.7209134,3339.895459,0.000260374,0.003613804,3.22E-07,1.08E-06,GOOD,290.4258221,565.4741469
FIREBAUGH CANAL W.D.,Almonds,San Joaquin River,2108.441129,4775.762292,1.018616781,4.125499535,1058.3111,206.2749768,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,1679.029036,1.454344131,1679.029036,0.17,68.61215883,1610.416877,-4.882352941,0.012832728,0.978161305,0.002134919,0.006871048,0.469576695,0.00118571,184752.1812,2108.441071,8698.366451,5.79E-05,0.006446233,2.75E-08,7.41E-07,GOOD,4775.762292,1679.029036
FIREBAUGH CANAL W.D.,Corn,San Joaquin River,76.20076989,77.55530093,25.22861255,2.415829265,172.4592835,120.7914633,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,399.0836594,1.196408306,399.0836594,0.17,68.61215883,330.4715006,-4.882352941,0.052941855,0.829948423,0.015856237,0.101253485,17.78155435,0.04374409,410.1479642,76.2007772,184.08794,-7.31E-06,0.000109866,9.59E-08,5.97E-07,GOOD,77.55530093,399.0836594
FIREBAUGH CANAL W.D.,Cotton,San Joaquin River,3457.258406,3399.208415,0.729719844,3.634047537,368.4467916,181.7023768,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087,631.8730258,1.277916424,631.8730258,0.17,68.61215883,563.2608669,-4.882352941,0.0098805,0.97729429,0.001916623,0.010908587,0.341372032,0.000425363,503329.1275,3457.258193,12563.83135,0.000212926,0.010041021,6.16E-08,7.99E-07,GOOD,3399.208415,631.8730258
FIREBAUGH CANAL W.D.,Cucurbits,San Joaquin River,1220.304831,384.0603914,14.86947686,2.299627126,267.5771763,114.9813563,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,289.5988182,1.00325705,289.5988182,0.17,68.61215883,220.9866593,-4.882352941,0.04529776,0.545068317,0.303451984,0.106181938,12.70707858,0.016389348,6.14E-05,1220.304854,2806.244192,-2.30E-05,0.001899856,1.88E-08,6.77E-07,GOOD,384.0603914,289.5988182
FIREBAUGH CANAL W.D.,Field and Grain,San Joaquin River,1230.759612,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.001097982,30042.90613,1230.76004,3590.193469,-0.000427983,0.004246359,3.48E-07,1.18E-06,GOOD,194.8087562,68.61215883
FIREBAUGH CANAL W.D.,Onions and Garlic,San Joaquin River,234.0578469,1579.216395,6.547714821,1.480822037,1660.207972,74.04110185,2894.594241,4313.35249,0.41,50,0.160557684,0.417141646,0.279934415,1398.06279,1.10128044,1398.06279,0.17,68.61215883,1329.450631,-4.882352941,0.283971634,0.04674413,0.26877367,0.400510566,6.493378023,0.010420605,25030.74791,234.0578581,346.5978017,-1.12E-05,0.0002159,4.78E-08,6.23E-07,GOOD,1579.216395,1398.06279
FIREBAUGH CANAL W.D.,Orchards,San Joaquin River,463.9411689,4762.917744,3.247388671,3.445837194,2203.997553,172.2918597,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,2113.315653,1.103101512,2113.315653,0.17,68.61215883,2044.703494,-4.882352941,0.049250913,0.825520982,0.060997939,0.064230165,2.276276862,0.016580352,116.932613,463.9411682,1598.664634,6.60E-07,0.001101855,1.42E-09,6.89E-07,GOOD,4762.917744,2113.315653
FIREBAUGH CANAL W.D.,Pasture,San Joaquin River,11.22475043,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,68.61215883,124.0216881,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.174684001,273.0174854,11.22474573,51.63577863,4.70E-06,0.0001729,4.19E-07,3.35E-06,GOOD,226.9343417,192.6338469
FIREBAUGH CANAL W.D.,Pistachios,San Joaquin River,5858.201797,4897.401316,1.414819371,3.805829794,1806.455069,190.2914897,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,2783.41504,1.591834969,2783.41504,0.17,68.61215883,2714.802882,-4.882352941,0.033608303,0.950657759,0.002640955,0.013092984,0.768288117,0.000426752,869655.804,5858.201735,22295.30303,6.16E-05,0.015910627,1.05E-08,7.14E-07,GOOD,4897.401316,2783.41504
FIREBAUGH CANAL W.D.,Truck,San Joaquin River,506.3964264,690.3355797,21.20927139,2.667732673,775.1695468,133.3866337,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,5946.476384,1.603707682,5946.476384,0.17,68.61215883,5877.864225,-4.882352941,0.21990558,0.525351626,0.140646152,0.114096642,18.24124919,0.004816433,120514.5221,506.3964298,1350.929375,-3.43E-06,0.000917138,6.78E-09,6.79E-07,GOOD,690.3355797,5946.476384
FIREBAUGH CANAL W.D.,Tomatoes,San Joaquin River,2961.004048,99.69467136,46.73447582,2.379660861,122.4440466,118.9830431,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,1580.104731,1.441119419,1580.104731,0.17,68.61215883,1511.492573,-4.882352941,0.133645775,0.643606157,0.150205326,0.072542741,38.03339952,0.000456383,926875.6906,2961.004273,7046.181038,-0.000225288,0.004403915,7.61E-08,6.25E-07,GOOD,99.69467136,1580.104731
FRESNO SLOUGH W.D.,Alfalfa,Tulare Lake,67.74020822,279.620574,8.447932227,4.524530937,665.8443229,226.2265468,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255,673.3924221,1.332128283,673.3924221,0.17,79.8460651,593.546357,-4.882352941,0.003706782,0.994087941,0.000986651,0.001218626,3.015187811,0.00793671,92689.01981,67.74011338,306.4912877,9.48E-05,0.001380095,1.40E-06,4.50E-06,GOOD,279.620574,673.3924221
FRESNO SLOUGH W.D.,Cotton,Tulare Lake,21.40708643,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,0.068696328,3919.525538,21.40708263,80.26137388,3.80E-06,0.000251902,1.78E-07,3.14E-06,GOOD,3710.758752,803.0287273
FRESNO SLOUGH W.D.,Field and Grain,Tulare Lake,82.12825256,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,0.016454159,2285.798987,82.1282936,267.8504703,-4.10E-05,0.00154696,5.00E-07,5.78E-06,GOOD,289.315121,79.8460651
FRESNO SLOUGH W.D.,Tomatoes,Tulare Lake,183.4221271,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,0.007367439,74919.51795,183.4221882,407.2338999,-6.11E-05,0.001032166,3.33E-07,2.53E-06,GOOD,97.3922824,2042.950582
GRASSLANDS W.D.,Alfalfa,San Joaquin River,385.5298954,290.4258221,6.981811447,4.134965358,571.5529894,206.7482679,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,565.4741469,1.320687545,565.4741469,0.17,68.61215883,496.8619881,-4.882352941,0.005330553,0.991463115,0.001434528,0.001771804,2.690447431,0.001394534,447527.0754,385.5298221,1594.150682,7.33E-05,0.002079699,1.90E-07,1.30E-06,GOOD,290.4258221,565.4741469
GRASSLANDS W.D.,Corn,San Joaquin River,85.85484838,77.55530093,25.22861255,2.415829265,172.4592835,120.7914633,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,399.0836594,1.196408306,399.0836594,0.17,68.61215883,330.4715006,-4.882352941,0.052941855,0.829948423,0.015856237,0.101253485,17.78155435,0.038825219,462.1107022,85.8548688,207.4104892,-2.04E-05,0.000166058,2.38E-07,8.01E-07,GOOD,77.55530093,399.0836594
GRASSLANDS W.D.,Cotton,San Joaquin River,32.37287257,3399.208415,0.729719844,3.634047537,368.4467916,181.7023768,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087,631.8730258,1.277916424,631.8730258,0.17,68.61215883,563.2608669,-4.882352941,0.0098805,0.97729429,0.001916623,0.010908587,0.341372032,0.04542656,4713.043629,32.37287349,117.6444404,-9.18E-07,0.000117419,2.84E-08,9.98E-07,GOOD,3399.208415,631.8730258
GRASSLANDS W.D.,Field and Grain,San Joaquin River,236.7180937,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.005708695,5778.300977,236.7184383,690.5199765,-0.000344561,0.000536908,1.46E-06,7.78E-07,GOOD,194.8087562,68.61215883
GRASSLANDS W.D.,Pasture,San Joaquin River,747.7951359,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,68.61215883,124.0216881,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.002622088,18188.4799,747.7948582,3439.978243,0.00027771,0.019255232,3.71E-07,5.60E-06,GOOD,226.9343417,192.6338469
HENRY MILLER RECLAMATION DIST. 2131,Alfalfa,San Joaquin River,4207.882424,290.4258221,6.981811447,4.134965358,571.5529894,206.7482679,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,565.4741469,1.320687545,565.4741469,0.17,68.61215883,496.8619881,-4.882352941,0.005330553,0.991463115,0.001434528,0.001771804,2.690447431,0.000127768,4884553.279,4207.881707,17399.43856,0.000716507,0.009489873,1.70E-07,5.45E-07,GOOD,290.4258221,565.4741469
HENRY MILLER RECLAMATION DIST. 2131,Almonds,San Joaquin River,2004.487651,4775.762292,1.018616781,4.125499535,1058.3111,206.2749768,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,1679.029036,1.454344131,1679.029036,0.17,68.61215883,1610.416877,-4.882352941,0.012832728,0.978161305,0.002134919,0.006871048,0.469576695,0.001247201,175643.2564,2004.487622,8269.509845,2.91E-05,0.003027612,1.45E-08,3.66E-07,GOOD,4775.762292,1679.029036
HENRY MILLER RECLAMATION DIST. 2131,Beans Dry,San Joaquin River,219.4840165,1593.773361,1.285477627,2.212101358,174.4872303,110.6050679,145.5634062,1032.584352,1.68,50,0.085167238,0.504004546,0.071049516,585.5199417,1.333479076,585.5199417,0.17,68.61215883,516.9077828,-4.882352941,0.10447712,0.733564561,0.020010397,0.141947922,0.991633901,0.002711988,140582.0278,219.484066,485.5208307,-4.95E-05,6.02E-05,2.26E-07,1.24E-07,GOOD,1593.773361,585.5199417
HENRY MILLER RECLAMATION DIST. 2131,Corn,San Joaquin River,2636.311067,77.55530093,25.22861255,2.415829265,172.4592835,120.7914633,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,399.0836594,1.196408306,399.0836594,0.17,68.61215883,330.4715006,-4.882352941,0.052941855,0.829948423,0.015856237,0.101253485,17.78155435,0.001264393,14189.85161,2636.311181,6368.875419,-0.000114198,0.002008781,4.33E-08,3.15E-07,GOOD,77.55530093,399.0836594
HENRY MILLER RECLAMATION DIST. 2131,Cotton,San Joaquin River,7667.599863,3399.208415,0.729719844,3.634047537,368.4467916,181.7023768,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087,631.8730258,1.277916424,631.8730258,0.17,68.61215883,563.2608669,-4.882352941,0.0098805,0.97729429,0.001916623,0.010908587,0.341372032,0.000191793,1116296.758,7667.599594,27864.41129,0.000269461,0.011110351,3.51E-08,3.99E-07,GOOD,3399.208415,631.8730258
HENRY MILLER RECLAMATION DIST. 2131,Cucurbits,San Joaquin River,1869.237954,384.0603914,14.86947686,2.299627126,267.5771763,114.9813563,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,289.5988182,1.00325705,289.5988182,0.17,68.61215883,220.9866593,-4.882352941,0.04529776,0.545068317,0.303451984,0.106181938,12.70707858,0.010699547,9.41E-05,1869.23797,4298.548865,-1.61E-05,0.001438483,8.61E-09,3.35E-07,GOOD,384.0603914,289.5988182
HENRY MILLER RECLAMATION DIST. 2131,Field and Grain,San Joaquin River,4629.788452,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.000291882,113013.3769,4629.789069,13505.35508,-0.000616525,0.008405403,1.33E-07,6.22E-07,GOOD,194.8087562,68.61215883
HENRY MILLER RECLAMATION DIST. 2131,Grapes,San Joaquin River,43.62468913,1686.199914,10.80135885,3.098484515,5693.452831,154.9242258,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166,1764.328209,1.054534307,1764.328209,0.17,68.61215883,1695.71605,-4.882352941,0.131318485,0.682024451,0.106553789,0.080103276,8.556948336,0.176329227,19.12249281,43.62468913,135.1703809,-3.83E-09,4.28E-05,8.77E-11,3.17E-07,GOOD,1686.199914,1764.328209
HENRY MILLER RECLAMATION DIST. 2131,Lettuce,San Joaquin River,145.0929408,1008,18.9,3.326092372,1600,216.1960042,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3806.003996,1.190145407,3806.003996,0.17,68.61215883,3737.391837,-4.882352941,0.056762599,0.802234003,0.131248975,0.009754424,13.59299947,0.027568536,3545.98955,145.0929407,482.5923991,1.20E-07,0.000124553,8.25E-10,2.58E-07,GOOD,1008,3806.003996
HENRY MILLER RECLAMATION DIST. 2131,Onions and Garlic,San Joaquin River,827.9170784,1579.216395,6.547714821,1.480822037,1660.207972,74.04110185,2894.594241,4313.35249,0.41,50,0.160557684,0.417141646,0.279934415,1398.06279,1.10128044,1398.06279,0.17,68.61215883,1329.450631,-4.882352941,0.283971634,0.04674413,0.26877367,0.400510566,6.493378023,0.002945977,88539.58095,827.9170972,1225.997469,-1.88E-05,0.000385308,2.27E-08,3.14E-07,GOOD,1579.216395,1398.06279
HENRY MILLER RECLAMATION DIST. 2131,Orchards,San Joaquin River,92.64075917,4762.917744,3.247388671,3.445837194,2203.997553,172.2918597,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,2113.315653,1.103101512,2113.315653,0.17,68.61215883,2044.703494,-4.882352941,0.049250913,0.825520982,0.060997939,0.064230165,2.276276862,0.083033729,23.34935282,92.64075909,319.2248677,8.35E-08,0.00010597,9.02E-10,3.32E-07,GOOD,4762.917744,2113.315653
HENRY MILLER RECLAMATION DIST. 2131,Pasture,San Joaquin River,457.2631735,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,68.61215883,124.0216881,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.004288087,11121.92584,457.2630744,2103.491993,9.91E-05,0.004134397,2.17E-07,1.97E-06,GOOD,226.9343417,192.6338469
HENRY MILLER RECLAMATION DIST. 2131,Pistachios,San Joaquin River,558.2754473,4897.401316,1.414819371,3.805829794,1806.455069,190.2914897,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,2783.41504,1.591834969,2783.41504,0.17,68.61215883,2714.802882,-4.882352941,0.033608303,0.950657759,0.002640955,0.013092984,0.768288117,0.004478076,82876.53785,558.2754441,2124.700585,3.22E-06,0.000745453,5.77E-09,3.51E-07,GOOD,4897.401316,2783.41504
HENRY MILLER RECLAMATION DIST. 2131,Safflower,San Joaquin River,73.30562682,575.1459791,1.245291589,2.40565496,140.0879783,120.282748,80.89587427,303.852797,0.74,50,0.195592287,0.424242424,0.112947658,71.10505265,1.05735237,71.10505265,0.17,68.61215883,2.492893822,-4.882352941,0.022621131,0.93616799,0.008664851,0.032546027,0.73599316,0.018434483,2002.377069,73.30565484,176.3480444,-2.80E-05,3.09E-07,3.82E-07,1.75E-09,GOOD,575.1459791,71.10505265
HENRY MILLER RECLAMATION DIST. 2131,Subtropical,San Joaquin River,5.506035898,950.3385633,4.405405823,3.247465856,846.2602941,162.3732928,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361,698.0244571,1.142940118,698.0244571,0.17,68.61215883,629.4122983,-4.882352941,0.028036452,0.926939772,0.032850505,0.012173271,2.598749769,1.397068206,0.481998424,5.506035893,17.88066051,4.61E-09,3.07E-06,8.37E-10,1.71E-07,GOOD,950.3385633,698.0244571
HENRY MILLER RECLAMATION DIST. 2131,Truck,San Joaquin River,570.7999312,690.3355797,21.20927139,2.667732673,775.1695468,133.3866337,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,5946.476384,1.603707682,5946.476384,0.17,68.61215883,5877.864225,-4.882352941,0.21990558,0.525351626,0.140646152,0.114096642,18.24124919,0.004272993,135841.5608,570.7999329,1522.741116,-1.68E-06,0.000510385,2.94E-09,3.35E-07,GOOD,690.3355797,5946.476384
