g,i,hr,xland,p,y,xwater,omegaland,omegawater,omegasupply,omegalabor,theta,omegawater_unit,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,sigma,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
HENRY MILLER RECLAMATION DIST. 2131,Tomatoes,San Joaquin River,10800.36938,99.69467136,46.73447582,2.379660861,122.4440466,118.9830431,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,1580.104731,1.441119419,1580.104731,0.17,68.61215883,1511.492573,-4.882352941,0.133645775,0.643606157,0.150205326,0.072542741,38.03339952,0.000125121,3380812.611,10800.36975,25701.2083,-0.000372746,0.00799978,3.45E-08,3.11E-07,GOOD,99.69467136,1580.104731
JAMES I.D.,Alfalfa,Tulare Lake,1101.246112,279.620574,8.447932227,4.524530937,665.8443229,226.2265468,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255,673.3924221,1.332128283,673.3924221,0.17,79.8460651,593.546357,-4.882352941,0.003706782,0.994087941,0.000986651,0.001218626,3.015187811,0.000488205,1506836.565,1101.245987,4982.619435,0.000125245,0.002667879,1.14E-07,5.35E-07,GOOD,279.620574,673.3924221
JAMES I.D.,Almonds,Tulare Lake,9270.913675,4875.001978,1.131453803,4.141037405,1199.972919,207.0518702,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,1930.61234,1.465229462,1930.61234,0.17,79.8460651,1850.766275,-4.882352941,0.01431943,0.97571738,0.002361834,0.007601356,0.532497484,0.000269661,928648.5939,9270.913634,38391.1849,4.12E-05,0.015402631,4.45E-09,4.01E-07,GOOD,4875.001978,1930.61234
JAMES I.D.,Corn,Tulare Lake,2671.457386,161.4386617,22.01452234,2.280437339,313.2553801,114.021867,310.929404,1985.508048,0.3,50,0.088141761,0.558669338,0.087487293,830.2803255,1.242698865,830.2803255,0.17,79.8460651,750.4342604,-4.882352941,0.116425873,0.649768804,0.031656403,0.20214892,17.87660128,0.001247758,30411.3824,2671.457518,6092.089073,-0.000131918,0.002099918,4.94E-08,3.45E-07,GOOD,161.4386617,830.2803255
JAMES I.D.,Cotton,Tulare Lake,1882.16213,3710.758752,0.813814056,3.749301711,448.5684623,187.4650856,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,803.0287273,1.297371859,803.0287273,0.17,79.8460651,723.1826622,-4.882352941,0.01028231,0.976730819,0.001940782,0.011046089,0.381690361,0.000781329,344614.0398,1882.162141,7056.790865,-1.10E-05,0.002829093,5.85E-09,4.01E-07,GOOD,3710.758752,803.0287273
JAMES I.D.,Field and Grain,Tulare Lake,266.3910917,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,0.00507281,7414.214581,266.3911798,868.8040016,-8.81E-05,0.000448453,3.31E-07,5.16E-07,GOOD,289.315121,79.8460651
JAMES I.D.,Grapes,Tulare Lake,1691.202841,1422.002244,11.72196241,4.00891598,2204.421502,200.445799,7245.758441,5033.018762,0.13,50,0.132249498,0.30194507,0.434693599,1985.012347,1.081128822,1985.012347,0.17,79.8460651,1905.166282,-4.882352941,0.021735984,0.9145582,0.037593072,0.026112744,7.100059424,0.004548424,412.297337,1691.20284,6779.887473,1.02E-06,0.002621999,6.04E-10,3.87E-07,GOOD,1422.002244,1985.012347
JAMES I.D.,Lettuce,Tulare Lake,52.21402793,1008,18.9,2.300762612,1600,149.5495698,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3872.65043,1.195371133,3872.65043,0.17,79.8460651,3792.804365,-4.882352941,0.197977064,0.316219205,0.452196488,0.033607243,17.51259963,0.076607765,1289.329572,52.21402835,120.1320511,-4.18E-07,3.22E-05,8.01E-09,2.68E-07,GOOD,1008,3872.65043
JAMES I.D.,Onions and Garlic,Tulare Lake,518.9552248,2408.610949,10.63434095,1.253629891,4112.522919,62.68149455,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415,3583.886346,1.107315543,3583.886346,0.17,79.8460651,3504.040281,-4.882352941,0.299002342,0.007342148,0.278560777,0.415094733,10.62363202,0.004699874,141389.7614,518.9552329,650.5775461,-8.11E-06,0.000235819,1.56E-08,3.62E-07,GOOD,2408.610949,3583.886346
JAMES I.D.,Orchards,Tulare Lake,123.3970768,2277.681025,7.763328774,3.502172688,2519.675644,175.1086344,6112.909401,6436.827012,0.13,50,0.142496355,0.364024786,0.345706127,2437.865948,1.104683353,2437.865948,0.17,79.8460651,2358.019883,-4.882352941,0.051048113,0.819726473,0.062945007,0.066280407,5.476887004,0.062337844,35.70558292,123.3970769,432.157709,-1.24E-07,0.000163149,1.01E-09,3.78E-07,GOOD,2277.681025,2437.865948
JAMES I.D.,Pasture,Tulare Lake,4.27512173,242.4206904,4.903405501,4.768194291,225.050083,47.68194291,134.7527641,578.8882988,0.51,10,0.189326621,0.486998112,0.113362702,202.3138581,1.147722722,202.3138581,0.17,79.8460651,122.467793,-4.882352941,0.004319593,0.988467259,0.001362017,0.00585113,1.982375428,0.458649937,106.6443872,4.275121078,20.38458348,6.52E-07,2.75E-05,1.53E-07,1.35E-06,GOOD,242.4206904,202.3138581
JAMES I.D.,Pistachios,Tulare Lake,3406.776525,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,0.000733832,543154.8916,3406.776526,13014.43889,-5.95E-07,0.005096442,1.75E-10,3.92E-07,GOOD,5088.640658,2998.21761
JAMES I.D.,Walnuts,Tulare Lake,148.8157167,1793.152974,1.862011475,3.425917313,854.5630698,171.2958657,299.4355442,912.0012941,0.13,50,0.25594369,0.273146576,0.089681664,1101.57564,1.421304047,1101.57564,0.17,79.8460651,1021.729575,-4.882352941,0.026757538,0.956671517,0.004095905,0.01247504,0.989582614,0.051690157,16.56402758,148.8157172,509.8301399,-4.79E-07,0.000200354,3.22E-09,3.93E-07,GOOD,1793.152974,1101.57564
JAMES I.D.,Tomatoes,Tulare Lake,434.6367462,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,0.003109151,177529.1565,434.6367736,964.9828585,-2.74E-05,0.000312341,6.31E-08,3.24E-07,GOOD,97.3922824,2042.950582
LAGUNA W.D.,Alfalfa,San Joaquin River,179.8940834,290.4258221,6.981811447,4.134965358,571.5529894,206.7482679,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,565.4741469,1.320687545,565.4741469,0.17,68.61215883,496.8619881,-4.882352941,0.005330553,0.991463115,0.001434528,0.001771804,2.690447431,0.002988616,208822.9058,179.8938823,743.8530848,0.00020105,0.00271813,1.12E-06,3.65E-06,GOOD,290.4258221,565.4741469
LAGUNA W.D.,Field and Grain,San Joaquin River,201.0005732,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.006723122,4906.434444,201.000778,586.3280219,-0.000204846,0.002396788,1.02E-06,4.09E-06,GOOD,194.8087562,68.61215883
MERCY SPRINGS W.D.,Pasture,San Joaquin River,2298.626979,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,192.6338469,0,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.000853024,35445.63642,2298.626999,10574.07893,-2.03E-05,0.035121088,8.85E-09,3.32E-06,GOOD,226.9343417,192.6338469
MERCY SPRINGS W.D.,Pistachios,San Joaquin River,672.1334634,4897.401316,1.414819371,3.805829794,1806.455069,190.2914897,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,2783.41504,1.591834969,2783.41504,0.17,192.6338469,2590.781193,-4.882352941,0.033608303,0.950657759,0.002640955,0.013092984,0.768288117,0.003719499,97041.85852,672.1334728,2558.02392,-9.36E-06,0.001640586,1.39E-08,6.41E-07,GOOD,4897.401316,2783.41504
ORO LOMA W.D.,Pasture,San Joaquin River,671.0783499,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,192.6338469,0,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.002921841,10348.26417,671.0783566,3087.065499,-6.70E-06,0.020433308,9.99E-09,6.62E-06,GOOD,226.9343417,192.6338469
PACHECO W.D.,Almonds,San Joaquin River,1496.198719,4775.762292,1.018616781,4.125499535,1058.3111,206.2749768,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,1679.029036,1.454344131,1679.029036,0.17,68.61215883,1610.416877,-4.882352941,0.012832728,0.978161305,0.002134919,0.006871048,0.469576695,0.001670901,131104.4321,1496.198647,6172.560184,7.24E-05,0.006935607,4.84E-08,1.12E-06,GOOD,4775.762292,1679.029036
PACHECO W.D.,Cotton,San Joaquin River,371.0944471,3399.208415,0.729719844,3.634047537,368.4467916,181.7023768,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087,631.8730258,1.277916424,631.8730258,0.17,68.61215883,563.2608669,-4.882352941,0.0098805,0.97729429,0.001916623,0.010908587,0.341372032,0.003962841,54026.23187,371.0944,1348.573195,4.71E-05,0.001666975,1.27E-07,1.24E-06,GOOD,3399.208415,631.8730258
PACHECO W.D.,Cucurbits,San Joaquin River,533.3639071,384.0603914,14.86947686,2.299627126,267.5771763,114.9813563,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,289.5988182,1.00325705,289.5988182,0.17,68.61215883,220.9866593,-4.882352941,0.04529776,0.545068317,0.303451984,0.106181938,12.70707858,0.03749785,2.69E-05,533.3639197,1226.536851,-1.26E-05,0.001257386,2.36E-08,1.03E-06,GOOD,384.0603914,289.5988182
PACHECO W.D.,Field and Grain,San Joaquin River,492.9316346,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.002741458,12032.48683,492.9317582,1437.907431,-0.000123608,0.002954959,2.51E-07,2.06E-06,GOOD,194.8087562,68.61215883
PACHECO W.D.,Pistachios,San Joaquin River,197.4019422,4897.401316,1.414819371,3.805829794,1806.455069,190.2914897,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,2783.41504,1.591834969,2783.41504,0.17,68.61215883,2714.802882,-4.882352941,0.033608303,0.950657759,0.002640955,0.013092984,0.768288117,0.012664516,29304.51198,197.4019383,751.2773854,3.95E-06,0.000807608,2.00E-08,1.07E-06,GOOD,4897.401316,2783.41504
PACHECO W.D.,Subtropical,San Joaquin River,131.0755714,950.3385633,4.405405823,3.247465856,846.2602941,162.3732928,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361,698.0244571,1.142940118,698.0244571,0.17,68.61215883,629.4122983,-4.882352941,0.028036452,0.926939772,0.032850505,0.012173271,2.598749769,0.058686051,11.47435651,131.0755707,425.6629876,6.57E-07,0.000455093,5.01E-09,1.07E-06,GOOD,950.3385633,698.0244571
PACHECO W.D.,Truck,San Joaquin River,187.5131543,690.3355797,21.20927139,2.667732673,775.1695468,133.3866337,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,5946.476384,1.603707682,5946.476384,0.17,68.61215883,5877.864225,-4.882352941,0.21990558,0.525351626,0.140646152,0.114096642,18.24124919,0.013007218,44625.23234,187.5131557,500.2344551,-1.37E-06,0.000513258,7.32E-09,1.03E-06,GOOD,690.3355797,5946.476384
PACHECO W.D.,Tomatoes,San Joaquin River,248.5898624,99.69467136,46.73447582,2.379660861,122.4440466,118.9830431,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,1580.104731,1.441119419,1580.104731,0.17,68.61215883,1511.492573,-4.882352941,0.133645775,0.643606157,0.150205326,0.072542741,38.03339952,0.005436068,77815.46282,248.5898856,591.558999,-2.32E-05,0.000566983,9.33E-08,9.58E-07,GOOD,99.69467136,1580.104731
PANOCHE W.D.,Alfalfa,San Joaquin River,1258.770522,290.4258221,6.981811447,4.134965358,571.5529894,206.7482679,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,565.4741469,1.320687545,565.4741469,0.17,68.61215883,496.8619881,-4.882352941,0.005330553,0.991463115,0.001434528,0.001771804,2.690447431,0.000427111,1461193.793,1258.770261,5204.968597,0.000261443,0.003905506,2.08E-07,7.50E-07,GOOD,290.4258221,565.4741469
PANOCHE W.D.,Almonds,San Joaquin River,5903.480682,4775.762292,1.018616781,4.125499535,1058.3111,206.2749768,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,1679.029036,1.454344131,1679.029036,0.17,68.61215883,1610.416877,-4.882352941,0.012832728,0.978161305,0.002134919,0.006871048,0.469576695,0.000423479,517292.5712,5903.480578,24354.79396,0.000104364,0.0128487,1.77E-08,5.28E-07,GOOD,4775.762292,1679.029036
PANOCHE W.D.,Corn,San Joaquin River,454.8975261,77.55530093,25.22861255,2.415829265,172.4592835,120.7914633,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,399.0836594,1.196408306,399.0836594,0.17,68.61215883,330.4715006,-4.882352941,0.052941855,0.829948423,0.015856237,0.101253485,17.78155435,0.007327658,2448.469937,454.8975608,1098.954274,-3.47E-05,0.000481774,7.62E-08,4.38E-07,GOOD,77.55530093,399.0836594
PANOCHE W.D.,Cotton,San Joaquin River,364.1594471,3399.208415,0.729719844,3.634047537,368.4467916,181.7023768,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087,631.8730258,1.277916424,631.8730258,0.17,68.61215883,563.2608669,-4.882352941,0.0098805,0.97729429,0.001916623,0.010908587,0.341372032,0.004038309,53016.59154,364.1594345,1323.372005,1.26E-05,0.000736528,3.45E-08,5.57E-07,GOOD,3399.208415,631.8730258
PANOCHE W.D.,Cucurbits,San Joaquin River,1150.112014,384.0603914,14.86947686,2.299627126,267.5771763,114.9813563,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,289.5988182,1.00325705,289.5988182,0.17,68.61215883,220.9866593,-4.882352941,0.04529776,0.545068317,0.303451984,0.106181938,12.70707858,0.017389611,5.79E-05,1150.112031,2644.827512,-1.70E-05,0.00127311,1.48E-08,4.81E-07,GOOD,384.0603914,289.5988182
PANOCHE W.D.,Field and Grain,San Joaquin River,1027.637408,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.001315008,25084.68257,1027.63774,2997.676074,-0.000332367,0.002301178,3.23E-07,7.68E-07,GOOD,194.8087562,68.61215883
PANOCHE W.D.,Grapes,San Joaquin River,3013.321152,1686.199914,10.80135885,3.098484515,5693.452831,154.9242258,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166,1764.328209,1.054534307,1764.328209,0.17,68.61215883,1695.71605,-4.882352941,0.131318485,0.682024451,0.106553789,0.080103276,8.556948336,0.002552767,1320.862411,3013.321154,9336.724339,-1.57E-06,0.004589131,5.21E-10,4.92E-07,GOOD,1686.199914,1764.328209
PANOCHE W.D.,Onions and Garlic,San Joaquin River,435.0210656,1579.216395,6.547714821,1.480822037,1660.207972,74.04110185,2894.594241,4313.35249,0.41,50,0.160557684,0.417141646,0.279934415,1398.06279,1.10128044,1398.06279,0.17,68.61215883,1329.450631,-4.882352941,0.283971634,0.04674413,0.26877367,0.400510566,6.493378023,0.005606681,46522.2712,435.0210812,644.188493,-1.56E-05,0.000287492,3.59E-08,4.46E-07,GOOD,1579.216395,1398.06279
PANOCHE W.D.,Orchards,San Joaquin River,464.4729959,4762.917744,3.247388671,3.445837194,2203.997553,172.2918597,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,2113.315653,1.103101512,2113.315653,0.17,68.61215883,2044.703494,-4.882352941,0.049250913,0.825520982,0.060997939,0.064230165,2.276276862,0.016561367,117.0666557,464.4729956,1600.49754,2.88E-07,0.000785327,6.21E-10,4.91E-07,GOOD,4762.917744,2113.315653
PANOCHE W.D.,Pasture,San Joaquin River,255.0436647,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,68.61215883,124.0216881,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.007688034,6203.378903,255.0435932,1173.24528,7.15E-05,0.003282771,2.80E-07,2.80E-06,GOOD,226.9343417,192.6338469
PANOCHE W.D.,Pistachios,San Joaquin River,9059.459928,4897.401316,1.414819371,3.805829794,1806.455069,190.2914897,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,2783.41504,1.591834969,2783.41504,0.17,68.61215883,2714.802882,-4.882352941,0.033608303,0.950657759,0.002640955,0.013092984,0.768288117,0.000275955,1344885.714,9059.45987,34478.74498,5.77E-05,0.017532506,6.37E-09,5.09E-07,GOOD,4897.401316,2783.41504
PANOCHE W.D.,Subtropical,San Joaquin River,166.1800928,950.3385633,4.405405823,3.247465856,846.2602941,162.3732928,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361,698.0244571,1.142940118,698.0244571,0.17,68.61215883,629.4122983,-4.882352941,0.028036452,0.926939772,0.032850505,0.012173271,2.598749769,0.046288984,14.54740658,166.1800929,539.66391,-1.21E-07,0.000267349,7.25E-10,4.95E-07,GOOD,950.3385633,698.0244571
PANOCHE W.D.,Truck,San Joaquin River,49.9447384,690.3355797,21.20927139,2.667732673,775.1695468,133.3866337,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,5946.476384,1.603707682,5946.476384,0.17,68.61215883,5877.864225,-4.882352941,0.21990558,0.525351626,0.140646152,0.114096642,18.24124919,0.048834461,11886.07575,49.94473868,133.2391519,-2.82E-07,5.86E-05,5.64E-09,4.40E-07,GOOD,690.3355797,5946.476384
PANOCHE W.D.,Tomatoes,San Joaquin River,3425.69933,99.69467136,46.73447582,2.379660861,122.4440466,118.9830431,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,1580.104731,1.441119419,1580.104731,0.17,68.61215883,1511.492573,-4.882352941,0.133645775,0.643606157,0.150205326,0.072542741,38.03339952,0.000394475,1072338.092,3425.699536,8151.999027,-0.000206193,0.003589684,6.02E-08,4.40E-07,GOOD,99.69467136,1580.104731
PATTERSON W.D.,Alfalfa,San Joaquin River,1869.318703,290.4258221,6.981811447,4.134965358,571.5529894,206.7482679,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,565.4741469,1.320687545,565.4741469,0.17,68.61215883,496.8619881,-4.882352941,0.005330553,0.991463115,0.001434528,0.001771804,2.690447431,0.00028761,2169924.413,1869.318269,7729.559352,0.000433575,0.008728032,2.32E-07,1.13E-06,GOOD,290.4258221,565.4741469
PATTERSON W.D.,Almonds,San Joaquin River,4085.275002,4775.762292,1.018616781,4.125499535,1058.3111,206.2749768,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,1679.029036,1.454344131,1679.029036,0.17,68.61215883,1610.416877,-4.882352941,0.012832728,0.978161305,0.002134919,0.006871048,0.469576695,0.000611954,357972.2749,4085.274922,16853.7856,8.02E-05,0.014519882,1.96E-08,8.62E-07,GOOD,4775.762292,1679.029036
PATTERSON W.D.,Beans Dry,San Joaquin River,161.7476723,1593.773361,1.285477627,2.212101358,174.4872303,110.6050679,145.5634062,1032.584352,1.68,50,0.085167238,0.504004546,0.071049516,585.5199417,1.333479076,585.5199417,0.17,68.61215883,516.9077828,-4.882352941,0.10447712,0.733564561,0.020010397,0.141947922,0.991633901,0.003680041,103601.2377,161.7477992,357.8022279,-0.000126923,1.76E-05,7.85E-07,4.93E-08,GOOD,1593.773361,585.5199417
PATTERSON W.D.,Corn,San Joaquin River,1285.257821,77.55530093,25.22861255,2.415829265,172.4592835,120.7914633,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,399.0836594,1.196408306,399.0836594,0.17,68.61215883,330.4715006,-4.882352941,0.052941855,0.829948423,0.015856237,0.101253485,17.78155435,0.002593513,6917.855024,1285.258032,3104.961303,-0.000210517,0.002153851,1.64E-07,6.94E-07,GOOD,77.55530093,399.0836594
PATTERSON W.D.,Cucurbits,San Joaquin River,175.7744833,384.0603914,14.86947686,2.299627126,267.5771763,114.9813563,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,289.5988182,1.00325705,289.5988182,0.17,68.61215883,220.9866593,-4.882352941,0.04529776,0.545068317,0.303451984,0.106181938,12.70707858,0.113782158,8.85E-06,175.7744887,404.215456,-5.44E-06,0.000313811,3.09E-08,7.76E-07,GOOD,384.0603914,289.5988182
PATTERSON W.D.,Field and Grain,San Joaquin River,355.6087357,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.003800107,8680.427731,355.6090573,1037.33054,-0.000321554,0.000924605,9.04E-07,8.91E-07,GOOD,194.8087562,68.61215883
PATTERSON W.D.,Grapes,San Joaquin River,18.70262421,1686.199914,10.80135885,3.098484515,5693.452831,154.9242258,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166,1764.328209,1.054534307,1764.328209,0.17,68.61215883,1695.71605,-4.882352941,0.131318485,0.682024451,0.106553789,0.080103276,8.556948336,0.411295635,8.198128263,18.70262425,57.94975082,-3.71E-08,4.07E-05,1.99E-09,7.02E-07,GOOD,1686.199914,1764.328209
PATTERSON W.D.,Orchards,San Joaquin River,710.2715306,4762.917744,3.247388671,3.445837194,2203.997553,172.2918597,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,2113.315653,1.103101512,2113.315653,0.17,68.61215883,2044.703494,-4.882352941,0.049250913,0.825520982,0.060997939,0.064230165,2.276276862,0.010830094,179.018185,710.2715313,2447.47807,-6.57E-07,0.00198766,9.26E-10,8.12E-07,GOOD,4762.917744,2113.315653
PATTERSON W.D.,Pasture,San Joaquin River,266.0996916,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,68.61215883,124.0216881,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.007368608,6472.292558,266.099594,1224.102793,9.76E-05,0.005561101,3.67E-07,4.54E-06,GOOD,226.9343417,192.6338469
PATTERSON W.D.,Pistachios,San Joaquin River,4.96594584,4897.401316,1.414819371,3.805829794,1806.455069,190.2914897,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,2783.41504,1.591834969,2783.41504,0.17,68.61215883,2714.802882,-4.882352941,0.033608303,0.950657759,0.002640955,0.013092984,0.768288117,0.503428769,737.1995318,4.965945816,18.89953533,2.39E-08,9.31E-06,4.81E-09,4.92E-07,GOOD,4897.401316,2783.41504
PATTERSON W.D.,Truck,San Joaquin River,26.71763732,690.3355797,21.20927139,2.667732673,775.1695468,133.3866337,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,5946.476384,1.603707682,5946.476384,0.17,68.61215883,5877.864225,-4.882352941,0.21990558,0.525351626,0.140646152,0.114096642,18.24124919,0.091288925,6358.384709,26.71763767,71.27546329,-3.54E-07,5.07E-05,1.32E-08,7.12E-07,GOOD,690.3355797,5946.476384
PATTERSON W.D.,Walnuts,San Joaquin River,995.6608997,1802.497789,1.658526763,4.952669773,765.1413128,247.6334887,268.1025116,816.5691826,0.13,50,0.25594369,0.273146576,0.089681664,892.0443277,1.357428723,892.0443277,0.17,68.61215883,823.4321688,-4.882352941,0.002698778,0.9955348,0.000436613,0.001329808,0.557257651,0.007725831,93.8286201,995.660873,4931.17518,2.67E-05,0.004461703,2.68E-08,9.05E-07,GOOD,1802.497789,892.0443277
PATTERSON W.D.,Tomatoes,San Joaquin River,565.4406414,99.69467136,46.73447582,2.379660861,122.4440466,118.9830431,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,1580.104731,1.441119419,1580.104731,0.17,68.61215883,1511.492573,-4.882352941,0.133645775,0.643606157,0.150205326,0.072542741,38.03339952,0.002389908,176998.4696,565.4407139,1345.556029,-7.25E-05,0.000934703,1.28E-07,6.95E-07,GOOD,99.69467136,1580.104731
PLEASANT VALLEY W.D.,Alfalfa,Tulare Lake,89.74165173,279.620574,8.447932227,4.524530937,665.8443229,226.2265468,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255,673.3924221,1.332128283,673.3924221,0.17,79.8460651,593.546357,-4.882352941,0.003706782,0.994087941,0.000986651,0.001218626,3.015187811,0.005990913,122793.6251,89.74163296,406.0385664,1.88E-05,0.00031322,2.09E-07,7.71E-07,GOOD,279.620574,673.3924221
PLEASANT VALLEY W.D.,Cucurbits,Tulare Lake,78.4708215,654.3961754,16.06524008,2.442132231,492.5857332,122.1066116,6871.292169,2404.357717,0.05,50,0.046854775,0.228702604,0.653597591,622.6894345,1.01234223,622.6894345,0.17,79.8460651,542.8433694,-4.882352941,0.055931315,0.478892632,0.34459694,0.120579113,14.09118967,0.254871806,8.37E-06,78.47082216,191.6360271,-6.61E-07,9.53E-05,8.42E-09,4.97E-07,GOOD,654.3961754,622.6894345
PLEASANT VALLEY W.D.,Field and Grain,Tulare Lake,350.7835981,289.315121,2.652255461,3.261387025,145.2774368,81.53467562,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,79.8460651,1.06299158,79.8460651,0.17,79.8460651,0,-4.882352941,0.008379855,0.974472106,0.003237966,0.013910073,1.280365197,0.003852379,9763.032431,350.7836875,1144.040053,-8.94E-05,0.001022522,2.55E-07,8.94E-07,GOOD,289.315121,79.8460651
PLEASANT VALLEY W.D.,Lettuce,Tulare Lake,216.0712441,1008,18.9,2.300762612,1600,149.5495698,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3872.65043,1.195371133,3872.65043,0.17,79.8460651,3792.804365,-4.882352941,0.197977064,0.316219205,0.452196488,0.033607243,17.51259963,0.018512412,5335.482739,216.0712461,497.128448,-1.96E-06,0.000191962,9.08E-09,3.86E-07,GOOD,1008,3872.65043
