g,i,hr,xland,p,y,xwater,omegaland,omegawater,omegasupply,omegalabor,theta,omegawater_unit,CS_land,CS_labor,CS_supply,sigma,xland_lp,lambdacrop,lambdaland,lambdawater,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,omega_suppl_unit,omega_labor_unit,xsupplies_base,xlabor_base,xlandcalib,xwatercalib,xsuppcalib,xlaborcalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
DEL PUERTO WATER DISTRICT,Almonds,San Joaquin River,20949.55081,4775.762292,1.018616781,4.125499535,1058.3111,50,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,0.4,20970.50036,1581.993123,0,23.52100934,-1.5,0.371720169,0.357820298,0.064114062,0.206345471,0.79144599,0.000119334,1816153.167,455.3980167,1465.658483,20949.55081,20949.55081,20956.2643,86455.05863,20947.55917,20948.95263,-6.713490208,-27.69650073,0.00032046,0.00032046,GOOD,4775.762292,1746.394692
DEL PUERTO WATER DISTRICT,Beans Dry,San Joaquin River,783.2296024,1593.773361,1.285477627,2.212101358,174.4872303,50,145.5634062,1032.584352,1.68,50,0.085167238,0.504004546,0.071049516,0.4,784.012832,533.489085,0,23.52100934,-1.5,0.292405921,0.220999581,0.060120093,0.426474406,1.15001508,0.000759979,513698.7204,145.5634062,1032.584352,783.2296024,783.2296024,782.4463728,1730.850684,782.4963569,782.515304,0.783229602,1.732583267,0.001,0.001,GOOD,1593.773361,191.1383725
DEL PUERTO WATER DISTRICT,Corn,San Joaquin River,329.2151445,77.55530093,25.22861255,2.415829265,172.4592835,50,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,0.4,329.5443596,342.2609167,0,23.52100934,-1.5,0.210440022,0.272668006,0.069985321,0.446906651,21.74042456,0.010125091,1813.52689,171.1787432,1093.099489,329.2151445,329.2151445,328.8859294,794.532253,329.0189093,328.9179815,0.329215144,0.795327581,0.001,0.001,GOOD,77.55530093,-1409.182215
DEL PUERTO WATER DISTRICT,Cucurbits,San Joaquin River,277.5334304,384.0603914,14.86947686,2.299627126,267.5771763,50,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,0.4,277.8109638,235.5092671,0,23.52100934,-1.5,0.082052127,0.096161726,0.608769497,0.21301665,14.18155923,0.072063391,1.44E-05,3732.550158,1306.069594,277.5334304,277.5334304,277.255897,637.5851815,277.3362224,277.3499323,0.27753343,0.638223405,0.001,0.001,GOOD,384.0603914,-4972.136537
DEL PUERTO WATER DISTRICT,Field and Grain,San Joaquin River,2222.958742,194.8087562,3.454627792,2.917058441,127.4152527,25,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,0.4,2182.266623,0,0,23.52100934,-1.5,0.103034989,0.570237743,0.061694043,0.265033225,2.302766795,0.000607907,54262.53849,76.29216244,327.7457083,2222.958742,2222.958742,2220.735783,6478.016062,2222.218104,2221.489588,2.222958742,6.484500562,0.001,0.001,GOOD,194.8087562,-361.6443672
DEL PUERTO WATER DISTRICT,Grapes,San Joaquin River,589.1020233,1686.199914,10.80135885,3.098484515,5693.452831,50,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166,0.4,589.6911253,1691.448726,0,23.52100934,-1.5,0.384071916,0.064617868,0.31471722,0.236592996,10.41794182,0.013057683,258.0784806,6051.355458,4549.18964,589.1020233,589.1020233,588.9268751,1824.780803,588.9356046,588.9448495,0.175148239,0.542694106,0.000297314,0.000297314,GOOD,1686.199914,-14657.79802
DEL PUERTO WATER DISTRICT,Lettuce,San Joaquin River,151.2744347,1008,18.9,3.326092372,1600,65,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,0.4,151.4257091,3727.770946,0,23.52100934,-1.5,0.259350126,0.086940682,0.608486477,0.045222715,17.97369249,0.026442009,3690.397649,12500,929,151.2744347,151.2744347,151.1896368,502.8706977,151.194648,151.1884829,0.084797896,0.282045636,0.000560557,0.000560557,GOOD,1008,-14086
DEL PUERTO WATER DISTRICT,Onions and Garlic,San Joaquin River,183.5599741,1579.216395,6.547714821,1.480822037,1660.207972,50,2894.594241,4313.35249,0.41,50,0.160557684,0.417141646,0.279934415,0.4,183.7435341,1363.232361,0,23.52100934,-1.5,0.289946686,0.018814184,0.277590399,0.413648732,6.511112318,0.013287343,19852.18954,2894.594241,4313.35249,183.5599741,183.5599741,183.3764141,271.5478351,183.3779069,183.3731068,0.183559974,0.271819655,0.001,0.001,GOOD,1579.216395,-7338.938308
DEL PUERTO WATER DISTRICT,Orchards,San Joaquin River,3732.171366,4762.917744,3.247388671,3.445837194,2203.997553,50,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,0.4,3735.903537,2032.266084,0,23.52100934,-1.5,0.251646253,0.096262212,0.317630295,0.334461241,3.069098535,0.002061081,937.9099105,5347.052266,5630.387791,3732.171366,3732.171366,3731.089153,12856.72578,3731.12942,3731.174478,1.08221283,3.729129221,0.000289969,0.000289969,GOOD,4762.917744,-8468.519866
DEL PUERTO WATER DISTRICT,Pasture,San Joaquin River,12.22933412,226.9343417,5,4.600187047,214.8235605,10,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,0.4,12.24156345,84.43280444,0,23.52100934,-1.5,0.119611056,0.608112236,0.051412455,0.220864254,2.951450069,0.160334512,262.6990942,128.6294508,552.5829798,12.22933412,12.22933412,12.24156345,56.31348164,12.24050562,12.24472267,-0.012229334,-0.056257224,0.001,0.001,GOOD,226.9343417,-679.1016494
DEL PUERTO WATER DISTRICT,Pistachios,San Joaquin River,145.9097685,4897.401316,1.414819371,3.805829794,1806.455069,50,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,0.4,146.0556783,2693.898082,0,23.52100934,-1.5,0.5157052,0.238061837,0.041330413,0.204902551,1.213152511,0.017133877,21560.29754,360.6739904,1788.10266,145.9097685,145.9097685,145.8879238,555.2246069,145.8829165,145.8861373,0.021844733,0.083137335,0.000149714,0.000149714,GOOD,4897.401316,892.1695966
DEL PUERTO WATER DISTRICT,Subtropical,San Joaquin River,1105.850277,950.3385633,4.405405823,3.247465856,846.2602941,50,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361,0.4,1106.956127,621.6407824,0,23.52100934,-1.5,0.274624722,0.261406141,0.338523815,0.125445322,3.74332325,0.006956012,96.2963195,1809.449159,670.5198376,1105.850277,1105.850277,1104.744427,3587.619806,1104.71817,1104.693859,1.105850222,3.591210839,0.001,0.001,GOOD,950.3385633,-2425.890727
DEL PUERTO WATER DISTRICT,Tomatoes,San Joaquin River,1547.975894,99.69467136,46.73447582,2.379660861,122.4440466,50,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,0.4,1549.52387,1524.132706,0,23.52100934,-1.5,0.321191407,0.125279805,0.373260128,0.18026866,43.84952393,0.00087298,488307.5706,1913.505271,924.141116,1547.975894,1547.975894,1546.427918,3679.973991,1546.585408,1546.602906,1.547975894,3.683657649,0.001,0.001,GOOD,99.69467136,-2910.395762
DEL PUERTO WATER DISTRICT,Truck,San Joaquin River,48.43551713,690.3355797,21.20927139,2.667732673,775.1695468,50,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,0.4,48.48395265,5883.728618,0,23.52100934,-1.5,0.435222421,0.055856808,0.280980462,0.227940309,20.59629064,0.050356113,11537.06493,4298.997918,3487.484178,48.43551713,48.43551713,48.38708166,129.0837987,48.38820472,48.38863025,0.048435473,0.129212893,0.000999999,0.000999999,GOOD,690.3355797,-7921.316063
DEL PUERTO WATER DISTRICT,Walnuts,San Joaquin River,1137.042638,1802.497789,1.658526763,4.952669773,765.1413128,50,268.1025116,816.5691826,0.13,50,0.25594369,0.273146576,0.089681664,0.4,1138.179681,775.5525357,0,23.52100934,-1.5,0.232076178,0.604538695,0.040384536,0.123000591,0.974383924,0.006765188,103.9225196,268.1025116,816.5691826,1137.042638,1137.042638,1138.179681,5637.028101,1138.145938,1138.228839,-1.137042638,-5.631396704,0.001,0.001,GOOD,1802.497789,-97.315218
EAGLE FIELD W.D.,Cotton,San Joaquin River,714.320309,3399.208415,0.729719844,3.634047537,368.4467916,50,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087,0.4,714.320309,157.9682564,631.8730258,0,-1.5,0.311744361,0.338788404,0.052225028,0.297242207,0.580820733,0.002058724,58757.30261,194.0424101,1104.40523,714.320309,714.320309,714.320309,2595.87396,679.8089736,679.8072371,-3.96E-11,-1.44E-10,5.54E-14,5.54E-14,GOOD,3399.208415,1682.313983
FIREBAUGH CANAL W.D.,Alfalfa,San Joaquin River,758.348669,290.4258221,6.981811447,4.134965358,571.5529894,50,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,0.4,759.1070177,468.2155881,0,23.52100934,-1.5,0.242943972,0.597256092,0.071495243,0.088304693,4.243100361,0.000708954,856696.3268,305.9903334,377.9325916,758.348669,758.348669,759.1070177,3138.881221,759.1079811,759.1209794,-0.758348669,-3.135745476,0.001,0.001,GOOD,290.4258221,-1015.050092
FIREBAUGH CANAL W.D.,Almonds,San Joaquin River,2106.991015,4775.762292,1.018616781,4.125499535,1058.3111,50,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,0.4,2109.098006,1581.993123,0,23.52100934,-1.5,0.371720169,0.357820298,0.064114062,0.206345471,0.79144599,0.001186526,182658.7329,455.3980167,1465.658483,2106.991015,2106.991015,2109.098006,8701.082843,2109.145564,2109.136825,-2.106991014,-8.69239045,0.001,0.001,GOOD,4775.762292,1746.394692
FIREBAUGH CANAL W.D.,Cotton,San Joaquin River,4267.500545,3399.208415,0.729719844,3.634047537,368.4467916,50,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087,0.4,4271.768046,546.3965597,0,23.52100934,-1.5,0.22509733,0.455419453,0.047744161,0.271739056,0.525042583,0.000344602,610043.6044,194.0424101,1104.40523,4267.500545,4267.500545,4269.379093,15515.12658,4268.276152,4269.144343,-1.878548438,-6.826734325,0.000440199,0.000440199,GOOD,3399.208415,1682.313983
FIREBAUGH CANAL W.D.,Cucurbits,San Joaquin River,1230.088879,384.0603914,14.86947686,2.299627126,267.5771763,50,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,0.4,1231.318968,235.5092671,0,23.52100934,-1.5,0.082052127,0.096161726,0.608769497,0.21301665,14.18155923,0.016258988,6.38E-05,3732.550158,1306.069594,1230.088879,1230.088879,1228.85879,2825.917008,1228.756886,1228.713093,1.230088879,2.828745754,0.001,0.001,GOOD,384.0603914,-4972.136537
FIREBAUGH CANAL W.D.,Field and Grain,San Joaquin River,1501.920743,194.8087562,3.454627792,2.917058441,127.4152527,25,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,0.4,1481.236338,0,0,23.52100934,-1.5,0.103034989,0.570237743,0.061694043,0.265033225,2.302766795,0.000899749,36661.96344,76.29216244,327.7457083,1501.920743,1501.920743,1500.418822,4376.809391,1500.453565,1500.444414,1.501920743,4.381190581,0.001,0.001,GOOD,194.8087562,-361.6443672
FIREBAUGH CANAL W.D.,Orchards,San Joaquin River,464.1955626,4762.917744,3.247388671,3.445837194,2203.997553,50,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,0.4,464.6597582,2032.266084,0,23.52100934,-1.5,0.251646253,0.096262212,0.317630295,0.334461241,3.069098535,0.016571265,116.6542412,5347.052266,5630.387791,464.1955626,464.1955626,464.1377238,1599.343032,464.1225328,464.1183215,0.057838833,0.199303201,0.0001246,0.0001246,GOOD,4762.917744,-8468.519866
FIREBAUGH CANAL W.D.,Pasture,San Joaquin River,11.22471176,226.9343417,5,4.600187047,214.8235605,10,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,0.4,11.23593647,84.43280444,0,23.52100934,-1.5,0.119611056,0.608112236,0.051412455,0.220864254,2.951450069,0.174684603,241.1187382,128.6294508,552.5829798,11.22471176,11.22471176,11.23593647,51.68740942,11.23745813,11.23433392,-0.011224712,-0.051635774,0.001,0.001,GOOD,226.9343417,-679.1016494
FIREBAUGH CANAL W.D.,Pistachios,San Joaquin River,5070.535468,4897.401316,1.414819371,3.805829794,1806.455069,50,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,0.4,5075.606003,2693.898082,0,23.52100934,-1.5,0.5157052,0.238061837,0.041330413,0.204902551,1.213152511,0.000493045,749245.6092,360.6739904,1788.10266,5070.535468,5070.535468,5072.419298,19304.76449,5071.812736,5072.507642,-1.883830055,-7.169536549,0.000371525,0.000371525,GOOD,4897.401316,892.1695966
FIREBAUGH CANAL W.D.,Tomatoes,San Joaquin River,3626.49182,99.69467136,46.73447582,2.379660861,122.4440466,50,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,0.4,3630.118312,1524.132706,0,23.52100934,-1.5,0.321191407,0.125279805,0.373260128,0.18026866,43.84952393,0.000372633,1143973.506,1913.505271,924.141116,3626.49182,3626.49182,3622.865328,8621.190826,3622.914772,3622.918533,3.62649182,8.629820647,0.001,0.001,GOOD,99.69467136,-2910.395762
FIREBAUGH CANAL W.D.,Truck,San Joaquin River,222.6026133,690.3355797,21.20927139,2.667732673,775.1695468,50,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,0.4,222.8252159,5883.728618,0,23.52100934,-1.5,0.435222421,0.055856808,0.280980462,0.227940309,20.59629064,0.010956854,53022.6775,4298.997918,3487.484178,222.6026133,222.6026133,222.3800107,593.2504203,222.3830839,222.3819495,0.222602613,0.593844265,0.001,0.001,GOOD,690.3355797,-7921.316063
FRESNO SLOUGH W.D.,Cotton,Tulare Lake,103.5348604,3710.758752,0.813814056,3.749301711,448.5684623,50,236.2384677,1344.566888,0.68,50,0.148539114,0.445240339,0.078228087,0.4,103.6383953,743.1441784,79.8460651,0,-1.5,0.301794522,0.32301368,0.056069354,0.319122443,0.654648124,0.014203798,19279.63045,236.2384677,1344.566888,103.5348604,103.5348604,103.5299867,388.1651563,102.9627248,102.9622712,0.004873683,0.018272909,4.71E-05,4.71E-05,GOOD,3710.758752,1631.384934
FRESNO SLOUGH W.D.,Field and Grain,Tulare Lake,67.73985905,289.315121,2.652255461,3.261387025,145.2774368,25,86.9874648,373.6919673,0.74,25,0.189326621,0.486998112,0.113362702,0.4,67.452903,19.96151627,79.8460651,0,-1.5,0.206650041,0.404915674,0.073345826,0.315088458,2.018309139,0.019949131,2144.391159,86.9874648,373.6919673,67.73985905,67.73985905,67.74826447,220.9533107,66.07418078,66.07346347,-0.008405425,-0.027413344,0.000124084,0.000124084,GOOD,289.315121,-341.6417479
FRESNO SLOUGH W.D.,Onions and Garlic,Tulare Lake,91.36117216,2408.610949,10.63434095,1.253629891,4112.522919,50,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415,0.4,91.45253333,3524.001797,79.8460651,0,-1.5,0.300724697,0.003428857,0.279440621,0.416405824,10.62734939,0.026696509,24956.65914,7170.237318,10684.66197,91.36117216,91.36117216,91.36062461,114.5324099,91.26682461,91.26683317,0.000547545,0.000686419,5.99E-06,5.99E-06,GOOD,2408.610949,-19608.81126
FRESNO SLOUGH W.D.,Tomatoes,Tulare Lake,92.06001463,97.3922824,54.70338716,2.220206136,168.9385059,50,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,0.4,92.15207464,1983.066033,79.8460651,0,-1.5,0.398268686,0.06553364,0.321868405,0.214329269,53.02290541,0.014679026,37954.34555,1803.712469,1201.075867,92.06001463,92.06001463,92.05703043,204.3855838,91.74293817,91.74286913,0.002984196,0.006625531,3.24E-05,3.24E-05,GOOD,97.3922824,-3126.33456
GRASSLANDS W.D.,Alfalfa,San Joaquin River,386.7041862,290.4258221,6.981811447,4.134965358,571.5529894,50,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,0.4,387.0908904,468.2155881,0,23.52100934,-1.5,0.242943972,0.597256092,0.071495243,0.088304693,4.243100361,0.001390299,436854.5359,305.9903334,377.9325916,386.7041862,386.7041862,386.9593676,1600.06358,386.957844,386.9606158,-0.255181428,-1.055166365,0.000659888,0.000659888,GOOD,290.4258221,-1015.050092
GRASSLANDS W.D.,Corn,San Joaquin River,162.5600605,77.55530093,25.22861255,2.415829265,172.4592835,50,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,0.4,162.7226206,342.2609167,0,23.52100934,-1.5,0.210440022,0.272668006,0.069985321,0.446906651,21.74042456,0.020505242,895.4844452,171.1787432,1093.099489,162.5600605,162.5600605,162.3975004,392.3246341,162.3986169,162.3982353,0.16256006,0.392717351,0.001,0.001,GOOD,77.55530093,-1409.182215
GRASSLANDS W.D.,Cucurbits,San Joaquin River,40.80997137,384.0603914,14.86947686,2.299627126,267.5771763,50,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,0.4,40.85078134,235.5092671,0,23.52100934,-1.5,0.082052127,0.096161726,0.608769497,0.21301665,14.18155923,0.490076306,2.12E-06,3732.550158,1306.069594,40.80997137,40.80997137,40.7691614,93.75386946,40.76912293,40.76911876,0.040809971,0.093847717,0.001,0.001,GOOD,384.0603914,-4972.136537
GRASSLANDS W.D.,Field and Grain,San Joaquin River,476.1199729,194.8087562,3.454627792,2.917058441,127.4152527,25,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,0.4,474.7358826,0,0,23.52100934,-1.5,0.103034989,0.570237743,0.061694043,0.265033225,2.302766795,0.002838258,11622.1133,76.29216244,327.7457083,476.1199729,476.1199729,475.6438529,1387.480916,475.6452921,475.6438884,0.476119973,1.388869786,0.001,0.001,GOOD,194.8087562,-361.6443672
GRASSLANDS W.D.,Pasture,San Joaquin River,424.3085768,226.9343417,5,4.600187047,214.8235605,10,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,0.4,424.7328854,84.43280444,0,23.52100934,-1.5,0.119611056,0.608112236,0.051412455,0.220864254,2.951450069,0.004621128,9114.599184,128.6294508,552.5829798,424.3085768,424.3085768,424.7328854,1953.850718,424.729843,424.7306997,-0.424308577,-1.951898819,0.001,0.001,GOOD,226.9343417,-679.1016494
HENRY MILLER RECLAMATION DIST. 2131,Alfalfa,San Joaquin River,3429.2936,290.4258221,6.981811447,4.134965358,571.5529894,50,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,0.4,3432.722894,468.2155881,0,23.52100934,-1.5,0.242943972,0.597256092,0.071495243,0.088304693,4.243100361,0.000156777,3874027.015,305.9903334,377.9325916,3429.2936,3429.2936,3432.722894,14194.19025,3432.788786,3432.605817,-3.4292936,-14.18001024,0.001,0.001,GOOD,290.4258221,-1015.050092
HENRY MILLER RECLAMATION DIST. 2131,Almonds,San Joaquin River,1911.391907,4775.762292,1.018616781,4.125499535,1058.3111,50,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,0.4,1913.303299,1581.993123,0,23.52100934,-1.5,0.371720169,0.357820298,0.064114062,0.206345471,0.79144599,0.001307947,165701.9044,455.3980167,1465.658483,1911.391907,1911.391907,1913.303299,7893.33187,1913.34568,1913.321118,-1.911391907,-7.885446423,0.001,0.001,GOOD,4775.762292,1746.394692
HENRY MILLER RECLAMATION DIST. 2131,Corn,San Joaquin River,3153.419258,77.55530093,25.22861255,2.415829265,172.4592835,50,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,0.4,3156.572677,342.2609167,0,23.52100934,-1.5,0.210440022,0.272668006,0.069985321,0.446906651,21.74042456,0.001057054,17371.04358,171.1787432,1093.099489,3153.419258,3153.419258,3150.265839,7610.504406,3150.441463,3150.344856,3.153419258,7.618122528,0.001,0.001,GOOD,77.55530093,-1409.182215
HENRY MILLER RECLAMATION DIST. 2131,Cotton,San Joaquin River,10905.53375,3399.208415,0.729719844,3.634047537,368.4467916,50,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087,0.4,10916.43928,546.3965597,0,23.52100934,-1.5,0.22509733,0.455419453,0.047744161,0.271739056,0.525042583,0.000134848,1558957.297,194.0424101,1104.40523,10905.53375,10905.53375,10916.43928,39670.85929,10911.90546,10915.21301,-10.90553375,-39.63122806,0.001,0.001,GOOD,3399.208415,1682.313983
HENRY MILLER RECLAMATION DIST. 2131,Cucurbits,San Joaquin River,1109.713777,384.0603914,14.86947686,2.299627126,267.5771763,50,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,0.4,1110.823491,235.5092671,0,23.52100934,-1.5,0.082052127,0.096161726,0.608769497,0.21301665,14.18155923,0.018022665,5.75E-05,3732.550158,1306.069594,1109.713777,1109.713777,1108.604063,2549.375976,1108.730133,1108.718194,1.109713777,2.551927904,0.001,0.001,GOOD,384.0603914,-4972.136537
HENRY MILLER RECLAMATION DIST. 2131,Field and Grain,San Joaquin River,3180.947776,194.8087562,3.454627792,2.917058441,127.4152527,25,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,0.4,3144.998524,0,0,23.52100934,-1.5,0.103034989,0.570237743,0.061694043,0.265033225,2.302766795,0.000424827,77647.10063,76.29216244,327.7457083,3180.947776,3180.947776,3179.209284,9273.939278,3179.458075,3179.304901,1.738491951,5.071282621,0.000546533,0.000546533,GOOD,194.8087562,-361.6443672
HENRY MILLER RECLAMATION DIST. 2131,Grapes,San Joaquin River,45.9422242,1686.199914,10.80135885,3.098484515,5693.452831,50,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166,0.4,45.98816642,1691.448726,0,23.52100934,-1.5,0.384071916,0.064617868,0.31471722,0.236592996,10.41794182,0.167434377,20.12673348,6051.355458,4549.18964,45.9422242,45.9422242,45.94579692,142.3623403,45.94594852,45.94642072,-0.003572717,-0.011070008,7.78E-05,7.78E-05,GOOD,1686.199914,-14657.79802
HENRY MILLER RECLAMATION DIST. 2131,Lettuce,San Joaquin River,369.5729814,1008,18.9,3.326092372,1600,65,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,0.4,369.9425544,3727.770946,0,23.52100934,-1.5,0.259350126,0.086940682,0.608486477,0.045222715,17.97369249,0.010823302,9015.874126,12500,929,369.5729814,369.5729814,369.7363255,1229.777172,369.7334616,369.7389021,-0.163344058,-0.543297427,0.000441981,0.000441981,GOOD,1008,-14086
HENRY MILLER RECLAMATION DIST. 2131,Onions and Garlic,San Joaquin River,706.9524385,1579.216395,6.547714821,1.480822037,1660.207972,50,2894.594241,4313.35249,0.41,50,0.160557684,0.417141646,0.279934415,0.4,707.6593909,1363.232361,0,23.52100934,-1.5,0.289946686,0.018814184,0.277590399,0.413648732,6.511112318,0.003450054,76457.59306,2894.594241,4313.35249,706.9524385,706.9524385,706.2454861,1045.823879,706.2479649,706.243399,0.706952439,1.04687075,0.001,0.001,GOOD,1579.216395,-7338.938308
HENRY MILLER RECLAMATION DIST. 2131,Orchards,San Joaquin River,97.56207581,4762.917744,3.247388671,3.445837194,2203.997553,50,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,0.4,97.65963789,2032.266084,0,23.52100934,-1.5,0.251646253,0.096262212,0.317630295,0.334461241,3.069098535,0.078845265,24.5177482,5347.052266,5630.387791,97.56207581,97.56207581,97.59938821,336.311602,97.60064136,97.59769691,-0.0373124,-0.128572454,0.000382448,0.000382448,GOOD,4762.917744,-8468.519866
HENRY MILLER RECLAMATION DIST. 2131,Pasture,San Joaquin River,506.723039,226.9343417,5,4.600187047,214.8235605,10,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,0.4,507.229762,84.43280444,0,23.52100934,-1.5,0.119611056,0.608112236,0.051412455,0.220864254,2.951450069,0.003869539,10884.94942,128.6294508,552.5829798,506.723039,506.723039,507.229762,2333.351781,507.3532478,507.293512,-0.506723039,-2.33102076,0.001,0.001,GOOD,226.9343417,-679.1016494
HENRY MILLER RECLAMATION DIST. 2131,Pistachios,San Joaquin River,403.4585056,4897.401316,1.414819371,3.805829794,1806.455069,50,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,0.4,403.8619641,2693.898082,0,23.52100934,-1.5,0.5157052,0.238061837,0.041330413,0.204902551,1.213152511,0.006196424,59616.88183,360.6739904,1788.10266,403.4585056,403.4585056,403.8619641,1537.029896,403.9329344,403.8754947,-0.403458506,-1.535494401,0.001,0.001,GOOD,4897.401316,892.1695966
HENRY MILLER RECLAMATION DIST. 2131,Subtropical,San Joaquin River,5.798542708,950.3385633,4.405405823,3.247465856,846.2602941,50,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361,0.4,5.804341251,621.6407824,0,23.52100934,-1.5,0.274624722,0.261406141,0.338523815,0.125445322,3.74332325,1.326593263,0.504931213,1809.449159,670.5198376,5.798542708,5.798542708,5.802754953,18.84424858,5.803063361,5.803142567,-0.004212245,-0.013679121,0.000726432,0.000726432,GOOD,950.3385633,-2425.890727
HENRY MILLER RECLAMATION DIST. 2131,Tomatoes,San Joaquin River,10456.00256,99.69467136,46.73447582,2.379660861,122.4440466,50,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,0.4,10466.45856,1524.132706,0,23.52100934,-1.5,0.321191407,0.125279805,0.373260128,0.18026866,43.84952393,0.000129242,3298336.381,1913.505271,924.141116,10456.00256,10456.00256,10445.54656,24856.85831,10445.59934,10445.76119,10.45600256,24.88174005,0.001,0.001,GOOD,99.69467136,-2910.395762
HENRY MILLER RECLAMATION DIST. 2131,Truck,San Joaquin River,553.881523,690.3355797,21.20927139,2.667732673,775.1695468,50,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,0.4,554.4354045,5883.728618,0,23.52100934,-1.5,0.435222421,0.055856808,0.280980462,0.227940309,20.59629064,0.004403513,131931.4312,4298.997918,3487.484178,553.881523,553.881523,553.6812608,1477.07359,553.6822303,553.6842714,0.200262237,0.534246112,0.000361562,0.000361562,GOOD,690.3355797,-7921.316063
JAMES I.D.,Alfalfa,Tulare Lake,1366.866941,279.620574,8.447932227,4.524530937,665.8443229,50,356.4707563,440.2816103,1.86,50,0.281872792,0.186385019,0.150905255,0.4,1368.233808,562.6217626,0,24.4822416,-1.5,0.233171228,0.615599747,0.067660577,0.083568448,4.948854018,0.000393333,1824360.659,356.4707563,440.2816103,1366.866941,1366.866941,1368.233808,6190.616193,1368.284297,1368.434692,-1.366866941,-6.184431761,0.001,0.001,GOOD,279.620574,-1232.976116
JAMES I.D.,Almonds,Tulare Lake,8689.572384,4875.001978,1.131453803,4.141037405,1199.972919,50,516.3560009,1661.846397,0.4,50,0.217550368,0.301286212,0.093613311,0.4,8698.261956,1829.230462,0,24.4822416,-1.5,0.388034974,0.332941598,0.066144185,0.212879243,0.89757938,0.000287701,864272.3611,516.3560009,1661.846397,8689.572384,8689.572384,8694.5612,36004.50315,8691.868564,8692.609048,-4.988816013,-20.65887372,0.000574115,0.000574115,GOOD,4875.001978,1446.826661
JAMES I.D.,Beans Dry,Tulare Lake,30.06125249,1326.519215,1.43231235,1.919782133,161.8168882,50,134.9933596,957.6035242,1.68,50,0.085167238,0.504004546,0.071049516,0.4,30.09131374,502.5864055,0,24.4822416,-1.5,0.310853843,0.177953718,0.063159236,0.448033203,1.324204016,0.019800841,18502.88756,134.9933596,957.6035242,30.06125249,30.06125249,30.03119124,57.65334437,30.07847234,30.05127608,0.030061252,0.057711055,0.001,0.001,GOOD,1326.519215,22.105443
