g,i,hr,xland,p,y,xwater,omegaland,omegawater_x,omegasupply,omegalabor,theta,omegawater,sigma,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,xland_lp,lambdacrop,lambdaland,lambdawater,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,omega_suppl_unit,omega_labor_unit,xsupply_base,xlabor_base,xlandcalib,xwatercalib,xsuppcalib,xlaborcalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
HENRY MILLER RECLAMATION DIST. 2131,Onions and Garlic,San Joaquin River,946.5806862,1579.216395,6.547714821,1.48,1660.207976,74,2894.594244,4313.352488,0.41,50,0.4,0.160557684,0.417141646,0.279934415,1398.103887,1.101285501,1398.103887,947.5272764,1363.365134,8.88E-08,23.47213015,-1.5,0.289966917,0.018776079,0.277597577,0.413659428,6.511224559,0.002576668,102378.1167,2894.594244,4313.352488,946.5806862,946.5806862,945.6340961,1399.538462,945.6340961,945.6340961,0.946590142,1.400953411,0.00100001,0.00100001,GOOD,1579.216395,1398.103887
HENRY MILLER RECLAMATION DIST. 2131,Orchards,San Joaquin River,89.74341271,4762.917744,3.247388671,3.45,2203.997556,172.5,5347.052259,5630.387794,0.13,50,0.4,0.142496355,0.364024786,0.345706127,2113.107514,1.103084318,2113.107514,89.83315702,2032.128665,8.88E-08,23.47213015,-1.5,0.251583085,0.09646792,0.317560864,0.334388131,3.068651271,0.085714455,22.55215465,5347.052259,5630.387794,89.74341271,89.74341271,89.7778002,309.7334107,89.7778002,89.7778002,-0.034387492,-0.118636849,0.000383176,0.000383176,GOOD,4762.917744,2113.107514
HENRY MILLER RECLAMATION DIST. 2131,Pasture,San Joaquin River,543.2067388,226.9343417,5,4.6,214.82356,46,128.6294506,552.5829799,0.51,10,0.4,0.189326621,0.486998112,0.113362702,192.635718,1.147132098,192.635718,543.749951,84.66391925,8.88E-08,23.47213015,-1.5,0.119805994,0.607684008,0.051456506,0.221053492,2.953135718,0.003609647,11677.66972,128.6294506,552.5829799,543.2067388,543.2067388,543.749951,2501.249774,543.749951,543.749951,-0.543212176,-2.498776011,0.00100001,0.00100001,GOOD,226.9343417,192.635718
HENRY MILLER RECLAMATION DIST. 2131,Pistachios,San Joaquin River,883.5962957,4897.401316,1.414819371,3.81,1806.45507,190.5,360.6739901,1788.102657,0.4,50,0.4,0.260711671,0.25806301,0.052053284,2783.206532,1.591754908,2783.206532,884.4799008,2693.777716,8.88E-08,23.47213015,-1.5,0.515443905,0.23844131,0.041310576,0.204804209,1.212764318,0.002829346,130560.7549,360.6739901,1788.102657,883.5962957,883.5962957,884.4799008,3369.868422,884.4799008,884.4799008,-0.88360514,-3.366535584,0.00100001,0.00100001,GOOD,4897.401316,2783.206532
HENRY MILLER RECLAMATION DIST. 2131,Subtropical,San Joaquin River,5.25971301,950.3385633,4.405405823,3.25,846.2602958,162.5,1809.44916,670.5198364,0.13,50,0.4,0.202134149,0.160157528,0.432197361,697.8977484,1.142898607,697.8977484,5.264972775,621.6133254,8.88E-08,23.47213015,-1.5,0.274528717,0.261655669,0.338411801,0.125403814,3.742497454,1.462495706,0.458001903,1809.44916,670.5198364,5.25971301,5.25971301,5.263341407,17.10585957,5.263341406,5.263341406,-0.003628397,-0.011792289,0.000689847,0.000689847,GOOD,950.3385633,697.8977484
HENRY MILLER RECLAMATION DIST. 2131,Tomatoes,San Joaquin River,9196.856756,99.69467136,46.73447582,2.38,396.8321367,119,961.6082333,2531.592592,0.74,50,0.4,0.085172131,0.543356034,0.206390095,650.1452461,1.106828659,650.1452461,9206.053705,594.2815762,8.88E-08,23.47213015,-1.5,0.193336779,0.125243737,0.187581138,0.493838346,43.85013346,0.000146936,1746265.17,961.6082333,2531.592592,9196.856756,9196.856756,9187.659807,21866.63034,9187.659807,9187.659807,9.196948632,21.88873775,0.00100001,0.00100001,GOOD,99.69467136,650.1452461
HENRY MILLER RECLAMATION DIST. 2131,Truck,San Joaquin River,402.9058124,690.3355797,21.20927139,2.67,775.1695529,133.5,4298.997922,3487.484185,0.41,50,0.4,0.052943262,0.238191489,0.293617021,5946.363,1.60368677,5946.363,403.3087222,5883.692413,8.88E-08,23.47213015,-1.5,0.435185597,0.055933924,0.280958216,0.227922263,20.59520352,0.006053585,95969.35319,4298.997922,3487.484185,402.9058124,402.9058124,402.7617694,1075.373924,402.7617694,402.7617694,0.14404295,0.384594678,0.00035751,0.00035751,GOOD,690.3355797,5946.363
JAMES I.D.,Alfalfa,Tulare Lake,227.3565798,279.620574,8.447932227,4.52,665.8443232,45.2,356.4707553,440.2816094,1.86,10,0.4,0.281872792,0.186385019,0.150905255,854.4189705,1.492064027,854.4189705,227.5839387,743.6640784,9.72E-08,24.50329471,-1.5,0.380440999,0.40450724,0.09621517,0.118836592,6.258110296,0.002364719,348174.1176,356.4707553,440.2816094,227.3565798,227.3565798,227.5839387,1028.679403,227.5839387,227.5839387,-0.227358855,-1.027662027,0.00100001,0.00100001,GOOD,279.620574,854.4189705
JAMES I.D.,Almonds,Tulare Lake,10105.66119,4875.001978,1.131453803,4.14,1199.972916,207,516.3560008,1661.846395,0.4,50,0.4,0.217550368,0.301286212,0.093613311,1930.664216,1.465250663,1930.664216,10115.76695,1829.220576,9.72E-08,24.50329471,-1.5,0.388078607,0.33286568,0.066151838,0.212903875,0.897648618,0.000247386,1005114.493,516.3560008,1661.846395,10105.66119,10105.66119,10112.56969,41866.0385,10112.56969,10112.56969,-6.908496492,-28.60117548,0.000683626,0.000683626,GOOD,4875.001978,1930.664216
JAMES I.D.,Corn,Tulare Lake,3148.344507,161.4386617,22.01452234,2.28,313.2553796,114,310.9294039,1985.508049,0.3,50,0.4,0.088141761,0.558669338,0.087487293,830.302192,1.242708842,830.302192,3151.492883,774.43468,9.72E-08,24.50329471,-1.5,0.274050893,0.147346104,0.078340774,0.500262229,20.45209737,0.001058757,36648.85326,310.9294039,1985.508049,3148.344507,3148.344507,3145.196131,7171.047179,3145.196131,3145.196131,3.148375959,7.178297186,0.00100001,0.00100001,GOOD,161.4386617,830.302192
JAMES I.D.,Cotton,Tulare Lake,1815.04729,3710.758752,0.813814056,3.75,448.568462,187.5,236.2384667,1344.566888,0.68,50,0.4,0.148539114,0.445240339,0.078228087,802.9938141,1.297351427,802.9938141,1816.862355,711.1064589,9.72E-08,24.50329471,-1.5,0.243151688,0.425397244,0.049532659,0.281918409,0.600082747,0.00081022,328900.6767,236.2384667,1344.566888,1815.04729,1815.04729,1813.232225,6799.620842,1813.232225,1813.232225,1.815065421,6.80649533,0.00100001,0.00100001,GOOD,3710.758752,802.9938141
JAMES I.D.,Field and Grain,Tulare Lake,164.2545862,289.315121,2.652255461,3.26,145.2774366,81.5,86.98746477,373.6919674,0.74,25,0.4,0.189326621,0.486998112,0.113362702,79.88074085,1.063045198,79.88074085,139.9241615,3.49E-08,9.72E-08,24.50329471,-1.5,0.093374523,0.610531858,0.055909666,0.240183953,1.655616806,0.008227176,4571.544562,86.98746477,373.6919674,164.2545862,164.2545862,164.09033,534.9344757,164.09033,164.09033,0.164256227,0.5354753,0.00100001,0.00100001,GOOD,289.315121,79.88074085
JAMES I.D.,Grapes,Tulare Lake,1400.977366,1422.002244,11.72196241,4.01,2204.421494,200.5,7245.758443,5033.01877,0.13,50,0.4,0.132249498,0.30194507,0.434693599,1984.958144,1.081124831,1984.958144,1402.378357,1886.699932,9.72E-08,24.50329471,-1.5,0.217973046,0.127819417,0.386050638,0.268156898,10.83031307,0.005490672,340.0087214,7245.758443,5033.01877,1400.977366,1400.977366,1401.066206,5618.275484,1401.066206,1401.066206,-0.08883952,-0.356246477,6.34E-05,6.34E-05,GOOD,1422.002244,1984.958144
JAMES I.D.,Onions and Garlic,Tulare Lake,73.48637504,2408.610949,10.63434095,1.25,4112.52293,62.5,7170.237324,10684.66196,0.41,50,0.4,0.160557684,0.417141646,0.279934415,3584.067834,1.107324665,3584.067834,73.55986215,3553.438715,9.72E-08,24.50329471,-1.5,0.2988561,0.005073948,0.279530378,0.416539574,10.62410594,0.033190158,20151.27314,7170.237324,10684.66196,73.48637504,73.48637504,73.41288793,91.76610991,73.41288793,73.41288793,0.073487109,0.091858886,0.00100001,0.00100001,GOOD,2408.610949,3584.067834
JAMES I.D.,Orchards,Tulare Lake,69.88396,2277.681025,7.763328774,3.5,2519.675648,175,6112.909395,6436.827015,0.13,50,0.4,0.142496355,0.364024786,0.345706127,2437.974581,1.104691225,2437.974581,69.95384466,2352.21305,9.72E-08,24.50329471,-1.5,0.254685137,0.089258962,0.319561316,0.336494585,7.366808751,0.110072579,20.19721241,6112.909395,6436.827015,69.88396,69.88396,69.86435776,244.5252522,69.86435776,69.86435776,0.019602239,0.068607836,0.000280497,0.000280497,GOOD,2277.681025,2437.974581
JAMES I.D.,Pasture,Tulare Lake,4.275104626,242.4206904,4.903405501,4.77,225.0500826,47.7,134.7527641,578.888299,0.51,10,0.4,0.189326621,0.486998112,0.113362702,202.2958012,1.147701712,202.2958012,4.27937977,85.4150854,9.72E-08,24.50329471,-1.5,0.113363013,0.626058638,0.049203521,0.211374828,2.810919901,0.458651772,95.27347342,134.7527641,578.888299,4.275104626,4.275104626,4.279379773,20.41264152,4.279379773,4.279379773,-0.004275147,-0.020392453,0.00100001,0.00100001,GOOD,242.4206904,202.2958012
JAMES I.D.,Pistachios,Tulare Lake,3552.368541,5088.640658,1.460333567,3.82,1937.377827,191,386.8138227,1917.695323,0.4,50,0.4,0.260711671,0.258063009,0.052053284,2998.225791,1.59653298,2998.225791,3555.920945,2904.623205,9.72E-08,24.50329471,-1.5,0.522252033,0.229186561,0.041721244,0.206840163,1.260060729,0.000703756,564763.5762,386.8138227,1917.695323,3552.368541,3552.368541,3551.587851,13567.06559,3551.587851,3551.587851,0.78068955,2.982234082,0.000219766,0.000219766,GOOD,5088.640658,2998.225791
JAMES I.D.,Tomatoes,Tulare Lake,981.8158533,97.3922824,54.70338716,2.22,453.7705173,111,1099.581977,2894.831275,0.74,50,0.4,0.085172131,0.543356034,0.206390095,768.5039612,1.112915945,768.5039612,982.797679,714.1066469,9.72E-08,24.50329471,-1.5,0.204554137,0.095822835,0.192592209,0.507030818,52.23730869,0.00137638,219671.8926,1099.581977,2894.831275,981.8158533,981.8158533,980.8340276,2177.451541,980.8340276,980.8340276,0.981825662,2.179652969,0.00100001,0.00100001,GOOD,97.3922824,768.5039612
JAMES I.D.,Truck,Tulare Lake,113.4406109,1282.087936,19.71342086,1.85,1338.105966,92.5,7420.976155,6020.132467,0.41,50,0.4,0.052943262,0.238191489,0.293617021,10402.62447,1.618562471,10402.62447,113.5540526,10357.29338,9.72E-08,24.50329471,-1.5,0.458943161,0.013609703,0.291209061,0.236238075,19.60549282,0.021500452,47458.35001,7420.976155,6020.132467,113.4406109,113.4406109,113.3271692,209.6552629,113.3271692,113.3271692,0.113441744,0.209867227,0.00100001,0.00100001,GOOD,1282.087936,10402.62447
JAMES I.D.,Walnuts,Tulare Lake,155.2321168,1793.152974,1.862011475,3.43,854.5630697,171.5,299.4355436,912.0012941,0.13,50,0.4,0.25594369,0.273146576,0.089681664,1101.371507,1.421174377,1101.371507,155.3873505,1017.325206,9.72E-08,24.50329471,-1.5,0.397709698,0.344903051,0.063619406,0.193767846,1.481061139,0.049553584,17.23765055,299.4355436,912.0012941,155.2321168,155.2321168,155.0999907,531.9929681,155.0999907,155.0999907,0.132126104,0.453192536,0.000851152,0.000851152,GOOD,1793.152974,1101.371507
LAGUNA W.D.,Alfalfa,San Joaquin River,179.8933666,290.4258221,6.981811447,4.13,571.5529897,41.3,305.9903326,377.9325908,1.86,10,0.4,0.281872792,0.186385019,0.150905255,730.9224161,1.489186564,730.9224161,180.0732618,633.9825187,2.46E-07,23.47213008,-1.5,0.395292942,0.380449952,0.100333684,0.123923422,5.31858838,0.002988628,235622.3285,305.9903326,377.9325908,179.8933666,179.8933666,180.0732618,743.7025711,180.0732618,180.0732618,-0.179895167,-0.742967041,0.00100001,0.00100001,GOOD,290.4258221,730.9224161
LAGUNA W.D.,Field and Grain,San Joaquin River,200.9997694,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,200.7453332,1.02E-07,2.46E-07,23.47213008,-1.5,0.102946171,0.570608204,0.061640862,0.264804763,2.301443259,0.006723149,4906.414816,76.29216237,327.7457084,200.9997694,200.9997694,200.819878,586.3940439,200.819878,200.819878,0.179891358,0.525282766,0.000894983,0.000894983,GOOD,194.8087562,68.53862012
MERCY SPRINGS W.D.,Field and Grain,San Joaquin River,170.316609,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,166.0264305,2.77E-08,4.81E-08,23.47213016,-1.5,0.102946171,0.570608205,0.061640862,0.264804762,2.301443258,0.007934349,4157.437274,76.29216237,327.7457084,170.316609,170.316609,170.1462907,496.8271688,170.1462907,170.1462907,0.17031831,0.497329466,0.00100001,0.00100001,GOOD,194.8087562,68.53862012
MERCY SPRINGS W.D.,Pasture,San Joaquin River,2166.625533,226.9343417,5,4.6,214.82356,46,128.6294506,552.5829799,0.51,10,0.4,0.189326621,0.486998112,0.113362702,192.635718,1.147132098,192.635718,2168.79218,84.66391924,4.81E-08,23.47213016,-1.5,0.119805994,0.607684008,0.051456506,0.221053492,2.953135717,0.000904995,46577.36285,128.6294506,552.5829799,2166.625533,2166.625533,2167.468019,9970.352887,2167.468019,2167.468019,-0.842485897,-3.875435126,0.000388847,0.000388847,GOOD,226.9343417,192.635718
MERCY SPRINGS W.D.,Pistachios,San Joaquin River,672.1307816,4897.401316,1.414819371,3.81,1806.45507,190.5,360.6739901,1788.102657,0.4,50,0.4,0.260711671,0.25806301,0.052053284,2783.206532,1.591754908,2783.206532,672.8029191,2693.777716,4.81E-08,23.47213016,-1.5,0.515443905,0.23844131,0.041310576,0.204804209,1.212764318,0.003719514,99314.47501,360.6739901,1788.102657,672.1307816,672.1307816,671.4586441,2558.257434,671.4586441,671.4586441,0.672137496,2.560843859,0.00100001,0.00100001,GOOD,4897.401316,2783.206532
ORO LOMA W.D.,Cotton,San Joaquin River,74.97303315,3399.208415,0.729719844,3.63,368.4467917,181.5,194.0424094,1104.405231,0.68,50,0.4,0.148539114,0.445240339,0.078228087,632.0754022,1.27805634,632.0754022,75.04800693,546.8715697,3.21E-08,23.47213016,-1.5,0.225541714,0.454510475,0.047813591,0.272134221,0.525551473,0.019614896,10723.0372,194.0424094,1104.405231,74.97303315,74.97303315,74.89805937,271.8799555,74.89805937,74.89805937,0.074973782,0.272154829,0.00100001,0.00100001,GOOD,3399.208415,632.0754022
ORO LOMA W.D.,Field and Grain,San Joaquin River,56.78375885,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,55.38882679,1.89E-08,3.21E-08,23.47213016,-1.5,0.102946171,0.570608205,0.061640862,0.264804762,2.301443258,0.023798202,1386.094503,76.29216237,327.7457084,56.78375885,56.78375885,56.72697452,165.6427656,56.72697452,56.72697452,0.056784326,0.165810232,0.00100001,0.00100001,GOOD,194.8087562,68.53862012
ORO LOMA W.D.,Pasture,San Joaquin River,826.3154645,226.9343417,5,4.6,214.82356,46,128.6294506,552.5829799,0.51,10,0.4,0.189326621,0.486998112,0.113362702,192.635718,1.147132098,192.635718,827.1417882,84.66391922,3.21E-08,23.47213016,-1.5,0.119805994,0.607684008,0.051456506,0.221053492,2.953135717,0.002372925,17763.84273,128.6294506,552.5829799,826.3154645,826.3154645,826.4472322,3801.657268,826.4472322,826.4472322,-0.131767689,-0.606131368,0.000159464,0.000159464,GOOD,226.9343417,192.635718
PACHECO W.D.,Almonds,San Joaquin River,1768.696978,4775.762292,1.018616781,4.13,1058.311098,206.5,455.3980167,1465.658482,0.4,50,0.4,0.217550368,0.301286212,0.093613311,1678.804016,1.454241409,1678.804016,1770.465693,1581.864119,3.34E-07,23.47213005,-1.5,0.371434592,0.358300453,0.064067936,0.206197019,0.791066349,0.00141347,153323.9398,455.3980167,1465.658482,1768.696978,1768.696978,1770.465693,7312.023311,1770.465693,1770.465693,-1.768714682,-7.304791638,0.00100001,0.00100001,GOOD,4775.762292,1678.804016
PACHECO W.D.,Corn,San Joaquin River,84.18721923,77.55530093,25.22861255,2.42,172.4592834,121,171.1787431,1093.099489,0.3,50,0.4,0.088141761,0.558669339,0.087487293,398.8751229,1.196248142,398.8751229,84.27140729,342.0725679,3.34E-07,23.47213005,-1.5,0.210169807,0.273412966,0.069921042,0.446496185,21.72711071,0.039594292,463.5871726,171.1787431,1093.099489,84.18721923,84.18721923,84.10303117,203.5293354,84.10303117,84.10303117,0.08418806,0.203735106,0.00100001,0.00100001,GOOD,77.55530093,398.8751229
PACHECO W.D.,Cotton,San Joaquin River,118.8977846,3399.208415,0.729719844,3.63,368.4467917,181.5,194.0424094,1104.405231,0.68,50,0.4,0.148539114,0.445240339,0.078228087,632.0754022,1.27805634,632.0754022,119.0166836,546.8715699,3.34E-07,23.47213005,-1.5,0.225541714,0.454510474,0.047813591,0.272134221,0.525551474,0.012368508,17005.38599,194.0424094,1104.405231,118.8977846,118.8977846,119.0166836,432.0305614,119.0166836,119.0166836,-0.118898974,-0.431603277,0.00100001,0.00100001,GOOD,3399.208415,632.0754022
PACHECO W.D.,Cucurbits,San Joaquin River,108.6223468,384.0603914,14.86947686,2.3,267.5771745,115,3732.550159,1306.069593,0.05,50,0.4,0.046854775,0.228702604,0.653597591,289.5801763,1.003253601,289.5801763,108.7309702,235.5942769,3.34E-07,23.47213005,-1.5,0.082066904,0.096137821,0.608776259,0.213019016,14.18166425,0.184124175,5.63E-06,3732.550159,1306.069593,108.6223468,108.6223468,108.5137234,249.5815637,108.5137234,108.5137234,0.108623432,0.249833893,0.00100001,0.00100001,GOOD,384.0603914,289.5801763
PACHECO W.D.,Field and Grain,San Joaquin River,281.603157,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,277.1748107,1.15E-07,3.34E-07,23.47213005,-1.5,0.102946171,0.570608204,0.061640862,0.264804763,2.30144326,0.004798779,6873.947696,76.29216237,327.7457084,281.603157,281.603157,281.321551,821.458929,281.321551,281.321551,0.28160597,0.822289432,0.00100001,0.00100001,GOOD,194.8087562,68.53862012
PACHECO W.D.,Onions and Garlic,San Joaquin River,293.0802116,1579.216395,6.547714821,1.48,1660.207976,74,2894.594244,4313.352488,0.41,50,0.4,0.160557684,0.417141646,0.279934415,1398.103887,1.101285501,1398.103887,293.3732947,1363.365134,3.34E-07,23.47213005,-1.5,0.289966917,0.018776079,0.277597577,0.413659428,6.511224559,0.008322037,31698.30162,2894.594244,4313.352488,293.0802116,293.0802116,292.7871285,433.3249501,292.7871285,292.7871285,0.293083139,0.433763046,0.00100001,0.00100001,GOOD,1579.216395,1398.103887
PACHECO W.D.,Pistachios,San Joaquin River,197.4011527,4897.401316,1.414819371,3.81,1806.45507,190.5,360.6739901,1788.102657,0.4,50,0.4,0.260711671,0.25806301,0.052053284,2783.206532,1.591754908,2783.206532,197.5985558,2693.777717,3.34E-07,23.47213005,-1.5,0.515443905,0.23844131,0.041310576,0.204804209,1.212764318,0.012664566,29168.12083,360.6739901,1788.102657,197.4011527,197.4011527,197.5873468,752.8077914,197.5873468,197.5873468,-0.18619413,-0.709399634,0.000943227,0.000943227,GOOD,4897.401316,2783.206532
PACHECO W.D.,Subtropical,San Joaquin River,131.0750472,950.3385633,4.405405823,3.25,846.2602958,162.5,1809.44916,670.5198364,0.13,50,0.4,0.202134149,0.160157528,0.432197361,697.8977484,1.142898607,697.8977484,131.2061236,621.6133255,3.34E-07,23.47213005,-1.5,0.274528717,0.261655668,0.338411801,0.125403814,3.742497455,0.058686286,11.41366857,1809.44916,670.5198364,131.0750472,131.0750472,131.0457685,425.8987478,131.0457685,131.0457685,0.029278657,0.095155636,0.000223373,0.000223373,GOOD,950.3385633,697.8977484
PACHECO W.D.,Tomatoes,San Joaquin River,982.0439284,99.69467136,46.73447582,2.38,396.8321367,119,961.6082333,2531.592592,0.74,50,0.4,0.085172131,0.543356034,0.206390095,650.1452461,1.106828659,650.1452461,983.0259822,594.2815763,3.34E-07,23.47213005,-1.5,0.193336779,0.125243737,0.187581138,0.493838346,43.85013347,0.00137606,186466.8716,961.6082333,2531.592592,982.0439284,982.0439284,981.0618747,2334.927262,981.0618746,981.0618746,0.982053739,2.337287899,0.00100001,0.00100001,GOOD,99.69467136,650.1452461
PACHECO W.D.,Truck,San Joaquin River,296.5334098,690.3355797,21.20927139,2.67,775.1695529,133.5,4298.997922,3487.484185,0.41,50,0.4,0.052943262,0.238191489,0.293617021,5946.363,1.60368677,5946.363,296.8299462,5883.692413,3.34E-07,23.47213005,-1.5,0.435185597,0.055933924,0.280958216,0.227922263,20.59520352,0.008225125,70632.18912,4298.997922,3487.484185,296.5334098,296.5334098,296.2384776,790.9567353,296.2384776,296.2384776,0.294932168,0.787468887,0.0009946,0.0009946,GOOD,690.3355797,5946.363
PANOCHE W.D.,Alfalfa,San Joaquin River,708.9394652,290.4258221,6.981811447,4.13,571.5529897,41.3,305.9903326,377.9325908,1.86,10,0.4,0.281872792,0.186385019,0.150905255,730.9224161,1.489186564,730.9224161,709.6484118,633.9825185,2.98E-08,23.47213017,-1.5,0.395292942,0.380449952,0.100333684,0.123923422,5.318588377,0.000758364,928561.0175,305.9903326,377.9325908,708.9394652,708.9394652,709.6484118,2930.847941,709.6484118,709.6484118,-0.708946561,-2.927949299,0.00100001,0.00100001,GOOD,290.4258221,730.9224161
PANOCHE W.D.,Almonds,San Joaquin River,4703.571025,4775.762292,1.018616781,4.13,1058.311098,206.5,455.3980167,1465.658482,0.4,50,0.4,0.217550368,0.301286212,0.093613311,1678.804016,1.454241409,1678.804016,4708.274643,1581.864118,2.98E-08,23.47213017,-1.5,0.371434592,0.358300453,0.064067936,0.206197019,0.791066349,0.000531511,407740.8678,455.3980167,1465.658482,4703.571025,4703.571025,4708.274643,19445.17428,4708.274643,4708.274643,-4.703618107,-19.42594278,0.00100001,0.00100001,GOOD,4775.762292,1678.804016
PANOCHE W.D.,Beans Dry,San Joaquin River,154.583728,1593.773361,1.285477627,2.21,174.4872294,110.5,145.5634067,1032.584353,1.68,50,0.4,0.085167238,0.504004546,0.071049516,585.625009,1.333574833,585.625009,154.7383133,533.7516013,2.98E-08,23.47213017,-1.5,0.292679011,0.220452567,0.060153937,0.426714484,1.15044663,0.003850587,101424.8029,145.5634067,1032.584353,154.583728,154.583728,154.4291427,341.2884054,154.4291427,154.4291427,0.154585272,0.341633452,0.00100001,0.00100001,GOOD,1593.773361,585.625009
PANOCHE W.D.,Corn,San Joaquin River,579.5089786,77.55530093,25.22861255,2.42,172.4592834,121,171.1787431,1093.099489,0.3,50,0.4,0.088141761,0.558669339,0.087487293,398.8751229,1.196248142,398.8751229,580.0884934,342.0725678,2.98E-08,23.47213017,-1.5,0.210169807,0.273412967,0.069921042,0.446496184,21.7271107,0.005751996,3191.136747,171.1787431,1093.099489,579.5089786,579.5089786,578.9294638,1401.009302,578.9294638,578.9294638,0.579514768,1.402425738,0.00100001,0.00100001,GOOD,77.55530093,398.8751229
PANOCHE W.D.,Cotton,San Joaquin River,2978.103485,3399.208415,0.729719844,3.63,368.4467917,181.5,194.0424094,1104.405231,0.68,50,0.4,0.148539114,0.445240339,0.078228087,632.0754022,1.27805634,632.0754022,2981.081618,546.8715697,2.98E-08,23.47213017,-1.5,0.225541714,0.454510475,0.047813591,0.272134221,0.525551473,0.0004938,425944.011,194.0424094,1104.405231,2978.103485,2978.103485,2978.738383,10812.82033,2978.738383,2978.738383,-0.634898475,-2.304681465,0.000213189,0.000213189,GOOD,3399.208415,632.0754022
PANOCHE W.D.,Cucurbits,San Joaquin River,1659.583285,384.0603914,14.86947686,2.3,267.5771745,115,3732.550159,1306.069593,0.05,50,0.4,0.046854775,0.228702604,0.653597591,289.5801763,1.003253601,289.5801763,1661.242885,235.5942769,2.98E-08,23.47213017,-1.5,0.082066904,0.096137821,0.608776259,0.213019016,14.18166425,0.012051218,8.61E-05,3732.550159,1306.069593,1659.583285,1659.583285,1657.923685,3813.224476,1657.923685,1657.923685,1.659599864,3.817079687,0.00100001,0.00100001,GOOD,384.0603914,289.5801763
PANOCHE W.D.,Field and Grain,San Joaquin River,2941.343044,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,2908.118039,7.45E-09,2.98E-08,23.47213017,-1.5,0.102946171,0.570608205,0.061640862,0.264804762,2.301443258,0.000459433,71798.33649,76.29216237,327.7457084,2941.343044,2941.343044,2938.401672,8580.132881,2938.401672,2938.401672,2.941372428,8.588807489,0.00100001,0.00100001,GOOD,194.8087562,68.53862012
PANOCHE W.D.,Grapes,San Joaquin River,2561.35883,1686.199914,10.80135885,3.1,5693.452825,155,6051.355455,4549.189642,0.13,50,0.4,0.312599493,0.249773629,0.332250166,1764.252442,1.05452945,1764.252442,2563.920214,1691.488838,2.98E-08,23.47213017,-1.5,0.384059364,0.064651433,0.314705225,0.236583978,10.41767711,0.003003214,1122.106459,6051.355455,4549.189642,2561.35883,2561.35883,2560.810407,7938.512262,2560.810407,2560.810407,0.548422998,1.700111294,0.000214114,0.000214114,GOOD,1686.199914,1764.252442
PANOCHE W.D.,Onions and Garlic,San Joaquin River,312.0014879,1579.216395,6.547714821,1.48,1660.207976,74,2894.594244,4313.352488,0.41,50,0.4,0.160557684,0.417141646,0.279934415,1398.103887,1.101285501,1398.103887,312.3134925,1363.365134,2.98E-08,23.47213017,-1.5,0.289966917,0.018776079,0.277597577,0.413659428,6.511224559,0.007817349,33744.74591,2894.594244,4313.352488,312.0014879,312.0014879,311.6894833,461.3004353,311.6894833,311.6894833,0.312004605,0.461766815,0.00100001,0.00100001,GOOD,1579.216395,1398.103887
PANOCHE W.D.,Orchards,San Joaquin River,461.2066509,4762.917744,3.247388671,3.45,2203.997556,172.5,5347.052259,5630.387794,0.13,50,0.4,0.142496355,0.364024786,0.345706127,2113.107514,1.103084318,2113.107514,461.6678622,2032.128665,2.98E-08,23.47213017,-1.5,0.251583085,0.09646792,0.317560864,0.334388131,3.068651271,0.016678657,115.8993558,5347.052259,5630.387794,461.2066509,461.2066509,461.1508881,1590.970564,461.1508881,461.1508881,0.055762833,0.192381775,0.000120906,0.000120906,GOOD,4762.917744,2113.107514
PANOCHE W.D.,Pasture,San Joaquin River,34.69743112,226.9343417,5,4.6,214.82356,46,128.6294506,552.5829799,0.51,10,0.4,0.189326621,0.486998112,0.113362702,192.635718,1.147132098,192.635718,34.7321289,84.66391921,2.98E-08,23.47213017,-1.5,0.119805994,0.607684008,0.051456506,0.221053492,2.953135717,0.056510936,745.9133176,128.6294506,552.5829799,34.69743112,34.69743112,34.7321289,159.7677929,34.7321289,34.7321289,-0.034697778,-0.15960978,0.00100001,0.00100001,GOOD,226.9343417,192.635718
