g,i,hr,xland,p,y,xwater,omegaland,omegawater_x,omegasupply,omegalabor,theta,omegawater,sigma,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,xland_lp,lambdacrop,lambdaland,lambdawater,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,omega_suppl_unit,omega_labor_unit,xsupply_base,xlabor_base,xlandcalib,xwatercalib,xsuppcalib,xlaborcalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
COLUMBIA CANAL CO.,Orchards,San Joaquin River,0.23093099,4762.917744,3.247388671,3.45,2203.997556,172.5,5347.052259,5630.387794,0.13,50,0.4,0.142496355,0.364024786,0.345706127,2113.107514,1.103084318,2113.107514,0.231161931,1968.630726,5.02E-08,41.87732998,-1.5,0.242858928,0.118222593,0.31121377,0.32770471,3.027625051,33.30998448,0.057162141,5347.052259,5630.387794,0.23093099,0.23093099,0.23073351,0.79603061,0.23073351,0.23073351,0.00019748,0.000681305,0.000855146,0.000855146,GOOD,4762.917744,2113.107514
COLUMBIA CANAL CO.,Pasture,San Joaquin River,35.17888638,226.9343417,5,4.6,214.82356,46,128.6294506,552.5829799,0.51,10,0.4,0.189326621,0.486998112,0.113362702,192.635718,1.147132098,192.635718,31.31699743,5.08E-08,5.02E-08,41.87732998,-1.5,0.066091579,0.724329896,0.039573515,0.17000501,2.478903568,0.055737532,542.470799,128.6294506,552.5829799,35.17888638,35.17888638,35.21406562,161.9847018,35.21406562,35.21406562,-0.035179238,-0.161824497,0.00100001,0.00100001,GOOD,226.9343417,192.635718
COLUMBIA CANAL CO.,Pistachios,San Joaquin River,1979.485605,4897.401316,1.414819371,3.81,1806.45507,190.5,360.6739901,1788.102657,0.4,50,0.4,0.260711671,0.25806301,0.052053284,2783.206532,1.591754908,2783.206532,1981.46511,2623.653905,5.02E-08,41.87732998,-1.5,0.482468884,0.28351478,0.039279841,0.194736495,1.172686857,0.001262954,287932.4044,360.6739901,1788.102657,1979.485605,1979.485605,1977.5061,7534.29824,1977.5061,1977.5061,1.979505378,7.54191549,0.00100001,0.00100001,GOOD,4897.401316,2783.206532
COLUMBIA CANAL CO.,Truck,San Joaquin River,1.224042011,690.3355797,21.20927139,2.67,775.1695529,133.5,4298.997922,3487.484185,0.41,50,0.4,0.052943262,0.238191489,0.293617021,5946.363,1.60368677,5946.363,1.225266065,5834.550529,5.02E-08,41.87732998,-1.5,0.42735843,0.069198348,0.277956249,0.225486972,20.44823805,1.992598594,289.4065888,4298.997922,3487.484185,1.224042011,1.224042011,1.222817957,3.264923945,1.222817957,1.222817957,0.001224054,0.003268225,0.00100001,0.00100001,GOOD,690.3355797,5946.363
DEL PUERTO WATER DISTRICT,Almonds,San Joaquin River,21532.32722,4775.762292,1.018616781,4.13,1058.311098,206.5,455.3980167,1465.658482,0.4,50,0.4,0.217550368,0.301286212,0.093613311,1678.804016,1.454241409,1678.804016,21553.85965,1581.864118,1.56E-08,23.47213017,-1.5,0.371434592,0.358300453,0.064067936,0.206197019,0.791066349,0.000116104,1866583.866,455.3980167,1465.658482,21532.32722,21532.32722,21540.93499,88964.06153,21540.93499,21540.93499,-8.607774739,-35.55010967,0.000399761,0.000399761,GOOD,4775.762292,1678.804016
DEL PUERTO WATER DISTRICT,Beans Dry,San Joaquin River,632.0224832,1593.773361,1.285477627,2.21,174.4872294,110.5,145.5634067,1032.584353,1.68,50,0.4,0.085167238,0.504004546,0.071049516,585.625009,1.333574833,585.625009,632.654512,533.7516013,1.56E-08,23.47213017,-1.5,0.292679011,0.220452567,0.060153937,0.426714484,1.15044663,0.000941799,414679.8413,145.5634067,1032.584353,632.0224832,632.0224832,631.3904544,1395.372904,631.3904544,631.3904544,0.632028797,1.396783641,0.00100001,0.00100001,GOOD,1593.773361,585.625009
DEL PUERTO WATER DISTRICT,Corn,San Joaquin River,720.3183693,77.55530093,25.22861255,2.42,172.4592834,121,171.1787431,1093.099489,0.3,50,0.4,0.088141761,0.558669339,0.087487293,398.8751229,1.196248142,398.8751229,721.0386949,342.0725678,1.56E-08,23.47213017,-1.5,0.210169807,0.273412967,0.069921042,0.446496184,21.7271107,0.004627583,3966.5208,171.1787431,1093.099489,720.3183693,720.3183693,719.5980437,1741.427266,719.5980437,719.5980437,0.720325565,1.743187868,0.00100001,0.00100001,GOOD,77.55530093,398.8751229
DEL PUERTO WATER DISTRICT,Cucurbits,San Joaquin River,707.0967716,384.0603914,14.86947686,2.3,267.5771745,115,3732.550159,1306.069593,0.05,50,0.4,0.046854775,0.228702604,0.653597591,289.5801763,1.003253601,289.5801763,707.8038754,235.5942769,1.56E-08,23.47213017,-1.5,0.082066904,0.096137821,0.608776259,0.213019016,14.18166425,0.028284672,3.67E-05,3732.550159,1306.069593,707.0967716,707.0967716,706.3896678,1624.696236,706.3896678,706.3896678,0.707103835,1.626338821,0.00100001,0.00100001,GOOD,384.0603914,289.5801763
DEL PUERTO WATER DISTRICT,Field and Grain,San Joaquin River,2156.735989,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,2114.906045,3.90E-09,1.56E-08,23.47213017,-1.5,0.102946171,0.570608205,0.061640862,0.264804762,2.301443258,0.000626572,52646.03752,76.29216237,327.7457084,2156.735989,2156.735989,2154.579231,6291.371356,2154.579231,2154.579231,2.156757535,6.297732001,0.00100001,0.00100001,GOOD,194.8087562,68.53862012
DEL PUERTO WATER DISTRICT,Grapes,San Joaquin River,510.9827322,1686.199914,10.80135885,3.1,5693.452825,155,6051.355455,4549.189642,0.13,50,0.4,0.312599493,0.249773629,0.332250166,1764.252442,1.05452945,1764.252442,511.49372,1691.488838,1.56E-08,23.47213017,-1.5,0.384059364,0.064651433,0.314705225,0.236583978,10.41767711,0.015053948,223.8565785,6051.355455,4549.189642,510.9827322,510.9827322,510.7887288,1583.445059,510.7887288,510.7887288,0.194003359,0.601410414,0.000379667,0.000379667,GOOD,1686.199914,1764.252442
DEL PUERTO WATER DISTRICT,Lettuce,San Joaquin River,154.3508257,1008,18.9,3.33,1600,216.45,12500,929,0.25,65,0.4,0.083984211,0.048763332,0.656126648,3805.75,1.190125578,3805.75,154.5051781,3727.587807,1.56E-08,23.47213017,-1.5,0.259289738,0.087130816,0.608365707,0.045213739,17.97131417,0.025914989,3765.317948,12500,929,154.3508257,154.3508257,154.2337623,513.5984286,154.2337623,154.2337623,0.117063368,0.389821014,0.000758424,0.000758424,GOOD,1008,3805.75
DEL PUERTO WATER DISTRICT,Onions and Garlic,San Joaquin River,107.0342644,1579.216395,6.547714821,1.48,1660.207976,74,2894.594244,4313.352488,0.41,50,0.4,0.160557684,0.417141646,0.279934415,1398.103887,1.101285501,1398.103887,107.1412997,1363.365134,1.56E-08,23.47213017,-1.5,0.289966917,0.018776079,0.277597577,0.413659428,6.511224559,0.022787323,11576.36805,2894.594244,4313.352488,107.0342644,107.0342644,106.9272291,158.252299,106.9272291,106.9272291,0.107035334,0.158412294,0.00100001,0.00100001,GOOD,1579.216395,1398.103887
DEL PUERTO WATER DISTRICT,Orchards,San Joaquin River,3585.271711,4762.917744,3.247388671,3.45,2203.997556,172.5,5347.052259,5630.387794,0.13,50,0.4,0.142496355,0.364024786,0.345706127,2113.107514,1.103084318,2113.107514,3588.857019,2032.128665,1.56E-08,23.47213017,-1.5,0.251583085,0.09646792,0.317560864,0.334388131,3.068651271,0.00214553,900.9642006,5347.052259,5630.387794,3585.271711,3585.271711,3583.803726,12364.12286,3583.803726,3583.803726,1.467984634,5.064546986,0.000409449,0.000409449,GOOD,4762.917744,2113.107514
DEL PUERTO WATER DISTRICT,Pasture,San Joaquin River,115.4088946,226.9343417,5,4.6,214.82356,46,128.6294506,552.5829799,0.51,10,0.4,0.189326621,0.486998112,0.113362702,192.635718,1.147132098,192.635718,115.5243046,84.66391919,1.56E-08,23.47213017,-1.5,0.119805994,0.607684008,0.051456506,0.221053492,2.953135717,0.016989889,2481.020314,128.6294506,552.5829799,115.4088946,115.4088946,115.5243046,531.4118014,115.5243046,115.5243046,-0.11541005,-0.530886228,0.00100001,0.00100001,GOOD,226.9343417,192.635718
DEL PUERTO WATER DISTRICT,Pistachios,San Joaquin River,330.4084435,4897.401316,1.414819371,3.81,1806.45507,190.5,360.6739901,1788.102657,0.4,50,0.4,0.260711671,0.25806301,0.052053284,2783.206532,1.591754908,2783.206532,330.7388553,2693.777716,1.56E-08,23.47213017,-1.5,0.515443905,0.23844131,0.041310576,0.204804209,1.212764318,0.007566393,48821.36335,360.6739901,1788.102657,330.4084435,330.4084435,330.265309,1258.310827,330.265309,330.265309,0.143134528,0.545342553,0.000433205,0.000433205,GOOD,4897.401316,2783.206532
DEL PUERTO WATER DISTRICT,Subtropical,San Joaquin River,1080.420856,950.3385633,4.405405823,3.25,846.2602958,162.5,1809.44916,670.5198364,0.13,50,0.4,0.202134149,0.160157528,0.432197361,697.8977484,1.142898607,697.8977484,1081.501288,621.6133253,1.56E-08,23.47213017,-1.5,0.274528717,0.261655669,0.338411801,0.125403814,3.742497454,0.007119733,94.08019164,1809.44916,670.5198364,1080.420856,1080.420856,1079.340424,3507.856379,1079.340424,1079.340424,1.080431649,3.511402859,0.00100001,0.00100001,GOOD,950.3385633,697.8977484
DEL PUERTO WATER DISTRICT,Tomatoes,San Joaquin River,2074.10606,99.69467136,46.73447582,2.38,396.8321367,119,961.6082333,2531.592592,0.74,50,0.4,0.085172131,0.543356034,0.206390095,650.1452461,1.106828659,650.1452461,2076.180187,594.2815762,1.56E-08,23.47213017,-1.5,0.193336779,0.125243737,0.187581138,0.493838346,43.85013346,0.000651534,393823.593,961.6082333,2531.592592,2074.10606,2074.10606,2072.031933,4931.436001,2072.031933,2072.031933,2.07412678,4.936421737,0.00100001,0.00100001,GOOD,99.69467136,650.1452461
DEL PUERTO WATER DISTRICT,Truck,San Joaquin River,30.73905726,690.3355797,21.20927139,2.67,775.1695529,133.5,4298.997922,3487.484185,0.41,50,0.4,0.052943262,0.238191489,0.293617021,5946.363,1.60368677,5946.363,30.76979662,5883.692413,1.56E-08,23.47213017,-1.5,0.435185597,0.055933924,0.280958216,0.227922263,20.59520352,0.079346103,7321.828954,4298.997922,3487.484185,30.73905726,30.73905726,30.7083179,81.99120878,30.7083179,30.7083179,0.030739364,0.082074102,0.00100001,0.00100001,GOOD,690.3355797,5946.363
DEL PUERTO WATER DISTRICT,Walnuts,San Joaquin River,707.6428764,1802.497789,1.658526763,4.95,765.1413122,247.5,268.1025111,816.5691828,0.13,50,0.4,0.25594369,0.273146576,0.089681664,892.1778172,1.35751512,892.1778172,708.3505264,775.9907728,1.56E-08,23.47213017,-1.5,0.232409399,0.604017407,0.040431021,0.123142173,0.975131497,0.010870324,64.69497803,268.1025111,816.5691828,707.6428764,707.6428764,708.3505264,3506.335105,708.3505264,708.3505264,-0.70764996,-3.5028673,0.00100001,0.00100001,GOOD,1802.497789,892.1778172
EAGLE FIELD W.D.,Cotton,San Joaquin River,1032.97327,3399.208415,0.729719844,3.63,368.4467917,181.5,194.0424094,1104.405231,0.68,50,0.4,0.148539114,0.445240339,0.078228087,632.0754022,1.27805634,632.0754022,1032.645794,158.0188504,632.0754017,1.41E-07,-1.5,0.312085355,0.338141545,0.052270737,0.297502363,0.581167015,0.001423646,84976.66335,194.0424094,1104.405231,1032.97327,1032.97327,1032.986357,3749.740476,983.0531645,983.0531645,-0.013087019,-0.047505879,1.27E-05,1.27E-05,GOOD,3399.208415,632.0754022
EAGLE FIELD W.D.,Subtropical,San Joaquin River,327.4861235,950.3385633,4.405405823,3.25,846.2602958,162.5,1809.44916,670.5198364,0.13,50,0.4,0.202134149,0.160157528,0.432197361,697.8977484,1.142898607,697.8977484,327.8136129,223.8411967,632.0754017,1.41E-07,-1.5,0.331534553,0.185439614,0.35242807,0.130597763,3.941288712,0.023488958,20.78904028,1809.44916,670.5198364,327.4861235,327.4861235,327.4730501,1064.287413,316.192738,316.192738,0.013073415,0.042488597,3.99E-05,3.99E-05,GOOD,950.3385633,697.8977484
FIREBAUGH CANAL W.D.,Alfalfa,San Joaquin River,746.7873738,290.4258221,6.981811447,4.13,571.5529897,41.3,305.9903326,377.9325908,1.86,10,0.4,0.281872792,0.186385019,0.150905255,730.9224161,1.489186564,730.9224161,747.5341686,633.9825185,5.57E-08,23.47213016,-1.5,0.395292942,0.380449952,0.100333684,0.123923422,5.318588377,0.00071993,978133.7868,305.9903326,377.9325908,746.7873738,746.7873738,747.5341686,3087.316117,747.5341686,747.5341686,-0.746794849,-3.084262726,0.00100001,0.00100001,GOOD,290.4258221,730.9224161
FIREBAUGH CANAL W.D.,Almonds,San Joaquin River,1905.470631,4775.762292,1.018616781,4.13,1058.311098,206.5,455.3980167,1465.658482,0.4,50,0.4,0.217550368,0.301286212,0.093613311,1678.804016,1.454241409,1678.804016,1907.376121,1581.864118,5.57E-08,23.47213016,-1.5,0.371434592,0.358300453,0.064067936,0.206197019,0.791066349,0.001312012,165180.5074,455.3980167,1465.658482,1905.470631,1905.470631,1907.376121,7877.463379,1907.376121,1907.376121,-1.905489704,-7.869672479,0.00100001,0.00100001,GOOD,4775.762292,1678.804016
FIREBAUGH CANAL W.D.,Corn,San Joaquin River,317.7256519,77.55530093,25.22861255,2.42,172.4592834,121,171.1787431,1093.099489,0.3,50,0.4,0.088141761,0.558669339,0.087487293,398.8751229,1.196248142,398.8751229,318.0433807,342.0725678,5.57E-08,23.47213016,-1.5,0.210169807,0.273412967,0.069921042,0.446496184,21.7271107,0.010491231,1749.594986,171.1787431,1093.099489,317.7256519,317.7256519,317.4079231,768.1271738,317.4079231,317.4079231,0.317728826,0.768903759,0.00100001,0.00100001,GOOD,77.55530093,398.8751229
FIREBAUGH CANAL W.D.,Cotton,San Joaquin River,2644.850688,3399.208415,0.729719844,3.63,368.4467917,181.5,194.0424094,1104.405231,0.68,50,0.4,0.148539114,0.445240339,0.078228087,632.0754022,1.27805634,632.0754022,2647.495565,546.8715697,5.57E-08,23.47213016,-1.5,0.225541714,0.454510474,0.047813591,0.272134221,0.525551473,0.000556019,378280.4447,194.0424094,1104.405231,2644.850688,2644.850688,2646.617686,9607.2222,2646.617686,2646.617686,-1.766997996,-6.414202726,0.00066809,0.00066809,GOOD,3399.208415,632.0754022
FIREBAUGH CANAL W.D.,Cucurbits,San Joaquin River,1047.821321,384.0603914,14.86947686,2.3,267.5771745,115,3732.550159,1306.069593,0.05,50,0.4,0.046854775,0.228702604,0.653597591,289.5801763,1.003253601,289.5801763,1048.869153,235.5942769,5.57E-08,23.47213016,-1.5,0.082066904,0.096137821,0.608776259,0.213019016,14.18166425,0.019087224,5.43E-05,3732.550159,1306.069593,1047.821321,1047.821321,1046.773489,2407.579025,1046.773489,1046.773489,1.047831789,2.410013114,0.00100001,0.00100001,GOOD,384.0603914,289.5801763
FIREBAUGH CANAL W.D.,Field and Grain,San Joaquin River,1866.82392,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,1846.59288,1.39E-08,5.57E-08,23.47213016,-1.5,0.102946171,0.570608205,0.061640862,0.264804762,2.301443258,0.000723877,45569.26886,76.29216237,327.7457084,1866.82392,1866.82392,1864.957077,5445.674666,1864.957077,1864.957077,1.866842569,5.451180303,0.00100001,0.00100001,GOOD,194.8087562,68.53862012
FIREBAUGH CANAL W.D.,Onions and Garlic,San Joaquin River,344.8108972,1579.216395,6.547714821,1.48,1660.207976,74,2894.594244,4313.352488,0.41,50,0.4,0.160557684,0.417141646,0.279934415,1398.103887,1.101285501,1398.103887,345.1557115,1363.365134,5.57E-08,23.47213016,-1.5,0.289966917,0.018776079,0.277597577,0.413659428,6.511224559,0.007073513,37293.27123,2894.594244,4313.352488,344.8108972,344.8108972,344.4660829,509.8098026,344.4660829,344.4660829,0.344814342,0.510325226,0.00100001,0.00100001,GOOD,1579.216395,1398.103887
FIREBAUGH CANAL W.D.,Orchards,San Joaquin River,451.1533949,4762.917744,3.247388671,3.45,2203.997556,172.5,5347.052259,5630.387794,0.13,50,0.4,0.142496355,0.364024786,0.345706127,2113.107514,1.103084318,2113.107514,451.6045528,2032.128665,5.57E-08,23.47213016,-1.5,0.251583085,0.09646792,0.317560864,0.334388131,3.068651271,0.017050315,113.3730134,5347.052259,5630.387794,451.1533949,451.1533949,451.1073381,1556.320316,451.1073381,451.1073381,0.04605684,0.158896097,0.000102087,0.000102087,GOOD,4762.917744,2113.107514
FIREBAUGH CANAL W.D.,Pasture,San Joaquin River,11.98431594,226.9343417,5,4.6,214.82356,46,128.6294506,552.5829799,0.51,10,0.4,0.189326621,0.486998112,0.113362702,192.635718,1.147132098,192.635718,11.99630037,84.66391924,5.57E-08,23.47213016,-1.5,0.119805994,0.607684008,0.051456506,0.221053492,2.953135717,0.163612535,257.6346598,128.6294506,552.5829799,11.98431594,11.98431594,11.99630038,55.18298173,11.99630038,11.99630038,-0.011984436,-0.055128405,0.00100001,0.00100001,GOOD,226.9343417,192.635718
FIREBAUGH CANAL W.D.,Pistachios,San Joaquin River,6375.819351,4897.401316,1.414819371,3.81,1806.45507,190.5,360.6739901,1788.102657,0.4,50,0.4,0.260711671,0.25806301,0.052053284,2783.206532,1.591754908,2783.206532,6382.195234,2693.777716,5.57E-08,23.47213016,-1.5,0.515443905,0.23844131,0.041310576,0.204804209,1.212764318,0.000392106,942095.1531,360.6739901,1788.102657,6375.819351,6375.819351,6378.721925,24302.93053,6378.721925,6378.721925,-2.902574117,-11.05880739,0.000455247,0.000455247,GOOD,4897.401316,2783.206532
FIREBAUGH CANAL W.D.,Tomatoes,San Joaquin River,3379.380452,99.69467136,46.73447582,2.38,396.8321367,119,961.6082333,2531.592592,0.74,50,0.4,0.085172131,0.543356034,0.206390095,650.1452461,1.106828659,650.1452461,3382.759866,594.2815762,5.57E-08,23.47213016,-1.5,0.193336779,0.125243737,0.187581138,0.493838346,43.85013346,0.000399881,641664.2705,961.6082333,2531.592592,3379.380452,3379.380452,3376.001038,8034.88247,3376.001038,3376.001038,3.379414212,8.043005824,0.00100001,0.00100001,GOOD,99.69467136,650.1452461
FIREBAUGH CANAL W.D.,Truck,San Joaquin River,331.0492186,690.3355797,21.20927139,2.67,775.1695529,133.5,4298.997922,3487.484185,0.41,50,0.4,0.052943262,0.238191489,0.293617021,5946.363,1.60368677,5946.363,331.3802711,5883.692413,5.57E-08,23.47213016,-1.5,0.435185597,0.055933924,0.280958216,0.227922263,20.59520352,0.007367558,78853.61393,4298.997922,3487.484185,331.0492186,331.0492186,330.7181661,883.0175034,330.7181661,330.7181661,0.331052525,0.883910243,0.00100001,0.00100001,GOOD,690.3355797,5946.363
FRESNO SLOUGH W.D.,Alfalfa,Tulare Lake,67.73993738,279.620574,8.447932227,4.52,665.8443232,45.2,356.4707553,440.2816094,1.86,10,0.4,0.281872792,0.186385019,0.150905255,854.4189705,1.492064027,854.4189705,67.807678,794.5084112,79.88073444,1.89E-06,-1.5,0.555771669,0.156731402,0.128627478,0.158869451,7.637315754,0.007936742,107479.0567,356.4707553,440.2816094,67.73993738,67.73993738,67.73173532,306.1474436,67.38946748,67.38946748,0.008202062,0.037073321,0.000121082,0.000121082,GOOD,279.620574,854.4189705
FRESNO SLOUGH W.D.,Cotton,Tulare Lake,102.3418655,3710.758752,0.813814056,3.75,448.568462,187.5,236.2384667,1344.566888,0.68,50,0.4,0.148539114,0.445240339,0.078228087,802.9938141,1.297351427,802.9938141,102.4442084,743.0832562,79.88073444,1.89E-06,-1.5,0.301744779,0.323117519,0.05606127,0.319076432,0.654586442,0.014369371,19056.50396,236.2384667,1344.566888,102.3418655,102.3418655,102.3369931,383.7637241,101.775197,101.775197,0.004872394,0.018271476,4.76E-05,4.76E-05,GOOD,3710.758752,802.9938141
FRESNO SLOUGH W.D.,Field and Grain,Tulare Lake,91.36137583,289.315121,2.652255461,3.26,145.2774366,81.5,86.98746477,373.6919674,0.74,25,0.4,0.189326621,0.486998112,0.113362702,79.88074085,1.063045198,79.88074085,91.09923492,19.97018386,79.88073444,1.89E-06,-1.5,0.206768008,0.40464468,0.073374722,0.31521259,2.018854009,0.014791276,2892.311939,86.98746477,373.6919674,91.36137583,91.36137583,91.37497195,297.8824086,89.11478394,89.11478394,-0.013596121,-0.044323353,0.000148817,0.000148817,GOOD,289.315121,79.88074085
FRESNO SLOUGH W.D.,Onions and Garlic,Tulare Lake,92.06001764,2408.610949,10.63434095,1.25,4112.52293,62.5,7170.237324,10684.66196,0.41,50,0.4,0.160557684,0.417141646,0.279934415,3584.067834,1.107324665,3584.067834,92.15207858,3524.15728,79.88073444,1.89E-06,-1.5,0.300737328,0.003404149,0.279445472,0.416413051,10.62747475,0.026493851,25148.0712,7170.237324,10684.66196,92.06001764,92.06001764,92.05949951,115.0743744,91.96492747,91.96492747,0.00051813,0.000647662,5.63E-06,5.63E-06,GOOD,2408.610949,3584.067834
GRASSLANDS W.D.,Alfalfa,San Joaquin River,312.2935051,290.4258221,6.981811447,4.13,571.5529897,41.3,305.9903326,377.9325908,1.86,10,0.4,0.281872792,0.186385019,0.150905255,730.9224161,1.489186564,730.9224161,312.6058017,633.9825186,5.14E-08,23.47213016,-1.5,0.395292942,0.380449952,0.100333684,0.123923422,5.318588377,0.001721568,409038.5556,305.9903326,377.9325908,312.2935051,312.2935051,312.4339942,1290.352396,312.4339942,312.4339942,-0.140489072,-0.580219868,0.000449862,0.000449862,GOOD,290.4258221,730.9224161
GRASSLANDS W.D.,Corn,San Joaquin River,6.831384013,77.55530093,25.22861255,2.42,172.4592834,121,171.1787431,1093.099489,0.3,50,0.4,0.088141761,0.558669339,0.087487293,398.8751229,1.196248142,398.8751229,6.838215465,342.0725678,5.14E-08,23.47213016,-1.5,0.210169807,0.273412967,0.069921042,0.446496184,21.7271107,0.487944072,37.6178478,171.1787431,1093.099489,6.831384013,6.831384013,6.824552561,16.5154172,6.824552561,6.824552561,0.006831452,0.016532114,0.00100001,0.00100001,GOOD,77.55530093,398.8751229
GRASSLANDS W.D.,Cotton,San Joaquin River,32.37274313,3399.208415,0.729719844,3.63,368.4467917,181.5,194.0424094,1104.405231,0.68,50,0.4,0.148539114,0.445240339,0.078228087,632.0754022,1.27805634,632.0754022,32.4051162,546.8715697,5.14E-08,23.47213016,-1.5,0.225541714,0.454510474,0.047813591,0.272134221,0.525551473,0.045426742,4630.119848,194.0424094,1104.405231,32.37274313,32.37274313,32.34037006,117.3955433,32.34037006,32.34037006,0.032373066,0.117514231,0.00100001,0.00100001,GOOD,3399.208415,632.0754022
GRASSLANDS W.D.,Field and Grain,San Joaquin River,484.2565142,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,483.1655776,2.45E-08,5.14E-08,23.47213016,-1.5,0.102946171,0.570608205,0.061640862,0.264804762,2.301443258,0.002790569,11820.72667,76.29216237,327.7457084,484.2565142,484.2565142,483.7722528,1412.614978,483.7722528,483.7722528,0.484261352,1.414043147,0.00100001,0.00100001,GOOD,194.8087562,68.53862012
GRASSLANDS W.D.,Pasture,San Joaquin River,382.9851521,226.9343417,5,4.6,214.82356,46,128.6294506,552.5829799,0.51,10,0.4,0.189326621,0.486998112,0.113362702,192.635718,1.147132098,192.635718,383.3681411,84.66391924,5.14E-08,23.47213016,-1.5,0.119805994,0.607684008,0.051456506,0.221053492,2.953135717,0.00511974,8233.281721,128.6294506,552.5829799,382.9851521,382.9851521,383.3681411,1763.493449,383.3681411,383.3681411,-0.382988986,-1.761749334,0.00100001,0.00100001,GOOD,226.9343417,192.635718
HENRY MILLER RECLAMATION DIST. 2131,Alfalfa,San Joaquin River,3600.08608,290.4258221,6.981811447,4.13,571.5529897,41.3,305.9903326,377.9325908,1.86,10,0.4,0.281872792,0.186385019,0.150905255,730.9224161,1.489186564,730.9224161,3603.686202,633.9825186,8.88E-08,23.47213015,-1.5,0.395292942,0.380449952,0.100333684,0.123923422,5.318588378,0.000149339,4715352.661,305.9903326,377.9325908,3600.08608,3600.08608,3603.686202,14883.22401,3603.686202,3603.686202,-3.600122117,-14.86850434,0.00100001,0.00100001,GOOD,290.4258221,730.9224161
HENRY MILLER RECLAMATION DIST. 2131,Almonds,San Joaquin River,2652.04422,4775.762292,1.018616781,4.13,1058.311098,206.5,455.3980167,1465.658482,0.4,50,0.4,0.217550368,0.301286212,0.093613311,1678.804016,1.454241409,1678.804016,2654.696291,1581.864118,8.88E-08,23.47213015,-1.5,0.371434592,0.358300453,0.064067936,0.206197019,0.791066349,0.000942669,229899.1141,455.3980167,1465.658482,2652.04422,2652.04422,2654.696291,10963.89568,2654.696291,2654.696291,-2.652070767,-10.95305227,0.00100001,0.00100001,GOOD,4775.762292,1678.804016
HENRY MILLER RECLAMATION DIST. 2131,Corn,San Joaquin River,5017.80244,77.55530093,25.22861255,2.42,172.4592834,121,171.1787431,1093.099489,0.3,50,0.4,0.088141761,0.558669339,0.087487293,398.8751229,1.196248142,398.8751229,5022.820293,342.0725678,8.88E-08,23.47213015,-1.5,0.210169807,0.273412966,0.069921042,0.446496184,21.7271107,0.000664301,27631.14006,171.1787431,1093.099489,5017.80244,5017.80244,5012.784587,12130.9387,5012.784587,5012.784587,5.017852568,12.14320321,0.00100001,0.00100001,GOOD,77.55530093,398.8751229
HENRY MILLER RECLAMATION DIST. 2131,Cotton,San Joaquin River,8039.667186,3399.208415,0.729719844,3.63,368.4467917,181.5,194.0424094,1104.405231,0.68,50,0.4,0.148539114,0.445240339,0.078228087,632.0754022,1.27805634,632.0754022,8047.706934,546.8715697,8.88E-08,23.47213015,-1.5,0.225541714,0.454510474,0.047813591,0.272134221,0.525551473,0.000182917,1149875.451,194.0424094,1104.405231,8039.667186,8039.667186,8047.706934,29213.17617,8047.706934,8047.706934,-8.039747663,-29.18428402,0.00100001,0.00100001,GOOD,3399.208415,632.0754022
HENRY MILLER RECLAMATION DIST. 2131,Cucurbits,San Joaquin River,1919.334444,384.0603914,14.86947686,2.3,267.5771745,115,3732.550159,1306.069593,0.05,50,0.4,0.046854775,0.228702604,0.653597591,289.5801763,1.003253601,289.5801763,1921.253798,235.5942769,8.88E-08,23.47213015,-1.5,0.082066904,0.096137821,0.608776259,0.213019016,14.18166425,0.010420279,9.95E-05,3732.550159,1306.069593,1919.334444,1919.334444,1917.41509,4410.054708,1917.41509,1917.41509,1.919353618,4.41451332,0.00100001,0.00100001,GOOD,384.0603914,289.5801763
HENRY MILLER RECLAMATION DIST. 2131,Field and Grain,San Joaquin River,3930.346126,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,3895.328958,2.22E-08,8.88E-08,23.47213015,-1.5,0.102946171,0.570608205,0.061640862,0.264804762,2.301443258,0.000343825,95939.95311,76.29216237,327.7457084,3930.346126,3930.346126,3931.811095,11480.8884,3931.811094,3931.811094,-1.464968587,-4.277708273,0.000372733,0.000372733,GOOD,194.8087562,68.53862012
HENRY MILLER RECLAMATION DIST. 2131,Grapes,San Joaquin River,41.67305644,1686.199914,10.80135885,3.1,5693.452825,155,6051.355455,4549.189642,0.13,50,0.4,0.312599493,0.249773629,0.332250166,1764.252442,1.05452945,1764.252442,41.71472991,1691.488838,8.88E-08,23.47213015,-1.5,0.384059364,0.064651433,0.314705225,0.236583978,10.41767711,0.184587077,18.2565618,6051.355455,4549.189642,41.67305644,41.67305644,41.67620201,129.1962262,41.67620201,41.67620201,-0.003145572,-0.009751272,7.55E-05,7.55E-05,GOOD,1686.199914,1764.252442
